[INFO] [1788063865.020201914] [uav8.ladrc_position_controller]: 已创建 7 个邻居 Odom 订阅
[INFO] [1788063865.029892349] [uav8.ladrc_position_controller]: LADRC 集群执行节点已初始化 (命名空间: /uav8), ENU偏移=[0.0, 24.0, 0.0]
[INFO] [1788063865.029930140] [uav8.ladrc_position_controller]: 等待 swarm_command 和 vehicle_odometry 消息...
[INFO] [1788063865.029942273] [uav8.ladrc_position_controller]: 控制模式: ladrc_acceleration
[INFO] [1788063865.033824238] [uav8.ladrc_position_controller]: 已接收到 vehicle_odometry 消息
[INFO] [1788063877.029949093] [uav8.ladrc_position_controller]: 请求 ARM（第 1 次）
[INFO] [1788063877.129930789] [uav8.ladrc_position_controller]: 请求 OFFBOARD（第 1 次）
[INFO] [1788063877.249978249] [uav8.ladrc_position_controller]: UAV8 mode=ladrc_acceleration Ref[-0.0,-0.0,1.5] Safe[-0.0,-0.0,1.5] Pos[-0.01,-0.01,-0.16] Cmd[-0.1,0.0,4.7]
[INFO] [1788063878.249983084] [uav8.ladrc_position_controller]: UAV8 mode=ladrc_acceleration Ref[-0.0,-0.0,1.5] Safe[-0.0,-0.0,1.5] Pos[-0.02,-0.00,-0.17] Cmd[0.2,-0.1,8.0]
[INFO] [1788063879.269956862] [uav8.ladrc_position_controller]: UAV8 mode=ladrc_acceleration Ref[-0.0,-0.0,1.5] Safe[-0.0,-0.0,1.5] Pos[0.05,-0.06,1.00] Cmd[-0.3,0.5,2.9]
[INFO] [1788063880.289941571] [uav8.ladrc_position_controller]: UAV8 mode=ladrc_acceleration Ref[-0.0,-0.0,1.5] Safe[-0.0,-0.0,1.5] Pos[-0.04,-0.05,1.39] Cmd[0.3,0.2,4.1]
[INFO] [1788063880.829964839] [uav8.ladrc_position_controller]: 自动起飞稳定保持完成，进入 READY
[INFO] [1788063881.290024003] [uav8.ladrc_position_controller]: UAV8 mode=ladrc_acceleration Ref[-0.0,-0.0,1.5] Safe[-0.0,-0.0,1.5] Pos[-0.06,0.02,1.50] Cmd[0.3,-0.2,3.8]
[INFO] [1788063882.310038899] [uav8.ladrc_position_controller]: UAV8 mode=ladrc_acceleration Ref[-0.0,-0.0,1.5] Safe[-0.0,-0.0,1.5] Pos[0.04,-0.01,1.83] Cmd[-0.4,0.3,1.4]
[INFO] [1788063883.329983344] [uav8.ladrc_position_controller]: UAV8 mode=ladrc_acceleration Ref[-0.0,-0.0,1.5] Safe[-0.0,-0.0,1.5] Pos[-0.01,-0.01,1.68] Cmd[0.3,0.0,-0.5]
[INFO] [1788063884.349933050] [uav8.ladrc_position_controller]: UAV8 mode=ladrc_acceleration Ref[-0.0,-0.0,1.5] Safe[-0.0,-0.0,1.5] Pos[0.01,-0.00,1.58] Cmd[-0.2,0.1,-0.1]
[INFO] [1788063885.349941255] [uav8.ladrc_position_controller]: UAV8 mode=ladrc_acceleration Ref[-0.0,-0.0,1.5] Safe[-0.0,-0.0,1.5] Pos[0.01,-0.02,1.52] Cmd[-0.0,0.2,0.4]
[INFO] [1788063886.369938400] [uav8.ladrc_position_controller]: UAV8 mode=ladrc_acceleration Ref[-0.0,-0.0,1.5] Safe[-0.0,-0.0,1.5] Pos[-0.01,0.01,1.50] Cmd[-0.1,-0.0,0.3]
[INFO] [1788063887.389925697] [uav8.ladrc_position_controller]: UAV8 mode=ladrc_acceleration Ref[-0.0,-0.0,1.5] Safe[-0.0,-0.0,1.5] Pos[-0.00,-0.00,1.50] Cmd[-0.1,0.1,-0.1]
[INFO] [1788063888.409936709] [uav8.ladrc_position_controller]: UAV8 mode=ladrc_acceleration Ref[-0.0,-0.0,1.5] Safe[-0.0,-0.0,1.5] Pos[0.00,-0.00,1.50] Cmd[-0.1,0.0,0.0]
[INFO] [1788063889.410005820] [uav8.ladrc_position_controller]: UAV8 mode=ladrc_acceleration Ref[-0.0,-0.0,1.5] Safe[-0.0,-0.0,1.5] Pos[-0.01,-0.01,1.49] Cmd[-0.1,0.0,0.3]
[INFO] [1788063890.429982580] [uav8.ladrc_position_controller]: UAV8 mode=ladrc_acceleration Ref[-0.0,-0.0,1.5] Safe[-0.0,-0.0,1.5] Pos[-0.01,-0.01,1.50] Cmd[-0.1,0.0,-0.0]
[INFO] [1788063891.449941877] [uav8.ladrc_position_controller]: UAV8 mode=ladrc_acceleration Ref[-0.0,-0.0,1.5] Safe[-0.0,-0.0,1.5] Pos[-0.00,-0.01,1.50] Cmd[-0.2,0.0,0.2]
[INFO] [1788063892.450025526] [uav8.ladrc_position_controller]: UAV8 mode=ladrc_acceleration Ref[-0.0,-0.0,1.5] Safe[-0.0,-0.0,1.5] Pos[-0.01,-0.01,1.51] Cmd[-0.2,0.1,-0.2]
[INFO] [1788063893.469945200] [uav8.ladrc_position_controller]: UAV8 mode=ladrc_acceleration Ref[-0.0,-0.0,1.5] Safe[-0.0,-0.0,1.5] Pos[-0.02,-0.01,1.49] Cmd[-0.1,0.1,0.4]
[INFO] [1788063894.489918935] [uav8.ladrc_position_controller]: UAV8 mode=ladrc_acceleration Ref[-0.0,-0.0,1.5] Safe[-0.0,-0.0,1.5] Pos[-0.01,-0.00,1.51] Cmd[-0.1,-0.0,-0.3]
[INFO] [1788063895.509903471] [uav8.ladrc_position_controller]: UAV8 mode=ladrc_acceleration Ref[-0.0,-0.0,1.5] Safe[-0.0,-0.0,1.5] Pos[-0.01,-0.01,1.49] Cmd[-0.1,0.2,0.6]
[INFO] [1788063896.509984127] [uav8.ladrc_position_controller]: UAV8 mode=ladrc_acceleration Ref[-0.0,-0.0,1.5] Safe[-0.0,-0.0,1.5] Pos[-0.01,-0.00,1.51] Cmd[-0.1,0.0,-0.2]
[INFO] [1788063897.529929590] [uav8.ladrc_position_controller]: UAV8 mode=ladrc_acceleration Ref[-0.0,-0.0,1.5] Safe[-0.0,-0.0,1.5] Pos[-0.01,-0.01,1.50] Cmd[-0.0,0.1,0.6]
[INFO] [1788063898.549943482] [uav8.ladrc_position_controller]: UAV8 mode=ladrc_acceleration Ref[-0.0,-0.0,1.5] Safe[-0.0,-0.0,1.5] Pos[-0.01,-0.02,1.51] Cmd[-0.1,0.1,-0.2]
[INFO] [1788063899.569893756] [uav8.ladrc_position_controller]: UAV8 mode=ladrc_acceleration Ref[-0.0,-0.0,1.5] Safe[-0.0,-0.0,1.5] Pos[-0.02,-0.01,1.50] Cmd[0.0,0.1,0.2]
[INFO] [1788063900.589869277] [uav8.ladrc_position_controller]: UAV8 mode=ladrc_acceleration Ref[-0.0,-0.0,1.5] Safe[-0.0,-0.0,1.5] Pos[-0.02,-0.00,1.50] Cmd[-0.1,-0.0,-0.1]
[INFO] [1788063901.589881177] [uav8.ladrc_position_controller]: UAV8 mode=ladrc_acceleration Ref[-0.0,-0.0,1.5] Safe[-0.0,-0.0,1.5] Pos[-0.01,0.00,1.50] Cmd[-0.1,0.0,0.0]
[INFO] [1788063902.609872629] [uav8.ladrc_position_controller]: UAV8 mode=ladrc_acceleration Ref[-0.0,-0.0,1.5] Safe[-0.0,-0.0,1.5] Pos[-0.01,-0.02,1.50] Cmd[-0.1,0.2,0.2]
[INFO] [1788063903.609881914] [uav8.ladrc_position_controller]: UAV8 mode=ladrc_acceleration Ref[-0.0,-0.0,1.5] Safe[-0.0,-0.0,1.5] Pos[-0.01,-0.02,1.50] Cmd[-0.1,0.1,-0.1]
[INFO] [1788063904.629867907] [uav8.ladrc_position_controller]: UAV8 mode=ladrc_acceleration Ref[-0.0,-0.0,1.5] Safe[-0.0,-0.0,1.5] Pos[-0.01,-0.00,1.49] Cmd[-0.1,0.0,0.2]
[INFO] [1788063905.649856435] [uav8.ladrc_position_controller]: UAV8 mode=ladrc_acceleration Ref[-0.0,-0.0,1.5] Safe[-0.0,-0.0,1.5] Pos[-0.01,-0.02,1.48] Cmd[-0.1,0.1,1.2]
[INFO] [1788063906.649888425] [uav8.ladrc_position_controller]: UAV8 mode=ladrc_acceleration Ref[-0.0,-0.0,1.5] Safe[-0.0,-0.0,1.5] Pos[-0.03,-0.01,1.49] Cmd[0.0,0.1,-0.2]
