[INFO] [1788063865.014425463] [uav6.ladrc_position_controller]: 已创建 7 个邻居 Odom 订阅
[INFO] [1788063865.025906500] [uav6.ladrc_position_controller]: LADRC 集群执行节点已初始化 (命名空间: /uav6), ENU偏移=[0.0, 18.0, 0.0]
[INFO] [1788063865.026154003] [uav6.ladrc_position_controller]: 等待 swarm_command 和 vehicle_odometry 消息...
[INFO] [1788063865.026167969] [uav6.ladrc_position_controller]: 控制模式: ladrc_acceleration
[INFO] [1788063865.044140845] [uav6.ladrc_position_controller]: 已接收到 vehicle_odometry 消息
[INFO] [1788063877.025949177] [uav6.ladrc_position_controller]: 请求 ARM（第 1 次）
[INFO] [1788063877.125973854] [uav6.ladrc_position_controller]: 请求 OFFBOARD（第 1 次）
[INFO] [1788063877.246069013] [uav6.ladrc_position_controller]: UAV6 mode=ladrc_acceleration Ref[0.0,0.0,1.5] Safe[0.0,0.0,1.5] Pos[0.00,0.01,-0.19] Cmd[0.0,0.1,4.7]
[INFO] [1788063878.266001633] [uav6.ladrc_position_controller]: UAV6 mode=ladrc_acceleration Ref[0.0,0.0,1.5] Safe[0.0,0.0,1.5] Pos[-0.01,0.00,-0.20] Cmd[0.0,-0.0,8.0]
[INFO] [1788063879.285970672] [uav6.ladrc_position_controller]: UAV6 mode=ladrc_acceleration Ref[0.0,0.0,1.5] Safe[0.0,0.0,1.5] Pos[0.03,-0.05,0.99] Cmd[-0.2,0.5,2.9]
[INFO] [1788063880.305959168] [uav6.ladrc_position_controller]: UAV6 mode=ladrc_acceleration Ref[0.0,0.0,1.5] Safe[0.0,0.0,1.5] Pos[-0.05,-0.03,1.39] Cmd[0.3,0.2,3.9]
[INFO] [1788063881.305976077] [uav6.ladrc_position_controller]: UAV6 mode=ladrc_acceleration Ref[0.0,0.0,1.5] Safe[0.0,0.0,1.5] Pos[-0.06,0.05,1.52] Cmd[0.4,-0.3,3.5]
[INFO] [1788063882.325999810] [uav6.ladrc_position_controller]: UAV6 mode=ladrc_acceleration Ref[0.0,0.0,1.5] Safe[0.0,0.0,1.5] Pos[0.05,-0.03,1.83] Cmd[-0.4,0.5,0.9]
[INFO] [1788063883.345981274] [uav6.ladrc_position_controller]: UAV6 mode=ladrc_acceleration Ref[0.0,0.0,1.5] Safe[0.0,0.0,1.5] Pos[0.00,0.02,1.68] Cmd[0.3,0.0,-0.5]
[INFO] [1788063884.365951518] [uav6.ladrc_position_controller]: UAV6 mode=ladrc_acceleration Ref[0.0,0.0,1.5] Safe[0.0,0.0,1.5] Pos[0.01,0.02,1.58] Cmd[-0.2,0.1,-0.1]
[INFO] [1788063884.525987768] [uav6.ladrc_position_controller]: 自动起飞稳定保持完成，进入 READY
[INFO] [1788063885.365956928] [uav6.ladrc_position_controller]: UAV6 mode=ladrc_acceleration Ref[0.0,0.0,1.5] Safe[0.0,0.0,1.5] Pos[0.03,0.02,1.51] Cmd[-0.1,0.1,0.5]
[INFO] [1788063886.385990962] [uav6.ladrc_position_controller]: UAV6 mode=ladrc_acceleration Ref[0.0,0.0,1.5] Safe[0.0,0.0,1.5] Pos[0.00,0.00,1.50] Cmd[0.0,0.1,0.1]
