bag_time_ns,armed_time,arming_state,avoidance_system_required,avoidance_system_valid,calibration_enabled,can_set_nav_states_mask,component_id,executor_in_charge,failsafe,failsafe_and_user_took_over,failsafe_defer_state,failure_detector_status,gcs_connection_lost,gcs_connection_lost_counter,high_latency_data_link_lost,hil_state,in_transition_mode,in_transition_to_fw,is_vtol,is_vtol_tailsitter,latest_arming_reason,latest_disarming_reason,nav_state,nav_state_timestamp,nav_state_user_intention,open_drone_id_system_healthy,open_drone_id_system_present,parachute_system_healthy,parachute_system_present,power_input_valid,pre_flight_checks_pass,rc_calibration_in_progress,safety_button_available,safety_off,system_id,system_type,takeoff_time,timestamp,usb_connected,valid_nav_states_mask,vehicle_type
1785207173329615370,22484000,2,False,False,False,8307839,1,0,False,False,0,0,True,0,False,0,False,False,False,False,4,0,14,24596000,14,False,False,False,False,True,True,False,True,True,2,2,26456000,1785207173327683,False,2147411071,1
1785207173833651429,22484000,2,False,False,False,8307839,1,0,False,False,0,0,True,0,False,0,False,False,False,False,4,0,14,24596000,14,False,False,False,False,True,True,False,True,True,2,2,26456000,1785207173831683,False,2147411071,1
1785207174337573452,22484000,2,False,False,False,8307839,1,0,False,False,0,0,True,0,False,0,False,False,False,False,4,0,14,24596000,14,False,False,False,False,True,True,False,True,True,2,2,26456000,1785207174335684,False,2147411071,1
1785207174852713408,22484000,2,False,False,False,8307839,1,0,False,False,0,0,True,0,False,0,False,False,False,False,4,0,14,24596000,14,False,False,False,False,True,True,False,True,True,2,2,26456000,1785207174839684,False,2147411071,1
1785207175631401599,22484000,2,False,False,False,8307839,1,0,False,False,0,0,True,0,False,0,False,False,False,False,4,0,14,24596000,14,False,False,False,False,True,True,False,True,True,2,2,26456000,1785207175343684,False,2147411071,1
1785207175851819439,22484000,2,False,False,False,8307839,1,0,False,False,0,0,True,0,False,0,False,False,False,False,4,0,14,24596000,14,False,False,False,False,True,True,False,True,True,2,2,26456000,1785207175847684,False,2147411071,1
1785207176355369334,22484000,2,False,False,False,8307839,1,0,False,False,0,0,True,0,False,0,False,False,False,False,4,0,14,24596000,14,False,False,False,False,True,True,False,True,True,2,2,26456000,1785207176351684,False,2147411071,1
1785207176859360026,22484000,2,False,False,False,8307839,1,0,False,False,0,0,True,0,False,0,False,False,False,False,4,0,14,24596000,14,False,False,False,False,True,True,False,True,True,2,2,26456000,1785207176855690,False,2147411071,1
1785207177363281115,22484000,2,False,False,False,8307839,1,0,False,False,0,0,True,0,False,0,False,False,False,False,4,0,14,24596000,14,False,False,False,False,True,True,False,True,True,2,2,26456000,1785207177359690,False,2147411071,1
1785207177867350077,22484000,2,False,False,False,8307839,1,0,False,False,0,0,True,0,False,0,False,False,False,False,4,0,14,24596000,14,False,False,False,False,True,True,False,True,True,2,2,26456000,1785207177863697,False,2147411071,1
1785207178371427342,22484000,2,False,False,False,8307839,1,0,False,False,0,0,True,0,False,0,False,False,False,False,4,0,14,24596000,14,False,False,False,False,True,True,False,True,True,2,2,26456000,1785207178367697,False,2147411071,1
1785207178875474532,22484000,2,False,False,False,8307839,1,0,False,False,0,0,True,0,False,0,False,False,False,False,4,0,14,24596000,14,False,False,False,False,True,True,False,True,True,2,2,26456000,1785207178871703,False,2147411071,1
1785207179379533652,22484000,2,False,False,False,8307839,1,0,False,False,0,0,True,0,False,0,False,False,False,False,4,0,14,24596000,14,False,False,False,False,True,True,False,True,True,2,2,26456000,1785207179375703,False,2147411071,1
1785207179886460653,22484000,2,False,False,False,8307839,1,0,False,False,0,0,True,0,False,0,False,False,False,False,4,0,14,24596000,14,False,False,False,False,True,True,False,True,True,2,2,26456000,1785207179879710,False,2147411071,1
1785207180389540192,22484000,2,False,False,False,8307839,1,0,False,False,0,0,True,0,False,0,False,False,False,False,4,0,14,24596000,14,False,False,False,False,True,True,False,True,True,2,2,26456000,1785207180383710,False,2147411071,1
1785207180892362646,22484000,2,False,False,False,8307839,1,0,False,False,0,0,True,0,False,0,False,False,False,False,4,0,14,24596000,14,False,False,False,False,True,True,False,True,True,2,2,26456000,1785207180887722,False,2147411071,1
1785207181395949529,22484000,2,False,False,False,8307839,1,0,False,False,0,0,True,0,False,0,False,False,False,False,4,0,14,24596000,14,False,False,False,False,True,True,False,True,True,2,2,26456000,1785207181391722,False,2147411071,1
1785207181899853668,22484000,2,False,False,False,8307839,1,0,False,False,0,0,True,0,False,0,False,False,False,False,4,0,14,24596000,14,False,False,False,False,True,True,False,True,True,2,2,26456000,1785207181895730,False,2147411071,1
1785207182403909160,22484000,2,False,False,False,8307839,1,0,False,False,0,0,True,0,False,0,False,False,False,False,4,0,14,24596000,14,False,False,False,False,True,True,False,True,True,2,2,26456000,1785207182399730,False,2147411071,1
1785207182907992560,22484000,2,False,False,False,8307839,1,0,False,False,0,0,True,0,False,0,False,False,False,False,4,0,14,24596000,14,False,False,False,False,True,True,False,True,True,2,2,26456000,1785207182903738,False,2147411071,1
1785207183412166839,22484000,2,False,False,False,8307839,1,0,False,False,0,0,True,0,False,0,False,False,False,False,4,0,14,24596000,14,False,False,False,False,True,True,False,True,True,2,2,26456000,1785207183407738,False,2147411071,1
1785207183916200715,22484000,2,False,False,False,8307839,1,0,False,False,0,0,True,0,False,0,False,False,False,False,4,0,14,24596000,14,False,False,False,False,True,True,False,True,True,2,2,26456000,1785207183911747,False,2147411071,1
1785207184420168631,22484000,2,False,False,False,8307839,1,0,False,False,0,0,True,0,False,0,False,False,False,False,4,0,14,24596000,14,False,False,False,False,True,True,False,True,True,2,2,26456000,1785207184415747,False,2147411071,1
1785207184924342112,22484000,2,False,False,False,8307839,1,0,False,False,0,0,True,0,False,0,False,False,False,False,4,0,14,24596000,14,False,False,False,False,True,True,False,True,True,2,2,26456000,1785207184919756,False,2147411071,1
1785207185428362358,22484000,2,False,False,False,8307839,1,0,False,False,0,0,True,0,False,0,False,False,False,False,4,0,14,24596000,14,False,False,False,False,True,True,False,True,True,2,2,26456000,1785207185423756,False,2147411071,1
1785207185932389853,22484000,2,False,False,False,8307839,1,0,False,False,0,0,True,0,False,0,False,False,False,False,4,0,14,24596000,14,False,False,False,False,True,True,False,True,True,2,2,26456000,1785207185927766,False,2147411071,1
1785207186436582756,22484000,2,False,False,False,8307839,1,0,False,False,0,0,True,0,False,0,False,False,False,False,4,0,14,24596000,14,False,False,False,False,True,True,False,True,True,2,2,26456000,1785207186431766,False,2147411071,1
1785207186940500844,22484000,2,False,False,False,8307839,1,0,False,False,0,0,True,0,False,0,False,False,False,False,4,0,14,24596000,14,False,False,False,False,True,True,False,True,True,2,2,26456000,1785207186935776,False,2147411071,1
1785207187444461777,22484000,2,False,False,False,8307839,1,0,False,False,0,0,True,0,False,0,False,False,False,False,4,0,14,24596000,14,False,False,False,False,True,True,False,True,True,2,2,26456000,1785207187439776,False,2147411071,1
1785207187948559847,22484000,2,False,False,False,8307839,1,0,False,False,0,0,True,0,False,0,False,False,False,False,4,0,14,24596000,14,False,False,False,False,True,True,False,True,True,2,2,26456000,1785207187943786,False,2147411071,1
1785207188452591244,22484000,2,False,False,False,8307839,1,0,False,False,0,0,True,0,False,0,False,False,False,False,4,0,14,24596000,14,False,False,False,False,True,True,False,True,True,2,2,26456000,1785207188447786,False,2147411071,1
1785207188956582912,22484000,2,False,False,False,8307839,1,0,False,False,0,0,True,0,False,0,False,False,False,False,4,0,14,24596000,14,False,False,False,False,True,True,False,True,True,2,2,26456000,1785207188951797,False,2147411071,1
1785207189460593230,22484000,2,False,False,False,8307839,1,0,False,False,0,0,True,0,False,0,False,False,False,False,4,0,14,24596000,14,False,False,False,False,True,True,False,True,True,2,2,26456000,1785207189455797,False,2147411071,1
1785207189964597302,22484000,2,False,False,False,8307839,1,0,False,False,0,0,True,0,False,0,False,False,False,False,4,0,14,24596000,14,False,False,False,False,True,True,False,True,True,2,2,26456000,1785207189959807,False,2147411071,1
1785207190468598883,22484000,2,False,False,False,8307839,1,0,False,False,0,0,True,0,False,0,False,False,False,False,4,0,14,24596000,14,False,False,False,False,True,True,False,True,True,2,2,26456000,1785207190463807,False,2147411071,1
1785207190972635990,22484000,2,False,False,False,8307839,1,0,False,False,0,0,True,0,False,0,False,False,False,False,4,0,14,24596000,14,False,False,False,False,True,True,False,True,True,2,2,26456000,1785207190967817,False,2147411071,1
1785207191476665093,22484000,2,False,False,False,8307839,1,0,False,False,0,0,True,0,False,0,False,False,False,False,4,0,14,24596000,14,False,False,False,False,True,True,False,True,True,2,2,26456000,1785207191471817,False,2147411071,1
1785207191980610066,22484000,2,False,False,False,8307839,1,0,False,False,0,0,True,0,False,0,False,False,False,False,4,0,14,24596000,14,False,False,False,False,True,True,False,True,True,2,2,26456000,1785207191975827,False,2147411071,1
1785207192484525133,22484000,2,False,False,False,8307839,1,0,False,False,0,0,True,0,False,0,False,False,False,False,4,0,14,24596000,14,False,False,False,False,True,True,False,True,True,2,2,26456000,1785207192479827,False,2147411071,1
1785207192988664305,22484000,2,False,False,False,8307839,1,0,False,False,0,0,True,0,False,0,False,False,False,False,4,0,14,24596000,14,False,False,False,False,True,True,False,True,True,2,2,26456000,1785207192983838,False,2147411071,1
1785207193492604220,22484000,2,False,False,False,8307839,1,0,False,False,0,0,True,0,False,0,False,False,False,False,4,0,14,24596000,14,False,False,False,False,True,True,False,True,True,2,2,26456000,1785207193487838,False,2147411071,1
1785207193996640858,22484000,2,False,False,False,8307839,1,0,False,False,0,0,True,0,False,0,False,False,False,False,4,0,14,24596000,14,False,False,False,False,True,True,False,True,True,2,2,26456000,1785207193991848,False,2147411071,1
1785207194500541239,22484000,2,False,False,False,8307839,1,0,False,False,0,0,True,0,False,0,False,False,False,False,4,0,14,24596000,14,False,False,False,False,True,True,False,True,True,2,2,26456000,1785207194495848,False,2147411071,1
1785207195004536549,22484000,2,False,False,False,8307839,1,0,False,False,0,0,True,0,False,0,False,False,False,False,4,0,14,24596000,14,False,False,False,False,True,True,False,True,True,2,2,26456000,1785207194999859,False,2147411071,1
1785207195509182726,22484000,2,False,False,False,8307839,1,0,False,False,0,0,True,0,False,0,False,False,False,False,4,0,14,24596000,14,False,False,False,False,True,True,False,True,True,2,2,26456000,1785207195503859,False,2147411071,1
1785207196013641237,22484000,2,False,False,False,8307839,1,0,False,False,0,0,True,0,False,0,False,False,False,False,4,0,14,24596000,14,False,False,False,False,True,True,False,True,True,2,2,26456000,1785207196007871,False,2147411071,1
