bag_time_ns,angular_velocity,orientation_variance,pose_frame,position,position_variance,q,quality,reset_counter,timestamp,timestamp_sample,velocity,velocity_frame,velocity_variance
1785142630063697531,[-0.00045307  0.00236694 -0.00034362],[4.2704134e-05 4.1830874e-05 3.4150869e-02],1,[ 0.00464016 -0.00662133  0.1953979 ],[0.10939925 0.109551   0.08781333],[ 0.6920121  -0.00116628  0.00157173  0.7218833 ],0,6,1785142629444916,1785142629444916,[-0.01606821 -0.02884912  0.11794022],1,[0.01493046 0.01473728 0.00629998]
1785142630064269363,[-0.00205083  0.00076902 -0.00034376],[4.2743024e-05 4.1870491e-05 3.4148060e-02],1,[ 0.00463693 -0.00648442  0.19547422],[0.10978884 0.10994566 0.08808374],[ 0.6920154  -0.00117349  0.00156808  0.7218801 ],0,6,1785142629452916,1785142629452916,[-0.01610444 -0.02884339  0.11818148],1,[0.01498837 0.01479874 0.00631268]
1785142630064760928,[ 0.00061234  0.00023638 -0.00140902],[4.2825126e-05 4.1947958e-05 3.4148730e-02],1,[ 0.00462328 -0.00623485  0.19570887],[0.11058812 0.11074682 0.0886273 ],[ 0.69202083 -0.00117732  0.00155801  0.7218749 ],0,6,1785142629468916,1785142629468916,[-0.01621841 -0.0286891   0.11880217],1,[0.01512476 0.01493171 0.00633811]
1785142630065104391,[-0.00045293 -0.00455731  0.00178677],[4.2870728e-05 4.1987274e-05 3.4149054e-02],1,[ 0.00461068 -0.00612268  0.19586562],[0.11099134 0.11115094 0.08890045],[ 0.69202006 -0.00116547  0.00154349  0.7218757 ],0,6,1785142629476916,1785142629476916,[-0.01649575 -0.02861005  0.11902837],1,[0.01519327 0.01499833 0.00635084]
1785142630065795014,[ 0.00034602 -0.00189414  0.00018888],[4.2946696e-05 4.2065589e-05 3.4149729e-02],1,[ 0.00457249 -0.0059215   0.19625406],[0.11180502 0.11196635 0.08944952],[ 0.69201905 -0.00116332  0.00153587  0.7218767 ],0,6,1785142629492916,1785142629492916,[-0.01694708 -0.02837703  0.11957925],1,[0.01533126 0.01513232 0.00637631]
1785142630309517693,[-0.00045293  0.0005027   0.00311835],[4.2984451e-05 4.2102758e-05 3.4150071e-02],1,[ 0.00454868 -0.00583233  0.19645548],[0.1122155  0.11237767 0.08907885],[ 0.69201505 -0.00116337  0.00153204  0.72188056],0,6,1785142629500916,1785142629500916,[-0.01690274 -0.02851672  0.1197123 ],1,[0.01540061 0.01519971 0.00636508]
1785142630310036204,[ 0.00034602  0.00263323 -0.00061008],[4.3070329e-05 4.2182750e-05 3.4150727e-02],1,[ 0.00449421 -0.00567782  0.19692878],[0.11304381 0.11320756 0.08962946],[ 0.692013   -0.00115609  0.00154905  0.72188246],0,6,1785142629516916,1785142629516916,[-0.01706487 -0.02861298  0.12023352],1,[0.01553964 0.01533472 0.00639057]
1785142630310438117,[ 0.00167688 -0.00349202  0.00125425],[4.3103817e-05 4.2222062e-05 3.4147900e-02],1,[ 0.00446887 -0.00561243  0.19719946],[0.11345378 0.11362322 0.08990616],[ 0.6920127  -0.00114449  0.00154587  0.72188276],0,6,1785142629524916,1785142629524916,[-0.01696081 -0.02861461  0.12030065],1,[0.01559882 0.0153977  0.00640332]
1785142630311002566,[ 7.8984885e-05 -2.9622344e-04 -3.4364805e-04],[4.3179767e-05 4.2300228e-05 3.4148581e-02],1,[ 0.00441172 -0.00550297  0.1978034 ],[0.11429664 0.1144677  0.09046231],[ 0.6920082  -0.00114757  0.00153593  0.7218872 ],0,6,1785142629540916,1785142629540916,[-0.01726794 -0.02874897  0.12050344],1,[0.01573951 0.01553459 0.00642885]
1785142630311391556,[-0.00231786 -0.00109517  0.00018898],[4.3224845e-05 4.2339863e-05 3.4148917e-02],1,[ 0.00437806 -0.00545928  0.1981206 ],[0.11472182 0.11489365 0.09008051],[ 0.6920083  -0.00114831  0.00152765  0.72188705],0,6,1785142629548916,1785142629548916,[-0.01728408 -0.02869254  0.12077384],1,[0.01581034 0.01560326 0.00641703]
1785142630314827763,[-0.00151891 -0.0016278  -0.00114259],[4.3267970e-05 4.2380234e-05 3.4149256e-02],1,[ 0.00434282 -0.00542225  0.19845922],[0.11514953 0.11532211 0.09035888],[ 0.6920134  -0.0011501   0.00151376  0.7218822 ],0,6,1785142629556916,1785142629556916,[-0.01729419 -0.02876751  0.12108778],1,[0.0158811  0.01567201 0.0064298 ]
1785142630315204453,[ 1.1442502e-03  2.3641018e-04 -7.7333323e-05],[4.3306205e-05 4.2419280e-05 3.4149591e-02],1,[ 0.0043052  -0.0053925   0.19881986],[0.11557977 0.11575307 0.09063817],[ 0.69201416 -0.00114502  0.00151251  0.7218815 ],0,6,1785142629564916,1785142629564916,[-0.01731629 -0.02881621  0.12155952],1,[0.01595216 0.01574128 0.00644257]
1785142630315508439,[ 0.00300846  0.00156799 -0.00034365],[4.3342490e-05 4.2457646e-05 3.4149941e-02],1,[ 0.00426563 -0.00536974  0.19920191],[0.11601255 0.11618655 0.09091839],[ 0.6920206 -0.0011402  0.0015226  0.7218753],0,6,1785142629572916,1785142629572916,[-0.01737384 -0.02900019  0.12188309],1,[0.01602354 0.01581091 0.00645535]
1785142630316095817,[0.00220951 0.00316589 0.00391741],[4.3380354e-05 4.2496202e-05 3.4150273e-02],1,[ 0.00422365 -0.00535505  0.19960389],[0.1164479  0.11662257 0.09119955],[ 0.6920104  -0.00114222  0.00153565  0.721885  ],0,6,1785142629580916,1785142629580916,[-0.01742537 -0.02916522  0.12207691],1,[0.01609544 0.01588055 0.00646814]
1785142630316625998,[-4.183174e-03  3.433103e-03 -7.084216e-05],[4.3418400e-05 4.2535325e-05 3.4147449e-02],1,[ 0.00418844 -0.00535248  0.2000242 ],[0.11687669 0.11705768 0.09148164],[ 0.6920106  -0.00115874  0.00153752  0.72188485],0,6,1785142629588916,1785142629588916,[-0.01744702 -0.02903083  0.12222593],1,[0.01615599 0.01594528 0.00648094]
1785142630317065414,[-0.00152001  0.00050363  0.00312496],[4.3462838e-05 4.2575200e-05 3.4147784e-02],1,[ 0.00415093 -0.00535445  0.20046261],[0.11731704 0.11749875 0.09176467],[ 0.6920027  -0.00116757  0.00153133  0.7218924 ],0,6,1785142629596916,1785142629596916,[-0.01754627 -0.02886512  0.12230717],1,[0.0162283  0.01601538 0.00649374]
1785142630317397969,[-0.00152001 -0.00109427 -0.00300032],[4.3544493e-05 4.2656768e-05 3.4148436e-02],1,[ 0.004067   -0.00537444  0.20132357],[0.11820555 0.11838861 0.09165107],[ 0.6920075  -0.00117082  0.0015096   0.7218878 ],0,6,1785142629612916,1785142629612916,[-0.01777548 -0.02883237  0.12285245],1,[0.01637325 0.01615613 0.00649397]
1785142630317709839,[0.00034419 0.00103626 0.00099442],[4.3586613e-05 4.2696312e-05 3.4148768e-02],1,[ 0.00402131 -0.00539343  0.20178251],[0.11865374 0.11883743 0.09193482],[ 0.69200784 -0.00117237  0.00151126  0.72188747],0,6,1785142629620916,1785142629620916,[-0.01780376 -0.02901484  0.12309829],1,[0.01644617 0.01622706 0.00650678]
1785142630776308237,[-0.00072106  0.00076994  0.00179337],[4.3621061e-05 4.2736207e-05 3.4149103e-02],1,[ 0.00397443 -0.0054178   0.20225902],[0.11910456 0.11928887 0.0922195 ],[ 0.69200087 -0.00117573  0.00150957  0.7218942 ],0,6,1785142629628916,1785142629628916,[-0.01769363 -0.02886894  0.12323178],1,[0.01651936 0.01629841 0.0065196 ]
1785142630776839589,[ 0.00114315  0.00130258 -0.00166874],[4.3701555e-05 4.2815969e-05 3.4149759e-02],1,[ 0.00387307 -0.00548495  0.20326374],[0.1200142  0.12019962 0.09279171],[ 0.6920005  -0.00118888  0.00152051  0.7218945 ],0,6,1785142629644916,1785142629644916,[-0.01806333 -0.02920775  0.12357   ],1,[0.01666641 0.0164417  0.00654525]
1785142630777181871,[ 0.00087683 -0.00056164 -0.00060348],[4.3742129e-05 4.2856074e-05 3.4150086e-02],1,[ 0.00381858 -0.0055265   0.20379007],[0.12047303 0.12065897 0.09307922],[ 0.6920029  -0.00118298  0.00152181  0.7218922 ],0,6,1785142629652916,1785142629652916,[-0.01801531 -0.02905502  0.12378625],1,[0.01674063 0.01651356 0.00655809]
1785142630777780157,[-4.5504188e-04 -5.6200335e-04 -7.3527059e-05],[4.3782984e-05 4.2893207e-05 3.4147311e-02],1,[ 0.00376483 -0.0055691   0.20433336],[0.12092385 0.1211169  0.0933677 ],[ 0.6920022  -0.00118186  0.00151742  0.7218929 ],0,6,1785142629660916,1785142629660916,[-0.01813069 -0.02896466  0.12414512],1,[0.01680261 0.01658009 0.00657094]
1785142630778067405,[ 0.00061022  0.00076958 -0.00247037],[4.3827680e-05 4.2932043e-05 3.4147639e-02],1,[ 0.00370762 -0.00561588  0.20483923],[0.12138791 0.12158152 0.09295285],[ 0.69200695 -0.00118506  0.00151939  0.7218883 ],0,6,1785142629668916,1785142629668916,[-0.01843034 -0.02885202  0.12431974],1,[0.01687715 0.01665246 0.00655743]
1785142630778533867,[-0.00072136 -0.00242621 -0.00060617],[4.3865359e-05 4.2970794e-05 3.4147974e-02],1,[ 0.00364726 -0.00566786  0.20536219],[0.12185468 0.12204885 0.09324104],[ 0.69201016 -0.00117759  0.00151487  0.72188526],0,6,1785142629676916,1785142629676916,[-0.01847623 -0.02911297  0.12467148],1,[0.01695206 0.01672504 0.00657027]
1785142630791479908,[ 0.00061022 -0.00029569  0.002057  ],[4.3946999e-05 4.3051827e-05 3.4148637e-02],1,[ 0.00351955 -0.00578949  0.20645896],[0.12279645 0.12299163 0.09382028],[ 0.6920029  -0.00117611  0.00149972  0.72189224],0,6,1785142629692916,1785142629692916,[-0.01877004 -0.02906818  0.1250192 ],1,[0.01710271 0.01687149 0.00659598]
1785142630791901654,[-0.00338452  0.00130221  0.00072542],[4.3986798e-05 4.3092688e-05 3.4148965e-02],1,[ 0.00345163 -0.00585662  0.20703012],[0.12327148 0.12346712 0.09411134],[ 0.6919963  -0.00118529  0.00149654  0.72189856],0,6,1785142629700916,1785142629700916,[-0.01888484 -0.02920391  0.12514587],1,[0.0171782  0.0169448  0.00660885]
1785142630792152651,[-0.00098767  0.00263379 -0.00380195],[4.4025499e-05 4.3134376e-05 3.4149297e-02],1,[ 0.00338135 -0.00592968  0.2076158 ],[0.12374929 0.12394536 0.09440335],[ 0.6920062  -0.00119536  0.00149715  0.7218891 ],0,6,1785142629708916,1785142629708916,[-0.01896582 -0.02934159  0.12522301],1,[0.01725401 0.01701831 0.00662172]
1785142630792649805,[-0.00098768  0.00156853  0.00099174],[4.4065593e-05 4.3173790e-05 3.4149628e-02],1,[ 0.00330919 -0.00600758  0.2082157 ],[0.12422989 0.12442635 0.09469631],[ 0.69200563 -0.00120542  0.00149782  0.7218896 ],0,6,1785142629716916,1785142629716916,[-0.01902726 -0.0293762   0.12538421],1,[0.01732993 0.01709196 0.0066346 ]
1785142630792989783,[ 0.00194199  0.00076899 -0.00167564],[4.4154414e-05 4.3249947e-05 3.4147188e-02],1,[ 0.0031568  -0.00617268  0.20937888],[0.12518705 0.12539189 0.0945585 ],[ 0.6920013  -0.00120615  0.00150577  0.7218937 ],0,6,1785142629732916,1785142629732916,[-0.01909228 -0.02945959  0.12572393],1,[0.01747002 0.01723451 0.00663318]
1785142630793447290,[ 0.00140936 -0.00189417 -0.00061038],[4.4201199e-05 4.3291580e-05 3.4147516e-02],1,[ 0.00307782 -0.00625895  0.2099826 ],[0.12567592 0.12588118 0.0948521 ],[ 0.69200474 -0.00119629  0.00150514  0.72189045],0,6,1785142629740916,1785142629740916,[-0.01912059 -0.02940748  0.12592907],1,[0.01754684 0.01730919 0.00664606]
1785142630793747700,[ 0.00220831 -0.00056259 -0.00034406],[4.4243738e-05 4.3333392e-05 3.4147833e-02],1,[ 0.00299747 -0.00634916  0.21060193],[0.12616763 0.12637328 0.09514667],[ 0.6920058  -0.00118992  0.00150937  0.7218894 ],0,6,1785142629748916,1785142629748916,[-0.01903376 -0.02940437  0.126257  ],1,[0.01762397 0.01738429 0.00665896]
1785142630794107742,[ 0.00034409 -0.00322575 -0.00034406],[4.4322645e-05 4.3416490e-05 3.4148492e-02],1,[ 0.00283352 -0.00654381  0.21188296],[0.12715966 0.12736599 0.09573869],[ 0.6920062  -0.00116038  0.00148633  0.7218892 ],0,6,1785142629764916,1785142629764916,[-0.01919856 -0.02966598  0.12662563],1,[0.01777889 0.01753493 0.00668477]
1785142630794445936,[0.00274094 0.00050267 0.00045489],[4.4365373e-05 4.3456555e-05 3.4148820e-02],1,[ 0.00274793 -0.00664823  0.2125441 ],[0.12766    0.12786663 0.09603616],[ 0.692005   -0.00115293  0.00149035  0.7218903 ],0,6,1785142629772916,1785142629772916,[-0.01930748 -0.02979119  0.12679005],1,[0.01785693 0.01761057 0.00669768]
1785142630794780935,[0.00273931 0.00129976 0.00231988],[4.2060754e-05 4.1248502e-05 3.4144722e-02],1,[ 0.00271885 -0.00668512  0.21239391],[0.10629208 0.10643306 0.08647901],[ 0.6920003  -0.00114906  0.00150301  0.72189474],0,6,1785142629780916,1785142629780916,[-0.01929899 -0.03007256  0.12679848],1,[0.01433575 0.01415905 0.00619652]
1785142630795056874,[-0.00019016 -0.00083077 -0.00087591],[4.2104206e-05 4.1286970e-05 3.4145050e-02],1,[ 0.00268637 -0.00672895  0.21226126],[0.10666935 0.10681131 0.08613929],[ 0.69199944 -0.00114571  0.00150312  0.7218956 ],0,6,1785142629788916,1785142629788916,[-0.01945775 -0.030096    0.12662709],1,[0.01440121 0.01422273 0.00618698]
1785142630795378500,[-0.00072245 -0.00056455 -0.0032735 ],[4.2184522e-05 4.1361538e-05 3.4142639e-02],1,[ 0.00261002 -0.00683272  0.2120967 ],[0.10742481 0.10757243 0.08666779],[ 0.6920114  -0.00114861  0.00149117  0.7218841 ],0,6,1785142629804916,1785142629804916,[-0.01924098 -0.03027059  0.1271854 ],1,[0.01452345 0.01434652 0.00621205]
1785142630795565558,[ 0.00114176 -0.00109718  0.00072124],[4.222272e-05 4.140008e-05 3.414297e-02],1,[ 0.00256898 -0.00689336  0.2120643 ],[0.10780878 0.10795739 0.08693338],[ 0.6920132  -0.0011426   0.00148805  0.72188246],0,6,1785142629812916,1785142629812916,[-0.01924438 -0.03036901  0.12720594],1,[0.01458935 0.01441075 0.0062246 ]
1785142630795893435,[0.00353861 0.00209861 0.00072124],[4.2263779e-05 4.1438303e-05 3.4143295e-02],1,[ 0.0025252  -0.00695912  0.21206301],[0.10819504 0.10834462 0.08719987],[ 0.69201034 -0.0011377   0.00150153  0.7218852 ],0,6,1785142629820916,1785142629820916,[-0.01932875 -0.03032465  0.12740114],1,[0.01465562 0.01447555 0.00623715]
1785142630796195829,[ 3.4281338e-04 -8.3086686e-04 -7.7710145e-05],[4.2300275e-05 4.1476069e-05 3.4143630e-02],1,[ 0.00247829 -0.00702943  0.21209227],[0.1085836  0.10873414 0.08746726],[ 0.6920117  -0.00113408  0.0015037   0.7218839 ],0,6,1785142629828916,1785142629828916,[-0.01941003 -0.03030275  0.12744577],1,[0.01472221 0.01454018 0.00624971]
1785142630796500176,[-0.00285298  0.00183229 -0.00087666],[4.233678e-05 4.151627e-05 3.414395e-02],1,[ 0.00242835 -0.00710448  0.2121508 ],[0.10897449 0.10912596 0.08773555],[ 0.69201463 -0.00114428  0.0014992   0.7218811 ],0,6,1785142629836916,1785142629836916,[-0.01957535 -0.03033955  0.12757441],1,[0.01478905 0.01460521 0.00626228]
1785142630796683838,[-0.00285298  0.00396282  0.00152019],[4.2416606e-05 4.1594456e-05 3.4144606e-02],1,[ 0.00231917 -0.00726858  0.21231845],[0.10976327 0.10991655 0.08765081],[ 0.69201124 -0.00116231  0.0015028   0.72188425],0,6,1785142629852916,1785142629852916,[-0.01966678 -0.03032589  0.1280602 ],1,[0.01492356 0.01473624 0.0062646 ]
