bag_time_ns,actual_pos_x,actual_pos_y,actual_pos_z,actual_velocity_x,actual_velocity_y,actual_velocity_z,arrival_time_error,elapsed_time,final_position_error,header_frame_id,header_stamp_nanosec,header_stamp_sec,integrated_squared_jerk,integrated_squared_jerk_valid,is_finished,is_hover_stable,ladrc_accel_feedforward_enabled,ladrc_acceleration_command_x,ladrc_acceleration_command_y,ladrc_acceleration_command_z,max_acceleration,max_acceleration_valid,max_jerk,max_jerk_valid,max_velocity,max_velocity_valid,mission_id,motion_style,path_length,reference_acceleration_x,reference_acceleration_y,reference_acceleration_z,reference_jerk_x,reference_jerk_y,reference_jerk_z,reference_pos_x,reference_pos_y,reference_pos_z,reference_velocity_x,reference_velocity_y,reference_velocity_z,requested_duration,safety_factor,start_pos_x,start_pos_y,start_pos_z,target_pos_x,target_pos_y,target_pos_z,tracking_error,trajectory_duration,trajectory_profile,uav_id
1785139705791686747,-0.01508589368313551,2.9907041089609265,-0.36575618386268616,-0.031593818217515945,-0.009321768768131733,-0.17983168363571167,nan,-1.91036057472229,12.65867805480957,world,791603609,1785139705,3.520456552505493,True,False,False,True,-0.036612774127733456,-0.030686824647580407,0.38993858954926286,1.141872525215149,True,1.4833358526229858,True,2.9666717052459717,True,1,normal,12.65779972076416,0.0,0.0,0.0,1.3185639136754466,0.2584692595362701,0.6283853715285659,-0.01567741669714451,2.9901695819571614,-0.3622218370437622,0.0,0.0,0.0,8.0,0.0,-0.01567741669714451,2.9901695819571614,-0.3622218370437622,11.23606798,5.19577393,5.0,0.0036231514532119036,8.0,minimum_jerk,1
1785139705891725576,-0.015298607759177685,2.9910550406202674,-0.3741275370121002,-0.031880173832178116,-0.008953524753451347,-0.18183143436908722,nan,-1.810327410697937,12.662357330322266,world,891639343,1785139705,3.520456552505493,True,False,False,True,-0.011534548991860509,-0.039285839298841774,0.977980144200418,1.141872525215149,True,1.4833358526229858,True,2.9666717052459717,True,1,normal,12.65779972076416,0.0,0.0,0.0,1.3185639136754466,0.2584692595362701,0.6283853715285659,-0.01567741669714451,2.9901695819571614,-0.3622218370437622,0.0,0.0,0.0,8.0,0.0,-0.01567741669714451,2.9901695819571614,-0.3622218370437622,11.23606798,5.19577393,5.0,0.011944590136408806,8.0,minimum_jerk,1
1785139705991670458,-0.016015557572245598,2.991276692599058,-0.38303208351135254,-0.0318993479013443,-0.007848357781767845,-0.1841120421886444,nan,-1.7103474140167236,12.666736602783203,world,991617367,1785139705,3.520456552505493,True,False,False,True,0.060355698839964264,-0.019116300519317557,1.4911403063369093,1.141872525215149,True,1.4833358526229858,True,2.9666717052459717,True,1,normal,12.65779972076416,0.0,0.0,0.0,1.3185639136754466,0.2584692595362701,0.6283853715285659,-0.01567741669714451,2.9901695819571614,-0.3622218370437622,0.0,0.0,0.0,8.0,0.0,-0.01567741669714451,2.9901695819571614,-0.3622218370437622,11.23606798,5.19577393,5.0,0.02084241807460785,8.0,minimum_jerk,1
1785139706091661487,-0.015042612329125404,2.9922431181184947,-0.3815910518169403,-0.03062955103814602,-0.006715854629874229,-0.18312908709049225,nan,-1.6103440523147583,12.665092468261719,world,91619307,1785139706,3.520456552505493,True,False,False,True,-0.05481781995855309,-0.08433456598344323,0.5104928957798913,1.141872525215149,True,1.4833358526229858,True,2.9666717052459717,True,1,normal,12.65779972076416,0.0,0.0,0.0,1.3185639136754466,0.2584692595362701,0.6283853715285659,-0.01567741669714451,2.9901695819571614,-0.3622218370437622,0.0,0.0,0.0,8.0,0.0,-0.01567741669714451,2.9901695819571614,-0.3622218370437622,11.23606798,5.19577393,5.0,0.019490228965878487,8.0,minimum_jerk,1
1785139706191696629,-0.015218389220535755,2.992810665629804,-0.3856895864009857,-0.030200885608792305,-0.005798914935439825,-0.1840565949678421,nan,-1.510349154472351,12.666892051696777,world,191615245,1785139706,3.520456552505493,True,False,False,True,-0.01977195605453408,-0.0840833744921109,1.1707950979256154,1.141872525215149,True,1.4833358526229858,True,2.9666717052459717,True,1,normal,12.65779972076416,0.0,0.0,0.0,1.3185639136754466,0.2584692595362701,0.6283853715285659,-0.01567741669714451,2.9901695819571614,-0.3622218370437622,0.0,0.0,0.0,8.0,0.0,-0.01567741669714451,2.9901695819571614,-0.3622218370437622,11.23606798,5.19577393,5.0,0.023620357736945152,8.0,minimum_jerk,1
1785139706291676757,-0.016199562698602676,2.993007760029286,-0.3934834599494934,-0.030633846297860146,-0.00468198349699378,-0.18564100563526154,nan,-1.4103347063064575,12.67104434967041,world,291632424,1785139706,3.520456552505493,True,False,False,True,0.04861031270581748,-0.07016781725764894,1.8098131696978634,1.141872525215149,True,1.4833358526229858,True,2.9666717052459717,True,1,normal,12.65779972076416,0.0,0.0,0.0,1.3185639136754466,0.2584692595362701,0.6283853715285659,-0.01567741669714451,2.9901695819571614,-0.3622218370437622,0.0,0.0,0.0,8.0,0.0,-0.01567741669714451,2.9901695819571614,-0.3622218370437622,11.23606798,5.19577393,5.0,0.031394537538290024,8.0,minimum_jerk,1
1785139706391683205,-0.01720374822616577,2.9929352630861104,-0.40213218331336975,-0.02628975361585617,-0.008629139512777328,-0.1878676563501358,nan,-1.310336709022522,12.67563247680664,world,391628482,1785139706,3.520456552505493,True,False,False,True,0.11153416085706108,-0.06607827194328705,2.4088517000973813,1.141872525215149,True,1.4833358526229858,True,2.9666717052459717,True,1,normal,12.65779972076416,0.0,0.0,0.0,1.3185639136754466,0.2584692595362701,0.6283853715285659,-0.01567741669714451,2.9901695819571614,-0.3622218370437622,0.0,0.0,0.0,8.0,0.0,-0.01567741669714451,2.9901695819571614,-0.3622218370437622,11.23606798,5.19577393,5.0,0.04003516584634781,8.0,minimum_jerk,1
1785139706491700945,-0.014340312220156193,2.9913352532312274,-0.3995955288410187,-0.00645892508327961,-0.028958849608898163,-0.1870735138654709,nan,-1.210315227508545,12.672286987304688,world,491652403,1785139706,3.520456552505493,True,False,False,True,-0.13417556509179757,0.015112352583390037,1.3851741270448603,1.141872525215149,True,1.4833358526229858,True,2.9666717052459717,True,1,normal,12.65779972076416,0.0,0.0,0.0,1.3185639136754466,0.2584692595362701,0.6283853715285659,-0.01567741669714451,2.9901695819571614,-0.3622218370437622,0.0,0.0,0.0,8.0,0.0,-0.01567741669714451,2.9901695819571614,-0.3622218370437622,11.23606798,5.19577393,5.0,0.0374157652258873,8.0,minimum_jerk,1
1785139706591694549,-0.01148736011236906,2.9883225429803133,-0.4027431309223175,-0.0027352964971214533,-0.032732944935560226,-0.1880580484867096,nan,-1.1103425025939941,12.671621322631836,world,591620819,1785139706,3.520456552505493,True,False,False,True,-0.2299345413968708,0.15465974173601527,2.1552047130402174,1.141872525215149,True,1.4833358526229858,True,2.9666717052459717,True,1,normal,12.65779972076416,0.0,0.0,0.0,1.3185639136754466,0.2584692595362701,0.6283853715285659,-0.01567741669714451,2.9901695819571614,-0.3622218370437622,0.0,0.0,0.0,8.0,0.0,-0.01567741669714451,2.9901695819571614,-0.3622218370437622,11.23606798,5.19577393,5.0,0.04077920317649841,8.0,minimum_jerk,1
1785139706691668746,-0.008493117056787014,2.9842865504324436,-0.4104050099849701,0.01743359863758087,-0.04802486672997475,-0.1905531883239746,nan,-1.0103431940078735,12.67293643951416,world,691620124,1785139706,3.520456552505493,True,False,False,True,-0.26238806846997453,0.26021254819897993,2.831783689706032,1.141872525215149,True,1.4833358526229858,True,2.9666717052459717,True,1,normal,12.65779972076416,0.0,0.0,0.0,1.3185639136754466,0.2584692595362701,0.6283853715285659,-0.01567741669714451,2.9901695819571614,-0.3622218370437622,0.0,0.0,0.0,8.0,0.0,-0.01567741669714451,2.9901695819571614,-0.3622218370437622,11.23606798,5.19577393,5.0,0.04906976968050003,8.0,minimum_jerk,1
