mission_id,uav_id,motion_style,target_distance,duration,average_speed,gain_multiplier,omega_o_x,omega_o_y,omega_o_z,omega_c_x,omega_c_y,omega_c_z,peak_velocity,peak_acceleration,settling_time,tracking_rmse
2402457380,1,smooth,7.838757,3.000000,2.612919,1.000000,10.000000,10.000000,15.000000,3.000000,3.000000,3.500000,3.605049,7.819376,3.814867,1.124474
