experiment_id,batch_id,task_type,trial_id,minimum_inter_agent_distance,collision_count,violation_count,violation_duration,near_miss_duration,iapf_activation_count,iapf_active_duration,hysteresis_switching_count,mean_closing_speed_at_activation,maximum_active_neighbor_count,position_saturation_ratio,acceleration_saturation_ratio,stale_neighbor_ratio,safety_success
experiments_10,exp10-formal-v2-gated-20260803,task_d_dense,1,1.3081327488454648,0,0,0,3.3999999999999986,3,12.199175694997393,6,0.29279038682579994,2.0,0.0,0.0,0.0,True
experiments_10,exp10-formal-v2-gated-20260803,task_a_simple,1,2.3874818105600855,0,0,0,0,0,0.0,0,nan,0.0,0.0,0.0,0.0,True
experiments_10,exp10-formal-v2-gated-20260803,task_c_grouped,1,2.0932860519375245,0,0,0,0,0,0.0,0,nan,0.0,0.0,0.0,0.0,True
experiments_10,exp10-formal-v2-gated-20260803,task_b_sequential,1,2.076849094873022,0,0,0,0,0,0.0,0,nan,0.0,0.0,0.0,0.0,True
experiments_10,exp10-formal-v2-gated-20260803,task_e_mixed,1,2.5660307514239684,0,0,0,0,0,0.0,0,nan,0.0,0.0,0.0,0.0,True
experiments_10,exp10-formal-v2-gated-20260803,task_c_grouped,2,2.0678340780769413,0,0,0,0,0,0.0,0,nan,0.0,0.0,0.0,0.0,True
experiments_10,exp10-formal-v2-gated-20260803,task_a_simple,2,2.4786130107243314,0,0,0,0,0,0.0,0,nan,0.0,0.0,0.0,0.0,True
experiments_10,exp10-formal-v2-gated-20260803,task_b_sequential,2,2.1257031049279167,0,0,0,0,0,0.0,0,nan,0.0,0.0,0.0,0.0,True
experiments_10,exp10-formal-v2-gated-20260803,task_e_mixed,2,1.6194020511771487,0,0,0,0,0,0.0,0,nan,0.0,0.0,0.0,0.0,True
experiments_10,exp10-formal-v2-gated-20260803,task_d_dense,2,1.346003265062642,0,0,0,2.099999999999998,2,7.200291347999155,4,0.40707167983055115,1.0,0.0,0.0,0.0,True
experiments_10,exp10-formal-v2-gated-20260803,task_a_simple,3,2.454289161473563,0,0,0,0,0,0.0,0,nan,0.0,0.0,0.0,0.0,True
experiments_10,exp10-formal-v2-gated-20260803,task_c_grouped,3,2.0600095721711758,0,0,0,0,0,0.0,0,nan,0.0,0.0,0.0,0.0,True
experiments_10,exp10-formal-v2-gated-20260803,task_d_dense,3,1.0739419139737791,0,0,0,5.100000000000001,8,25.658472019000328,18,0.42346669372636825,2.0,0.0,0.0009267840593141798,0.0,True
experiments_10,exp10-formal-v2-gated-20260803,task_b_sequential,3,1.6389746697144387,0,0,0,0,0,0.0,0,nan,0.0,0.0,0.0,0.0,True
experiments_10,exp10-formal-v2-gated-20260803,task_d_dense,4,1.2640561618143105,0,0,0,2.3999999999999986,5,16.381666023002253,10,0.42320782542228697,2.0,0.0,0.0,0.0,True
experiments_10,exp10-formal-v2-gated-20260803,task_e_mixed,4,2.5968091893920775,0,0,0,0,0,0.0,0,nan,0.0,0.0,0.0,0.0,True
experiments_10,exp10-formal-v2-gated-20260803,task_b_sequential,4,1.6885678401751456,0,0,0,0,0,0.0,0,nan,0.0,0.0,0.0,0.0,True
experiments_10,exp10-formal-v2-gated-20260803,task_c_grouped,4,2.12769327951404,0,0,0,0,0,0.0,0,nan,0.0,0.0,0.0,0.0,True
experiments_10,exp10-formal-v2-gated-20260803,task_a_simple,4,2.5092925584685144,0,0,0,0,0,0.0,0,nan,0.0,0.0,0.0,0.0,True
experiments_10,exp10-formal-v2-gated-20260803,task_a_simple,5,2.3730669309781938,0,0,0,0,0,0.0,0,nan,0.0,0.0,0.0,0.0,True
experiments_10,exp10-formal-v2-gated-20260803,task_b_sequential,5,1.9953532855672511,0,0,0,0,0,0.0,0,nan,0.0,0.0,0.0,0.0,True
experiments_10,exp10-formal-v2-gated-20260803,task_c_grouped,5,2.039836296270937,0,0,0,0,0,0.0,0,nan,0.0,0.0,0.0,0.0,True
experiments_10,exp10-formal-v2-gated-20260803,task_e_mixed,5,1.6515507651160357,0,0,0,0,0,0.0,0,nan,0.0,0.0,0.0,0.0,True
experiments_10,exp10-formal-v2-gated-20260803,task_d_dense,5,1.3110699678485391,0,0,0,2.3000000000000007,3,9.539923336000356,6,0.32124009480079013,2.0,0.0,0.0,0.0,True
experiments_10,exp10-formal-v2-gated-20260803,task_c_grouped,6,2.0707790999244606,0,0,0,0,0,0.0,0,nan,0.0,0.0,0.0,0.0,True
experiments_10,exp10-formal-v2-gated-20260803,task_b_sequential,6,1.7261766275459625,0,0,0,0,0,0.0,0,nan,0.0,0.0,0.0,0.0,True
experiments_10,exp10-formal-v2-gated-20260803,task_d_dense,6,1.1010901990398685,0,0,0,5.5,8,28.480542305003837,18,0.4244015181902796,2.0,0.0,0.0,0.0,True
experiments_10,exp10-formal-v2-gated-20260803,task_a_simple,6,2.3836843444844757,0,0,0,0,0,0.0,0,nan,0.0,0.0,0.0,0.0,True
experiments_10,exp10-formal-v2-gated-20260803,task_e_mixed,6,2.544431013808156,0,0,0,0,0,0.0,0,nan,0.0,0.0,0.0,0.0,True
experiments_10,exp10-formal-v2-gated-20260803,task_d_dense,7,1.252724698004864,0,0,0,3.1999999999999993,6,26.078761860997474,10,0.3850308805704117,1.0,0.0,0.0,0.0,True
experiments_10,exp10-formal-v2-gated-20260803,task_a_simple,7,2.4454485459332584,0,0,0,0,0,0.0,0,nan,0.0,0.0,0.0,0.0,True
experiments_10,exp10-formal-v2-gated-20260803,task_c_grouped,7,1.9662694500034223,0,0,0,0,0,0.0,0,nan,0.0,0.0,0.0,0.0,True
experiments_10,exp10-formal-v2-gated-20260803,task_e_mixed,7,1.6320246729538461,0,0,0,0,0,0.0,0,nan,0.0,0.0,0.0,0.0,True
experiments_10,exp10-formal-v2-gated-20260803,task_b_sequential,7,1.6709463436691354,0,0,0,0,0,0.0,0,nan,0.0,0.0,0.0,0.0,True
experiments_10,exp10-formal-v2-gated-20260803,task_c_grouped,8,2.0757892944973473,0,0,0,0,0,0.0,0,nan,0.0,0.0,0.0,0.0,True
experiments_10,exp10-formal-v2-gated-20260803,task_e_mixed,8,2.588668544262778,0,0,0,0,0,0.0,0,nan,0.0,0.0,0.0,0.0,True
experiments_10,exp10-formal-v2-gated-20260803,task_d_dense,8,1.3713870327081772,0,0,0,2.799999999999997,4,11.799408886001402,8,0.2143794596195221,1.0,0.0,0.0,0.0,True
experiments_10,exp10-formal-v2-gated-20260803,task_b_sequential,8,2.0903596831778843,0,0,0,0,0,0.0,0,nan,0.0,0.0,0.0,0.0,True
experiments_10,exp10-formal-v2-gated-20260803,task_a_simple,8,2.143731096044641,0,0,0,0,0,0.0,0,nan,0.0,0.0,0.0,0.0,True
experiments_10,exp10-formal-v2-gated-20260803,task_b_sequential,9,1.9666511134758147,0,0,0,0,0,0.0,0,nan,0.0,0.0,0.0,0.0,True
experiments_10,exp10-formal-v2-gated-20260803,task_c_grouped,9,2.017763508201654,0,0,0,0,0,0.0,0,nan,0.0,0.0,0.0,0.0,True
experiments_10,exp10-formal-v2-gated-20260803,task_d_dense,9,1.549096575181474,0,0,0,0,0,0.0,0,nan,0.0,0.0,0.0,0.0,True
experiments_10,exp10-formal-v2-gated-20260803,task_e_mixed,9,2.5834543678405906,0,0,0,0,0,0.0,0,nan,0.0,0.0,0.0,0.0,True
experiments_10,exp10-formal-v2-gated-20260803,task_a_simple,9,2.4903489962380614,0,0,0,0,0,0.0,0,nan,0.0,0.0,0.0,0.0,True
experiments_10,exp10-formal-v2-gated-20260803,task_c_grouped,10,1.987867152467513,0,0,0,0,0,0.0,0,nan,0.0,0.0,0.0,0.0,True
experiments_10,exp10-formal-v2-gated-20260803,task_d_dense,10,1.3774545727063536,0,0,0,1.6000000000000014,2,7.240127447999839,4,0.3623369336128235,1.0,0.0,0.0,0.0,True
experiments_10,exp10-formal-v2-gated-20260803,task_b_sequential,10,1.8096476859690158,0,0,0,0,0,0.0,0,nan,0.0,0.0,0.0,0.0,True
experiments_10,exp10-formal-v2-gated-20260803,task_a_simple,10,2.4504918121107733,0,0,0,0,0,0.0,0,nan,0.0,0.0,0.0,0.0,True
experiments_10,exp10-formal-v2-gated-20260803,task_e_mixed,10,2.5820410279329695,0,0,0,0,0,0.0,0,nan,0.0,0.0,0.0,0.0,True
experiments_10,exp10-formal-v2-gated-20260803,task_e_mixed,3,2.5346743558710734,0,0,0,0,0,0.0,0,nan,0.0,0.0,0.0,0.0,True
