task_type,metric,count,mean,std,median,iqr,min,max,p90,p95,coefficient_of_variation
task_a_simple,planning_time,10,0.04090009259980434,0.020687944368890904,0.035354483499759226,0.02284105875150999,0.0,0.06895527199958451,0.06631992259881372,0.06763759729919912,0.5058165655348632
task_a_simple,reference_execution_time,10,9.087704626600134,3.1930963616995296,10.098790324999754,0.007126654749299632,0.0,10.100669876999746,10.10034280979944,10.100506343399593,0.3513644526202126
task_a_simple,stabilization_delay,10,1.0413130798000565,0.37192341233699544,1.170362830999693,0.11276140974905502,0.0,1.230950125000163,1.2102313698998841,1.2205907474500235,0.357167714063871
task_a_simple,stage_wall_time,10,14.177155052900162,9.098041273092582,11.316719491000185,0.0729241107501366,11.174494550999952,40.06990882500031,14.261456352301128,27.165682588650697,0.6417395619321687
task_a_simple,mission_wall_time,10,14.177155052900162,9.098041273092582,11.316719491000185,0.0729241107501366,11.174494550999952,40.06990882500031,14.261456352301128,27.165682588650697,0.6417395619321687
task_a_simple,trajectory_finish_spread,9,0.01428024333330945,0.004264706087722367,0.01640665299964894,0.00581927199891652,0.007324179001443554,0.018696064998948714,0.01798674419915187,0.018341404599050294,0.298643796760431
task_a_simple,stable_arrival_spread,9,0.24698142255531114,0.07466796578212576,0.27171505600017554,0.046748294998906204,0.10235140700024203,0.321850517000712,0.30180752739979655,0.31182902220025427,0.30232219496348545
task_a_simple,tracking_rmse,10,1.0265516212906394,0.6484461126387129,0.8420427478322817,0.017105159076524212,0.6932515124739317,2.8669831649196955,1.0645623641518027,1.9657727645357472,0.6316741400919024
task_a_simple,minimum_inter_agent_distance,10,2.4116448267015897,0.1050482130146868,2.4479701790220156,0.08789833740826136,2.143731096044641,2.5092925584685144,2.4922433524611067,2.5007679554648106,0.04355874125891141
task_a_simple,mean_rtf,10,0.9945087269694379,0.0011740867027311486,0.9942523408578492,0.0010043093993885588,0.9932878843991095,0.9973153192969065,0.9954662812136071,0.9963908002552568,0.0011805695323649273
task_b_sequential,planning_time,10,0.030005915200126763,0.03622978158104541,0.01650808849990426,0.05825514900152484,0.0,0.09652568099954806,0.07217629349997877,0.08435098724976339,1.2074213147443793
task_b_sequential,reference_execution_time,10,7.478281677800078,8.419007261359408,5.0485164695001,16.166242482501275,0.0,18.201370439999664,18.19666847909939,18.199019459549525,1.125794350104778
task_b_sequential,stabilization_delay,10,5.73659421079974,10.04984098836856,0.9948988804999317,4.522342217250298,0.0,28.967989619997752,20.02526923979985,24.496629429898793,1.7518828453036963
task_b_sequential,stage_wall_time,10,40.873355904099846,7.649221232501421,40.03596444999948,5.3923555345008936,23.654796552000334,50.21246262799832,50.167889821999594,50.19017622499896,0.1871444383096069
task_b_sequential,mission_wall_time,10,40.873355904099846,7.649221232501421,40.03596444999948,5.3923555345008936,23.654796552000334,50.21246262799832,50.167889821999594,50.19017622499896,0.1871444383096069
task_b_sequential,trajectory_finish_spread,5,0.014945344800435124,0.0044233348970884444,0.016064262999861967,0.005328471999746398,0.008534778000466758,0.019582793000154197,0.018924348200380338,0.019253570600267268,0.2959674036399389
task_b_sequential,stable_arrival_spread,5,8.09881867759941,9.615366144409705,2.4935644590004813,11.959096098998998,1.0811125469990657,22.77964285899907,18.88755963979893,20.833601249398995,1.1872553920740225
task_b_sequential,tracking_rmse,10,0.8366440345695368,0.11919540761040444,0.7736828478562937,0.1852398548533558,0.7356575335139708,1.0239255936690477,1.0110482208167566,1.017486907242902,0.14246848442746846
task_b_sequential,minimum_inter_agent_distance,10,1.8789229449095586,0.19184135940167685,1.8881493997224152,0.3585051055287294,1.6389746697144387,2.1257031049279167,2.0938940253528875,2.109798565140402,0.10210177054967577
task_b_sequential,mean_rtf,10,0.9972975228899814,0.0033796094157195304,0.9963228219266609,0.00041706342339487,0.9943977992579592,1.0066134323873273,0.9987392412372755,1.0026763368123013,0.0033887674822715447
task_c_grouped,planning_time,10,0.016911410499778866,0.00046474383712452204,0.016865460500412155,0.0007786232486068911,0.016164530999958515,0.01750032000018109,0.017497542599267037,0.017498931299724064,0.027481080725383553
task_c_grouped,reference_execution_time,10,10.097429279999961,0.0032988806312367366,10.098380651000298,0.005047695999564894,10.091613225000401,10.100828323000314,10.100355574600144,10.10059194880023,0.00032670499983306143
