task_type,attempt_id,metric,value,q1,q3,lower_bound,upper_bound,is_outlier,reason
task_a_simple,attempt_0002,planning_time,0.06895527199958451,0.03436220774938192,0.057203266500891914,0.00010061962211693753,0.0914648546281569,False,
task_a_simple,attempt_0007,planning_time,0.034511226000176976,0.03436220774938192,0.057203266500891914,0.00010061962211693753,0.0914648546281569,False,
task_a_simple,attempt_0012,planning_time,0.036058362000403577,0.03436220774938192,0.057203266500891914,0.00010061962211693753,0.0914648546281569,False,
task_a_simple,attempt_0020,planning_time,0.034657288999369484,0.03436220774938192,0.057203266500891914,0.00010061962211693753,0.0914648546281569,False,
task_a_simple,attempt_0021,planning_time,0.06602710599872808,0.03436220774938192,0.057203266500891914,0.00010061962211693753,0.0914648546281569,False,
task_a_simple,attempt_0029,planning_time,0.06425156800105469,0.03436220774938192,0.057203266500891914,0.00010061962211693753,0.0914648546281569,False,
task_a_simple,attempt_0032,planning_time,0.034312534999116906,0.03436220774938192,0.057203266500891914,0.00010061962211693753,0.0914648546281569,False,
task_a_simple,attempt_0040,planning_time,0.0,0.03436220774938192,0.057203266500891914,0.00010061962211693753,0.0914648546281569,True,planning
task_a_simple,attempt_0045,planning_time,0.034175889999460196,0.03436220774938192,0.057203266500891914,0.00010061962211693753,0.0914648546281569,False,
task_a_simple,attempt_0049,planning_time,0.03605167800014897,0.03436220774938192,0.057203266500891914,0.00010061962211693753,0.0914648546281569,False,
task_a_simple,attempt_0002,reference_execution_time,10.100118411999574,10.092842866500632,10.099969521249932,10.082152884376683,10.110659503373881,False,
task_a_simple,attempt_0007,reference_execution_time,10.089460115001202,10.092842866500632,10.099969521249932,10.082152884376683,10.110659503373881,False,
task_a_simple,attempt_0012,reference_execution_time,10.100669876999746,10.092842866500632,10.099969521249932,10.082152884376683,10.110659503373881,False,
task_a_simple,attempt_0020,reference_execution_time,10.100306468999406,10.092842866500632,10.099969521249932,10.082152884376683,10.110659503373881,False,
task_a_simple,attempt_0021,reference_execution_time,10.090991786000814,10.092842866500632,10.099969521249932,10.082152884376683,10.110659503373881,False,
task_a_simple,attempt_0029,reference_execution_time,10.098396108000088,10.092842866500632,10.099969521249932,10.082152884376683,10.110659503373881,False,
task_a_simple,attempt_0032,reference_execution_time,10.098583670998778,10.092842866500632,10.099969521249932,10.082152884376683,10.110659503373881,False,
task_a_simple,attempt_0040,reference_execution_time,0.0,10.092842866500632,10.099969521249932,10.082152884376683,10.110659503373881,True,other
task_a_simple,attempt_0045,reference_execution_time,10.09899697900073,10.092842866500632,10.099969521249932,10.082152884376683,10.110659503373881,False,
task_a_simple,attempt_0049,reference_execution_time,10.099522849001005,10.092842866500632,10.099969521249932,10.082152884376683,10.110659503373881,False,
task_a_simple,attempt_0002,stabilization_delay,1.200051228999655,1.086779950750497,1.199541360499552,0.9176378361269144,1.3686834751231345,False,
task_a_simple,attempt_0007,stabilization_delay,1.1980117549992428,1.086779950750497,1.199541360499552,0.9176378361269144,1.3686834751231345,False,
task_a_simple,attempt_0012,stabilization_delay,1.0644279520001874,1.086779950750497,1.199541360499552,0.9176378361269144,1.3686834751231345,False,
task_a_simple,attempt_0020,stabilization_delay,1.2079292859998532,1.086779950750497,1.199541360499552,0.9176378361269144,1.3686834751231345,False,
task_a_simple,attempt_0021,stabilization_delay,1.0171988420006528,1.086779950750497,1.199541360499552,0.9176378361269144,1.3686834751231345,False,
task_a_simple,attempt_0029,stabilization_delay,1.230950125000163,1.086779950750497,1.199541360499552,0.9176378361269144,1.3686834751231345,False,
task_a_simple,attempt_0032,stabilization_delay,1.1538359470014257,1.086779950750497,1.199541360499552,0.9176378361269144,1.3686834751231345,False,
task_a_simple,attempt_0040,stabilization_delay,0.0,1.086779950750497,1.199541360499552,0.9176378361269144,1.3686834751231345,True,stabilization
task_a_simple,attempt_0045,stabilization_delay,1.1653637439994782,1.086779950750497,1.199541360499552,0.9176378361269144,1.3686834751231345,False,
task_a_simple,attempt_0049,stabilization_delay,1.1753619179999077,1.086779950750497,1.199541360499552,0.9176378361269144,1.3686834751231345,False,
task_a_simple,attempt_0002,stage_wall_time,11.369465189000039,11.289960298249753,11.36288440899989,11.180574132124548,11.472270575125094,False,
task_a_simple,attempt_0007,stage_wall_time,11.32224683899949,11.289960298249753,11.36288440899989,11.180574132124548,11.472270575125094,False,
task_a_simple,attempt_0012,stage_wall_time,11.201426698000432,11.289960298249753,11.36288440899989,11.180574132124548,11.472270575125094,False,
task_a_simple,attempt_0020,stage_wall_time,11.343142068999441,11.289960298249753,11.36288440899989,11.180574132124548,11.472270575125094,False,
task_a_simple,attempt_0021,stage_wall_time,11.174494550999952,11.289960298249753,11.36288440899989,11.180574132124548,11.472270575125094,True,other
task_a_simple,attempt_0029,stage_wall_time,11.39385052200123,11.289960298249753,11.36288440899989,11.180574132124548,11.472270575125094,False,
task_a_simple,attempt_0032,stage_wall_time,11.287008749999586,11.289960298249753,11.36288440899989,11.180574132124548,11.472270575125094,False,
task_a_simple,attempt_0040,stage_wall_time,40.06990882500031,11.289960298249753,11.36288440899989,11.180574132124548,11.472270575125094,True,other
task_a_simple,attempt_0045,stage_wall_time,11.298814943000252,11.289960298249753,11.36288440899989,11.180574132124548,11.472270575125094,False,
task_a_simple,attempt_0049,stage_wall_time,11.31119214300088,11.289960298249753,11.36288440899989,11.180574132124548,11.472270575125094,False,
task_a_simple,attempt_0002,mission_wall_time,11.369465189000039,11.289960298249753,11.36288440899989,11.180574132124548,11.472270575125094,False,
task_a_simple,attempt_0007,mission_wall_time,11.32224683899949,11.289960298249753,11.36288440899989,11.180574132124548,11.472270575125094,False,
task_a_simple,attempt_0012,mission_wall_time,11.201426698000432,11.289960298249753,11.36288440899989,11.180574132124548,11.472270575125094,False,
task_a_simple,attempt_0020,mission_wall_time,11.343142068999441,11.289960298249753,11.36288440899989,11.180574132124548,11.472270575125094,False,
task_a_simple,attempt_0021,mission_wall_time,11.174494550999952,11.289960298249753,11.36288440899989,11.180574132124548,11.472270575125094,True,other
task_a_simple,attempt_0029,mission_wall_time,11.39385052200123,11.289960298249753,11.36288440899989,11.180574132124548,11.472270575125094,False,
task_a_simple,attempt_0032,mission_wall_time,11.287008749999586,11.289960298249753,11.36288440899989,11.180574132124548,11.472270575125094,False,
task_a_simple,attempt_0040,mission_wall_time,40.06990882500031,11.289960298249753,11.36288440899989,11.180574132124548,11.472270575125094,True,other
