batch_id,task_type,attempt_id,trial_id,stage_count,mission_wall_time,planning_time,dispatch_time,stage_wall_time,reference_execution_time,stabilization_delay,stable_hold_time,trajectory_finish_spread,stable_arrival_spread
exp10-formal-v2-gated-20260803,task_d_dense,attempt_0001,1,1,11.79456209899945,0.07151248599984683,0.0006459970009018434,11.79456209899945,10.101129958999081,1.621619533001649,1.0125558531253773,0.019275568998637027,0.709278231001008
exp10-formal-v2-gated-20260803,task_a_simple,attempt_0002,1,1,11.369465189000039,0.06895527199958451,0.0008727809999982128,11.369465189000039,10.100118411999574,1.200051228999655,1.0125732566252736,0.018696064998948714,0.29575482299878786
exp10-formal-v2-gated-20260803,task_c_grouped,attempt_0003,1,1,11.31263261499953,0.017497233999165474,0.0008932189994084183,11.31263261499953,10.100303047000125,1.1945355299994844,1.017468412250082,0.01913871000033396,0.27369336700030544
exp10-formal-v2-gated-20260803,task_b_sequential,attempt_0004,1,1,40.03564224799993,0,0,40.03564224799993,0,0,0,nan,nan
exp10-formal-v2-gated-20260803,task_e_mixed,attempt_0005,1,1,40.01935924600002,0,0,40.01935924600002,0,0,0,nan,nan
exp10-formal-v2-gated-20260803,task_c_grouped,attempt_0006,2,1,11.280919408000045,0.016164530999958515,0.000643612000203575,11.280919408000045,10.095143144999383,1.169339033000142,1.0175162361249477,0.010682030999305425,0.2516320529994118
exp10-formal-v2-gated-20260803,task_a_simple,attempt_0007,2,1,11.32224683899949,0.034511226000176976,0.0006085659988457337,11.32224683899949,10.089460115001202,1.1980117549992428,1.0151685028756674,0.007324179001443554,0.2856199199995899
exp10-formal-v2-gated-20260803,task_b_sequential,attempt_0008,2,1,40.03492440199989,0,0,40.03492440199989,0,0,0,nan,nan
exp10-formal-v2-gated-20260803,task_e_mixed,attempt_0009,2,3,54.970433185999354,0.050285561999771744,0.0012005099997622892,54.970433185999354,20.189908733002085,6.602732549998109,2.015243601625116,0.01704386000164959,3.0887189309996756
exp10-formal-v2-gated-20260803,task_d_dense,attempt_0010,2,1,40.06537740699969,0,0,40.06537740699969,0,0,0,nan,nan
exp10-formal-v2-gated-20260803,task_a_simple,attempt_0012,3,1,11.201426698000432,0.036058362000403577,0.0006957419991522329,11.201426698000432,10.100669876999746,1.0644279520001874,1.0175584181256454,0.01780941399920266,0.14211581499876047
exp10-formal-v2-gated-20260803,task_c_grouped,attempt_0013,3,1,11.271115288998772,0.01750032000018109,0.0005601379998552147,11.271115288998772,10.095257891000074,1.1581162869988475,1.0126081391247226,0.009143270001004566,0.24245303699899523
exp10-formal-v2-gated-20260803,task_d_dense,attempt_0014,3,1,11.787506774999201,0.06705281900030968,0.0007258379991981201,11.787506774999201,10.100562477000494,1.6196167250000144,1.0125814679997802,0.0184814889998961,0.7124913770003332
exp10-formal-v2-gated-20260803,task_b_sequential,attempt_0015,3,2,37.29774635299873,0.06947080600002664,0.001315520999924047,37.29774635299873,18.19614603899936,19.031633642000088,2.027639237875519,0.017936681000719545,13.049434810998719
exp10-formal-v2-gated-20260803,task_d_dense,attempt_0016,4,1,11.686878921000243,0.09723944200050028,0.000596124998992309,11.686878921000243,10.094524575999458,1.494832836000569,1.0149109101248541,0.005718013999285176,0.5774553980008932
exp10-formal-v2-gated-20260803,task_e_mixed,attempt_0017,4,1,40.01701193400004,0,0,40.01701193400004,0,0,0,nan,nan
exp10-formal-v2-gated-20260803,task_b_sequential,attempt_0018,4,2,47.22277827000107,0.06598705400210747,0.0012217040002724389,47.22277827000107,18.188351285001772,28.967989619997752,2.030067232374904,0.008534778000466758,22.77964285899907
exp10-formal-v2-gated-20260803,task_c_grouped,attempt_0019,4,1,11.383086879000984,0.016806761001134873,0.000663499999063788,11.383086879000984,10.091613225000401,1.274423097998806,1.0152634187500098,0.010508986000786535,0.36443105199941783
exp10-formal-v2-gated-20260803,task_a_simple,attempt_0020,4,1,11.343142068999441,0.034657288999369484,0.0005666390006808797,11.343142068999441,10.100306468999406,1.2079292859998532,1.0150314513746252,0.015463497000382631,0.29679677999956766
exp10-formal-v2-gated-20260803,task_a_simple,attempt_0021,5,1,11.174494550999952,0.06602710599872808,0.0006447750001825625,11.174494550999952,10.090991786000814,1.0171988420006528,1.0124953208751322,0.008180050999726518,0.10235140700024203
exp10-formal-v2-gated-20260803,task_b_sequential,attempt_0022,5,1,40.036286651999035,0,0,40.036286651999035,0,0,0,nan,nan
exp10-formal-v2-gated-20260803,task_c_grouped,attempt_0023,5,1,11.330824429000131,0.01647274999959336,0.0006136570009402931,11.330824429000131,10.100161458000002,1.2139240719989175,1.0175068385001396,0.016501103000337025,0.30780394799876376
exp10-formal-v2-gated-20260803,task_e_mixed,attempt_0024,5,3,36.83887209799832,0.0651737520001916,0.0015769269975862699,36.83887209799832,30.294279282999923,6.478781331001301,3.045352677874689,0.01776861000143981,1.0994630179993692
exp10-formal-v2-gated-20260803,task_d_dense,attempt_0025,5,1,11.629078846000994,0.06556541099962487,0.0006200890002219239,11.629078846000994,10.100563252000939,1.4626946549997228,1.0126249658751476,0.019000853000761708,0.5480045019994577
exp10-formal-v2-gated-20260803,task_c_grouped,attempt_0026,6,1,11.23342140999921,0.016747930998462834,0.0005713680002372712,11.23342140999921,10.100238883998827,1.1162071300004754,1.012570899374623,0.01945460000024468,0.21554540500073927
exp10-formal-v2-gated-20260803,task_b_sequential,attempt_0027,6,2,50.16293728799974,0.03505943399977696,0.0007148059994506184,50.16293728799974,10.099916074999783,1.9897977609998634,1.010136437500023,0.016064262999861967,1.0811125469990657
exp10-formal-v2-gated-20260803,task_d_dense,attempt_0028,6,1,11.939975704999597,0.06525982399944041,0.0005440059994725743,11.939975704999597,10.098008463999577,1.776454314998773,1.0102541476248916,0.01152615200044238,0.8677873979995638
exp10-formal-v2-gated-20260803,task_a_simple,attempt_0029,6,1,11.39385052200123,0.06425156800105469,0.0005987289987388067,11.39385052200123,10.098396108000088,1.230950125000163,1.0152876187498805,0.011153375000503729,0.321850517000712
exp10-formal-v2-gated-20260803,task_e_mixed,attempt_0030,6,1,40.01726275799956,0,0,40.01726275799956,0,0,0,nan,nan
exp10-formal-v2-gated-20260803,task_d_dense,attempt_0031,7,1,11.662611830999595,0.0946372029993654,0.0006126410007709637,11.662611830999595,10.094627416001458,1.473075665999204,1.0202803281249544,0.011659617000987055,0.5442938180003694
exp10-formal-v2-gated-20260803,task_a_simple,attempt_0032,7,1,11.287008749999586,0.034312534999116906,0.0006034449997969205,11.287008749999586,10.098583670998778,1.1538359470014257,1.0125133591252506,0.01697264699942025,0.24900652799988165
exp10-formal-v2-gated-20260803,task_c_grouped,attempt_0033,7,1,11.256326319999062,0.017439624998587533,0.000678174001222942,11.256326319999062,10.100828323000314,1.1377753439992375,1.0201361278745935,0.017398388999936287,0.21518170200033637
exp10-formal-v2-gated-20260803,task_e_mixed,attempt_0034,7,3,52.39407733000007,0.0646201250001468,0.0016668690004735254,52.39407733000007,30.297156060001726,22.03154375199847,3.0476620486251704,0.019406060000619618,13.69888568299939
exp10-formal-v2-gated-20260803,task_b_sequential,attempt_0035,7,2,23.654796552000334,0.09652568099954806,0.0014772960003028857,23.654796552000334,18.201370439999664,5.356423892000748,2.0277063787498264,0.019582793000154197,2.4935644590004813
exp10-formal-v2-gated-20260803,task_c_grouped,attempt_0036,8,1,11.358761060999313,0.017056482000043616,0.0005514799995580688,11.358761060999313,10.100013948000196,1.241450953999447,1.0177177173752625,0.01881634799974563,0.3372563339999033
exp10-formal-v2-gated-20260803,task_e_mixed,attempt_0037,8,1,40.016442896001536,0,0,40.016442896001536,0,0,0,nan,nan
exp10-formal-v2-gated-20260803,task_d_dense,attempt_0038,8,1,18.760419590998936,0.0656224630001816,0.000734400999135687,18.760419590998936,10.09893996199935,8.595583074000388,1.0127018842501911,0.0165185690002545,7.686474750000343
exp10-formal-v2-gated-20260803,task_b_sequential,attempt_0039,8,1,40.04092259100071,0,0,40.04092259100071,0,0,0,nan,nan
exp10-formal-v2-gated-20260803,task_a_simple,attempt_0040,8,1,40.06990882500031,0,0,40.06990882500031,0,0,0,nan,nan
exp10-formal-v2-gated-20260803,task_b_sequential,attempt_0041,9,1,40.03506205700069,0,0,40.03506205700069,0,0,0,nan,nan
exp10-formal-v2-gated-20260803,task_c_grouped,attempt_0042,9,1,11.263471470001605,0.01650431100097194,0.0006096090000937693,11.263471470001605,10.0967473540004,1.1499687060004362,1.0151218268756566,0.015950217999488814,0.24149790199953713
exp10-formal-v2-gated-20260803,task_d_dense,attempt_0043,9,1,11.626261305000298,0.03571232499962207,0.0006254679992707679,11.626261305000298,10.098066761000155,1.4922177360003843,1.012715426249997,0.011686464999002055,0.5837239379998209
exp10-formal-v2-gated-20260803,task_e_mixed,attempt_0044,9,1,40.0164976190008,0,0,40.0164976190008,0,0,0,nan,nan
exp10-formal-v2-gated-20260803,task_a_simple,attempt_0045,9,1,11.298814943000252,0.034175889999460196,0.0006929640003363602,11.298814943000252,10.09899697900073,1.1653637439994782,1.0126871608749752,0.01640665299964894,0.25762195700008306
