bag_time_ns,is_hover_stable,uav_id
1785140513002320821,False,3
1785140513022303281,False,3
1785140513042291513,False,3
1785140513062300062,False,3
1785140513082384235,False,3
1785140513102309418,False,3
1785140513122290526,False,3
1785140513142294567,False,3
1785140513162367057,False,3
1785140513182343336,False,3
1785140513202292183,False,3
1785140513222288260,False,3
1785140513242296799,False,3
1785140513262294158,False,3
1785140513282324980,False,3
1785140513302312520,False,3
1785140513322297345,False,3
1785140513342293562,False,3
1785140513362301230,False,3
1785140513382307535,False,3
1785140513402301728,False,3
1785140513422296682,False,3
1785140513442315862,False,3
1785140513462300116,False,3
1785140513482327041,False,3
1785140513502300174,False,3
1785140513522295318,False,3
1785140513542298237,False,3
1785140513562301718,False,3
1785140513582315297,False,3
1785140513602296285,False,3
1785140513622311818,False,3
1785140513642293727,False,3
1785140513662291697,False,3
1785140513682332327,False,3
1785140513702306773,False,3
1785140513722303170,False,3
1785140513742293445,False,3
1785140513762296464,False,3
1785140513782376159,False,3
1785140513802314837,False,3
1785140513822308458,False,3
1785140513842298643,False,3
1785140513862302815,False,3
1785140513882354045,False,3
1785140513902310938,False,3
1785140513922296955,False,3
1785140513942313269,False,3
1785140513962312271,False,3
1785140513982349154,False,3
1785140514002309072,False,3
1785140514022325156,False,3
1785140514042304692,False,3
1785140514062306088,False,3
1785140514082347921,False,3
1785140514102301627,False,3
1785140514122302282,False,3
1785140514142309659,False,3
1785140514162311837,False,3
1785140514182357527,False,3
1785140514202304851,False,3
1785140514222312279,False,3
1785140514242304438,False,3
1785140514262303209,False,3
1785140514282327990,False,3
1785140514302305982,False,3
1785140514322306897,False,3
1785140514342310758,False,3
1785140514362332833,False,3
1785140514382338247,False,3
1785140514402309427,False,3
1785140514422314831,False,3
1785140514442314093,False,3
1785140514462299349,False,3
1785140514482341552,False,3
1785140514502308143,False,3
1785140514522317965,False,3
1785140514542314532,False,3
1785140514562304677,False,3
1785140514582329638,False,3
1785140514602311577,False,3
1785140514622304518,False,3
1785140514642305083,False,3
1785140514662304565,False,3
1785140514682353441,False,3
1785140514702329299,False,3
1785140514722317501,False,3
1785140514742314519,False,3
1785140514762334640,False,3
1785140514782384308,False,3
1785140514802313147,False,3
1785140514822331395,False,3
1785140514842317653,False,3
1785140514862325281,False,3
1785140514882328060,False,3
1785140514902318385,False,3
1785140514922308200,False,3
1785140514942331057,False,3
1785140514962327914,False,3
1785140514982375538,False,3
1785140515002326048,False,3
1785140515022317857,False,3
1785140515042325935,False,3
1785140515062312574,False,3
1785140515082346662,False,3
1785140515102305999,False,3
1785140515122311653,False,3
1785140515142309853,False,3
1785140515162317752,False,3
1785140515182356008,False,3
1785140515202314433,False,3
1785140515222313154,False,3
1785140515242343846,False,3
1785140515262327469,False,3
1785140515282361497,False,3
1785140515302328929,False,3
1785140515322333331,False,3
1785140515342346970,False,3
1785140515362348477,False,3
1785140515382358319,False,3
1785140515402327645,False,3
1785140515422321016,False,3
1785140515442316832,False,3
1785140515462325001,False,3
1785140515482349711,False,3
1785140515502320890,False,3
1785140515522321786,False,3
1785140515542320828,False,3
1785140515562322735,False,3
1785140515582361892,False,3
1785140515602327872,False,3
1785140515622330881,False,3
1785140515642321467,False,3
1785140515662323374,False,3
1785140515682390986,False,3
1785140515702320015,False,3
1785140515722359133,False,3
1785140515742327858,False,3
1785140515762346547,False,3
1785140515782389031,False,3
1785140515802344450,False,3
1785140515822336879,False,3
1785140515842320001,False,3
1785140515862328781,False,3
1785140515882362719,False,3
1785140515902337305,False,3
1785140515922327360,False,3
1785140515942343464,False,3
1785140515962331946,False,3
1785140515982365393,False,3
1785140516002325541,False,3
1785140516022328751,False,3
1785140516042336960,False,3
1785140516062320482,False,3
1785140516082391691,False,3
1785140516102344295,False,3
1785140516122337926,False,3
1785140516142332259,False,3
1785140516162337633,False,3
1785140516182364698,False,3
1785140516202329605,False,3
1785140516222332074,False,3
1785140516242330845,False,3
1785140516262334556,False,3
1785140516282362252,False,3
1785140516302328552,False,3
1785140516322342361,False,3
1785140516342336404,False,3
1785140516362345715,False,3
1785140516382374734,False,3
1785140516402339070,False,3
1785140516422338533,False,3
1785140516442331864,False,3
1785140516462329643,False,3
1785140516482355616,False,3
1785140516502349498,False,3
1785140516522343049,False,3
1785140516542335880,False,3
1785140516562348607,False,3
1785140516582394247,False,3
1785140516602352542,False,3
1785140516622349841,False,3
1785140516642348792,False,3
1785140516662340340,False,3
1785140516682371693,False,3
1785140516702344796,False,3
1785140516722343958,False,3
1785140516742347648,False,3
1785140516762333165,False,3
1785140516782381359,False,3
1785140516802368208,False,3
1785140516822337033,False,3
1785140516842335975,False,3
1785140516862364613,False,3
1785140516882371169,False,3
1785140516902346025,False,3
1785140516922350948,False,3
1785140516942334019,False,3
1785140516962348571,False,3
1785140516982368853,False,3
1785140517002350101,False,3
1785140517022340366,False,3
1785140517042388070,False,3
1785140517062352035,False,3
1785140517082413435,False,3
1785140517102347344,False,3
1785140517122351626,False,3
1785140517142343784,False,3
1785140517162336124,False,3
1785140517182375401,False,3
1785140517202339167,False,3
1785140517222344911,False,3
1785140517242342891,False,3
1785140517262344217,False,3
1785140517282382664,False,3
1785140517302357380,False,3
1785140517322344529,False,3
1785140517342317602,False,3
1785140517362359414,False,3
1785140517382397249,False,3
1785140517402348782,False,3
1785140517422352813,False,3
1785140517442352155,False,3
1785140517462342511,False,3
1785140517482385536,False,3
1785140517502346005,False,3
1785140517522342462,False,3
1785140517542341303,False,3
1785140517562362547,False,3
1785140517582383801,False,3
1785140517602356553,False,3
1785140517622365503,False,3
1785140517642362031,False,3
1785140517662347767,False,3
1785140517682404919,False,3
1785140517702343927,False,3
1785140517722352678,False,3
1785140517742349475,False,3
1785140517762363425,False,3
1785140517782397163,False,3
