[INFO] [1788059413.132911321] [uav4.ladrc_position_controller]: 已创建 7 个邻居 Odom 订阅
[INFO] [1788059413.159741596] [uav4.ladrc_position_controller]: LADRC 集群执行节点已初始化 (命名空间: /uav4), ENU偏移=[0.0, 12.0, 0.0]
[INFO] [1788059413.160228931] [uav4.ladrc_position_controller]: 等待 swarm_command 和 vehicle_odometry 消息...
[INFO] [1788059413.160243759] [uav4.ladrc_position_controller]: 控制模式: ladrc_acceleration
[INFO] [1788059413.168673272] [uav4.ladrc_position_controller]: 已接收到 vehicle_odometry 消息
[INFO] [1788059424.759901018] [uav4.ladrc_position_controller]: 请求 ARM（第 1 次）
[INFO] [1788059424.859898565] [uav4.ladrc_position_controller]: 请求 OFFBOARD（第 1 次）
[INFO] [1788059424.980067117] [uav4.ladrc_position_controller]: UAV4 mode=ladrc_acceleration Ref[-0.0,0.0,1.5] Safe[-0.0,0.0,1.5] Pos[-0.01,0.01,-0.20] Cmd[-0.0,0.0,4.7]
[INFO] [1788059425.999990085] [uav4.ladrc_position_controller]: UAV4 mode=ladrc_acceleration Ref[-0.0,0.0,1.5] Safe[-0.0,0.0,1.5] Pos[-0.02,-0.00,-0.23] Cmd[0.0,0.0,8.0]
[INFO] [1788059427.019983489] [uav4.ladrc_position_controller]: UAV4 mode=ladrc_acceleration Ref[-0.0,0.0,1.5] Safe[-0.0,0.0,1.5] Pos[0.02,-0.03,0.94] Cmd[-0.4,0.4,3.5]
[INFO] [1788059428.019988545] [uav4.ladrc_position_controller]: UAV4 mode=ladrc_acceleration Ref[-0.0,0.0,1.5] Safe[-0.0,0.0,1.5] Pos[-0.05,-0.04,1.38] Cmd[0.6,0.1,3.6]
[INFO] [1788059429.039949084] [uav4.ladrc_position_controller]: UAV4 mode=ladrc_acceleration Ref[-0.0,0.0,1.5] Safe[-0.0,0.0,1.5] Pos[-0.06,0.02,1.49] Cmd[-0.2,0.0,4.2]
[INFO] [1788059429.059975187] [uav4.ladrc_position_controller]: 自动起飞稳定保持完成，进入 READY
[INFO] [1788059430.039976660] [uav4.ladrc_position_controller]: UAV4 mode=ladrc_acceleration Ref[-0.0,0.0,1.5] Safe[-0.0,0.0,1.5] Pos[0.05,0.02,1.82] Cmd[-0.1,-0.0,0.6]
[INFO] [1788059431.059979156] [uav4.ladrc_position_controller]: UAV4 mode=ladrc_acceleration Ref[-0.0,0.0,1.5] Safe[-0.0,0.0,1.5] Pos[-0.01,-0.02,1.69] Cmd[-0.0,0.3,-0.6]
[INFO] [1788059432.059997151] [uav4.ladrc_position_controller]: UAV4 mode=ladrc_acceleration Ref[-0.0,0.0,1.5] Safe[-0.0,0.0,1.5] Pos[-0.01,0.03,1.57] Cmd[0.1,-0.2,0.2]
[INFO] [1788059433.079916960] [uav4.ladrc_position_controller]: UAV4 mode=ladrc_acceleration Ref[-0.0,0.0,1.5] Safe[-0.0,0.0,1.5] Pos[0.02,0.01,1.50] Cmd[-0.2,0.2,0.8]
[INFO] [1788059434.079945363] [uav4.ladrc_position_controller]: UAV4 mode=ladrc_acceleration Ref[-0.0,0.0,1.5] Safe[-0.0,0.0,1.5] Pos[-0.01,-0.01,1.52] Cmd[0.1,0.1,-0.3]
[INFO] [1788059435.100843236] [uav4.ladrc_position_controller]: UAV4 mode=ladrc_acceleration Ref[-0.0,0.0,1.5] Safe[-0.0,0.0,1.5] Pos[-0.00,0.02,1.52] Cmd[-0.1,0.0,-0.2]
[INFO] [1788059436.119950840] [uav4.ladrc_position_controller]: UAV4 mode=ladrc_acceleration Ref[-0.0,0.0,1.5] Safe[-0.0,0.0,1.5] Pos[-0.00,0.01,1.50] Cmd[-0.1,0.1,0.3]
[INFO] [1788059437.139932530] [uav4.ladrc_position_controller]: UAV4 mode=ladrc_acceleration Ref[-0.0,0.0,1.5] Safe[-0.0,0.0,1.5] Pos[-0.01,0.01,1.50] Cmd[-0.1,-0.0,0.1]
[INFO] [1788059438.139958274] [uav4.ladrc_position_controller]: UAV4 mode=ladrc_acceleration Ref[-0.0,0.0,1.5] Safe[-0.0,0.0,1.5] Pos[-0.01,0.01,1.50] Cmd[-0.1,0.1,-0.0]
[INFO] [1788059439.160002198] [uav4.ladrc_position_controller]: UAV4 mode=ladrc_acceleration Ref[-0.0,0.0,1.5] Safe[-0.0,0.0,1.5] Pos[-0.00,0.00,1.51] Cmd[-0.1,0.1,-0.1]
[INFO] [1788059440.179965305] [uav4.ladrc_position_controller]: UAV4 mode=ladrc_acceleration Ref[-0.0,0.0,1.5] Safe[-0.0,0.0,1.5] Pos[-0.00,0.01,1.48] Cmd[-0.2,0.0,0.4]
