batch_id,task_type,attempt_id,trial_id,stage_id,mission_id,uav_id,dispatch_time,reference_start_time,reference_finish_time,stable_candidate_time,stable_confirmed_time,stable_hold_time,final_position_error,settling_time,valid,invalid_reason
exp10-paper-v1-20260804,task_d_dense,attempt_0001,1,1,1,1,19.059766534999653,19.154041740999673,29.15365031500187,29.873634937001043,30.89404178300174,1.0204068460006965,0.2442765235900879,16.393321990966797,True,
exp10-paper-v1-20260804,task_d_dense,attempt_0001,1,1,1,2,19.05985435600087,19.144932485000027,29.144866697999532,29.524545600001147,30.544900236000103,1.020354635998956,0.21805532276630402,16.38409996032715,True,
exp10-paper-v1-20260804,task_d_dense,attempt_0001,1,1,1,3,19.05993861100069,19.148205457000586,29.14772919400275,29.068081050001638,30.087769050001953,1.0196880000003148,0.24296851456165314,16.386594772338867,True,
exp10-paper-v1-20260804,task_d_dense,attempt_0001,1,1,1,4,19.06005956300214,19.149325602000317,29.14872574400215,29.069249965999916,30.08873360200232,1.0194836360024055,0.21332141757011414,16.387590408325195,True,
exp10-paper-v1-20260804,task_d_dense,attempt_0001,1,1,1,5,19.060210109000764,19.150284831001045,29.150218314000085,29.070133368000825,30.0901393330023,1.0200059650014737,0.20819467306137085,16.38861656188965,True,
exp10-paper-v1-20260804,task_d_dense,attempt_0001,1,1,1,6,19.06026814500001,19.14861413700055,29.148002606001683,29.06833245100279,30.08794459300043,1.0196121419976407,0.22533941268920898,16.386316299438477,True,
exp10-paper-v1-20260804,task_d_dense,attempt_0001,1,1,1,7,19.060322724999423,19.1505343179997,29.149414218001766,29.289537955002743,30.309653435000655,1.0201154799979122,0.22177757322788239,16.388084411621094,True,
exp10-paper-v1-20260804,task_d_dense,attempt_0001,1,1,1,8,19.06036740700074,19.14955625500079,29.14960201299982,30.069607642002666,31.089205943000707,1.019598300998041,0.22700375318527222,16.387765884399414,True,
exp10-paper-v1-20260804,task_a_simple,attempt_0002,1,1,1,1,19.130691390997526,19.217646845998388,29.217473052998685,29.617982136998762,30.637865504999354,1.0198833680005919,0.23508398234844208,16.0862979888916,True,
exp10-paper-v1-20260804,task_a_simple,attempt_0002,1,1,1,2,19.130808557998535,19.219691292997595,29.219489390998206,29.45978483199724,30.479920200999914,1.0201353690026735,0.24439004063606262,16.088048934936523,True,
