experiment_id,batch_id,task_type,trial_id,minimum_inter_agent_distance,collision_count,violation_count,violation_duration,near_miss_duration,iapf_activation_count,iapf_active_duration,hysteresis_switching_count,mean_closing_speed_at_activation,maximum_active_neighbor_count,position_saturation_ratio,acceleration_saturation_ratio,stale_neighbor_ratio,safety_success
experiments_10,exp10-paper-v1-20260804,task_a_simple,6,2.474665850682011,0,0,0,0,0,0.0,0,nan,0.0,0.0,0.0,0.0,True
experiments_10,exp10-paper-v1-20260804,task_e_mixed,6,1.8692999630725438,0,0,0,0,0,0.0,0,nan,0.0,0.0,0.0,0.0,True
experiments_10,exp10-paper-v1-20260804,task_d_dense,7,1.3231393334981336,0,0,0,3.1000000000000014,6,20.978759991001425,12,0.32604271670182544,1.0,0.0,0.0,0.0,True
experiments_10,exp10-paper-v1-20260804,task_a_simple,7,2.5268294435122356,0,0,0,0,0,0.0,0,nan,0.0,0.0,0.0,0.0,True
experiments_10,exp10-paper-v1-20260804,task_c_grouped,7,2.1248987840557163,0,0,0,0,0,0.0,0,nan,0.0,0.0,0.0,0.0,True
experiments_10,exp10-paper-v1-20260804,task_e_mixed,7,1.8781460038880666,0,0,0,0,0,0.0,0,nan,0.0,0.0,0.0,0.0,True
experiments_10,exp10-paper-v1-20260804,task_b_sequential,7,2.1266183555685116,0,0,0,0,0,0.0,0,nan,0.0,0.0,0.0,0.0,True
experiments_10,exp10-paper-v1-20260804,task_c_grouped,8,2.1153838611388385,0,0,0,0,0,0.0,0,nan,0.0,0.0,0.0,0.0,True
experiments_10,exp10-paper-v1-20260804,task_e_mixed,8,1.8627356513847197,0,0,0,0,0,0.0,0,nan,0.0,0.0,0.0,0.0,True
experiments_10,exp10-paper-v1-20260804,task_d_dense,8,1.0300569564356261,0,0,0,5.900000000000006,7,27.796777308994933,18,0.47661552471773966,2.0,0.0,0.0017780411912875981,0.0,True
experiments_10,exp10-paper-v1-20260804,task_b_sequential,8,2.1012721869619364,0,0,0,0,0,0.0,0,nan,0.0,0.0,0.0,0.0,True
experiments_10,exp10-paper-v1-20260804,task_a_simple,8,2.2702625906151113,0,0,0,0,0,0.0,0,nan,0.0,0.0,0.0,0.0,True
experiments_10,exp10-paper-v1-20260804,task_b_sequential,9,1.7714344643610584,0,0,0,0,0,0.0,0,nan,0.0,0.0,0.0,0.0,True
experiments_10,exp10-paper-v1-20260804,task_c_grouped,9,2.111008920169779,0,0,0,0,0,0.0,0,nan,0.0,0.0,0.0,0.0,True
experiments_10,exp10-paper-v1-20260804,task_d_dense,9,1.2679324845815718,0,0,0,1.8999999999999986,2,7.199045894998562,4,0.44469958543777466,1.0,0.0,0.0,0.0,True
experiments_10,exp10-paper-v1-20260804,task_e_mixed,9,1.8497332737969,0,0,0,0,0,0.0,0,nan,0.0,0.0,0.0,0.0,True
experiments_10,exp10-paper-v1-20260804,task_a_simple,9,2.270814259109996,0,0,0,0,0,0.0,0,nan,0.0,0.0,0.0,0.0,True
experiments_10,exp10-paper-v1-20260804,task_c_grouped,10,2.1115122052097655,0,0,0,0,0,0.0,0,nan,0.0,0.0,0.0,0.0,True
experiments_10,exp10-paper-v1-20260804,task_d_dense,10,1.1080187616537855,0,0,0,5.5,7,27.67907400799959,16,0.468753773186888,2.0,0.0,0.0009021199819576004,0.0,True
experiments_10,exp10-paper-v1-20260804,task_b_sequential,10,1.743636830306319,0,0,0,0,0,0.0,0,nan,0.0,0.0,0.0,0.0,True
experiments_10,exp10-paper-v1-20260804,task_a_simple,10,2.503484292540613,0,0,0,0,0,0.0,0,nan,0.0,0.0,0.0,0.0,True
experiments_10,exp10-paper-v1-20260804,task_e_mixed,10,1.8520445918021597,0,0,0,0,0,0.0,0,nan,0.0,0.0,0.0,0.0,True
