batch_id,task_type,attempt_id,trial_id,stage_count,execution_success,all_stages_valid,main_analysis_eligible,failure_reason,mission_wall_time,planning_time,dispatch_time,stage_wall_time,reference_execution_time,stabilization_delay,stable_hold_time,trajectory_finish_spread,stable_arrival_spread
exp10-formal-v2-gated-20260803,task_d_dense,attempt_0001,1,1,True,True,True,,11.79456209899945,0.07151248599984683,0.0006459970009018434,11.79456209899945,10.101129958999081,1.6216471040006581,1.0122867601251073,0.019275568998637027,0.6288163160006661
exp10-formal-v2-gated-20260803,task_a_simple,attempt_0002,1,1,True,True,True,,11.369465189000039,0.06895527199958451,0.0008727809999982128,11.369465189000039,10.100118411999574,1.1800552050008264,1.00755814537456,0.018696064998948714,0.17904860000089684
exp10-formal-v2-gated-20260803,task_c_grouped,attempt_0003,1,1,True,True,True,,11.31263261499953,0.017497233999165474,0.0008932189994084183,11.31263261499953,10.100303047000125,1.1945552469987888,1.0124773901254684,0.01913871000033396,0.1934631209987856
exp10-formal-v2-gated-20260803,task_b_sequential,attempt_0004,1,1,False,False,False,stabilization_timeout,40.03564224799993,nan,nan,nan,nan,nan,nan,nan,nan
exp10-formal-v2-gated-20260803,task_e_mixed,attempt_0005,1,1,False,False,False,stabilization_timeout,40.01935924600002,nan,nan,nan,nan,nan,nan,nan,nan
exp10-formal-v2-gated-20260803,task_c_grouped,attempt_0006,2,1,True,True,True,,11.280919408000045,0.016164530999958515,0.000643612000203575,11.280919408000045,10.095143144999383,1.1693542820012226,1.0101943251247576,0.010682030999305425,0.15928534700105956
exp10-formal-v2-gated-20260803,task_a_simple,attempt_0007,2,1,True,True,True,,11.32224683899949,0.034511226000176976,0.0006085659988457337,11.32224683899949,10.089460115001202,1.198032072999922,1.009912666624814,0.007324179001443554,0.20052154500081087
exp10-formal-v2-gated-20260803,task_b_sequential,attempt_0008,2,1,False,False,False,stabilization_timeout,40.03492440199989,nan,nan,nan,nan,nan,nan,nan,nan
exp10-formal-v2-gated-20260803,task_e_mixed,attempt_0009,2,3,True,True,True,,54.970433185999354,0.06657367499974498,0.0019544829992810264,54.970433185999354,30.289577077002832,24.593922109999767,3.0203625247504533,0.01704386000164959,17.001684750001004
exp10-formal-v2-gated-20260803,task_d_dense,attempt_0010,2,1,False,False,False,stabilization_timeout,40.06537740699969,nan,nan,nan,nan,nan,nan,nan,nan
exp10-formal-v2-gated-20260803,task_a_simple,attempt_0012,3,1,True,True,True,,11.201426698000432,0.036058362000403577,0.0006957419991522329,11.201426698000432,10.100669876999746,1.0644480900009512,1.0049600111251493,0.01780941399920266,0.08158503100094094
exp10-formal-v2-gated-20260803,task_c_grouped,attempt_0013,3,1,True,True,True,,11.271115288998772,0.01750032000018109,0.0005601379998552147,11.271115288998772,10.095257891000074,1.1581246129990177,1.014790256249853,0.009143270001004566,0.14737125899955572
exp10-formal-v2-gated-20260803,task_d_dense,attempt_0014,3,1,True,False,False,,11.787506774999201,nan,nan,nan,nan,nan,nan,nan,nan
exp10-formal-v2-gated-20260803,task_b_sequential,attempt_0015,3,2,True,True,True,,37.29774635299873,0.06947080600002664,0.001315520999924047,37.29774635299873,18.19614603899936,19.011940127000344,2.0177081137499044,0.017936681000719545,12.92933990200072
exp10-formal-v2-gated-20260803,task_d_dense,attempt_0016,4,1,True,True,True,,11.686878921000243,0.09723944200050028,0.000596124998992309,11.686878921000243,10.094524575999458,1.4948549970013119,1.014851334500463,0.005718013999285176,0.4995838510003523
