batch_id,task_type,attempt_id,trial_id,stage_id,mission_id,uav_id,dispatch_time,reference_start_time,reference_finish_time,stable_candidate_time,stable_confirmed_time,stable_hold_time,final_position_error,settling_time,valid,invalid_reason
exp10-formal-v2-gated-20260803,task_d_dense,attempt_0001,1,1,1,1,13.330411196000568,13.413365788001101,23.41371010399962,24.03326347700022,25.053188259000308,1.0199247820000892,0.30950477719306946,16.082239151000977,True,
exp10-formal-v2-gated-20260803,task_d_dense,attempt_0001,1,1,1,2,13.330485565000345,13.429747702000896,23.430499199001133,23.450304598000002,24.450438208001287,1.000133610001285,0.2984427511692047,16.098791122436523,True,
exp10-formal-v2-gated-20260803,task_d_dense,attempt_0001,1,1,1,3,13.330552880999676,13.41983082600018,23.419699273001243,23.420288253000763,24.439625017001163,1.0193367640003999,0.3064463436603546,16.088674545288086,True,
exp10-formal-v2-gated-20260803,task_d_dense,attempt_0001,1,1,1,4,13.330605439001374,13.427662186000816,23.427601555000365,23.447447360000297,24.44750547900003,1.000058118999732,0.27809521555900574,16.09597396850586,True,
exp10-formal-v2-gated-20260803,task_d_dense,attempt_0001,1,1,1,5,13.330652747001295,13.412587454000459,23.412265586001013,23.432336882000527,24.452221008999913,1.0198841269993864,0.26250338554382324,16.08101463317871,True,
exp10-formal-v2-gated-20260803,task_d_dense,attempt_0001,1,1,1,6,13.330705014999694,13.423827773000085,23.423695809000492,23.424282755000604,24.42437194299964,1.0000891879990377,0.24406826496124268,16.092544555664062,True,
exp10-formal-v2-gated-20260803,task_d_dense,attempt_0001,1,1,1,7,13.330752703999678,13.426935809000497,23.42686136300108,23.42779148000045,24.44686902000103,1.0190775400005805,0.2489299476146698,16.09557342529297,True,
exp10-formal-v2-gated-20260803,task_d_dense,attempt_0001,1,1,1,8,13.33080041300127,13.430991164999796,23.43154115499965,23.591364538000562,24.61115448900091,1.019789951000348,0.2379784733057022,16.099489212036133,True,
exp10-formal-v2-gated-20260803,task_a_simple,attempt_0002,1,1,1,1,13.49290666699926,13.592957557999398,23.593025078998835,23.773050253999827,24.77308028399966,1.0000300299998344,0.2732062339782715,15.799522399902344,True,
exp10-formal-v2-gated-20260803,task_a_simple,attempt_0002,1,1,1,2,13.493022572998598,13.573797996999929,23.574329013999886,23.593848026999694,24.594031683998764,1.00018365699907,0.27279940247535706,15.780068397521973,True,
exp10-formal-v2-gated-20260803,task_a_simple,attempt_0002,1,1,1,3,13.493130494998695,13.581049812999481,23.58094568499837,23.601121563999186,24.601166110998747,1.0000445469995611,0.26842787861824036,15.787125587463379,True,
exp10-formal-v2-gated-20260803,task_a_simple,attempt_0002,1,1,1,4,13.493214571999488,13.574846985999102,23.574882317998345,23.594452094999724,24.61419406799905,1.0197419729993271,0.2562917470932007,15.780126571655273,True,
exp10-formal-v2-gated-20260803,task_a_simple,attempt_0002,1,1,1,5,13.493270686998585,13.575214081998638,23.575217563999104,23.593959455000004,24.594231626999317,1.0002721719993133,0.25035810470581055,15.7799711227417,True,
exp10-formal-v2-gated-20260803,task_a_simple,attempt_0002,1,1,1,6,13.49334207999891,13.581888690998312,23.5819502309987,23.601756830999875,24.621917905999,1.0201610749991232,0.2418055236339569,15.787662506103516,True,
exp10-formal-v2-gated-20260803,task_a_simple,attempt_0002,1,1,1,7,13.493399006998516,13.57724944399888,23.57762053299848,23.597160804998566,24.617095908999545,1.0199351040009788,0.2340964376926422,15.783287048339844,True,
exp10-formal-v2-gated-20260803,task_a_simple,attempt_0002,1,1,1,8,13.49348043899954,13.580321482999352,23.58122652899874,23.60051307699905,24.60060968199832,1.0000966049992712,0.2178497016429901,15.786389350891113,True,
exp10-formal-v2-gated-20260803,task_c_grouped,attempt_0003,1,1,1,1,16.856897835999916,16.946705274000124,26.94703760899938,26.966765510000187,27.966776475999723,1.000010965999536,0.33171406388282776,15.689343452453613,True,
exp10-formal-v2-gated-20260803,task_c_grouped,attempt_0003,1,1,1,2,16.856988255000033,16.938481872999546,26.938062172999707,26.938627789999373,27.958293009000045,1.0196652190006716,0.31110355257987976,15.680508613586426,True,
exp10-formal-v2-gated-20260803,task_c_grouped,attempt_0003,1,1,1,3,16.857063665998794,16.953683779998755,26.953737924999587,26.97377715699986,27.993639243999496,1.0198620869996375,0.3045852482318878,15.696142196655273,True,
exp10-formal-v2-gated-20260803,task_c_grouped,attempt_0003,1,1,1,4,16.85712525099916,16.957012697999744,26.95720088300004,26.97706908699911,27.97760588500023,1.0005367980011215,0.318511426448822,15.699381828308105,True,
exp10-formal-v2-gated-20260803,task_c_grouped,attempt_0003,1,1,1,5,16.85722341499968,16.954877789999955,26.95488404599928,26.97478090199911,27.99471352100045,1.019932619001338,0.29121413826942444,15.696903228759766,True,
exp10-formal-v2-gated-20260803,task_c_grouped,attempt_0003,1,1,2,6,16.857317419999163,16.945597955998892,26.945998958999553,26.96573265099869,27.98572521099959,1.019992560000901,0.2998167872428894,15.687788009643555,True,
exp10-formal-v2-gated-20260803,task_c_grouped,attempt_0003,1,1,2,7,16.857422215998668,16.950229436999507,26.950342702999478,26.970389729998715,27.990121623999585,1.01973189400087,0.2900697588920593,15.692306518554688,True,
exp10-formal-v2-gated-20260803,task_c_grouped,attempt_0003,1,1,2,8,16.857538893998935,16.95214107799984,26.951458376999653,27.151669151999158,28.15175612999883,1.000086977999672,0.2856357991695404,15.693445205688477,True,
