batch_id,task_type,attempt_id,trial_id,stage_id,uav_id,mission_id,failure_reason,failure_condition,command_ack,reference_finished,stability_state,position_error,speed,odom_age,status_age,iapf_active,nearest_neighbor_distance,last_candidate_time,last_confirmed_time
exp10-formal-v2-gated-20260803,task_b_sequential,attempt_0004,1,1,1,1,stabilization_timeout,not_confirmed,True,True,0,0.3492022454738617,0.35370299220085144,0.056052718000501045,0.015262919001543196,False,3.0073859691619873,32.15642180299983,33.15691146100107
exp10-formal-v2-gated-20260803,task_b_sequential,attempt_0004,1,1,2,1,stabilization_timeout,not_confirmed,True,True,0,0.3558694124221802,0.357082724571228,0.053908773999864934,0.013874645999749191,False,2.9587748050689697,nan,nan
exp10-formal-v2-gated-20260803,task_b_sequential,attempt_0004,1,1,3,1,stabilization_timeout,not_confirmed,True,True,0,0.368743360042572,0.36349767446517944,0.060802290001447545,0.0008313530015584547,False,2.958348274230957,30.672151661001408,31.6909645070009
exp10-formal-v2-gated-20260803,task_b_sequential,attempt_0004,1,1,4,1,stabilization_timeout,not_confirmed,True,True,0,0.3580598831176758,0.3656235635280609,0.05304823600090458,0.012580878999870038,False,3.0156357288360596,30.678810940000403,31.678828608000913
exp10-formal-v2-gated-20260803,task_b_sequential,attempt_0004,1,1,5,1,stabilization_timeout,not_confirmed,True,True,0,0.3840334117412567,0.3746587932109833,0.05540004900103668,0.015139569000893971,False,2.985502004623413,30.676575794999735,31.696345999000187
exp10-formal-v2-gated-20260803,task_b_sequential,attempt_0004,1,1,6,1,stabilization_timeout,not_confirmed,True,True,0,0.3700069189071655,0.3828684985637665,0.050020441000015126,0.00911972500034608,False,2.985399007797241,30.681466680000085,31.701486440000735
exp10-formal-v2-gated-20260803,task_b_sequential,attempt_0004,1,1,7,1,stabilization_timeout,not_confirmed,True,True,0,0.3644426763057709,0.39306068420410156,0.05526131000078749,0.014942501000405173,False,2.987910270690918,31.237019685000632,32.257351316000495
exp10-formal-v2-gated-20260803,task_b_sequential,attempt_0004,1,1,8,1,stabilization_timeout,not_confirmed,True,True,0,0.37940096855163574,0.406122624874115,0.05044157700103824,0.00880448600037198,False,2.987910270690918,31.50144551900121,32.501829070000895
exp10-formal-v2-gated-20260803,task_e_mixed,attempt_0005,1,1,1,1,stabilization_timeout,not_confirmed,True,True,0,0.3556846082210541,0.3801466226577759,0.055469794000600814,0.015459485000974382,False,3.5211429595947266,nan,nan
exp10-formal-v2-gated-20260803,task_e_mixed,attempt_0005,1,1,2,1,stabilization_timeout,not_confirmed,True,True,0,0.38643741607666016,0.3737110495567322,0.02755787100068119,0.007326003000343917,False,3.4978413581848145,nan,nan
