experiment_id,batch_id,phase,family,scenario,method,trial,seed,minimum_inter_agent_distance,mean_min_distance,closest_pair,collision_event_count,violation_sample_count,violation_event_count,risk_exposure_time,risk_integral,iapf_activation_time,iapf_activation_ratio,mean_repulsion_norm,max_repulsion_norm,position_saturation_ratio,acceleration_saturation_ratio,peak_acceleration_setpoint,integrated_squared_acceleration,activation_event_count,unnecessary_intervention_rate,intervention_latency,mean_trajectory_deviation,max_trajectory_deviation,actual_path_length,nominal_path_length,path_length_ratio,completion_time,recovery_time,stall_event_count,safe_completion_ratio,final_formation_error,mission_success,failure_reason
assignment_crossing_4-DIST_ON-t01-66b401d481,exp08-v2-formal-20260730,complement,complement,assignment_crossing_4,DIST_ON,1,42,0.9951389018364064,3.089680667909948,2-3,0,2,1,0.0999999046325683,1.28877451012568e-06,0.7859210968017578,0.0368124179070981,2.972036707118318,11.788866457459555,0.0060389174681279,0.0118541713263252,2.1716281209612087,2.936467204283212,2,0.0,0.0,0.5170065173823125,2.790501981890108,26.981730687336416,20.22368999261547,1.3341645712127013,18.349819660186768,12.063538551330566,0,1.0,0.280185524020153,True,none
assignment_crossing_4-DIST_ON-t02-e0ce36d28c,exp08-v2-formal-20260730,complement,complement,assignment_crossing_4,DIST_ON,2,43,0.997799691804234,2.8257530012623597,2-3,0,2,1,0.0999999046325683,2.476427459505569e-07,0.756141185760498,0.0541503484274005,3.039489567481511,11.22668238583363,0.0086869361844303,0.0187103240895422,2.169055663820529,2.9113007652189986,2,0.0,0.0,0.5383947748937076,2.8348358400883127,22.58543467339977,19.33863164016286,1.1678920770430254,10.964263439178469,4.777851104736328,1,1.0,0.1931863023476635,True,none
assignment_crossing_4-DIST_ON-t03-ee2568f5ae,exp08-v2-formal-20260730,complement,complement,assignment_crossing_4,DIST_ON,3,44,1.012544365476413,2.8397775989066383,2-3,0,0,0,0.0,0.0,0.7230498790740967,0.0536231579881334,2.812622249352655,10.35634649142252,0.0041508128675198,0.0172950536146662,2.1566027376774723,2.774503267895128,2,0.0,0.0,0.4642401880373292,2.6891728759920834,21.654776042508985,18.889618106718487,1.1463850629572554,10.484366178512571,4.397733926773071,1,1.0,0.123543150467948,True,none
assignment_crossing_4-DIST_ON-t04-20c0298b6f,exp08-v2-formal-20260730,complement,complement,assignment_crossing_4,DIST_ON,4,45,0.9906833616287491,2.8005737189804827,2-3,0,3,1,0.1499998569488525,5.639973203865692e-06,0.7863664627075195,0.058669616731896,2.97026563538898,11.575463703810678,0.0090277777777777,0.01875,2.174308047230465,2.91345308710639,2,0.0,0.0,0.4723669652219131,2.7644278485158837,22.026607110686356,19.766072721892144,1.1143643666903302,10.403763771057127,4.137875318527222,1,1.0,0.0390201358813029,True,none
assignment_crossing_4-DIST_ON-t05-9333a999fe,exp08-v2-formal-20260730,complement,complement,assignment_crossing_4,DIST_ON,5,46,0.9938021913016634,3.1566687392052843,2-3,0,2,1,0.0999999046325683,2.9162067787049605e-06,0.7332155704498291,0.0295057621802922,3.1574249884537706,11.830632160250854,0.0054232035638194,0.0106527212860739,2.189002112898386,2.9620176031748717,2,0.0,0.0,0.4959817207708143,2.8899547961862884,28.8298031791756,19.55639955228269,1.474187674581975,21.85059356689453,15.705684900283812,0,1.0,0.2887691749225117,True,none
assignment_crossing_4-DIST_ON-t06-4104326add,exp08-v2-formal-20260730,complement,complement,assignment_crossing_4,DIST_ON,6,47,0.9885304876877868,2.827891599949765,2-3,0,3,1,0.1499998569488525,1.0830807898437556e-05,0.730701208114624,0.0541939503457023,3.068804677439979,11.947592638574593,0.0093328724507431,0.0176287590736259,2.183253328820506,2.876981536608594,2,0.0,0.0,0.4442286937651818,2.787543517732753,21.79884657182473,18.96077990449393,1.1496809035085178,10.48367428779602,4.339523553848267,1,1.0,0.0957011325447724,True,none
assignment_crossing_4-DIST_ON-t07-04b8244d53,exp08-v2-formal-20260730,complement,complement,assignment_crossing_4,DIST_ON,7,48,0.998289461585503,2.816547941650915,2-3,0,2,1,0.0999999046325683,2.5119870094150457e-07,0.7945046424865723,0.0575564447193654,2.876853504234948,11.244285458026926,0.0081053698074974,0.0182370820668693,2.179944142797625,2.913221365276593,2,0.0,0.0,0.5428672716349722,2.8839806323117188,22.497068664347186,19.23875865595885,1.1693617590747796,10.804343461990356,4.497653484344482,1,1.0,0.2605395001883477,True,none
assignment_crossing_4-DIST_ON-t08-adf17660a4,exp08-v2-formal-20260730,complement,complement,assignment_crossing_4,DIST_ON,8,49,0.994928796541785,2.71127667194259,2-3,0,2,1,0.0999999046325683,2.1888103491676315e-06,0.7715833187103271,0.065149512590802,2.997534483801335,11.329439790740617,0.0108991825613079,0.0210198520825223,2.1842964177911552,2.9286808748069184,2,0.0,0.0,0.5198166867447069,2.89316163726588,21.244464678491155,19.053695872380743,1.1149786802929944,8.843729019165039,2.6177515983581543,1,1.0,0.0394855366340103,True,none
assignment_crossing_4-DIST_ON-t09-869723934f,exp08-v2-formal-20260730,complement,complement,assignment_crossing_4,DIST_ON,9,50,1.022416714521656,2.813014363059529,2-3,0,0,0,0.0,0.0,0.7344801425933838,0.0551265643578744,2.6946332422576598,10.085529202448363,0.0006980802792321,0.0164048865619546,2.1609426616325207,2.77189222791949,2,0.0,0.0,0.4664981918604949,2.7874956429390463,21.519381811894977,19.00851067907564,1.1320919442459676,10.324003219604492,4.197657108306885,1,1.0,0.0998666137774155,True,none
assignment_crossing_4-DIST_ON-t10-8eadae5773,exp08-v2-formal-20260730,complement,complement,assignment_crossing_4,DIST_ON,10,51,0.9689640633675748,2.813400252193916,2-3,0,5,1,0.2499997615814209,0.0001363999346584,0.7700183391571045,0.0568576829235165,3.3042164410736445,13.266055707105508,0.0117160578911095,0.0206753962784286,2.19386711712306,3.0420040915484017,2,0.0,0.0,0.4573243497268736,2.7754115606954213,21.88624126458398,18.92279929670948,1.1566069544684026,10.543464422225952,4.237487554550171,1,1.0,0.0526016000943829,True,none
assignment_crossing_4-SAFE_OFF-t01-5dea20cdc0,exp08-v2-formal-20260730,complement,complement,assignment_crossing_4,SAFE_OFF,1,42,2.9306759831360343,3.526160835545226,2-3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5152583391865196,0.6138943463933969,0,0.0,,0.4154989495503023,1.5935828751572587,27.26108805314644,19.239786482501447,1.4169121927595376,24.244800090789795,0.0,0,0.75,0.2893828213772376,False,none
assignment_crossing_4-SAFE_OFF-t02-1bafb9669d,exp08-v2-formal-20260730,complement,complement,assignment_crossing_4,SAFE_OFF,2,43,2.855065205147642,3.409364807478421,2-3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.513961254368801,0.5965813761819693,0,0.0,,0.4608204905683067,1.5298734731415988,20.47312127003254,19.156324057258125,1.068739556129794,8.025452852249146,0.0,0,1.0,0.046239852867687,True,none
assignment_crossing_4-SAFE_OFF-t03-8e70fd8bb4,exp08-v2-formal-20260730,complement,complement,assignment_crossing_4,SAFE_OFF,3,44,2.8449739660799644,3.3921455155769302,2-3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5176524686752627,0.6117728292264727,0,0.0,,0.50834721518986,1.6033350642067656,20.500524039607797,18.91506798602549,1.0838197385678785,8.205470323562622,0.0,0,1.0,0.1495341884242771,True,none
assignment_crossing_4-SAFE_OFF-t04-6539181359,exp08-v2-formal-20260730,complement,complement,assignment_crossing_4,SAFE_OFF,4,45,2.904304419313392,3.430285926350642,2-3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5170438712033008,0.6208104950961051,0,0.0,,0.4762643683972435,1.552243057057712,20.56371769798588,19.0054303847378,1.0819916877283375,8.009890794754028,0.0,2,1.0,0.0735139120967214,True,none
assignment_crossing_4-SAFE_OFF-t05-c8e43cb00f,exp08-v2-formal-20260730,complement,complement,assignment_crossing_4,SAFE_OFF,5,46,2.8775283369972025,3.414524794535922,2-3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5109133346547476,0.603322308025676,0,0.0,,0.4600878144536977,1.5474549481877422,19.90648236564297,18.960737449246757,1.0498791209428298,8.063908815383911,0.0,1,1.0,0.0567316155179859,True,none
assignment_crossing_4-SAFE_OFF-t06-46f24e97e5,exp08-v2-formal-20260730,complement,complement,assignment_crossing_4,SAFE_OFF,6,47,2.882533219948675,3.414870799161241,2-3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5167229933111238,0.6222102144560928,0,0.0,,0.4971958713047131,1.6300382528650617,20.376802603877564,19.26900453424781,1.0574911935726006,8.165473461151123,0.0,0,1.0,0.0844205605220271,True,none
assignment_crossing_4-SAFE_OFF-t07-0d1e2b1411,exp08-v2-formal-20260730,complement,complement,assignment_crossing_4,SAFE_OFF,7,48,2.873896320045471,3.416872984636444,2-3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.516942007929548,0.6129006340789342,0,0.0,,0.5024458995652207,1.598630336773904,20.318157989183305,18.767693361651144,1.0826134889170926,8.105652332305908,0.0,2,1.0,0.1760161593766503,True,none
assignment_crossing_4-SAFE_OFF-t08-2f47709e64,exp08-v2-formal-20260730,complement,complement,assignment_crossing_4,SAFE_OFF,8,49,2.909188509576805,3.41965874626913,2-3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5161624254106414,0.6156184167869567,0,0.0,,0.501455402319935,1.613603798320577,20.5969850707935,19.043692276702195,1.0815646866963706,8.049519062042236,0.0,0,1.0,0.1114280667410558,True,none
assignment_crossing_4-SAFE_OFF-t09-f72a145197,exp08-v2-formal-20260730,complement,complement,assignment_crossing_4,SAFE_OFF,9,50,2.885201098963873,3.4038213635881056,2-3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.520499597536469,0.6270982023745045,0,0.0,,0.4954326768025729,1.6319585360762765,20.435385005398224,19.068219497109883,1.0716986454081652,8.019267797470093,0.0,2,1.0,0.0715575808797787,True,none
assignment_crossing_4-SAFE_OFF-t10-8269bd26e5,exp08-v2-formal-20260730,complement,complement,assignment_crossing_4,SAFE_OFF,10,51,2.913874498956193,3.45177767326351,2-3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5169400591405273,0.6229399216865975,0,0.0,,0.5288477851030287,1.5969715329986895,22.096450125038963,19.65968148116497,1.1239475139110746,9.565175533294678,0.0,0,1.0,0.2481993779897573,True,none
assignment_crossing_4-SAFE_ON-t01-947bd7f334,exp08-v2-formal-20260730,complement,complement,assignment_crossing_4,SAFE_ON,1,42,2.937401404180012,3.473628944103318,2-3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5131449905174136,0.6156457846485269,0,0.0,,0.5092204525101106,1.554162103579446,20.484088539135016,19.333165858747854,1.059530999154305,8.54914116859436,0.0,0,1.0,0.159358328956471,True,none
assignment_crossing_4-SAFE_ON-t02-1a2d6111c3,exp08-v2-formal-20260730,complement,complement,assignment_crossing_4,SAFE_ON,2,43,2.8827041669145705,3.445527838763507,2-3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.518166360153718,0.6160683126330196,0,0.0,,0.4707221691984735,1.5417753001006425,19.96235787963358,19.01836601129396,1.0496358029800792,8.605654001235962,0.0,0,1.0,0.121923154063249,True,none
assignment_crossing_4-SAFE_ON-t03-b05a051a9e,exp08-v2-formal-20260730,complement,complement,assignment_crossing_4,SAFE_ON,3,44,2.8798957964269887,3.4306363031682694,2-3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5141951464605413,0.6013361700555495,0,0.0,,0.4493401829474152,1.5731423694508544,19.49560910805049,18.5277663566823,1.0522374220797064,8.523993253707886,0.0,0,1.0,0.0887113239467614,True,none
assignment_crossing_4-SAFE_ON-t04-38a99ccf89,exp08-v2-formal-20260730,complement,complement,assignment_crossing_4,SAFE_ON,4,45,2.898778236422423,3.4662417015157447,2-3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5162139064629934,0.6146704569735684,0,0.0,,0.4684511648199982,1.5243812971445116,20.2150182027736,18.72558460287237,1.0795400320731643,8.645218133926392,0.0,0,1.0,0.1737619777863864,True,none
assignment_crossing_4-SAFE_ON-t05-9d913ee5f1,exp08-v2-formal-20260730,complement,complement,assignment_crossing_4,SAFE_ON,5,46,2.768099265220981,3.262683388625548,2-3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.519533832606566,0.6207317713776925,0,0.0,,0.9567747693959772,5.081733898716803,20.25934798904952,18.967067128833847,1.0681328774468848,8.684791803359985,0.0,4,1.0,0.1386948265503148,True,none
assignment_crossing_4-SAFE_ON-t06-11828d2b22,exp08-v2-formal-20260730,complement,complement,assignment_crossing_4,SAFE_ON,6,47,2.8883044358648484,3.447181660964916,2-3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5138283984883225,0.6174181905883894,0,0.0,,0.4573872554962366,1.564544392596006,19.75892365987016,18.77788890643677,1.0522441451390794,8.545172691345215,0.0,0,1.0,0.0626451736101024,True,none
assignment_crossing_4-SAFE_ON-t07-a1a1e882f3,exp08-v2-formal-20260730,complement,complement,assignment_crossing_4,SAFE_ON,7,48,2.8713394945035757,3.440805573841951,2-3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5182295540071031,0.6165519722809589,0,0.0,,0.506269731398462,1.6398205904636582,19.92679694664936,18.84665240058761,1.0573122761062896,8.685628414154053,0.0,0,1.0,0.1433626962397098,True,none
assignment_crossing_4-SAFE_ON-t08-40bf2ac394,exp08-v2-formal-20260730,complement,complement,assignment_crossing_4,SAFE_ON,8,49,2.920769214467174,3.4758838723730765,2-3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5128127292301646,0.6110311649286873,0,0.0,,0.4787369588456177,1.523574133805521,19.96468540108465,19.07045757054305,1.046890738055644,8.629997253417969,0.0,0,1.0,0.1061986642092219,True,none
assignment_crossing_4-SAFE_ON-t09-fb9f3cfbe4,exp08-v2-formal-20260730,complement,complement,assignment_crossing_4,SAFE_ON,9,50,2.858723170632816,3.4334081842838216,2-3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5171732901229595,0.6151173347640937,0,0.0,,0.5094117461876445,1.553847774388498,20.15300085327308,19.27506782577978,1.0455475973121655,8.74935531616211,0.0,0,1.0,0.1587748340405748,True,none
assignment_crossing_4-SAFE_ON-t10-20e59dfaf7,exp08-v2-formal-20260730,complement,complement,assignment_crossing_4,SAFE_ON,10,51,2.9047370577314724,3.453084224252505,2-3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5183559980570444,0.6265720282228,0,0.0,,0.4951991641727616,1.605095183445276,20.06699781566299,19.147447919777665,1.0480246714725627,8.6898775100708,0.0,0,1.0,0.0972325451731811,True,none
assignment_dense_8-DIST_OFF-t01-f64431124e,exp08-v2-formal-20260730,complement,complement,assignment_dense_8,DIST_OFF,1,42,1.3935027729643876,1.995841578098328,5-6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6439441104091694,0.3990502915515455,0,0.0,,0.4488651186604376,2.0540409026787168,33.0104043284273,28.69872312433489,1.1502394787883907,9.868251085281372,0.0,0,1.0,0.2169361643475674,True,none
assignment_dense_8-DIST_OFF-t02-2268691b1a,exp08-v2-formal-20260730,complement,complement,assignment_dense_8,DIST_OFF,2,43,1.3811442164226888,1.942770864091783,5-6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6444188938382307,0.4318785357560573,0,0.0,,0.3561029208775965,1.996018953959572,29.231433471196617,27.216986270885627,1.0740143372326962,8.085295677185059,0.0,3,1.0,0.0911991440032499,True,none
assignment_dense_8-DIST_OFF-t03-1d81f74e42,exp08-v2-formal-20260730,complement,complement,assignment_dense_8,DIST_OFF,3,44,1.388518052722872,1.9531211021487185,5-6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6439486572938261,0.3942230914914397,0,0.0,,0.393044860098841,2.051839969473771,30.83727737630351,28.840501709681394,1.0692351224234018,8.269372940063477,0.0,0,1.0,0.0593762356215569,True,none
assignment_dense_8-DIST_OFF-t04-cc279f41ec,exp08-v2-formal-20260730,complement,complement,assignment_dense_8,DIST_OFF,4,45,1.3568977903770665,1.9652714334937855,5-6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6326817036051069,0.4309893240486858,0,0.0,,0.4204050752970719,1.9610491551558995,32.25353361921794,28.45582588379258,1.1334597614890665,9.547027349472046,0.0,0,1.0,0.2141111615930905,True,none
assignment_dense_8-DIST_OFF-t05-d64c8fdc0f,exp08-v2-formal-20260730,complement,complement,assignment_dense_8,DIST_OFF,5,46,1.371970141397188,2.046520670826957,5-6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6333595368042837,0.3975318973893979,0,0.0,,0.3821950692387317,1.995083172635217,36.829115960574846,27.488716797763296,1.3397902940151634,17.41128182411194,0.0,1,1.0,0.2674098617067567,True,none
assignment_dense_8-DIST_OFF-t06-035095abbd,exp08-v2-formal-20260730,complement,complement,assignment_dense_8,DIST_OFF,6,47,1.4137647837757714,1.991241569817568,5-6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6291723715642069,0.4003791550289162,0,0.0,,0.39425578250348,1.8563472591463104,31.53002870017427,27.505572643137008,1.1463142072790626,9.809783935546877,0.0,0,1.0,0.1845390766986874,True,none
assignment_dense_8-DIST_OFF-t07-92f9e853b4,exp08-v2-formal-20260730,complement,complement,assignment_dense_8,DIST_OFF,7,48,1.345935160284958,1.9246549712229697,5-6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6354412306601043,0.3998294354356548,0,0.0,,0.3341327514834628,1.9531543597892396,28.55173310098331,26.41830003037803,1.0807558801343036,8.15663194656372,0.0,6,1.0,0.0945083082281323,True,none
assignment_dense_8-DIST_OFF-t08-2f2fe82d97,exp08-v2-formal-20260730,complement,complement,assignment_dense_8,DIST_OFF,8,49,1.431408793375924,1.956158064789045,5-6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.631986433738666,0.3841734340430638,0,0.0,,0.328096948415092,1.910494887035869,28.704568364229317,27.03547895495403,1.0617370016657106,8.170546293258667,0.0,4,1.0,0.0635821686918542,True,none
assignment_dense_8-DIST_OFF-t09-542ce10b5c,exp08-v2-formal-20260730,complement,complement,assignment_dense_8,DIST_OFF,9,50,1.3434346627098224,1.922263602610552,5-6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6261683755456999,0.3799405013465119,0,0.0,,0.4110244540240715,1.9115393760408692,30.96000334941109,28.446656681357503,1.0883529722387624,8.18131136894226,0.0,0,1.0,0.2128549896499749,True,none
assignment_dense_8-DIST_OFF-t10-e7e6c3857f,exp08-v2-formal-20260730,complement,complement,assignment_dense_8,DIST_OFF,10,51,1.4112758914463035,1.9412121339829995,5-6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6376081964946779,0.4246321415020197,0,0.0,,0.3404179604436712,1.983843186171503,28.745013634987348,26.759994594566,1.0741786039382994,8.206804990768433,0.0,6,1.0,0.1000413172940829,True,none
assignment_dense_8-DIST_ON-t01-b707d131ff,exp08-v2-formal-20260730,complement,complement,assignment_dense_8,DIST_ON,1,42,1.4525445950735496,1.971859059342305,5-6,0,0,0,0.0,0.0,0.388007640838623,0.0328406435670147,0.3076215623652551,1.1021791904451947,0.0,0.0,0.6394682442409796,0.3877610925237791,2,0.0,0.0,0.3338381886880746,1.9817965499435115,28.45531049931596,26.61240177264817,1.069249996389349,8.815575361251831,3.819841146469116,3,1.0,0.069868050217108,True,none
assignment_dense_8-DIST_ON-t02-0dd783c6ad,exp08-v2-formal-20260730,complement,complement,assignment_dense_8,DIST_ON,2,43,1.4085216941999592,1.956072616242534,5-6,0,0,0,0.0,0.0,0.4574272632598877,0.0388322064824654,0.4169042242552017,1.4688257704704644,0.0,0.0,0.6360091269806717,0.4464417158056218,2,0.0,0.0,0.332514062237236,1.8971106591786344,28.44662483262191,26.674163006471154,1.0664486389215195,8.780104160308838,3.7418484687805176,3,1.0,0.1382109078648432,True,none
assignment_dense_8-DIST_ON-t03-9f925dca6f,exp08-v2-formal-20260730,complement,complement,assignment_dense_8,DIST_ON,3,44,1.432315438389903,1.9699571265628548,5-6,0,0,0,0.0,0.0,0.3929905891418457,0.0330159467518354,0.3296621217633249,1.2456043942906698,0.0,0.0,0.6442737030064358,0.4150733460888585,2,0.0,0.0,0.3603762792849952,2.039424868554458,29.236635952622137,27.316439114526688,1.070294551571852,8.903672456741333,3.859774589538574,1,1.0,0.0527220619675549,True,none
assignment_dense_8-DIST_ON-t04-28c32394f1,exp08-v2-formal-20260730,complement,complement,assignment_dense_8,DIST_ON,4,45,1.408827848236366,1.9624828570364343,5-6,0,0,0,0.0,0.0,0.4706451892852783,0.0397886989097129,0.4191627449404094,1.4621394900789768,0.0,0.0,0.6420375878394496,0.4513999077914946,2,0.0,0.0,0.3748196476720549,1.9965956757180665,29.36895200406544,27.16248102456694,1.0812323063383964,8.829298257827759,3.881876230239868,1,1.0,0.1468294096027509,True,none
assignment_dense_8-DIST_ON-t05-01b0d4a529,exp08-v2-formal-20260730,complement,complement,assignment_dense_8,DIST_ON,5,46,1.4095154357142003,1.9520599978564217,5-6,0,0,0,0.0,0.0,0.4666104316711426,0.0403281682005239,0.4180955612858656,1.4528141615151742,0.0,0.0,0.6316308148469001,0.399880680443117,2,0.0,0.0,0.3272051163106829,1.9055223719513184,28.04967098235599,26.37675326702068,1.0634239437431818,8.570842981338501,3.5596165657043457,3,1.0,0.1070660635982282,True,none
assignment_dense_8-DIST_ON-t06-72a55948f8,exp08-v2-formal-20260730,complement,complement,assignment_dense_8,DIST_ON,6,47,1.4430356686766006,1.964351259230751,5-6,0,0,0,0.0,0.0,0.404752254486084,0.0343832620572376,0.3307253842587151,1.1692029588342772,0.0,0.0,0.6337349693088216,0.4012213964735783,2,0.0,0.0,0.4015895598509156,1.924187162407176,29.925994804204453,27.89206511614924,1.0729214448476814,8.772140264511108,3.8199076652526855,0,1.0,0.165041619843945,True,none
