experiment_id,batch_id,phase,family,scenario,method,trial,seed,minimum_inter_agent_distance,mean_min_distance,closest_pair,collision_event_count,violation_sample_count,violation_event_count,risk_exposure_time,risk_integral,iapf_activation_time,iapf_activation_ratio,mean_repulsion_norm,max_repulsion_norm,position_saturation_ratio,acceleration_saturation_ratio,peak_acceleration_setpoint,integrated_squared_acceleration,activation_event_count,unnecessary_intervention_rate,intervention_latency,mean_trajectory_deviation,max_trajectory_deviation,actual_path_length,nominal_path_length,path_length_ratio,completion_time,recovery_time,stall_event_count,safe_completion_ratio,final_formation_error,mission_success,failure_reason
assignment_crossing_4-DIST_OFF-t01-830efbd1b7,exp08-v2-formal-20260730,complement,complement,assignment_crossing_4,DIST_OFF,1,42,0.7315193337037288,3.1540191913173534,2-3,0,15,1,0.7499992847442627,0.0283602003013779,0.0,0.0,0.0,0.0,0.0,0.0,0.7708978954777703,0.7378276723257071,0,0.0,,0.5068906654767698,2.4210702797264374,24.850634686786453,20.28907543988788,1.224828344712576,17.11160898208618,0.0,0,1.0,0.2867641385856391,True,none
assignment_crossing_4-DIST_OFF-t02-1ee8d62fdb,exp08-v2-formal-20260730,complement,complement,assignment_crossing_4,DIST_OFF,2,43,0.743649951887325,2.874174720078708,2-3,0,15,1,0.7499992847442627,0.0259834940846533,0.0,0.0,0.0,0.0,0.0,0.0,0.7660067703745868,0.7352642477537051,0,0.0,,0.5373117532039863,2.4130710771571,21.75002672609016,19.374907013469524,1.12258741221155,9.792140245437622,0.0,0,1.0,0.2073773068992925,True,none
assignment_crossing_4-DIST_OFF-t03-13bd866659,exp08-v2-formal-20260730,complement,complement,assignment_crossing_4,DIST_OFF,3,44,0.792374410857524,2.8098502341436484,2-3,0,14,1,0.6999993324279785,0.0159107967096215,0.0,0.0,0.0,0.0,0.0,0.0,0.7659504624406929,0.7361325989142338,0,0.0,,0.4864858945522188,2.3312324783229044,20.523598434126978,18.881494251657607,1.086968973990245,8.251126766204834,0.0,1,1.0,0.1296352250377657,True,none
assignment_crossing_4-DIST_OFF-t04-691a894342,exp08-v2-formal-20260730,complement,complement,assignment_crossing_4,DIST_OFF,4,45,0.7312355537096054,2.984654734238706,2-3,0,16,1,0.7999992370605469,0.0303801316808625,0.0,0.0,0.0,0.0,0.0,0.0,0.7652605609629862,0.7174905835090422,0,0.0,,0.5290087740129272,2.363444928369616,23.02110353739114,19.53904058246489,1.17821053906051,12.110820293426514,0.0,0,1.0,0.2502659620263027,True,none
assignment_crossing_4-DIST_OFF-t05-8033e836da,exp08-v2-formal-20260730,complement,complement,assignment_crossing_4,DIST_OFF,5,46,0.7120141357826926,2.7925060664600245,2-3,0,16,1,0.7999992370605469,0.0335438324820414,0.0,0.0,0.0,0.0,0.0,0.0,0.7642342022196004,0.7137304279920724,0,0.0,,0.4931563702730512,2.32808526453092,20.28737569003068,18.48890983716653,1.0972726823108223,8.311320066452026,0.0,2,1.0,0.2267632912659178,True,none
assignment_crossing_4-DIST_OFF-t06-c308933f1c,exp08-v2-formal-20260730,complement,complement,assignment_crossing_4,DIST_OFF,6,47,0.7306270884528957,2.801828791198308,2-3,0,15,1,0.7499992847442627,0.0281546998197856,0.0,0.0,0.0,0.0,0.0,0.0,0.7654663360923433,0.7221089094321695,0,0.0,,0.4576116382430997,2.308788560171932,20.55781448173885,18.8649484700169,1.0897360527866016,8.210773706436157,0.0,1,1.0,0.0625895435436147,True,none
assignment_crossing_4-DIST_OFF-t07-1dd7e360f1,exp08-v2-formal-20260730,complement,complement,assignment_crossing_4,DIST_OFF,7,48,0.7195144729819399,2.969282194027056,2-3,0,16,1,0.7999992370605469,0.03102454001625,0.0,0.0,0.0,0.0,0.0,0.0,0.7631741081302654,0.7029328370549467,0,0.0,,0.5191603814429713,2.370038055492246,22.175428077532104,19.128044974750267,1.1593149277306958,11.489554405212402,0.0,0,1.0,0.2727729321173474,True,none
assignment_crossing_4-DIST_OFF-t08-e5d6076807,exp08-v2-formal-20260730,complement,complement,assignment_crossing_4,DIST_OFF,8,49,0.743455832966891,2.9071120103582664,2-3,0,15,1,0.7499992847442627,0.0248137010421361,0.0,0.0,0.0,0.0,0.0,0.0,0.7703681711575738,0.7290900046564969,0,0.0,,0.5166250719708639,2.311616875474789,21.95212986114883,19.48199070393271,1.126790901132988,9.611599206924438,0.0,0,1.0,0.2691333530414279,True,none
assignment_crossing_4-DIST_OFF-t09-3c7c233c4a,exp08-v2-formal-20260730,complement,complement,assignment_crossing_4,DIST_OFF,9,50,0.7762781599889039,2.7912010166307013,2-3,0,15,1,0.7499992847442627,0.0184825986970857,0.0,0.0,0.0,0.0,0.0,0.0,0.7616833733754765,0.7179260871274498,0,0.0,,0.4413734938965961,2.2620089985717398,19.889029108353665,18.53653655444352,1.072963606223727,8.191229343414307,0.0,2,1.0,0.0739767837178573,True,none
assignment_crossing_4-DIST_OFF-t10-06230b72dd,exp08-v2-formal-20260730,complement,complement,assignment_crossing_4,DIST_OFF,10,51,0.6926339437563085,2.72340883370909,2-3,1,20,1,0.9999990463256836,0.0542037952188063,0.0,0.0,0.0,0.0,0.0,0.0,0.7714922283805116,0.7339768889558438,0,0.0,,0.4838090514378257,2.440255414753818,20.69640401891677,18.89039700120177,1.0956045030498889,8.130685091018677,0.0,2,1.0,0.0591918887171111,False,collision
