scenario_family,condition,metric,valid_N,NA_N,mean,standard_deviation,median,IQR,q1,q3,mean_95pct_t_CI
B_residual_execution_risk,P1_F1,iapf_activation_time,29,1,0.4179197262073385,2.250566601779046,0.0,0.0,0.0,0.0,"[-0.4381500256528865, 1.2739894780675636]"
B_residual_execution_risk,P1_F1,integral_delta_p,29,1,0.05215742550094253,0.2808763322384154,0.0,0.0,0.0,0.0,"[-0.054682217392841515, 0.15899706839472658]"
B_residual_execution_risk,P1_F1,integral_delta_a,29,1,0.27054988785041234,1.4569557346262274,0.0,0.0,0.0,0.0,"[-0.28364643463427464, 0.8247462103350993]"
B_residual_execution_risk,P1_F1,trajectory_deviation_integral,29,1,0.05215743728134928,0.2808763956778473,0.0,0.0,0.0,0.0,"[-0.05468222974350412, 0.15899710430620267]"
B_residual_execution_risk,P1_F1,trajectory_deviation_rms,29,1,0.003749921581102853,0.020193945728069266,0.0,0.0,0.0,0.0,"[-0.003931444566800348, 0.011431287729006055]"
C_mixed_risk,P0_F0,actual_d_min,26,4,0.32247422385661295,0.16504528351481265,0.2787207454802062,0.161671243382781,0.23651343870737884,0.39818468209015984,"[0.2558109911620301, 0.3891374565511958]"
C_mixed_risk,P0_F0,predicted_d_min,30,0,0.21374114996372892,0.21739510951852065,0.21374114996372892,0.42748229992745784,0.0,0.42748229992745784,"[0.1325644819683141, 0.29491781795914374]"
C_mixed_risk,P0_F0,hard_risk_event_count,26,4,3.0,1.3266499161421599,2.0,2.0,2.0,4.0,"[2.4641545024454072, 3.5358454975545928]"
C_mixed_risk,P0_F0,hard_risk_exposure_duration,26,4,2.115004539489746,1.4470931723644014,1.1473193168640137,2.675695538520813,0.8631687760353088,3.538864314556122,"[1.53051095793634, 2.699498121043152]"
C_mixed_risk,P0_F0,any_pair_hard_risk_duration,26,4,0.9682679359729474,0.4502065438867894,0.7912551164627075,0.8462952971458435,0.5191604495048523,1.3654557466506958,"[0.786425577581316, 1.1501102943645787]"
C_mixed_risk,P0_F0,mission_success,30,0,0.8666666666666667,0.3457459036417604,1.0,0.0,1.0,1.0,"[0.7375630244878587, 0.9957703088454747]"
C_mixed_risk,P0_F0,iapf_activation_time,26,4,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0]"
C_mixed_risk,P0_F0,integral_delta_p,26,4,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0]"
C_mixed_risk,P0_F0,integral_delta_a,26,4,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0]"
C_mixed_risk,P0_F0,trajectory_deviation_integral,26,4,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0]"
C_mixed_risk,P0_F0,trajectory_deviation_rms,26,4,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0]"
C_mixed_risk,P0_F1,actual_d_min,30,0,0.28053269939409425,0.15362026144121624,0.25170547111389585,0.21054170987287332,0.16773585677402733,0.37827756664690065,"[0.2231699510415604, 0.3378954477466281]"
C_mixed_risk,P0_F1,predicted_d_min,30,0,0.21374114996372892,0.21739510951852065,0.21374114996372892,0.42748229992745784,0.0,0.42748229992745784,"[0.1325644819683141, 0.29491781795914374]"
C_mixed_risk,P0_F1,hard_risk_event_count,30,0,2.7333333333333334,1.0806553992619585,2.0,2.0,2.0,4.0,"[2.3298099755281436, 3.136856691138523]"
C_mixed_risk,P0_F1,hard_risk_exposure_duration,30,0,2.172758928934733,1.2802657787508263,1.5565580129623413,2.4080036878585815,0.9842583537101746,3.392262041568756,"[1.694699830467787, 2.6508180274016793]"
C_mixed_risk,P0_F1,any_pair_hard_risk_duration,30,0,0.9808083534240722,0.3479643158478887,0.9824119806289673,0.5405051112174988,0.6760662794113159,1.2165713906288147,"[0.8508763425136369, 1.1107403643345077]"
C_mixed_risk,P0_F1,mission_success,30,0,1.0,0.0,1.0,0.0,1.0,1.0,"[1.0, 1.0]"
C_mixed_risk,P0_F1,iapf_activation_time,30,0,8.889099939664204,2.850767613397371,8.15977942943573,5.754901111125946,6.174782812595367,11.929683923721313,"[7.824605818350383, 9.953594060978025]"
C_mixed_risk,P0_F1,integral_delta_p,30,0,1.2381856728225074,0.7479256339744919,1.0704177205674201,1.3164648770960306,0.5475279040032122,1.8639927810992427,"[0.9589056512577396, 1.517465694387275]"
C_mixed_risk,P0_F1,integral_delta_a,30,0,5.454108331120122,3.176391054301512,4.634430882706196,5.85915076850608,2.495035781997096,8.354186550503176,"[4.268024418700406, 6.640192243539838]"
C_mixed_risk,P0_F1,trajectory_deviation_integral,30,0,1.238185352362001,0.7479255714453532,1.0704168306237687,1.3164631105402242,0.547528041443707,1.8639911519839312,"[0.9589053541459974, 1.5174653505780045]"
C_mixed_risk,P0_F1,trajectory_deviation_rms,30,0,0.08224197449445288,0.014348037572557116,0.0834073043762951,0.013834568746939682,0.0753443815428275,0.08917895028976718,"[0.07688432921442426, 0.0875996197744815]"
C_mixed_risk,P1_F0,actual_d_min,28,2,2.0847835966168593,0.1570214034494805,1.9583009509777172,0.3064486026577804,1.9409582891853996,2.24740689184318,"[2.0238970525961046, 2.145670140637614]"
C_mixed_risk,P1_F0,predicted_d_min,30,0,2.124193302273288,0.12631641849849667,2.1241933022732886,0.24838660454657724,2.0,2.2483866045465772,"[2.0770259764326453, 2.171360628113931]"
C_mixed_risk,P1_F0,hard_risk_event_count,28,2,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0]"
C_mixed_risk,P1_F0,hard_risk_exposure_duration,28,2,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0]"
C_mixed_risk,P1_F0,any_pair_hard_risk_duration,28,2,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0]"
C_mixed_risk,P1_F0,mission_success,30,0,0.9333333333333333,0.2537081317024624,1.0,0.0,1.0,1.0,"[0.8385971600102017, 1.0280695066564651]"
C_mixed_risk,P1_F0,iapf_activation_time,28,2,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0]"
C_mixed_risk,P1_F0,integral_delta_p,28,2,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0]"
C_mixed_risk,P1_F0,integral_delta_a,28,2,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0]"
C_mixed_risk,P1_F0,trajectory_deviation_integral,28,2,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0]"
C_mixed_risk,P1_F0,trajectory_deviation_rms,28,2,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0]"
C_mixed_risk,P1_F1,actual_d_min,29,1,2.087967108615074,0.1555422828718327,1.9654183707912358,0.30219380638068105,1.9405825183953482,2.2427763247760293,"[2.0288019884197395, 2.147132228810409]"
C_mixed_risk,P1_F1,predicted_d_min,30,0,2.124193302273288,0.12631641849849667,2.1241933022732886,0.24838660454657724,2.0,2.2483866045465772,"[2.0770259764326453, 2.171360628113931]"
C_mixed_risk,P1_F1,hard_risk_event_count,29,1,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0]"
C_mixed_risk,P1_F1,hard_risk_exposure_duration,29,1,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0]"
C_mixed_risk,P1_F1,any_pair_hard_risk_duration,29,1,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0]"
C_mixed_risk,P1_F1,mission_success,30,0,0.9666666666666667,0.18257418583505533,1.0,0.0,1.0,1.0,"[0.8984923452622433, 1.03484098807109]"
C_mixed_risk,P1_F1,iapf_activation_time,29,1,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0]"
C_mixed_risk,P1_F1,integral_delta_p,29,1,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0]"
C_mixed_risk,P1_F1,integral_delta_a,29,1,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0]"
C_mixed_risk,P1_F1,trajectory_deviation_integral,29,1,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0]"
C_mixed_risk,P1_F1,trajectory_deviation_rms,29,1,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0]"
