scenario_family,condition,metric,valid_N,NA_N,mean,standard_deviation,median,IQR,q1,q3,mean_95pct_t_CI
A_predictable_structural_risk,P0_F0,actual_d_min,28,2,0.15812220986889347,0.1543081708568374,0.11490667172254967,0.08751795660602055,0.07597005472617821,0.16348801133219876,"[0.0982877476157284, 0.21795667212205855]"
A_predictable_structural_risk,P0_F0,predicted_d_min,30,0,0.21374114996372892,0.21739510951852065,0.21374114996372892,0.42748229992745784,0.0,0.42748229992745784,"[0.1325644819683141, 0.29491781795914374]"
A_predictable_structural_risk,P0_F0,hard_risk_event_count,28,2,2.0,0.0,2.0,0.0,2.0,2.0,"[2.0, 2.0]"
A_predictable_structural_risk,P0_F0,hard_risk_exposure_duration,28,2,1.9029612711497716,1.7578070399745134,1.1527948379516602,0.8134971261024475,1.0888866782188416,1.902383804321289,"[1.221354857194652, 2.5845676851048913]"
A_predictable_structural_risk,P0_F0,any_pair_hard_risk_duration,28,2,1.4152164459228516,1.6698478116318807,0.8022048473358154,0.5468001365661621,0.7292778491973877,1.2760779857635498,"[0.7677170601235361, 2.062715831722167]"
A_predictable_structural_risk,P0_F0,mission_success,30,0,0.9333333333333333,0.2537081317024625,1.0,0.0,1.0,1.0,"[0.8385971600102016, 1.0280695066564651]"
A_predictable_structural_risk,P0_F0,iapf_activation_time,28,2,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0]"
A_predictable_structural_risk,P0_F0,integral_delta_p,28,2,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0]"
A_predictable_structural_risk,P0_F0,integral_delta_a,28,2,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0]"
A_predictable_structural_risk,P0_F0,trajectory_deviation_integral,28,2,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0]"
A_predictable_structural_risk,P0_F0,trajectory_deviation_rms,28,2,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0]"
A_predictable_structural_risk,P0_F1,actual_d_min,30,0,0.185623209484028,0.1636422642714106,0.13149721822079052,0.05843337881731046,0.10678188286475425,0.1652152616820647,"[0.12451818377209253, 0.24672823519596346]"
A_predictable_structural_risk,P0_F1,predicted_d_min,30,0,0.21374114996372892,0.21739510951852065,0.21374114996372892,0.42748229992745784,0.0,0.42748229992745784,"[0.1325644819683141, 0.29491781795914374]"
A_predictable_structural_risk,P0_F1,hard_risk_event_count,30,0,2.2333333333333334,0.6260623155792925,2.0,0.0,2.0,2.0,"[1.9995578227030395, 2.4671088439636275]"
A_predictable_structural_risk,P0_F1,hard_risk_exposure_duration,30,0,1.928562060991923,1.157738906862492,1.52425217628479,1.1199036836624146,1.1537612676620483,2.273664951324463,"[1.4962552484058542, 2.3608688735779917]"
A_predictable_structural_risk,P0_F1,any_pair_hard_risk_duration,30,0,1.287339448928833,0.8399534337427063,0.9635288715362549,0.6396538615226746,0.8116981387138367,1.4513520002365112,"[0.9736956821782684, 1.6009832156793977]"
A_predictable_structural_risk,P0_F1,mission_success,30,0,1.0,0.0,1.0,0.0,1.0,1.0,"[1.0, 1.0]"
A_predictable_structural_risk,P0_F1,iapf_activation_time,30,0,8.357463749249776,2.5750844616064077,7.849889039993286,3.1048739552497864,6.464930832386017,9.569804787635803,"[7.3959114086155155, 9.319016089884036]"
A_predictable_structural_risk,P0_F1,integral_delta_p,30,0,1.4096574434961093,1.0434193452743634,1.0195485281398085,1.1140624420817067,0.6754037697312005,1.7894662118129072,"[1.0200382567585433, 1.7992766302336753]"
A_predictable_structural_risk,P0_F1,integral_delta_a,30,0,6.091131205271234,4.464089309629379,4.478692605747912,4.523536741068045,3.024408487453562,7.547945228521607,"[4.4242128620193935, 7.758049548523074]"
A_predictable_structural_risk,P0_F1,trajectory_deviation_integral,30,0,1.4096569051934003,1.0434182407906114,1.019548957542885,1.1140618600103291,0.6754027963872125,1.7894646563975416,"[1.0200381308768451, 1.7992756795099554]"
A_predictable_structural_risk,P0_F1,trajectory_deviation_rms,30,0,0.09035779949702745,0.017375065536129802,0.0867059070959497,0.010823262741184309,0.0804743969546674,0.09129765969585171,"[0.08386984339926241, 0.09684575559479248]"
A_predictable_structural_risk,P1_F0,actual_d_min,27,3,2.0835617713350976,0.14847222993615838,1.9607121256974147,0.28729907830806,1.9544105353025798,2.24170961361064,"[2.024828113307461, 2.142295429362734]"
A_predictable_structural_risk,P1_F0,predicted_d_min,30,0,2.124193302273288,0.12631641849849667,2.1241933022732886,0.24838660454657724,2.0,2.2483866045465772,"[2.0770259764326453, 2.171360628113931]"
A_predictable_structural_risk,P1_F0,hard_risk_event_count,27,3,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0]"
A_predictable_structural_risk,P1_F0,hard_risk_exposure_duration,27,3,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0]"
A_predictable_structural_risk,P1_F0,any_pair_hard_risk_duration,27,3,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0]"
A_predictable_structural_risk,P1_F0,mission_success,30,0,0.9,0.3051285766293646,1.0,0.0,1.0,1.0,"[0.7860631169863311, 1.0139368830136688]"
A_predictable_structural_risk,P1_F0,iapf_activation_time,27,3,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0]"
A_predictable_structural_risk,P1_F0,integral_delta_p,27,3,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0]"
A_predictable_structural_risk,P1_F0,integral_delta_a,27,3,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0]"
A_predictable_structural_risk,P1_F0,trajectory_deviation_integral,27,3,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0]"
A_predictable_structural_risk,P1_F0,trajectory_deviation_rms,27,3,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0]"
A_predictable_structural_risk,P1_F1,actual_d_min,30,0,2.0980036451497672,0.15256064761733712,2.0966319150667214,0.29983111208053637,1.9480474414398132,2.2478785535203496,"[2.0410365631016636, 2.154970727197871]"
A_predictable_structural_risk,P1_F1,predicted_d_min,30,0,2.124193302273288,0.12631641849849667,2.1241933022732886,0.24838660454657724,2.0,2.2483866045465772,"[2.0770259764326453, 2.171360628113931]"
A_predictable_structural_risk,P1_F1,hard_risk_event_count,30,0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0]"
A_predictable_structural_risk,P1_F1,hard_risk_exposure_duration,30,0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0]"
A_predictable_structural_risk,P1_F1,any_pair_hard_risk_duration,30,0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0]"
A_predictable_structural_risk,P1_F1,mission_success,30,0,1.0,0.0,1.0,0.0,1.0,1.0,"[1.0, 1.0]"
A_predictable_structural_risk,P1_F1,iapf_activation_time,30,0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0]"
A_predictable_structural_risk,P1_F1,integral_delta_p,30,0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0]"
A_predictable_structural_risk,P1_F1,integral_delta_a,30,0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0]"
A_predictable_structural_risk,P1_F1,trajectory_deviation_integral,30,0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0]"
A_predictable_structural_risk,P1_F1,trajectory_deviation_rms,30,0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0]"
B_residual_execution_risk,P0_F0,actual_d_min,30,0,1.9578736885557373,0.011826090950883095,1.9584330370806162,0.017989940483222444,1.948429403736685,1.9664193442199074,"[1.9534577536208182, 1.9622896234906564]"
B_residual_execution_risk,P0_F0,predicted_d_min,30,0,2.0,0.0,2.0,0.0,2.0,2.0,"[2.0, 2.0]"
B_residual_execution_risk,P0_F0,hard_risk_event_count,30,0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0]"
B_residual_execution_risk,P0_F0,hard_risk_exposure_duration,30,0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0]"
B_residual_execution_risk,P0_F0,any_pair_hard_risk_duration,30,0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0]"
B_residual_execution_risk,P0_F0,mission_success,30,0,1.0,0.0,1.0,0.0,1.0,1.0,"[1.0, 1.0]"
B_residual_execution_risk,P0_F0,iapf_activation_time,30,0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0]"
B_residual_execution_risk,P0_F0,integral_delta_p,30,0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0]"
B_residual_execution_risk,P0_F0,integral_delta_a,30,0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0]"
B_residual_execution_risk,P0_F0,trajectory_deviation_integral,30,0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0]"
B_residual_execution_risk,P0_F0,trajectory_deviation_rms,30,0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0]"
B_residual_execution_risk,P0_F1,actual_d_min,30,0,1.9139354907599266,0.2065869153548518,1.951956688471097,0.013025765059109684,1.9456314816710658,1.9586572467301755,"[1.8367946687924988, 1.9910763127273545]"
B_residual_execution_risk,P0_F1,predicted_d_min,30,0,2.0,0.0,2.0,0.0,2.0,2.0,"[2.0, 2.0]"
B_residual_execution_risk,P0_F1,hard_risk_event_count,30,0,0.1,0.5477225575051661,0.0,0.0,0.0,0.0,"[-0.10452296421327026, 0.3045229642132703]"
B_residual_execution_risk,P0_F1,hard_risk_exposure_duration,30,0,0.10864814122517903,0.5950903778003755,0.0,0.0,0.0,0.0,"[-0.11356225777117733, 0.3308585402215354]"
B_residual_execution_risk,P0_F1,any_pair_hard_risk_duration,30,0,0.10864814122517903,0.5950903778003755,0.0,0.0,0.0,0.0,"[-0.11356225777117733, 0.3308585402215354]"
B_residual_execution_risk,P0_F1,mission_success,30,0,1.0,0.0,1.0,0.0,1.0,1.0,"[1.0, 1.0]"
B_residual_execution_risk,P0_F1,iapf_activation_time,30,0,0.40665977001190184,2.227367292653815,0.0,0.0,0.0,0.0,"[-0.4250528458793073, 1.238372385903111]"
B_residual_execution_risk,P0_F1,integral_delta_p,30,0,0.05520645456054655,0.302378204826953,0.0,0.0,0.0,0.0,"[-0.057703422743735404, 0.1681163318648285]"
B_residual_execution_risk,P0_F1,integral_delta_a,30,0,0.2799752367553207,1.5334875271373871,0.0,0.0,0.0,0.0,"[-0.2926384165197829, 0.8525888900304244]"
B_residual_execution_risk,P0_F1,trajectory_deviation_integral,30,0,0.05520648822469514,0.3023783892130885,0.0,0.0,0.0,0.0,"[-0.05770345793050135, 0.16811643437989163]"
B_residual_execution_risk,P0_F1,trajectory_deviation_rms,30,0,0.0039221479914003455,0.02148248928763547,0.0,0.0,0.0,0.0,"[-0.004099545341442881, 0.011943841324243573]"
B_residual_execution_risk,P1_F0,actual_d_min,30,0,1.9544495437942841,0.015187849383249876,1.9579937152261944,0.02186519423684663,1.942336952205593,1.9642021464424397,"[1.9487783076304208, 1.9601207799581475]"
B_residual_execution_risk,P1_F0,predicted_d_min,30,0,2.0,0.0,2.0,0.0,2.0,2.0,"[2.0, 2.0]"
B_residual_execution_risk,P1_F0,hard_risk_event_count,30,0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0]"
B_residual_execution_risk,P1_F0,hard_risk_exposure_duration,30,0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0]"
B_residual_execution_risk,P1_F0,any_pair_hard_risk_duration,30,0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0]"
B_residual_execution_risk,P1_F0,mission_success,30,0,1.0,0.0,1.0,0.0,1.0,1.0,"[1.0, 1.0]"
B_residual_execution_risk,P1_F0,iapf_activation_time,30,0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0]"
B_residual_execution_risk,P1_F0,integral_delta_p,30,0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0]"
B_residual_execution_risk,P1_F0,integral_delta_a,30,0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0]"
B_residual_execution_risk,P1_F0,trajectory_deviation_integral,30,0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0]"
B_residual_execution_risk,P1_F0,trajectory_deviation_rms,30,0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0]"
B_residual_execution_risk,P1_F1,actual_d_min,29,1,1.9187661092198771,0.19792378900469673,1.9564111562475368,0.017909371108590033,1.9469519539163918,1.9648613250249818,"[1.8434799262619728, 1.9940522921777815]"
B_residual_execution_risk,P1_F1,predicted_d_min,30,0,2.0,0.0,2.0,0.0,2.0,2.0,"[2.0, 2.0]"
B_residual_execution_risk,P1_F1,hard_risk_event_count,29,1,0.10344827586206896,0.5570860145311556,0.0,0.0,0.0,0.0,"[-0.10845591122019767, 0.3153524629443356]"
B_residual_execution_risk,P1_F1,hard_risk_exposure_duration,29,1,0.11561951143988247,0.6226301240241403,0.0,0.0,0.0,0.0,"[-0.12121632152444975, 0.35245534440421467]"
B_residual_execution_risk,P1_F1,any_pair_hard_risk_duration,29,1,0.11561951143988247,0.6226301240241403,0.0,0.0,0.0,0.0,"[-0.12121632152444975, 0.35245534440421467]"
B_residual_execution_risk,P1_F1,mission_success,30,0,1.0,0.0,1.0,0.0,1.0,1.0,"[1.0, 1.0]"
