scenario_id,scenario_family,seed,P0_F0_attempt_status,P0_F0_actual_d_min,P0_F0_predicted_d_min,P0_F0_hard_risk_event_count,P0_F0_hard_risk_exposure_duration,P0_F0_any_pair_hard_risk_duration,P0_F0_mission_success,P0_F0_iapf_activation_time,P0_F0_integral_delta_p,P0_F0_integral_delta_a,P0_F0_trajectory_deviation_integral,P0_F0_trajectory_deviation_rms,P0_F1_attempt_status,P0_F1_actual_d_min,P0_F1_predicted_d_min,P0_F1_hard_risk_event_count,P0_F1_hard_risk_exposure_duration,P0_F1_any_pair_hard_risk_duration,P0_F1_mission_success,P0_F1_iapf_activation_time,P0_F1_integral_delta_p,P0_F1_integral_delta_a,P0_F1_trajectory_deviation_integral,P0_F1_trajectory_deviation_rms,P1_F0_attempt_status,P1_F0_actual_d_min,P1_F0_predicted_d_min,P1_F0_hard_risk_event_count,P1_F0_hard_risk_exposure_duration,P1_F0_any_pair_hard_risk_duration,P1_F0_mission_success,P1_F0_iapf_activation_time,P1_F0_integral_delta_p,P1_F0_integral_delta_a,P1_F0_trajectory_deviation_integral,P1_F0_trajectory_deviation_rms,P1_F1_attempt_status,P1_F1_actual_d_min,P1_F1_predicted_d_min,P1_F1_hard_risk_event_count,P1_F1_hard_risk_exposure_duration,P1_F1_any_pair_hard_risk_duration,P1_F1_mission_success,P1_F1_iapf_activation_time,P1_F1_integral_delta_p,P1_F1_integral_delta_a,P1_F1_trajectory_deviation_integral,P1_F1_trajectory_deviation_rms
E3-B-02,B_residual_execution_risk,53105,success,1.9572455403485223,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,success,1.9462411393367294,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,success,1.933178431778886,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,success,1.923709389680217,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
E3-B-02,B_residual_execution_risk,53106,success,1.9671191447397327,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,success,1.9632878059776862,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,success,1.9248595777236672,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,success,1.9632730010798438,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
E3-B-02,B_residual_execution_risk,53107,success,1.9608442908499735,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,success,1.9467582709606974,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,success,1.9538135208350258,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,success,1.9517638980000898,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
E3-B-02,B_residual_execution_risk,53108,success,1.949142868535081,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,success,1.9283719179627263,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,success,1.9358880564626129,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,success,1.9664871154578045,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
E3-B-02,B_residual_execution_risk,53109,success,1.977404775719753,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,success,1.9294084333178982,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,success,1.9433341075561643,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,success,1.9446990781921147,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
E3-B-02,B_residual_execution_risk,53110,success,1.964319942660431,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,success,1.9521824990258057,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,success,1.9534571611843814,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,success,1.9541578158467998,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
E3-B-02,B_residual_execution_risk,53111,success,1.9604076617407198,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,success,1.9593658379336625,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,success,1.9713676140795326,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,success,1.9565166920026607,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
E3-B-02,B_residual_execution_risk,53112,success,1.9420845745028912,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,success,1.9529303706137344,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,success,1.9314546186395616,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,success,1.9571417728878187,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
E3-B-02,B_residual_execution_risk,53113,success,1.9346588411161318,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,success,1.950630537817325,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,success,1.9392862261984882,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,success,1.9664041090969309,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
E3-B-02,B_residual_execution_risk,53114,success,1.9475195604805158,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,success,1.9381738760125962,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,success,1.942004567088736,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,success,1.9421984561898022,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
E3-B-02,B_residual_execution_risk,53115,success,1.9413902836967725,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,success,1.9330022049583302,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,success,1.951251557412147,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,success,1.9556351997367951,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
E3-C-01,C_mixed_risk,53101,success,0.22795903982909332,0.42748229992745784,2.0,0.8595056533813477,0.5173923969268799,1.0,0.0,0.0,0.0,0.0,0.0,success,0.6807876739663727,0.42748229992745784,2.0,1.0071220397949219,0.660773515701294,1.0,6.139806747436523,0.5514513087236745,2.5436689355933013,0.5514517079051214,0.07579199624487946,success,1.9216435245708647,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,success,1.9437034044518378,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
E3-C-01,C_mixed_risk,53102,success,0.2806614387622943,0.42748229992745784,2.0,0.8209025859832764,0.5009891986846924,1.0,0.0,0.0,0.0,0.0,0.0,success,0.09081281565808674,0.42748229992745784,2.0,1.1591346263885498,0.825831413269043,1.0,6.519765377044678,0.6658782970209948,2.9875733851826336,0.6658790328754718,0.0836962954200691,success,1.9543354678015337,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,success,1.948686755283459,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
E3-C-01,C_mixed_risk,53103,success,0.7695488715243493,0.42748229992745784,2.0,1.0385406017303467,0.7040207386016846,1.0,0.0,0.0,0.0,0.0,0.0,success,0.0985521262345484,0.42748229992745784,2.0,1.1334013938903809,0.8000180721282959,1.0,6.439739227294922,0.6750016080387218,2.9912723057227573,0.6749993711292924,0.08470822487453553,success,1.9345086261163562,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,success,1.928348695826741,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
E3-C-01,C_mixed_risk,53104,success,0.26796682155251594,0.42748229992745784,2.0,0.8608291149139404,0.5162062644958496,1.0,0.0,0.0,0.0,0.0,0.0,success,0.2009843358492344,0.42748229992745784,2.0,0.8734960556030273,0.5387027263641357,1.0,8.239733457565308,0.4461179735360422,2.071215831753136,0.4461206851008609,0.06189708442096208,success,1.9528176786601998,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,success,1.957597675944265,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
E3-C-01,C_mixed_risk,53105,success,0.22995026837204421,0.42748229992745784,2.0,0.8701877593994141,0.518979549407959,1.0,0.0,0.0,0.0,0.0,0.0,success,0.2032661472754266,0.42748229992745784,2.0,0.8713717460632324,0.5308091640472412,1.0,5.919786214828491,0.4254355921078519,1.9752880248320857,0.4254360669156977,0.060291696815558585,success,1.9249847668605529,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,success,1.950347980868982,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
E3-C-01,C_mixed_risk,53106,success,0.06689181968643107,0.42748229992745784,2.0,1.1946325302124023,0.8500583171844482,1.0,0.0,0.0,0.0,0.0,0.0,success,0.5269792689393908,0.42748229992745784,2.0,0.9766371250152588,0.623894453048706,1.0,6.079824447631836,0.5462201024297247,2.478824730798361,0.5462201526232355,0.07519517664214351,success,1.957958073528567,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,success,1.9318805101062233,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
E3-C-01,C_mixed_risk,53107,success,0.27289506399551317,0.42748229992745784,2.0,0.841984748840332,0.5058174133300781,1.0,0.0,0.0,0.0,0.0,0.0,success,0.24246224369316133,0.42748229992745784,2.0,0.8606643676757812,0.5170314311981201,1.0,5.879827976226807,0.41922065758831395,1.940854382619658,0.41921996968777603,0.05997989030535083,success,1.9586438284268672,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,success,1.9267469932528778,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
E3-C-01,C_mixed_risk,53108,success,0.2654388621898921,0.42748229992745784,2.0,0.8131709098815918,0.487839937210083,1.0,0.0,0.0,0.0,0.0,0.0,success,0.5055333696819395,0.42748229992745784,2.0,1.0595414638519287,0.7219445705413818,1.0,6.279711008071899,0.6313347786090535,2.840185513807818,0.6313368031491918,0.0832395257450713,success,1.9368865409971676,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,success,1.9242198503088015,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
E3-C-01,C_mixed_risk,53109,success,0.7340072724830169,0.42748229992745784,2.0,1.128474473953247,0.7876307964324951,1.0,0.0,0.0,0.0,0.0,0.0,success,0.1808340066632373,0.42748229992745784,2.0,1.100785255432129,0.7687869071960449,1.0,6.35985541343689,0.6780156485000874,3.0052564715950956,0.6780164997748973,0.08751482729388975,success,1.939174999679665,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,success,1.9654183707912358,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
E3-C-01,C_mixed_risk,53110,success,0.23859593215310174,0.42748229992745784,2.0,0.8501648902893066,0.5197031497955322,1.0,0.0,0.0,0.0,0.0,0.0,success,0.2169458505814007,0.42748229992745784,2.0,0.9584066867828369,0.6181762218475342,1.0,6.079793930053711,0.5131346185770521,2.3338241589110966,0.5131335653732165,0.07018404948066949,success,1.9150521317417724,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,success,1.940201671051113,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
E3-C-01,C_mixed_risk,53111,success,0.27257324827714985,0.42748229992745784,2.0,0.8406801223754883,0.49925804138183594,1.0,0.0,0.0,0.0,0.0,0.0,success,0.2469916235208588,0.42748229992745784,2.0,1.1102077960968018,0.7770156860351562,1.0,6.359681844711304,0.6878567236428345,3.045150868959373,0.687856814353801,0.08856299178282197,success,1.9520957218720028,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,success,1.9361512072679417,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
E3-C-01,C_mixed_risk,53112,success,0.1655138975417385,0.42748229992745784,2.0,1.1139485836029053,0.7585170269012451,1.0,0.0,0.0,0.0,0.0,0.0,success,0.2844603028441955,0.42748229992745784,2.0,0.8367152214050293,0.4946937561035156,1.0,5.819775104522705,0.40484544145631896,1.8855536212361064,0.40484420521365383,0.05837734787833162,success,1.9415527190206445,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,success,1.92467341368023,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
E3-C-01,C_mixed_risk,53113,success,0.2358192742254712,0.42748229992745784,2.0,1.1511378288269043,0.7948794364929199,1.0,0.0,0.0,0.0,0.0,0.0,success,0.3578273302511161,0.42748229992745784,2.0,0.9395029544830322,0.9395029544830322,1.0,5.999775648117065,0.5125662909316722,2.323258166369857,0.5125649090728557,0.07106163610718569,success,1.9570782080019389,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,success,1.946328038262791,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
E3-C-01,C_mixed_risk,53114,success,0.5003493605377022,0.42748229992745784,2.0,1.143500804901123,0.7856390476226807,1.0,0.0,0.0,0.0,0.0,0.0,success,0.25641931870693285,0.42748229992745784,2.0,0.8422269821166992,0.5086688995361328,1.0,5.799807548522949,0.4083605480908515,1.8992370759060333,0.40835901534936503,0.058905698637566804,success,1.926648412221848,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,success,1.9405825183953482,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
E3-C-01,C_mixed_risk,53115,success,0.04740868994660265,0.42748229992745784,2.0,1.1177453994750977,0.782426118850708,1.0,0.0,0.0,0.0,0.0,0.0,success,0.11655723243030436,0.42748229992745784,2.0,1.2034804821014404,0.8584427833557129,1.0,6.5598390102386475,0.7440917164492289,3.28860973999309,0.7440898449635792,0.09170723412003788,success,1.9543477841144212,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,success,1.945784849465367,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
E3-C-02,C_mixed_risk,53101,success,0.43037390884009585,0.0,4.0,4.215804576873779,1.6918110847473145,1.0,0.0,0.0,0.0,0.0,0.0,success,0.3190134968289302,0.0,4.0,2.796663284301758,1.0253210067749023,1.0,11.759614944458008,1.6378428209272657,7.1013735193167395,1.6378420158305906,0.0835750830075189,success,2.2424705421529207,2.2483866045465772,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,infrastructure_failure,,2.2483866045465772,,,,0.0,,,,,
E3-C-02,C_mixed_risk,53102,infrastructure_failure,,0.0,,,,0.0,,,,,,success,0.12383790392558329,0.0,2.0,2.6664376258850098,1.4111263751983643,1.0,9.559739828109741,2.1603540591326538,9.063966057588605,2.1603545113371645,0.0999445903293183,infrastructure_failure,,2.2483866045465772,,,,0.0,,,,,,success,2.2419527927116087,2.2483866045465772,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
E3-C-02,C_mixed_risk,53103,success,0.4113267785016685,0.0,4.0,4.509414196014404,1.7419416904449463,1.0,0.0,0.0,0.0,0.0,0.0,success,0.06891761274671498,0.0,2.0,1.9096355438232422,1.0258541107177734,1.0,8.079825401306152,1.3967437246856114,5.980252025419302,1.396743816283958,0.0762382630103886,success,2.233813363058076,2.2483866045465772,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,success,2.235602306472948,2.2483866045465772,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
E3-C-02,C_mixed_risk,53104,success,0.3980150078815146,0.0,5.0,3.7410876750946045,1.375542163848877,1.0,0.0,0.0,0.0,0.0,0.0,success,0.292264006336894,0.0,4.0,3.3802244663238525,1.1722617149353027,1.0,12.539777517318726,1.8611646341486683,8.210101489142833,1.8611675190079744,0.08904415860717634,success,2.246625547286405,2.2483866045465772,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,success,2.2252847081995553,2.2483866045465772,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
E3-C-02,C_mixed_risk,53105,success,0.39824124015970824,0.0,4.0,4.818722724914551,1.6897461414337158,1.0,0.0,0.0,0.0,0.0,0.0,success,0.38509431211216216,0.0,4.0,4.1207451820373535,1.3096861839294434,1.0,12.899609327316284,1.9408945340291721,8.721033480305795,1.9408937739482184,0.08943880551675655,success,2.2551795802714416,2.2483866045465772,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,success,2.247493387997484,2.2483866045465772,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
E3-C-02,C_mixed_risk,53106,success,0.29384650883099694,0.0,4.0,2.49162220954895,0.900148868560791,1.0,0.0,0.0,0.0,0.0,0.0,success,0.45985364517522115,0.0,4.0,4.1742026805877686,1.2184715270996094,1.0,12.819616079330444,1.922488490878235,8.687767605650034,1.9224860074227288,0.0892238808506308,success,2.2526645802699026,2.2483866045465772,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,success,2.2475406050887337,2.2483866045465772,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
E3-C-02,C_mixed_risk,53107,success,0.4296534874062149,0.0,4.0,3.6793034076690674,1.3351964950561523,1.0,0.0,0.0,0.0,0.0,0.0,success,0.39408028048639177,0.0,5.0,3.3962745666503906,1.3744053840637207,1.0,11.839977264404297,1.5556994781806932,7.056879072494693,1.5556989442038713,0.07818170144518875,infrastructure_failure,,2.2483866045465772,,,,0.0,,,,,,success,2.249497850947345,2.2483866045465772,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
E3-C-02,C_mixed_risk,53108,success,0.27678005219811813,0.0,4.0,2.781123161315918,1.4207074642181396,1.0,0.0,0.0,0.0,0.0,0.0,success,0.43934837715441655,0.0,4.0,4.090209245681763,1.246232032775879,1.0,12.859817266464233,1.864935496749434,8.484514241630828,1.864932362975917,0.08669851436019972,success,2.249750925513505,2.2483866045465772,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,success,2.237800115873835,2.2483866045465772,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
E3-C-02,C_mixed_risk,53109,success,0.2980954530957418,0.0,4.0,2.7737340927124023,0.9637093544006348,1.0,0.0,0.0,0.0,0.0,0.0,success,0.16336980681095734,0.0,5.0,3.9638423919677734,1.1711747646331787,1.0,12.539594173431396,1.9112481993099766,8.402214904289957,1.911245546610655,0.08987179745496338,success,2.2363164172249297,2.2483866045465772,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,success,2.2527960784937866,2.2483866045465772,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
E3-C-02,C_mixed_risk,53110,success,0.3771397084162053,0.0,4.0,4.2991297245025635,1.4669792652130127,1.0,0.0,0.0,0.0,0.0,0.0,success,0.3354021110173044,0.0,4.0,3.437817335128784,1.149057149887085,1.0,11.959586143493652,1.627419921386214,7.273535840676439,1.6274190568754912,0.08124020969562218,success,2.2901849203563938,2.2483866045465772,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,success,2.2550811133623547,2.2483866045465772,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
E3-C-02,C_mixed_risk,53111,infrastructure_failure,,0.0,,,,0.0,,,,,,success,0.11495885825968102,0.0,2.0,2.8382294178009033,1.5282795429229736,1.0,9.939730644226074,2.386516103825099,9.941238910086625,2.3865135493634897,0.10626775463727968,success,2.242782985996581,2.2483866045465772,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,success,2.2697135854172945,2.2483866045465772,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
E3-C-02,C_mixed_risk,53112,success,0.17914612447366188,0.0,7.0,3.9172232151031494,1.7335882186889648,1.0,0.0,0.0,0.0,0.0,0.0,success,0.07654657032875346,0.0,2.0,3.079335927963257,1.6431143283843994,1.0,10.479812145233154,2.6810571690943474,11.0655033761791,2.6810595340047465,0.11391821090425393,success,2.2518290361725417,2.2483866045465772,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,success,2.2427763247760293,2.2483866045465772,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
E3-C-02,C_mixed_risk,53113,infrastructure_failure,,0.0,,,,0.0,,,,,,success,0.47568010548105816,0.0,4.0,3.829577684402466,1.196608304977417,1.0,12.340142250061035,1.6464334293234324,7.572057376079392,1.6464341082484664,0.08006330936599505,success,2.2325562009102504,2.2483866045465772,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,success,2.2570240594551683,2.2483866045465772,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
E3-C-02,C_mixed_risk,53114,success,0.31613168939109293,0.0,4.0,3.117547035217285,1.3262381553649902,1.0,0.0,0.0,0.0,0.0,0.0,success,0.33096073684893884,0.0,4.0,3.5131852626800537,1.2108709812164307,1.0,12.179647445678711,1.6785738146656781,7.5044849178716095,1.6785736005461607,0.08267722870683698,success,2.2581352236624017,2.2483866045465772,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,success,2.2394941291113666,2.2483866045465772,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
E3-C-02,C_mixed_risk,53115,infrastructure_failure,,0.0,,,,0.0,,,,,,success,0.22723951201361417,0.0,2.0,3.0536930561065674,1.5574946403503418,1.0,10.399784803390503,2.5646670026363223,10.948553903591288,2.564667580712584,0.10976205117238337,success,2.253902898782308,2.2483866045465772,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,success,2.238317156972429,2.2483866045465772,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
