global_position,trial_id,scenario_id,scenario_family,condition,planning,feedback,seed,attempt_status,scientific_complete,analysis_status,canonical_result_sha256,actual_d_min,predicted_d_min,hard_risk_event_count,hard_risk_exposure_duration,any_pair_hard_risk_duration,mission_success,iapf_activation_time,integral_delta_p,integral_delta_a,trajectory_deviation_integral,trajectory_deviation_rms
248,E3-A-02__P1_F0__S53113,E3-A-02,A_predictable_structural_risk,P1_F0,P1,F0,53113,success,1,COMPLETE,17f6a6da4cab26512e5d1742b58d0e86baa2d9008ac718c59f0418e7c6b3bfa4,2.2627796612787083,2.2483866045465772,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
209,E3-A-02__P1_F0__S53114,E3-A-02,A_predictable_structural_risk,P1_F0,P1,F0,53114,success,1,COMPLETE,2a7d5a10551945a27def990999c178f90920c74f69c0ea51172be4e05bd0facd,2.2373865002608837,2.2483866045465772,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
95,E3-A-02__P1_F0__S53115,E3-A-02,A_predictable_structural_risk,P1_F0,P1,F0,53115,success,1,COMPLETE,3cda6c2016fbbe3a721b23282c195b2b3eaa74b056b7a8b782b668e8033a5b1b,2.2402784517751413,2.2483866045465772,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
428,E3-A-02__P1_F1__S53101,E3-A-02,A_predictable_structural_risk,P1_F1,P1,F1,53101,success,1,COMPLETE,ed5d247eb61b600cd4c9c81935a90cb79bc690d2d938d6e1c2153e2cd17cc76c,2.233251023092621,2.2483866045465772,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
372,E3-A-02__P1_F1__S53102,E3-A-02,A_predictable_structural_risk,P1_F1,P1,F1,53102,success,1,COMPLETE,ac9472e5590191ff0de45301319cb33690831b012be75053986971d8eeec2410,2.250555855627594,2.2483866045465772,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
365,E3-A-02__P1_F1__S53103,E3-A-02,A_predictable_structural_risk,P1_F1,P1,F1,53103,success,1,COMPLETE,f4fbacfced85992fe5b95c6ed85f6167db6f2feba65fc0ee0ddbf3a8d6656eed,2.266118082722227,2.2483866045465772,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
34,E3-A-02__P1_F1__S53104,E3-A-02,A_predictable_structural_risk,P1_F1,P1,F1,53104,success,1,COMPLETE,c368238f672b4275f52977a76325597bfd73317f109a5278eea6b48dcbbea59b,2.2431628116706164,2.2483866045465772,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
283,E3-A-02__P1_F1__S53105,E3-A-02,A_predictable_structural_risk,P1_F1,P1,F1,53105,success,1,COMPLETE,c77927863ec681437ff98374a0c4d7c7f7810a543caac7542302be7a375dce14,2.2482955839321384,2.2483866045465772,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
17,E3-A-02__P1_F1__S53106,E3-A-02,A_predictable_structural_risk,P1_F1,P1,F1,53106,success,1,COMPLETE,c4241b364842766311634def345d55bae3768c75c21f3fceed0ad1b465a3ae54,2.240037316969539,2.2483866045465772,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
40,E3-A-02__P1_F1__S53107,E3-A-02,A_predictable_structural_risk,P1_F1,P1,F1,53107,success,1,COMPLETE,34254a51ba8286fd313d4344e98a84905718ac6c4fd119f8e58438d21163b189,2.2466274622849842,2.2483866045465772,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
577,E3-A-02__P1_F1__S53108,E3-A-02,A_predictable_structural_risk,P1_F1,P1,F1,53108,success,1,COMPLETE,4264172151978b4b6a64d5d76c9ac7778309441f6e8096697cd77dd5bfa091c7,2.2426143672546957,2.2483866045465772,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
598,E3-A-02__P1_F1__S53109,E3-A-02,A_predictable_structural_risk,P1_F1,P1,F1,53109,success,1,COMPLETE,c67dd70cfef72a1bb80dd9979b0377cfa394da9fad3c92a7edcb34e983bebb88,2.250345341620009,2.2483866045465772,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
531,E3-A-02__P1_F1__S53110,E3-A-02,A_predictable_structural_risk,P1_F1,P1,F1,53110,success,1,COMPLETE,5288130980b29f9af01a15535519309fd62f7a07fd9b3923e2b65b3e63d7c019,2.2371388713930727,2.2483866045465772,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
116,E3-A-02__P1_F1__S53111,E3-A-02,A_predictable_structural_risk,P1_F1,P1,F1,53111,success,1,COMPLETE,5f4395ce150b534a5c5e462fe5b9ed5a05f5dc0a730434e62ddb27e1a743f3a6,2.2583110022680435,2.2483866045465772,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
212,E3-A-02__P1_F1__S53112,E3-A-02,A_predictable_structural_risk,P1_F1,P1,F1,53112,success,1,COMPLETE,d15bb64e234f2990711231588af5d857a40783212f2ab9144716d2cbdf7fabdc,2.253322356935189,2.2483866045465772,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
275,E3-A-02__P1_F1__S53113,E3-A-02,A_predictable_structural_risk,P1_F1,P1,F1,53113,success,1,COMPLETE,7001ecfbb859b64e243180e693c2f8beeeb7df29c6b037057e90be4b2993172a,2.249955181155952,2.2483866045465772,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
589,E3-A-02__P1_F1__S53114,E3-A-02,A_predictable_structural_risk,P1_F1,P1,F1,53114,success,1,COMPLETE,0a34cd8d5e49c640b4f307af710bc93dd66ce5f9c05ddf56dc5f05958c0e3500,2.2391329764850947,2.2483866045465772,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
552,E3-A-02__P1_F1__S53115,E3-A-02,A_predictable_structural_risk,P1_F1,P1,F1,53115,success,1,COMPLETE,a4a9a85c756e2c28a7f6276dd607067ee1134e88241e32f9b51136eb61fcaeae,2.258075891905253,2.2483866045465772,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
456,E3-B-01__P0_F0__S53101,E3-B-01,B_residual_execution_risk,P0_F0,P0,F0,53101,success,1,COMPLETE,5138a0d7f615e17b74e5ae655b56c7cf323c62dbf1c733ed38a0b93429379da9,1.9789897978108488,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
403,E3-B-01__P0_F0__S53102,E3-B-01,B_residual_execution_risk,P0_F0,P0,F0,53102,success,1,COMPLETE,b056b0c536eda8c4a7694a519e7581ccafb21cb9fe0174ced9df6314e93d4b0d,1.955356906442662,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
581,E3-B-01__P0_F0__S53103,E3-B-01,B_residual_execution_risk,P0_F0,P0,F0,53103,success,1,COMPLETE,132b7a82eacf22da56f0fa6658a7ba506237a4b05f3ee607c0515edf4d2beb24,1.960360378643909,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
532,E3-B-01__P0_F0__S53104,E3-B-01,B_residual_execution_risk,P0_F0,P0,F0,53104,success,1,COMPLETE,73d3a3bf72e9eacfaf7433bb2f78c3dfdca1bc55e0ea87545456b4a564f750c4,1.958836268399021,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
228,E3-B-01__P0_F0__S53105,E3-B-01,B_residual_execution_risk,P0_F0,P0,F0,53105,success,1,COMPLETE,c63aff026c6bc553e52da50c66d6f8ee9db9e1a0c07207270331f54d4afa83ee,1.9580298057622114,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
334,E3-B-01__P0_F0__S53106,E3-B-01,B_residual_execution_risk,P0_F0,P0,F0,53106,success,1,COMPLETE,dd35252c71fe12bc87486603822955b4e4502fe074124a3d35db54046efb1436,1.9693265382181173,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
340,E3-B-01__P0_F0__S53107,E3-B-01,B_residual_execution_risk,P0_F0,P0,F0,53107,success,1,COMPLETE,23221d197617b229026eb784d27455263dd144bb1638cce005f7c653aeaa464d,1.9565965714797782,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
279,E3-B-01__P0_F0__S53108,E3-B-01,B_residual_execution_risk,P0_F0,P0,F0,53108,success,1,COMPLETE,8327b9b723357f1d1b03ccf9d2a05c4bcbbfdbb1ee342dfc58f00a1de15355fe,1.961074670834073,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
291,E3-B-01__P0_F0__S53109,E3-B-01,B_residual_execution_risk,P0_F0,P0,F0,53109,success,1,COMPLETE,8fdaf3e5b96684aea0d6c35d731d9e92ecb0ffd6af929ade797afdcb518dc307,1.9423375297907959,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
323,E3-B-01__P0_F0__S53110,E3-B-01,B_residual_execution_risk,P0_F0,P0,F0,53110,success,1,COMPLETE,466b647a3b0491ce7158c773bcb058624ef2c44cd610f6d717a50b07964c4f98,1.969799276883409,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
368,E3-B-01__P0_F0__S53111,E3-B-01,B_residual_execution_risk,P0_F0,P0,F0,53111,success,1,COMPLETE,bf926ec20ef3caaccda436df9fe4548e1c1e4fa1724a10d26216732a7f13af58,1.9553108887393242,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
479,E3-B-01__P0_F0__S53112,E3-B-01,B_residual_execution_risk,P0_F0,P0,F0,53112,success,1,COMPLETE,70a6ab67514b87bd77e3e079fb3604a483b8fefbcf671f9c68663599658fc25a,1.9719139988269492,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
29,E3-B-01__P0_F0__S53113,E3-B-01,B_residual_execution_risk,P0_F0,P0,F0,53113,success,1,COMPLETE,a2eec3210bbba7a03884eab0fff5d857e11179a646e8b7c90a574cd6da213a01,1.9777601528441375,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
159,E3-B-01__P0_F0__S53114,E3-B-01,B_residual_execution_risk,P0_F0,P0,F0,53114,success,1,COMPLETE,61cda54b6029b4e4c614a2c5be70748b8dd9c4e03e74b341bf2ee1f1990fc097,1.938959936943487,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
457,E3-B-01__P0_F0__S53115,E3-B-01,B_residual_execution_risk,P0_F0,P0,F0,53115,success,1,COMPLETE,b7fe90da311e0699f02abb936af2930e4246cff614cc6a6574cb376b0f77b45d,1.9479238844453206,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
143,E3-B-01__P0_F1__S53101,E3-B-01,B_residual_execution_risk,P0_F1,P0,F1,53101,success,1,COMPLETE,9a7ee56d52ef972c3ecba6173a3dfc4b90d276031c6d56cf64a2d214ee4cd95c,1.945589210223687,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
493,E3-B-01__P0_F1__S53102,E3-B-01,B_residual_execution_risk,P0_F1,P0,F1,53102,success,1,COMPLETE,332e04d949b31ec0f1b5fcbaf798b4648c1959bc81abb50279e4255f0128121f,1.9799185164405873,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
90,E3-B-01__P0_F1__S53103,E3-B-01,B_residual_execution_risk,P0_F1,P0,F1,53103,success,1,COMPLETE,e3340f0b1dd9fd73f7113a2beb128e850db4af5b42cc622618c0e7ac355edd7f,1.9464020396761976,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
270,E3-B-01__P0_F1__S53104,E3-B-01,B_residual_execution_risk,P0_F1,P0,F1,53104,success,1,COMPLETE,88f640943a47bcf91550124da967412091bd2f43f6f5f090a33cdae27bc9776a,1.9719724672503152,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
525,E3-B-01__P0_F1__S53105,E3-B-01,B_residual_execution_risk,P0_F1,P0,F1,53105,success,1,COMPLETE,50ff024c0a31ce05fd11b1e1d8a709776f1a2e8a03c4a6ab1691f1aa6502c274,1.9554904043546775,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
416,E3-B-01__P0_F1__S53106,E3-B-01,B_residual_execution_risk,P0_F1,P0,F1,53106,success,1,COMPLETE,62dedbbda58a2e7cc6bacfdb84810489f8049c15b66269930fd9878610faa8da,1.9517308779163887,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
269,E3-B-01__P0_F1__S53107,E3-B-01,B_residual_execution_risk,P0_F1,P0,F1,53107,success,1,COMPLETE,e40e04cb9cffd0a151cf41496d4364450d695e74b4f0eff40e84463920be8fa3,1.9531955283477944,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
537,E3-B-01__P0_F1__S53108,E3-B-01,B_residual_execution_risk,P0_F1,P0,F1,53108,success,1,COMPLETE,a17fe7dbe89b11131c7d13d908d92fefbb57ace7c610aacec4dd9b6aef9e2d84,1.9595392839112658,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
147,E3-B-01__P0_F1__S53109,E3-B-01,B_residual_execution_risk,P0_F1,P0,F1,53109,success,1,COMPLETE,0a14e1ef1ecc71a8e63a59932a2c4a9269507be72f9270b47cae4e4414312a40,1.9665103715722607,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
235,E3-B-01__P0_F1__S53110,E3-B-01,B_residual_execution_risk,P0_F1,P0,F1,53110,success,1,COMPLETE,d0c939a71b12402b5ed32a27b19bb23802d671158baba8249f4498efa236b6cc,1.9428230430598181,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
141,E3-B-01__P0_F1__S53111,E3-B-01,B_residual_execution_risk,P0_F1,P0,F1,53111,success,1,COMPLETE,89fbddd4b7e2d0397911fbe21c4aa83021376bdef5280c6687dbf20ed3bc0727,1.9543930165768668,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
177,E3-B-01__P0_F1__S53112,E3-B-01,B_residual_execution_risk,P0_F1,P0,F1,53112,success,1,COMPLETE,10800d5557346b00f979da993e5c9e135cf579748afb6e8becf93c03eb7881e3,1.9565314731197148,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
349,E3-B-01__P0_F1__S53113,E3-B-01,B_residual_execution_risk,P0_F1,P0,F1,53113,success,1,COMPLETE,69ae7e27f956ba8256beba7bbad7877c5ea95fa3917e7b356f899e8820592d8c,1.9682572564357665,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
44,E3-B-01__P0_F1__S53114,E3-B-01,B_residual_execution_risk,P0_F1,P0,F1,53114,success,1,COMPLETE,b795c5dbc2f1badea4719cd5ba513ace992b35972a55f384cccc3488fcab1739,0.8220607885116505,2.0,3.0,3.259444236755371,3.259444236755371,1.0,12.199793100357056,1.6561936368163965,8.399257102659622,1.6561946467408544,0.11766443974201037
388,E3-B-01__P0_F1__S53115,E3-B-01,B_residual_execution_risk,P0_F1,P0,F1,53115,success,1,COMPLETE,17606c3f04a274dd32b27a5095a3d96edc43d0dc9a965bfeef525fdf9110a66e,1.9603236458747533,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
236,E3-B-01__P1_F0__S53101,E3-B-01,B_residual_execution_risk,P1_F0,P1,F0,53101,success,1,COMPLETE,25ee4823228bc0c44ca96565de33b610da392318e7a94723debb3d34e259e21f,1.9632644392164451,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
278,E3-B-01__P1_F0__S53102,E3-B-01,B_residual_execution_risk,P1_F0,P1,F0,53102,success,1,COMPLETE,3d5ba6bb81e4cbb3702edd82c878a7a91abffbf93858c0874d0b71347eec7447,1.96085943989001,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
418,E3-B-01__P1_F0__S53103,E3-B-01,B_residual_execution_risk,P1_F0,P1,F0,53103,success,1,COMPLETE,a3c2a8ddb2e9c23091aa7db419d3c4f614c4d7a4a993c429bec4e567bffc1e24,1.9750132374766305,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
57,E3-B-01__P1_F0__S53104,E3-B-01,B_residual_execution_risk,P1_F0,P1,F0,53104,success,1,COMPLETE,bf0fe243922f00ae5da5d1f3a9c55ab0f353826faeedba14d54bf2c3ad1b7fb4,1.9657097345630512,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
411,E3-B-01__P1_F0__S53105,E3-B-01,B_residual_execution_risk,P1_F0,P1,F0,53105,success,1,COMPLETE,8f4e8214f67465c11ae07c9b4ac040748ec02b3b7f3092ac8715a3cf5ac5b6b2,1.9640216886170465,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
123,E3-B-01__P1_F0__S53106,E3-B-01,B_residual_execution_risk,P1_F0,P1,F0,53106,success,1,COMPLETE,3a6745db20f4259cfa82ce1fa94aeafaffabf8f9ce971ab48d21fa36add9a715,1.957693997911371,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
24,E3-B-01__P1_F0__S53107,E3-B-01,B_residual_execution_risk,P1_F0,P1,F0,53107,success,1,COMPLETE,6fa10f0b6ba0844ba9bc9e6edda2ddf2a2f1e5614617227dc64690cc5559167a,1.9792845887700299,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
347,E3-B-01__P1_F0__S53108,E3-B-01,B_residual_execution_risk,P1_F0,P1,F0,53108,success,1,COMPLETE,7c6ae5675c46ad56ffe30e206cac73f0f45f6334bb9f6249aa3d893653a076d6,1.9636978794621538,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
73,E3-B-01__P1_F0__S53109,E3-B-01,B_residual_execution_risk,P1_F0,P1,F0,53109,success,1,COMPLETE,73fb71fe1b430a017eb0b609fa79caf3d0ffa9bb481e27320967380bc7e2f258,1.9633879240166634,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
296,E3-B-01__P1_F0__S53110,E3-B-01,B_residual_execution_risk,P1_F0,P1,F0,53110,success,1,COMPLETE,8243278d862d80a3e84d683da817c5f001463e1e227ecff71bda43ebf23825d2,1.9636688808605458,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
599,E3-B-01__P1_F0__S53111,E3-B-01,B_residual_execution_risk,P1_F0,P1,F0,53111,success,1,COMPLETE,8bf3b1e74f607edec314525d24b5c8d2c64a76da1e2cc4137a2fa01efec1dbf4,1.9582934325410175,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
435,E3-B-01__P1_F0__S53112,E3-B-01,B_residual_execution_risk,P1_F0,P1,F0,53112,success,1,COMPLETE,c99937fcf903be5248ccdcdbd99d6de56571ebe8e0e672c1b934c244a7fa3408,1.976174173734113,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
65,E3-B-01__P1_F0__S53113,E3-B-01,B_residual_execution_risk,P1_F0,P1,F0,53113,success,1,COMPLETE,7dbfaa2152b5c8a6a2264858b13ffeca4c3666db39e801cf825eba29190e4725,1.9653149370514844,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
127,E3-B-01__P1_F0__S53114,E3-B-01,B_residual_execution_risk,P1_F0,P1,F0,53114,success,1,COMPLETE,996ec0454030d75698e14cc23dd1299665c5c645c08507789e052ab0845cb6d1,1.9642622990509042,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
199,E3-B-01__P1_F0__S53115,E3-B-01,B_residual_execution_risk,P1_F0,P1,F0,53115,success,1,COMPLETE,b58cf5cd1948b60220d778252999fe62b66e62b62df004747da19b43e5932bf2,1.9690451935675772,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
556,E3-B-01__P1_F1__S53101,E3-B-01,B_residual_execution_risk,P1_F1,P1,F1,53101,success,1,COMPLETE,54ab3c803678a275fdd18e25887c3a0511dda988ffb17555b1370c02e4c25311,0.8915681047673535,2.0,3.0,3.352965831756592,3.352965831756592,1.0,12.119672060012817,1.5125653395273333,7.845946747661959,1.512565681159129,0.10874772585198274
133,E3-B-01__P1_F1__S53102,E3-B-01,B_residual_execution_risk,P1_F1,P1,F1,53102,success,1,COMPLETE,9dbfebe7d8bfc6640ee1c854e18ab3ad97f8587ce37461871ed39289233ee190,1.9531413983780006,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
559,E3-B-01__P1_F1__S53103,E3-B-01,B_residual_execution_risk,P1_F1,P1,F1,53103,success,1,COMPLETE,d2cbf7dfb0aa38926b5f039697871dffb9611a7d364ac7bf9f603b104048419f,1.9594833195954102,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
501,E3-B-01__P1_F1__S53104,E3-B-01,B_residual_execution_risk,P1_F1,P1,F1,53104,success,1,COMPLETE,49e912049b6df1a1c4e499a44bdc7b8c0be8237db4711388126f86df3597f8ad,1.940559879940375,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
389,E3-B-01__P1_F1__S53105,E3-B-01,B_residual_execution_risk,P1_F1,P1,F1,53105,success,1,COMPLETE,656346409990261c9a94f2390fa556a51aea3c45df1ef7eac0ac097ec96b2438,1.952299042270112,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
118,E3-B-01__P1_F1__S53106,E3-B-01,B_residual_execution_risk,P1_F1,P1,F1,53106,success,1,COMPLETE,9cde4de717fe636c778db9d718e448f20ece0e3afcd4263a4fcc0a936866d3bd,1.966793008186921,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
607,E3-B-01__P1_F1__S53107,E3-B-01,B_residual_execution_risk,P1_F1,P1,F1,53107,success,1,COMPLETE,8a0cf9e970fe0bdb6cd98e20bf908323dba9f96a4e3705ec4a44bf29768eca57,1.9687694119335457,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
204,E3-B-01__P1_F1__S53108,E3-B-01,B_residual_execution_risk,P1_F1,P1,F1,53108,success,1,COMPLETE,7dc4fe1341910123d5815c10cd56b560feb6d139bbb49dc9b0e5e88972fe3169,1.9648613250249818,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
153,E3-B-01__P1_F1__S53109,E3-B-01,B_residual_execution_risk,P1_F1,P1,F1,53109,success,1,INCOMPLETE_EVIDENCE,31b18efa3a198f4f0409ea89262780d2d7491d2ec15e3433ff97ecc6a63524fe,,2.0,,,,1.0,,,,,
472,E3-B-01__P1_F1__S53110,E3-B-01,B_residual_execution_risk,P1_F1,P1,F1,53110,success,1,COMPLETE,95199fe9c3fcf6931515fdc27d30bdbb0615a0c9a374ee71c4b0cedee15f9868,1.9469519539163918,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
597,E3-B-01__P1_F1__S53111,E3-B-01,B_residual_execution_risk,P1_F1,P1,F1,53111,success,1,COMPLETE,ff76a333fa9d20142a2ed4e13cdd7c46111ce2c17bead2e45f7144b0dda48036,1.9564111562475368,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
8,E3-B-01__P1_F1__S53112,E3-B-01,B_residual_execution_risk,P1_F1,P1,F1,53112,success,1,COMPLETE,3488649a9b12db8820dc0c56df5e1fa6bda948357618288654756a41ee7756a8,1.9782446104365312,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
86,E3-B-01__P1_F1__S53113,E3-B-01,B_residual_execution_risk,P1_F1,P1,F1,53113,success,1,COMPLETE,873feaedadab84720f726088980e0dc07d49c4353d8e417075bdbba8ddb4be5a,1.9575170406432212,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
387,E3-B-01__P1_F1__S53114,E3-B-01,B_residual_execution_risk,P1_F1,P1,F1,53114,success,1,COMPLETE,d11897f10173afa9944c5a83eb7bac11e57a7a92465bcbb4faa857b2ebb192b1,1.9659752717735082,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
482,E3-B-01__P1_F1__S53115,E3-B-01,B_residual_execution_risk,P1_F1,P1,F1,53115,success,1,COMPLETE,97fdac51a6ed5791913269310e4d5f2b5bddb633868a08d52a6cceb6adbfa24e,1.9715542569029727,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
502,E3-B-02__P0_F0__S53101,E3-B-02,B_residual_execution_risk,P0_F0,P0,F0,53101,success,1,COMPLETE,9dd7bca7187bbf17c7d83efc9863e796edbd076fe44e1cc72242b229eaad5d09,1.9481915821372198,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
104,E3-B-02__P0_F0__S53102,E3-B-02,B_residual_execution_risk,P0_F0,P0,F0,53102,success,1,COMPLETE,b19cdf6b22e6b4ff7c2c7fa0ac18248ad76a1bbcde57107514d5feab88f76800,1.9694468263074718,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
306,E3-B-02__P0_F0__S53103,E3-B-02,B_residual_execution_risk,P0_F0,P0,F0,53103,success,1,COMPLETE,6608acb81537325b3806df34b96b71c176835672c8eea7454c25a800ff890cbe,1.9598426531530404,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
33,E3-B-02__P0_F0__S53104,E3-B-02,B_residual_execution_risk,P0_F0,P0,F0,53104,success,1,COMPLETE,346c19aa50bcae12c9e6f92640277de54b875b2b08dee6922a092d9438ad2e86,1.9540155046198209,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
516,E3-B-02__P0_F0__S53105,E3-B-02,B_residual_execution_risk,P0_F0,P0,F0,53105,success,1,COMPLETE,aae476b7f1669e0ceeb19ca4717887d5c349fc169ae01ef8af4486462b62da02,1.9572455403485223,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
303,E3-B-02__P0_F0__S53106,E3-B-02,B_residual_execution_risk,P0_F0,P0,F0,53106,success,1,COMPLETE,76d463f454806e99d164c16c69897d7235719906c99f8aaa023a49f55ea2773a,1.9671191447397327,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
510,E3-B-02__P0_F0__S53107,E3-B-02,B_residual_execution_risk,P0_F0,P0,F0,53107,success,1,COMPLETE,5c60aaeb7a9ba14af75a3f539f629e2b10865a9cf7369460fa48a49c171c9db7,1.9608442908499735,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
391,E3-B-02__P0_F0__S53108,E3-B-02,B_residual_execution_risk,P0_F0,P0,F0,53108,success,1,COMPLETE,1b957fc17606e3a17372e63c0f90d6852c065874edd80173adfe61f6c32e6a30,1.949142868535081,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
496,E3-B-02__P0_F0__S53109,E3-B-02,B_residual_execution_risk,P0_F0,P0,F0,53109,success,1,COMPLETE,41826f490d16e7a5fab317ea2f6f0072146096bc777d54f44ac657c40abb5ea3,1.977404775719753,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
557,E3-B-02__P0_F0__S53110,E3-B-02,B_residual_execution_risk,P0_F0,P0,F0,53110,success,1,COMPLETE,4ef61f13eb98d327035f32b9cf51d0782d71a144f57ba304ada7ea268d4f63e3,1.964319942660431,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
