global_position,trial_id,scenario_id,scenario_family,condition,planning,feedback,seed,attempt_status,scientific_complete,analysis_status,canonical_result_sha256,actual_d_min,predicted_d_min,hard_risk_event_count,hard_risk_exposure_duration,any_pair_hard_risk_duration,mission_success,iapf_activation_time,integral_delta_p,integral_delta_a,trajectory_deviation_integral,trajectory_deviation_rms
266,E3-A-02__P0_F1__S53106,E3-A-02,A_predictable_structural_risk,P0_F1,P0,F1,53106,success,1,COMPLETE,1ac79886b6ff2bbedd2ad408bf6f2795d96e9525d5a475f27d939ebbe1f8682a,0.12929175972194465,0.0,2.0,2.7806315422058105,2.0087006092071533,1.0,9.819766283035278,2.20295368683999,9.598208329310392,2.2029514226774087,0.0995296956849785
131,E3-A-02__P0_F1__S53107,E3-A-02,A_predictable_structural_risk,P0_F1,P0,F1,53107,success,1,COMPLETE,a6632af07911569dbbd212b0eac9e112f9a267bc50ff9365cbce5b8e27120370,0.11052242534644026,0.0,2.0,2.1910171508789062,1.4045088291168213,1.0,8.59993290901184,1.716150056948017,7.238512898773827,1.716150390794925,0.08746548848420388
94,E3-A-02__P0_F1__S53108,E3-A-02,A_predictable_structural_risk,P0_F1,P0,F1,53108,success,1,COMPLETE,aee7be917f4d6523539308b0860d28fed1a67bc8ee992771b4c53e5103d59223,0.1055991679767237,0.0,2.0,3.341360569000244,1.7812399864196777,1.0,10.859806060791016,2.6049354005289738,11.284403105252476,2.6049360841446165,0.10949849108554024
343,E3-A-02__P0_F1__S53109,E3-A-02,A_predictable_structural_risk,P0_F1,P0,F1,53109,success,1,COMPLETE,99d48f40784f84d9ab4f2e297b5930266558c6d6dc2169e24ed5337a09d83ddb,0.1465369420044579,0.0,4.0,3.2482352256774902,2.411102533340454,1.0,13.699644327163696,2.5445242039056217,11.026693875784096,2.54452500821329,0.10643275426113763
311,E3-A-02__P0_F1__S53110,E3-A-02,A_predictable_structural_risk,P0_F1,P0,F1,53110,success,1,COMPLETE,b26fb767f82018a038861a7784b6215afa21a913ea6251d0df1d1f3e34504a5e,0.06216968558921631,0.0,2.0,3.2146735191345215,2.4168195724487305,1.0,10.739872455596924,2.7839964746575765,11.456838034626404,2.7839967737604914,0.11588024614921033
300,E3-A-02__P0_F1__S53111,E3-A-02,A_predictable_structural_risk,P0_F1,P0,F1,53111,success,1,COMPLETE,9c04ce5dcbd66a29a89fb3927088eb8383cf2edb927d47de48df0803ce4ef1c8,0.16009895535523638,0.0,3.0,2.9387500286102295,1.5136959552764893,1.0,11.539814949035645,2.4727612274170303,10.315230039915296,2.4727614053220623,0.1086260817068483
238,E3-A-02__P0_F1__S53112,E3-A-02,A_predictable_structural_risk,P0_F1,P0,F1,53112,success,1,COMPLETE,64d5b6a59e500a8c36341bb512b776e13f3090d48d0eb4370ed4cce8b0868cf6,0.10087714260550604,0.0,2.0,1.8095488548278809,0.9353954792022705,1.0,7.879735231399536,1.2973747895874999,5.583313640046455,1.2973734552227276,0.0726949660456931
84,E3-A-02__P0_F1__S53113,E3-A-02,A_predictable_structural_risk,P0_F1,P0,F1,53113,success,1,COMPLETE,26b3a2451d963ae1f2ec5218cf1832a926c2b55b984ec8e7b4b0423fad25eb79,0.14689686686280878,0.0,2.0,1.7332122325897217,1.5362567901611328,1.0,9.05959963798523,1.31303576837773,5.617806323624187,1.3130338278222227,0.07416780643870689
397,E3-A-02__P0_F1__S53114,E3-A-02,A_predictable_structural_risk,P0_F1,P0,F1,53114,success,1,COMPLETE,f10c10cae1e1f2ca3cc88d9d929ddb5c37c2632c436cc8ca1cf979d2ee688edd,0.14377535221845233,0.0,2.0,2.742842674255371,1.411083698272705,1.0,9.739873170852661,2.2969006102138945,9.606214088893168,2.2969019500566423,0.1042602504687739
251,E3-A-02__P0_F1__S53115,E3-A-02,A_predictable_structural_risk,P0_F1,P0,F1,53115,success,1,COMPLETE,334d2d887849a142398621164c5231555dc35548cff7de6786c46e34efd32d01,0.22587536680798034,0.0,4.0,6.529518365859985,4.901787996292114,1.0,17.269984245300293,5.3468420539141785,23.425376486773917,5.346832457210987,0.15936609403306204
253,E3-A-02__P1_F0__S53101,E3-A-02,A_predictable_structural_risk,P1_F0,P1,F0,53101,success,1,COMPLETE,362d934b0b137ed4ccdb5d3c8a62e85742a42cec1f23fc7dfc929d9d1e10229a,2.256672537315962,2.2483866045465772,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
375,E3-A-02__P1_F0__S53102,E3-A-02,A_predictable_structural_risk,P1_F0,P1,F0,53102,infrastructure_failure,0,INCOMPLETE_EVIDENCE,0b2a8f003cf361e409c40151fc5e5f353860bf8e3a128e3b99e3529db15b1521,,2.2483866045465772,,,,0.0,,,,,
7,E3-A-02__P1_F0__S53103,E3-A-02,A_predictable_structural_risk,P1_F0,P1,F0,53103,success,1,COMPLETE,c831453cb25bb1063a7abf871780e6a20d56a70d9e41f21f0a378dc1ed953188,2.227054463661822,2.2483866045465772,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
565,E3-A-02__P1_F0__S53104,E3-A-02,A_predictable_structural_risk,P1_F0,P1,F0,53104,success,1,COMPLETE,a44f12e27d42c823b5848e6e4b7cad45cf77ecba7db1089d78465eb1d1e7b3b5,2.2431392856983345,2.2483866045465772,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
180,E3-A-02__P1_F0__S53105,E3-A-02,A_predictable_structural_risk,P1_F0,P1,F0,53105,success,1,COMPLETE,c0c436b37ead0d4ff18a58ff9de279f32ee855244576ce2100762ba91f6a1a5b,2.264609400622727,2.2483866045465772,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
229,E3-A-02__P1_F0__S53106,E3-A-02,A_predictable_structural_risk,P1_F0,P1,F0,53106,infrastructure_failure,0,INCOMPLETE_EVIDENCE,9d977f84b262e38673a654826b4bb1122edcb1e279aab2a6f3ffa2b25a59f9fa,,2.2483866045465772,,,,0.0,,,,,
25,E3-A-02__P1_F0__S53107,E3-A-02,A_predictable_structural_risk,P1_F0,P1,F0,53107,success,1,COMPLETE,d6de33cbe5b5de9642722567357f14f4761d64f6dce4193c1c91f96ea4f05b28,2.249438572145229,2.2483866045465772,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
543,E3-A-02__P1_F0__S53108,E3-A-02,A_predictable_structural_risk,P1_F0,P1,F0,53108,success,1,COMPLETE,ddd115dc9421168fdc629367486fbda77cbae38c782ce952db354c66d0e84355,2.237520064297475,2.2483866045465772,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
273,E3-A-02__P1_F0__S53109,E3-A-02,A_predictable_structural_risk,P1_F0,P1,F0,53109,infrastructure_failure,0,INCOMPLETE_EVIDENCE,e8a63de9c52b0a6c4ea47600df22128ba30070b59c9ca67174224ce065526037,,2.2483866045465772,,,,0.0,,,,,
243,E3-A-02__P1_F0__S53110,E3-A-02,A_predictable_structural_risk,P1_F0,P1,F0,53110,success,1,COMPLETE,99a79c5730d0fdb390d3c4ca4411f51ebd3a325e6cc69be40c6aef54eb312c03,2.248925795715807,2.2483866045465772,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
231,E3-A-02__P1_F0__S53111,E3-A-02,A_predictable_structural_risk,P1_F0,P1,F0,53111,success,1,COMPLETE,303da60b4128f983db12ccb127bb8f4c2a73faa76c24a5671ddb779937aa56a5,2.2402799415229446,2.2483866045465772,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
345,E3-A-02__P1_F0__S53112,E3-A-02,A_predictable_structural_risk,P1_F0,P1,F0,53112,success,1,COMPLETE,4325775f12edf05ae85e37b449fe3850d8fc8c0616ef40169b6836a3d0ab751b,2.246074427289661,2.2483866045465772,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
