bag_time_ns,x,y,z
1785143219543443808,-0.0049557918682694435,20.992019440978765,-0.22454169392585754
1785143219643471663,-0.004498873837292194,20.99246639199555,-0.2257314920425415
1785143219743511003,-0.00479071494191885,20.99267099564895,-0.22789570689201355
1785143219843492048,-0.005973579827696085,20.992292379494756,-0.23336811363697052
1785143219943540949,-0.007740889210253954,20.991454866714776,-0.24076533317565918
1785143220043572871,-0.007590088527649641,20.99161611031741,-0.24160034954547882
1785143220143605040,-0.0077581931836903095,20.991673386655748,-0.24397186934947968
1785143220243622769,-0.00884739775210619,20.991195475682616,-0.25013160705566406
1785143220343651671,-0.010518042370676994,20.99024066887796,-0.25815778970718384
1785143220443702450,-0.009731242433190346,20.99038089811802,-0.2591460943222046
1785143220543723997,-0.009385701268911362,20.990501204505563,-0.2612735629081726
1785143220678366367,-0.009455171413719654,20.990460904315114,-0.26273924112319946
1785143220743790961,-0.009573468938469887,20.990396417677402,-0.2640930712223053
1785143220843806184,-0.011955717578530312,20.989076673053205,-0.2787461578845978
1785143220943819183,-0.009866242296993732,20.986335035413504,-0.28244996070861816
1785143221043850140,-0.01057741604745388,20.984580845572054,-0.2901008725166321
1785143221143892868,-0.012211763300001621,20.982847061008215,-0.29963165521621704
1785143221243886632,-0.011540792882442474,20.982957307249308,-0.3010064959526062
1785143221343909257,-0.011384020559489727,20.983140038326383,-0.3037221431732178
1785143221443952516,-0.012417659163475037,20.982968585565686,-0.3104571998119354
1785143221544009545,-0.014236170798540115,20.982579296454787,-0.3193363547325134
1785143221644174595,-0.013421645388007164,20.983281398192048,-0.3186761140823364
1785143221744119354,-0.013077124953269958,20.984069600701332,-0.31974124908447266
1785143221844000376,-0.013871908187866211,20.984652649611235,-0.32497915625572205
1785143221944087540,-0.015747901052236557,20.98504362348467,-0.3337475061416626
1785143222044145671,-0.014543944969773293,20.98702447488904,-0.33427372574806213
1785143222144106814,-0.013810482807457447,20.988661035895348,-0.33640962839126587
1785143222244170745,-0.014336631633341312,20.989938949234784,-0.34277403354644775
1785143222344195363,-0.01579258218407631,20.990873388014734,-0.3516309857368469
1785143222444237268,-0.01452117133885622,20.99124477803707,-0.3512096703052521
1785143222544247194,-0.013941544108092785,20.991501660086215,-0.35287362337112427
1785143222644243331,-0.014674508944153786,20.991802369244397,-0.35932034254074097
1785143222744254621,-0.016473958268761635,20.992085084319115,-0.3685553967952728
1785143222844322200,-0.016139641404151917,20.99223825056106,-0.36872461438179016
1785143222944339933,-0.01625189557671547,20.992421470582485,-0.3707140386104584
1785143223044373170,-0.01755671016871929,20.992775158025324,-0.3775249421596527
1785143223144367654,-0.019629839807748795,20.993329535704106,-0.3871847689151764
1785143223244443922,-0.017661908641457558,20.993770639877766,-0.3870680034160614
1785143223344436872,-0.015346233732998371,20.99410760961473,-0.38651978969573975
1785143223444463254,-0.012835949659347534,20.99473901418969,-0.3862012028694153
1785143223544456244,-0.008873343467712402,20.9951429576613,-0.3841954171657562
1785143223644516999,0.003655346343293786,20.992947110906243,-0.3648008704185486
1785143223744540214,0.027848083525896072,20.98608623817563,-0.3362168073654175
1785143223844573430,0.0870797336101532,20.973266737535596,-0.2881343364715576
1785143223944617940,0.18199707567691803,20.953187752515078,-0.22995376586914062
1785143224044648752,0.30343499779701233,20.92683521658182,-0.142682284116745
1785143224144677921,0.4624262750148773,20.89479324221611,-0.031889013946056366
1785143224244678269,0.691238522529602,20.85136742889881,0.12378168106079102
1785143224344736080,0.9526571035385132,20.8044912815094,0.2883470058441162
1785143224444727218,1.2676506042480469,20.749233543872833,0.49218517541885376
1785143224544778485,1.6210474967956543,20.69016769528389,0.695909321308136
1785143224644774804,2.0854740142822266,20.61390733718872,0.9322211742401123
1785143224744800466,2.590815305709839,20.528426378965378,1.1653192043304443
1785143224844795733,3.173982620239258,20.420590817928314,1.4380698204040527
1785143224944886093,3.7706596851348877,20.30308884382248,1.6897201538085938
1785143225044928652,4.473819255828857,20.157525599002838,1.9528664350509644
1785143225144883045,5.160721778869629,20.013854563236237,2.1893749237060547
1785143225244924995,5.91556978225708,19.84797990322113,2.4534764289855957
1785143225344952104,6.617722511291504,19.698609352111816,2.687438726425171
1785143225444980315,7.3740668296813965,19.540682196617126,2.921353816986084
1785143225545027707,8.058016777038574,19.39120388031006,3.117428779602051
1785143225645044113,8.815784454345703,19.19884753227234,3.319617986679077
1785143225745060699,9.489021301269531,19.011600852012634,3.4866883754730225
1785143225845075451,10.172316551208496,18.80941939353943,3.646247148513794
1785143225945112100,10.756805419921875,18.62956476211548,3.776458263397217
1785143226045170957,11.3948974609375,18.443035125732422,3.910335063934326
1785143226145178480,11.940186500549316,18.282030820846558,4.018218040466309
1785143226245205173,12.467151641845703,18.123055696487427,4.117912769317627
1785143226345219059,12.895881652832031,17.99220848083496,4.196662902832031
1785143226445232954,13.368627548217773,17.887412548065186,4.278161525726318
1785143226545230876,13.75766372680664,17.816086053848267,4.344923973083496
1785143226645291652,14.112483024597168,17.759745597839355,4.407883167266846
1785143226745313675,14.38284969329834,17.723042964935303,4.45880126953125
1785143226845333303,14.682730674743652,17.729047536849976,4.518000602722168
1785143226945359565,14.918279647827148,17.758760452270508,4.567725658416748
1785143227045411052,15.11567211151123,17.802138328552246,4.613673686981201
1785143227145410214,15.249116897583008,17.84526038169861,4.649213790893555
1785143227245466437,15.391965866088867,17.921339511871338,4.696201324462891
1785143227345465048,15.488846778869629,17.996814012527466,4.734161853790283
1785143227445521100,15.548070907592773,18.070849180221558,4.766075611114502
1785143227545513698,15.565608024597168,18.128005981445312,4.788116931915283
1785143227645522440,15.57169246673584,18.199198007583618,4.8223347663879395
1785143227745567279,15.551944732666016,18.256471395492554,4.848791599273682
1785143227845601435,15.502315521240234,18.302136421203613,4.868588924407959
1785143227945642926,15.43526554107666,18.328896522521973,4.880383491516113
1785143228045642541,15.34266185760498,18.357890367507935,4.904365539550781
1785143228145657104,15.244272232055664,18.373749494552612,4.922173976898193
1785143228245694396,15.128437995910645,18.376152276992798,4.9333815574646
1785143228345726346,15.01628589630127,18.36617612838745,4.938561916351318
1785143228445781275,14.87646198272705,18.35395622253418,4.956933975219727
1785143228545778832,14.746358871459961,18.335124254226685,4.970427989959717
1785143228645806122,14.611058235168457,18.305715799331665,4.97777795791626
1785143228745803249,14.492902755737305,18.27176070213318,4.9795355796813965
1785143228845878531,14.34985637664795,18.231303691864014,4.993790626525879
1785143228945844982,14.22482681274414,18.19037413597107,5.004058361053467
1785143229045882807,14.104015350341797,18.14302158355713,5.008337020874023
1785143229145928737,14.005985260009766,18.09781503677368,5.007912635803223
1785143229245943702,13.889307022094727,18.0481698513031,5.019852161407471
1785143229345960511,13.792759895324707,18.002797603607178,5.028224945068359
1785143229445982150,13.706344604492188,17.9549617767334,5.03116512298584
1785143229545997726,13.642162322998047,17.912642240524292,5.0298051834106445
1785143229646047825,13.561137199401855,17.866806983947754,5.040764331817627
