mission_id,uav_id,motion_style,target_distance,duration,average_speed,gain_multiplier,omega_o_x,omega_o_y,omega_o_z,omega_c_x,omega_c_y,omega_c_z,peak_velocity,peak_acceleration,settling_time,tracking_rmse
2977365213,1,normal,7.775125,3.000000,2.591708,1.000000,10.000000,10.000000,15.000000,3.000000,3.000000,3.500000,3.578215,10.180662,3.715571,1.107330
