stratum_type,stratum_value,endpoint,kind,unit,registered_n,available_n,numerator,denominator,proportion,wilson_95_low,wilson_95_high,mean,median,sample_sd,iqr,min,max
overall,E5-v2,scientific_completeness,binary,proportion,60,60,60,60,1.0,0.93982814785791,0.9999999999999998,,,,,,
overall,E5-v2,infrastructure_failure,binary,proportion,60,60,0,60,0.0,0.0,0.06017185214208986,,,,,,
overall,E5-v2,candidate_correctness,binary,proportion,60,60,60,60,1.0,0.93982814785791,0.9999999999999998,,,,,,
overall,E5-v2,resolver_success,binary,proportion,60,60,60,60,1.0,0.93982814785791,0.9999999999999998,,,,,,
overall,E5-v2,mission_completion,binary,proportion,60,60,60,60,1.0,0.93982814785791,0.9999999999999998,,,,,,
overall,E5-v2,mission_success,binary,proportion,60,60,60,60,1.0,0.93982814785791,0.9999999999999998,,,,,,
overall,E5-v2,failsafe,binary,proportion,60,60,0,60,0.0,0.0,0.06017185214208986,,,,,,
overall,E5-v2,hard_failure,binary,proportion,60,60,0,60,0.0,0.0,0.06017185214208986,,,,,,
overall,E5-v2,actual_d_min,continuous,m,60,60,,,,,,1.947962677546049,1.8591453314101387,0.23515198910987786,0.286413905515817,1.59337435716155,2.420401543892897
overall,E5-v2,tracking_rmse,continuous,m,60,60,,,,,,0.08477207381285998,0.09340471672165404,0.0435645273044403,0.08552684507028409,0.023299715225842708,0.14877491159806722
overall,E5-v2,final_error,continuous,m,60,60,,,,,,0.08517975793274349,0.07954453373033574,0.04693957246192163,0.07317454516676215,0.018969160507634215,0.1625295290568624
overall,E5-v2,completion_time,continuous,s,60,60,,,,,,11.137892349561055,12.627915263175964,4.079514613192983,7.758752346038818,5.597596883773804,15.040632009506226
overall,E5-v2,T_LLM,continuous,s,60,60,,,,,,19.17186369568333,16.425371922,11.339615170523324,9.696612513500002,8.089872474,84.644409658
overall,E5-v2,T_mission_execution,continuous,s,60,60,,,,,,11.952744556333332,14.517790395999999,4.464494619269847,7.906627650749999,5.711893782,18.615073944
