bag_time_ns,duration,header_frame_id,header_stamp_nanosec,header_stamp_sec,mission_id,motion_style,safety_factor,target_pos_x,target_pos_y,target_pos_z,uav_id
1785138407143760200,12.0,world,143314796,1785138409,2,normal,0.0,5.75735931,17.74264069,5.0,6
1785138407243823407,12.0,world,143314796,1785138409,2,normal,0.0,5.75735931,17.74264069,5.0,6
1785138407343968099,12.0,world,143314796,1785138409,2,normal,0.0,5.75735931,17.74264069,5.0,6
1785138407444049040,12.0,world,143314796,1785138409,2,normal,0.0,5.75735931,17.74264069,5.0,6
1785138407544156962,12.0,world,143314796,1785138409,2,normal,0.0,5.75735931,17.74264069,5.0,6
1785138407644285222,12.0,world,143314796,1785138409,2,normal,0.0,5.75735931,17.74264069,5.0,6
1785138407744395389,12.0,world,143314796,1785138409,2,normal,0.0,5.75735931,17.74264069,5.0,6
1785138407844527406,12.0,world,143314796,1785138409,2,normal,0.0,5.75735931,17.74264069,5.0,6
1785138407944505533,12.0,world,143314796,1785138409,2,normal,0.0,5.75735931,17.74264069,5.0,6
1785138408044535116,12.0,world,143314796,1785138409,2,normal,0.0,5.75735931,17.74264069,5.0,6
