bag_time_ns,actual_pos_x,actual_pos_y,actual_pos_z,actual_velocity_x,actual_velocity_y,actual_velocity_z,arrival_time_error,elapsed_time,final_position_error,header_frame_id,header_stamp_nanosec,header_stamp_sec,integrated_squared_jerk,integrated_squared_jerk_valid,is_finished,is_hover_stable,ladrc_accel_feedforward_enabled,ladrc_acceleration_command_x,ladrc_acceleration_command_y,ladrc_acceleration_command_z,max_acceleration,max_acceleration_valid,max_jerk,max_jerk_valid,max_velocity,max_velocity_valid,mission_id,motion_style,path_length,reference_acceleration_x,reference_acceleration_y,reference_acceleration_z,reference_jerk_x,reference_jerk_y,reference_jerk_z,reference_pos_x,reference_pos_y,reference_pos_z,reference_velocity_x,reference_velocity_y,reference_velocity_z,requested_duration,safety_factor,start_pos_x,start_pos_y,start_pos_z,target_pos_x,target_pos_y,target_pos_z,tracking_error,trajectory_duration,trajectory_profile,uav_id
1785138407238870033,0.03380251303315163,5.958156783133745,-0.46682819724082947,0.12547045946121216,-0.08263897150754929,-0.19454853236675262,nan,-1.9044924974441528,15.57761287689209,world,238829336,1785138407,0.7026540637016296,True,False,False,True,-0.5461044070305743,0.36823313400978375,0.8527761303928099,0.6247906684875488,True,0.5410845875740051,True,2.4348807334899902,True,2,normal,15.583235740661621,0.0,0.0,0.0,0.4937461783364808,0.11429954032202759,0.18953326468666393,0.02275075390934944,5.965532548725605,-0.45855802297592163,0.0,0.0,0.0,12.0,0.0,0.02275075390934944,5.965532548725605,-0.45855802297592163,14.24264069,9.25735931,5.0,0.01565052941441536,12.0,minimum_jerk,2
1785138407338887483,0.04886069521307945,5.9488561525940895,-0.4649757146835327,0.13898217678070068,-0.07778233289718628,-0.19051247835159302,nan,-1.8044742345809937,15.565202713012695,world,338847097,1785138407,0.7026540637016296,True,False,False,True,-1.0638921576173552,0.6792565383720721,-0.09572029517964001,0.6247906684875488,True,0.5410845875740051,True,2.4348807334899902,True,2,normal,15.583235740661621,0.0,0.0,0.0,0.4937461783364808,0.11429954032202759,0.18953326468666393,0.02275075390934944,5.965532548725605,-0.45855802297592163,0.0,0.0,0.0,12.0,0.0,0.02275075390934944,5.965532548725605,-0.45855802297592163,14.24264069,9.25735931,5.0,0.031638868153095245,12.0,minimum_jerk,2
1785138407438875418,0.0640629455447197,5.940677840262651,-0.4652579426765442,0.1507205069065094,-0.07088896632194519,-0.19053897261619568,nan,-1.7044802904129028,15.553182601928711,world,438841724,1785138407,0.7026540637016296,True,False,False,True,-1.4187709576271232,0.8269579824347546,0.23865456109580357,0.6247906684875488,True,0.5410845875740051,True,2.4348807334899902,True,2,normal,15.583235740661621,0.0,0.0,0.0,0.4937461783364808,0.11429954032202759,0.18953326468666393,0.02275075390934944,5.965532548725605,-0.45855802297592163,0.0,0.0,0.0,12.0,0.0,0.02275075390934944,5.965532548725605,-0.45855802297592163,14.24264069,9.25735931,5.0,0.04867589473724365,12.0,minimum_jerk,2
1785138407538892448,0.08033819496631622,5.933497026562691,-0.47048261761665344,0.14159099757671356,-0.04802056401968002,-0.17111150920391083,nan,-1.604475498199463,15.541719436645508,world,538846311,1785138407,0.7026540637016296,True,False,False,True,-1.7017638714084458,0.8944636609295331,0.736156655219415,0.6247906684875488,True,0.5410845875740051,True,2.4348807334899902,True,2,normal,15.583235740661621,0.0,0.0,0.0,0.4937461783364808,0.11429954032202759,0.18953326468666393,0.02275075390934944,5.965532548725605,-0.45855802297592163,0.0,0.0,0.0,12.0,0.0,0.02275075390934944,5.965532548725605,-0.45855802297592163,14.24264069,9.25735931,5.0,0.06696853041648865,12.0,minimum_jerk,2
1785138407638868270,0.0933159589767456,5.929776445031166,-0.47526854276657104,0.11869507282972336,-0.016888732090592384,-0.12193772941827774,nan,-1.5044877529144287,15.532378196716309,world,638834205,1785138407,0.7026540637016296,True,False,False,True,-1.9280853091475385,0.8777482604370982,0.9137818086743272,0.6247906684875488,True,0.5410845875740051,True,2.4348807334899902,True,2,normal,15.583235740661621,0.0,0.0,0.0,0.4937461783364808,0.11429954032202759,0.18953326468666393,0.02275075390934944,5.965532548725605,-0.45855802297592163,0.0,0.0,0.0,12.0,0.0,0.02275075390934944,5.965532548725605,-0.45855802297592163,14.24264069,9.25735931,5.0,0.08085288107395172,12.0,minimum_jerk,2
1785138407738888425,0.10717177391052246,5.927369274199009,-0.46316924691200256,0.09699991345405579,0.011808079667389393,-0.07120880484580994,nan,-1.404477596282959,15.516009330749512,world,738846286,1785138407,0.7026540637016296,True,False,False,True,-2.2183814681368457,0.8670371399817449,-0.7551039894696399,0.6247906684875488,True,0.5410845875740051,True,2.4348807334899902,True,2,normal,15.583235740661621,0.0,0.0,0.0,0.4937461783364808,0.11429954032202759,0.18953326468666393,0.02275075390934944,5.965532548725605,-0.45855802297592163,0.0,0.0,0.0,12.0,0.0,0.02275075390934944,5.965532548725605,-0.45855802297592163,14.24264069,9.25735931,5.0,0.09276102483272552,12.0,minimum_jerk,2
1785138407838919231,0.11987624317407608,5.928521849215031,-0.447971910238266,0.06836603581905365,0.06805884093046188,-0.04127343371510506,nan,-1.3044668436050415,15.498839378356934,world,838855931,1785138407,0.7026540637016296,True,False,False,True,-2.517530212082737,0.7907745562133424,-1.1450755182903596,0.6247906684875488,True,0.5410845875740051,True,2.4348807334899902,True,2,normal,15.583235740661621,0.0,0.0,0.0,0.4937461783364808,0.11429954032202759,0.18953326468666393,0.02275075390934944,5.965532548725605,-0.45855802297592163,0.0,0.0,0.0,12.0,0.0,0.02275075390934944,5.965532548725605,-0.45855802297592163,14.24264069,9.25735931,5.0,0.10447592288255692,12.0,minimum_jerk,2
1785138407938887819,0.1251838207244873,5.9399942718446255,-0.4374145269393921,-0.032290808856487274,0.19863900542259216,-0.06737278401851654,nan,-1.2044819593429565,15.487833023071289,world,938838807,1785138407,0.7026540637016296,True,False,False,True,-2.467838251137072,0.33286670401595725,-1.1038303850199103,0.6247906684875488,True,0.5410845875740051,True,2.4348807334899902,True,2,normal,15.583235740661621,0.0,0.0,0.0,0.4937461783364808,0.11429954032202759,0.18953326468666393,0.02275075390934944,5.965532548725605,-0.45855802297592163,0.0,0.0,0.0,12.0,0.0,0.02275075390934944,5.965532548725605,-0.45855802297592163,14.24264069,9.25735931,5.0,0.10766515135765076,12.0,minimum_jerk,2
1785138408038890081,0.12157586961984634,5.965607091784477,-0.4387112557888031,-0.06791393458843231,0.36417078971862793,-0.1638714224100113,nan,-1.104468584060669,15.486112594604492,world,38852740,1785138408,0.7026540637016296,True,False,False,True,-2.091746275103892,-0.730264986558099,-0.37121511586202516,0.6247906684875488,True,0.5410845875740051,True,2.4348807334899902,True,2,normal,15.583235740661621,0.0,0.0,0.0,0.4937461783364808,0.11429954032202759,0.18953326468666393,0.02275075390934944,5.965532548725605,-0.45855802297592163,0.0,0.0,0.0,12.0,0.0,0.02275075390934944,5.965532548725605,-0.45855802297592163,14.24264069,9.25735931,5.0,0.10079833120107651,12.0,minimum_jerk,2
1785138408138894846,0.12368953227996826,5.995404382236302,-0.43450623750686646,-0.1177743524312973,0.43303290009498596,-0.16420695185661316,nan,-1.004472255706787,15.476401329040527,world,138848729,1785138408,0.7026540637016296,True,False,False,True,-2.3879742611176265,-1.480143694881736,-1.028210120668696,0.6247906684875488,True,0.5410845875740051,True,2.4348807334899902,True,2,normal,15.583235740661621,0.0,0.0,0.0,0.4937461783364808,0.11429954032202759,0.18953326468666393,0.02275075390934944,5.965532548725605,-0.45855802297592163,0.0,0.0,0.0,12.0,0.0,0.02275075390934944,5.965532548725605,-0.45855802297592163,14.24264069,9.25735931,5.0,0.1079789400100708,12.0,minimum_jerk,2
