bag_time_ns,armed_time,arming_state,avoidance_system_required,avoidance_system_valid,calibration_enabled,can_set_nav_states_mask,component_id,executor_in_charge,failsafe,failsafe_and_user_took_over,failsafe_defer_state,failure_detector_status,gcs_connection_lost,gcs_connection_lost_counter,high_latency_data_link_lost,hil_state,in_transition_mode,in_transition_to_fw,is_vtol,is_vtol_tailsitter,latest_arming_reason,latest_disarming_reason,nav_state,nav_state_timestamp,nav_state_user_intention,open_drone_id_system_healthy,open_drone_id_system_present,parachute_system_healthy,parachute_system_present,power_input_valid,pre_flight_checks_pass,rc_calibration_in_progress,safety_button_available,safety_off,system_id,system_type,takeoff_time,timestamp,usb_connected,valid_nav_states_mask,vehicle_type
1785141069971353572,26272000,2,False,False,False,8307839,1,0,False,False,0,0,True,0,False,0,False,False,False,False,4,0,14,28384000,14,False,False,False,False,True,True,False,True,True,9,2,30316000,1785141069967929,False,2147411071,1
1785141070475226957,26272000,2,False,False,False,8307839,1,0,False,False,0,0,True,0,False,0,False,False,False,False,4,0,14,28384000,14,False,False,False,False,True,True,False,True,True,9,2,30316000,1785141070471929,False,2147411071,1
1785141070984651977,26272000,2,False,False,False,8307839,1,0,False,False,0,0,True,0,False,0,False,False,False,False,4,0,14,28384000,14,False,False,False,False,True,True,False,True,True,9,2,30316000,1785141070975968,False,2147411071,1
1785141071485009402,26272000,2,False,False,False,8307839,1,0,False,False,0,0,True,0,False,0,False,False,False,False,4,0,14,28384000,14,False,False,False,False,True,True,False,True,True,9,2,30316000,1785141071479968,False,2147411071,1
1785141071988369958,26272000,2,False,False,False,8307839,1,0,False,False,0,0,True,0,False,0,False,False,False,False,4,0,14,28384000,14,False,False,False,False,True,True,False,True,True,9,2,30316000,1785141071983984,False,2147411071,1
1785141072491837547,26272000,2,False,False,False,8307839,1,0,False,False,0,0,True,0,False,0,False,False,False,False,4,0,14,28384000,14,False,False,False,False,True,True,False,True,True,9,2,30316000,1785141072487984,False,2147411071,1
1785141072995899588,26272000,2,False,False,False,8307839,1,0,False,False,0,0,True,0,False,0,False,False,False,False,4,0,14,28384000,14,False,False,False,False,True,True,False,True,True,9,2,30316000,1785141072991997,False,2147411071,1
1785141073499695336,26272000,2,False,False,False,8307839,1,0,False,False,0,0,True,0,False,0,False,False,False,False,4,0,14,28384000,14,False,False,False,False,True,True,False,True,True,9,2,30316000,1785141073495997,False,2147411071,1
1785141074003906589,26272000,2,False,False,False,8307839,1,0,False,False,0,0,True,0,False,0,False,False,False,False,4,0,14,28384000,14,False,False,False,False,True,True,False,True,True,9,2,30316000,1785141074000009,False,2147411071,1
1785141074508030928,26272000,2,False,False,False,8307839,1,0,False,False,0,0,True,0,False,0,False,False,False,False,4,0,14,28384000,14,False,False,False,False,True,True,False,True,True,9,2,30316000,1785141074504009,False,2147411071,1
1785141075011924381,26272000,2,False,False,False,8307839,1,0,False,False,0,0,True,0,False,0,False,False,False,False,4,0,14,28384000,14,False,False,False,False,True,True,False,True,True,9,2,30316000,1785141075008022,False,2147411071,1
1785141075515733274,26272000,2,False,False,False,8307839,1,0,False,False,0,0,True,0,False,0,False,False,False,False,4,0,14,28384000,14,False,False,False,False,True,True,False,True,True,9,2,30316000,1785141075512022,False,2147411071,1
1785141076019632848,26272000,2,False,False,False,8307839,1,0,False,False,0,0,True,0,False,0,False,False,False,False,4,0,14,28384000,14,False,False,False,False,True,True,False,True,True,9,2,30316000,1785141076016035,False,2147411071,1
1785141076523907210,26272000,2,False,False,False,8307839,1,0,False,False,0,0,True,0,False,0,False,False,False,False,4,0,14,28384000,14,False,False,False,False,True,True,False,True,True,9,2,30316000,1785141076520035,False,2147411071,1
1785141077027947059,26272000,2,False,False,False,8307839,1,0,False,False,0,0,True,0,False,0,False,False,False,False,4,0,14,28384000,14,False,False,False,False,True,True,False,True,True,9,2,30316000,1785141077024047,False,2147411071,1
1785141077531871991,26272000,2,False,False,False,8307839,1,0,False,False,0,0,True,0,False,0,False,False,False,False,4,0,14,28384000,14,False,False,False,False,True,True,False,True,True,9,2,30316000,1785141077528047,False,2147411071,1
1785141078035835206,26272000,2,False,False,False,8307839,1,0,False,False,0,0,True,0,False,0,False,False,False,False,4,0,14,28384000,14,False,False,False,False,True,True,False,True,True,9,2,30316000,1785141078032060,False,2147411071,1
1785141078539774746,26272000,2,False,False,False,8307839,1,0,False,False,0,0,True,0,False,0,False,False,False,False,4,0,14,28384000,14,False,False,False,False,True,True,False,True,True,9,2,30316000,1785141078536060,False,2147411071,1
1785141079044026705,26272000,2,False,False,False,8307839,1,0,False,False,0,0,True,0,False,0,False,False,False,False,4,0,14,28384000,14,False,False,False,False,True,True,False,True,True,9,2,30316000,1785141079040073,False,2147411071,1
1785141079548173076,26272000,2,False,False,False,8307839,1,0,False,False,0,0,True,0,False,0,False,False,False,False,4,0,14,28384000,14,False,False,False,False,True,True,False,True,True,9,2,30316000,1785141079544073,False,2147411071,1
1785141080052031662,26272000,2,False,False,False,8307839,1,0,False,False,0,0,True,0,False,0,False,False,False,False,4,0,14,28384000,14,False,False,False,False,True,True,False,True,True,9,2,30316000,1785141080048086,False,2147411071,1
1785141080555943389,26272000,2,False,False,False,8307839,1,0,False,False,0,0,True,0,False,0,False,False,False,False,4,0,14,28384000,14,False,False,False,False,True,True,False,True,True,9,2,30316000,1785141080552086,False,2147411071,1
1785141081059626625,26272000,2,False,False,False,8307839,1,0,False,False,0,0,True,0,False,0,False,False,False,False,4,0,14,28384000,14,False,False,False,False,True,True,False,True,True,9,2,30316000,1785141081056099,False,2147411071,1
1785141081563772524,26272000,2,False,False,False,8307839,1,0,False,False,0,0,True,0,False,0,False,False,False,False,4,0,14,28384000,14,False,False,False,False,True,True,False,True,True,9,2,30316000,1785141081560099,False,2147411071,1
1785141082068070361,26272000,2,False,False,False,8307839,1,0,False,False,0,0,True,0,False,0,False,False,False,False,4,0,14,28384000,14,False,False,False,False,True,True,False,True,True,9,2,30316000,1785141082064111,False,2147411071,1
1785141082571853735,26272000,2,False,False,False,8307839,1,0,False,False,0,0,True,0,False,0,False,False,False,False,4,0,14,28384000,14,False,False,False,False,True,True,False,True,True,9,2,30316000,1785141082568111,False,2147411071,1
1785141083075782885,26272000,2,False,False,False,8307839,1,0,False,False,0,0,True,0,False,0,False,False,False,False,4,0,14,28384000,14,False,False,False,False,True,True,False,True,True,9,2,30316000,1785141083072124,False,2147411071,1
1785141083579840468,26272000,2,False,False,False,8307839,1,0,False,False,0,0,True,0,False,0,False,False,False,False,4,0,14,28384000,14,False,False,False,False,True,True,False,True,True,9,2,30316000,1785141083576124,False,2147411071,1
1785141084083811767,26272000,2,False,False,False,8307839,1,0,False,False,0,0,True,0,False,0,False,False,False,False,4,0,14,28384000,14,False,False,False,False,True,True,False,True,True,9,2,30316000,1785141084080136,False,2147411071,1
