bag_time_ns,duration,header_frame_id,header_stamp_nanosec,header_stamp_sec,mission_id,motion_style,safety_factor,target_pos_x,target_pos_y,target_pos_z,uav_id
1785141073484137523,12.0,world,483754199,1785141075,1,normal,0.0,4.0,13.5,5.0,4
1785141073584247834,12.0,world,483754199,1785141075,1,normal,0.0,4.0,13.5,5.0,4
1785141073684378442,12.0,world,483754199,1785141075,1,normal,0.0,4.0,13.5,5.0,4
1785141073784492299,12.0,world,483754199,1785141075,1,normal,0.0,4.0,13.5,5.0,4
1785141073884659397,12.0,world,483754199,1785141075,1,normal,0.0,4.0,13.5,5.0,4
1785141073984930681,12.0,world,483754199,1785141075,1,normal,0.0,4.0,13.5,5.0,4
1785141074085022035,12.0,world,483754199,1785141075,1,normal,0.0,4.0,13.5,5.0,4
1785141074185115323,12.0,world,483754199,1785141075,1,normal,0.0,4.0,13.5,5.0,4
1785141074285332866,12.0,world,483754199,1785141075,1,normal,0.0,4.0,13.5,5.0,4
1785141074385516275,12.0,world,483754199,1785141075,1,normal,0.0,4.0,13.5,5.0,4
