trial_id,profile,uav_id,samples,path_length,max_velocity,max_acceleration,max_jerk,integrated_squared_jerk,max_velocity_valid,max_acceleration_valid,max_jerk_valid,integrated_squared_jerk_valid,arrived,arrival_time_s,arrival_time_error_s,final_position_error_m,tracking_rmse_m,tracking_max_error_m
step_r03,step,1,120,12.62902545928955,nan,nan,nan,nan,False,False,False,False,True,9.13714075088501,1.1371407508850098,0.23021307587623596,5.586062842245521,12.669086163832759
step_r03,step,2,120,8.630569458007812,nan,nan,nan,nan,False,False,False,False,True,5.678389310836792,-2.321610689163208,0.207900270819664,3.689340228448181,8.689851661975796
step_r03,step,3,115,14.975384712219238,nan,nan,nan,nan,False,False,False,False,True,9.576056480407715,1.5760564804077148,0.2503735423088074,6.899111658951784,15.006914173210768
step_r03,step,4,115,8.619022369384766,nan,nan,nan,nan,False,False,False,False,True,5.817526578903198,-2.1824734210968018,0.18273499608039856,3.788008204542343,8.66862093174549
step_r03,step,5,115,12.597707748413086,nan,nan,nan,nan,False,False,False,False,True,9.218709945678711,1.218709945678711,0.2193264663219452,5.769667838749128,12.619467964351102
trapezoidal_r01,trapezoidal,1,130,12.635258674621582,2.1058764457702637,1.0529382228851318,nan,nan,True,True,False,False,True,9.07080340385437,1.0708034038543701,0.22859996557235718,1.881596241956039,2.345861225076103
trapezoidal_r01,trapezoidal,2,130,8.641261100769043,1.4402101039886475,0.7201050519943237,nan,nan,True,True,False,False,True,8.769721388816833,0.7697213888168335,0.23284417390823364,1.268891142156456,1.5717551293986005
trapezoidal_r01,trapezoidal,3,130,14.972419738769531,2.495403289794922,1.247701644897461,nan,nan,True,True,False,False,True,10.408856630325317,2.4088566303253174,0.2227386236190796,2.2528849179419623,2.8999006298664693
trapezoidal_r01,trapezoidal,4,122,8.610918998718262,1.4351532459259033,0.7175766229629517,nan,nan,True,True,False,False,True,8.752393543720245,0.7523935437202454,0.21338915824890137,1.257694097977583,1.6711212680747063
trapezoidal_r01,trapezoidal,5,122,12.599088668823242,2.0998480319976807,1.0499240159988403,nan,nan,True,True,False,False,True,9.029645323753357,1.029645323753357,0.2092389613389969,1.8809272894990106,2.547063953453253
trapezoidal_r02,trapezoidal,1,127,12.658896446228027,2.109816074371338,1.054908037185669,nan,nan,True,True,False,False,True,9.072489142417908,1.0724891424179077,0.252644807100296,1.8441776712966018,2.3412422536469686
trapezoidal_r02,trapezoidal,2,127,8.668396949768066,1.4447327852249146,0.7223663926124573,nan,nan,True,True,False,False,True,8.755007863044739,0.7550078630447388,0.2597113847732544,1.2101542891680703,1.539199100629081
trapezoidal_r02,trapezoidal,3,127,14.992636680603027,2.4987728595733643,1.2493864297866821,nan,nan,True,True,False,False,True,10.414950132369995,2.414950132369995,0.26336240768432617,2.2046483992836796,2.7871088850860026
trapezoidal_r02,trapezoidal,4,127,8.638941764831543,1.4398236274719238,0.7199118137359619,nan,nan,True,True,False,False,True,8.71542352437973,0.7154235243797302,0.2205212414264679,1.2334821693805065,1.5166533732553769
trapezoidal_r02,trapezoidal,5,127,12.61313533782959,2.102189302444458,1.051094651222229,nan,nan,True,True,False,False,True,9.037163376808167,1.0371633768081665,0.24243903160095215,1.8558126088011941,2.320469010391076
trapezoidal_r03,trapezoidal,1,130,12.661076545715332,2.1101794242858887,1.0550897121429443,nan,nan,True,True,False,False,True,9.043064713478088,1.0430647134780884,0.2394717037677765,1.838688939263992,2.3424260597197613
trapezoidal_r03,trapezoidal,2,130,8.6621732711792,1.4436955451965332,0.7218477725982666,nan,nan,True,True,False,False,True,8.78363984823227,0.7836398482322693,0.23979850113391876,1.2137198479002422,1.5249139140674137
trapezoidal_r03,trapezoidal,3,130,14.989395141601562,2.498232364654541,1.2491161823272705,nan,nan,True,True,False,False,True,10.66225528717041,2.66225528717041,0.23571333289146423,2.204083119071031,2.8053179182317467
trapezoidal_r03,trapezoidal,4,130,8.640396118164062,1.4400659799575806,0.7200329899787903,nan,nan,True,True,False,False,True,8.722248077392578,0.7222480773925781,0.2360302358865738,1.2310809492707533,1.5017405748535197
trapezoidal_r03,trapezoidal,5,123,12.607572555541992,2.101262092590332,1.050631046295166,nan,nan,True,True,False,False,True,9.023403882980347,1.0234038829803467,0.21720972657203674,1.8449180913042083,2.292918269607808
