trial_id,profile,uav_id,samples,path_length,max_velocity,max_acceleration,max_jerk,integrated_squared_jerk,max_velocity_valid,max_acceleration_valid,max_jerk_valid,integrated_squared_jerk_valid,arrived,arrival_time_s,arrival_time_error_s,final_position_error_m,tracking_rmse_m,tracking_max_error_m
linear_r01,linear,1,139,12.651169776916504,1.581396222114563,nan,nan,nan,True,False,False,False,True,9.7985999584198,1.7985999584197998,0.2763907313346863,1.646055987471174,1.9263627343895768
linear_r01,linear,2,139,8.641523361206055,1.0801904201507568,nan,nan,nan,True,False,False,False,True,9.479743599891663,1.4797435998916626,0.2750331461429596,1.115996009811573,1.3819655895379035
linear_r01,linear,3,139,14.978226661682129,1.8722783327102661,nan,nan,nan,True,False,False,False,True,11.819129705429077,3.819129705429077,0.25134652853012085,1.9679533902796906,2.4231408907325784
linear_r01,linear,4,139,8.61347484588623,1.0766843557357788,nan,nan,nan,True,False,False,False,True,9.479203820228577,1.4792038202285767,0.244818314909935,1.1385457725296428,1.5327364328594626
linear_r01,linear,5,139,12.623797416687012,1.5779746770858765,nan,nan,nan,True,False,False,False,True,9.759619116783142,1.759619116783142,0.24205392599105835,1.6692324742728823,2.2015241907783976
linear_r02,linear,1,141,12.66195297241211,1.5827441215515137,nan,nan,nan,True,False,False,False,True,9.798355460166931,1.7983554601669312,0.27715003490448,1.6391633572234705,1.8898634202472238
linear_r02,linear,2,141,8.642905235290527,1.080363154411316,nan,nan,nan,True,False,False,False,True,9.458800911903381,1.4588009119033813,0.2757558524608612,1.1169968784684665,1.3737019522972054
linear_r02,linear,3,141,14.981973648071289,1.8727467060089111,nan,nan,nan,True,False,False,False,True,11.898593187332153,3.8985931873321533,0.25171664357185364,1.961425540921331,2.3975673848057206
linear_r02,linear,4,141,8.622474670410156,1.0778093338012695,nan,nan,nan,True,False,False,False,True,9.439658045768738,1.4396580457687378,0.2452627718448639,1.1045109327458928,1.4252003337492123
linear_r02,linear,5,141,12.612106323242188,1.5765132904052734,nan,nan,nan,True,False,False,False,True,9.780448198318481,1.7804481983184814,0.23476648330688477,1.6578411546975618,2.1676526697710816
linear_r03,linear,1,142,12.652920722961426,1.5816150903701782,nan,nan,nan,True,False,False,False,True,9.79750394821167,1.79750394821167,0.27840521931648254,1.6418560480052513,1.833410092543532
linear_r03,linear,2,142,8.642117500305176,1.080264687538147,nan,nan,nan,True,False,False,False,True,9.498941779136658,1.4989417791366577,0.26098355650901794,1.1039431402844277,1.306750878848516
linear_r03,linear,3,142,14.975138664245605,1.8718923330307007,nan,nan,nan,True,False,False,False,True,11.817561149597168,3.817561149597168,0.2465062290430069,1.970195437585031,2.367139973877997
linear_r03,linear,4,142,8.624103546142578,1.0780129432678223,nan,nan,nan,True,False,False,False,True,9.459630131721497,1.4596301317214966,0.2409876137971878,1.112120905216856,1.430605639084872
linear_r03,linear,5,142,12.60556411743164,1.575695514678955,nan,nan,nan,True,False,False,False,True,9.779417037963867,1.7794170379638672,0.23409244418144226,1.6552701687436258,2.119484393524735
minimum_jerk_r01,minimum_jerk,1,117,12.651379585266113,2.9651670455932617,1.1412932872772217,1.4825835227966309,3.5168862342834473,True,True,True,True,True,8.433183997869492,0.4331839978694916,0.22782427072525024,2.0466985248042913,3.248240173910712
minimum_jerk_r01,minimum_jerk,2,121,8.653315544128418,2.028120994567871,0.7806240916252136,1.0140604972839355,1.6453098058700562,True,True,True,True,True,8.213486596941948,0.21348659694194794,0.21850690245628357,1.3651168516786258,2.1325338578061466
minimum_jerk_r01,minimum_jerk,3,118,14.986222267150879,3.5123958587646484,1.351921796798706,1.7561979293823242,4.934769630432129,True,True,True,True,True,9.71209967136383,1.7120996713638306,0.23108239471912384,2.437368742102356,3.825034956751365
minimum_jerk_r01,minimum_jerk,4,117,8.618885040283203,2.0200510025024414,0.7775180339813232,1.0100255012512207,1.6322425603866577,True,True,True,True,True,8.1730268150568,0.17302681505680084,0.20465032756328583,1.363260662283519,2.0780359428406188
minimum_jerk_r01,minimum_jerk,5,117,12.625167846679688,2.9590237140655518,1.138928771018982,1.4795118570327759,3.502328395843506,True,True,True,True,True,8.473999917507172,0.47399991750717163,0.19890980422496796,2.0254691754739196,3.084457171825388
minimum_jerk_r02,minimum_jerk,1,114,12.65966796875,2.9671096801757812,1.1420410871505737,1.4835548400878906,3.521496057510376,True,True,True,True,True,8.435092628002167,0.43509262800216675,0.24800214171409607,2.038455481127883,3.265802838286534
minimum_jerk_r02,minimum_jerk,2,120,8.640050888061523,2.0250120162963867,0.7794274687767029,1.0125060081481934,1.6402692794799805,True,True,True,True,True,8.217685163021088,0.21768516302108765,0.21687626838684082,1.3773021062862276,2.1675280014761396
minimum_jerk_r02,minimum_jerk,3,114,14.994661331176758,3.514373540878296,1.3526830673217773,1.757186770439148,4.940329074859619,True,True,True,True,True,9.739631652832031,1.7396316528320312,0.2568835914134979,2.4384937365689003,3.8409741692363433
minimum_jerk_r02,minimum_jerk,4,120,8.62002944946289,2.0203194618225098,0.777621328830719,1.0101597309112549,1.6326762437820435,True,True,True,True,True,8.19767589867115,0.1976758986711502,0.1959957480430603,1.3776554813904371,2.1151742681103807
minimum_jerk_r02,minimum_jerk,5,114,12.623713493347168,2.9586827754974365,1.1387975215911865,1.4793413877487183,3.5015218257904053,True,True,True,True,True,8.457339495420456,0.45733949542045593,0.21870304644107819,2.0424356263595844,3.133715703084345
minimum_jerk_r03,minimum_jerk,1,124,12.660375595092773,2.967275381088257,1.1421048641204834,1.4836376905441284,3.5218894481658936,True,True,True,True,True,8.429046303033829,0.42904630303382874,0.24121138453483582,2.0338998792208836,3.2700347186113667
minimum_jerk_r03,minimum_jerk,2,124,8.67406177520752,2.0329830646514893,0.7824956178665161,1.0164915323257446,1.6532082557678223,True,True,True,True,True,8.189476236701012,0.18947623670101166,0.241882786154747,1.3345651990660095,2.141263221053546
minimum_jerk_r03,minimum_jerk,3,124,14.995671272277832,3.514610528945923,1.3527742624282837,1.7573052644729614,4.940994739532471,True,True,True,True,True,10.149449825286865,2.1494498252868652,0.2304023951292038,2.456841790330409,3.910661100747293
minimum_jerk_r03,minimum_jerk,4,124,8.627947807312012,2.0221753120422363,0.7783356308937073,1.0110876560211182,1.6356772184371948,True,True,True,True,True,8.171259000897408,0.17125900089740753,0.20876693725585938,1.3562374014088248,2.1062015457643453
minimum_jerk_r03,minimum_jerk,5,124,12.611520767211914,2.9558253288269043,1.137697696685791,1.4779126644134521,3.4947612285614014,True,True,True,True,True,8.450014352798462,0.4500143527984619,0.20853549242019653,2.042564339301134,3.189798429481544
step_r01,step,1,126,12.6525239944458,nan,nan,nan,nan,False,False,False,False,True,9.56305992603302,1.56305992603302,0.28883686661720276,5.631554270291159,12.693023288132007
step_r01,step,2,126,8.664525985717773,nan,nan,nan,nan,False,False,False,False,True,5.722759246826172,-2.277240753173828,0.2367417812347412,3.7337372700950575,8.715853839393759
step_r01,step,3,126,14.995940208435059,nan,nan,nan,nan,False,False,False,False,True,10.34649133682251,2.3464913368225098,0.29379579424858093,6.973023702674423,15.031586935961961
step_r01,step,4,126,8.640239715576172,nan,nan,nan,nan,False,False,False,False,True,5.729001522064209,-2.270998477935791,0.21827127039432526,3.8093115089330927,8.701277228594641
step_r01,step,5,126,12.624755859375,nan,nan,nan,nan,False,False,False,False,True,9.267675518989563,1.267675518989563,0.24081479012966156,5.841752757462942,12.6796486708707
step_r02,step,1,119,12.650726318359375,nan,nan,nan,nan,False,False,False,False,True,9.369326114654541,1.369326114654541,0.26803210377693176,5.598723562322811,12.682368995827664
step_r02,step,2,119,8.640369415283203,nan,nan,nan,nan,False,False,False,False,True,5.569530963897705,-2.430469036102295,0.20770500600337982,3.6621234371479683,8.697496307699879
step_r02,step,3,119,14.976067543029785,nan,nan,nan,nan,False,False,False,False,True,9.628703117370605,1.6287031173706055,0.2781546115875244,6.914345649634718,15.010853664236372
step_r02,step,4,119,8.618727684020996,nan,nan,nan,nan,False,False,False,False,True,5.708486795425415,-2.291513204574585,0.19057556986808777,3.7657292886167073,8.67770441052401
step_r02,step,5,119,12.619331359863281,nan,nan,nan,nan,False,False,False,False,True,9.268696784973145,1.2686967849731445,0.2355947643518448,5.833585048085189,12.660945235960247
