trial_id,profile,uav_id,elapsed_time_s,reference_x,reference_y,reference_z,actual_x,actual_y,actual_z,reference_speed,reference_acceleration,reference_jerk,tracking_error
linear_r01,linear,1,-1.701230525970459,-0.012696748599410057,2.9997702489199582,-0.35676810145378113,-0.014028924517333508,3.0003967016527895,-0.36216166615486145,1.5813962609206895,0.0,0.0,0.005590856453845563
linear_r01,linear,1,-1.6012358665466309,-0.012696748599410057,2.9997702489199582,-0.35676810145378113,-0.01604185439646244,3.0008888852316886,-0.37074336409568787,1.5813962609206895,0.0,0.0,0.014413502208057183
linear_r01,linear,1,-1.5012365579605103,-0.012696748599410057,2.9997702489199582,-0.35676810145378113,-0.015491669997572899,3.0015693079913035,-0.3682035803794861,1.5813962609206895,0.0,0.0,0.011908752135481718
linear_r01,linear,1,-1.401240348815918,-0.012696748599410057,2.9997702489199582,-0.35676810145378113,-0.01610390469431877,3.002005998045206,-0.37137290835380554,1.5813962609206895,0.0,0.0,0.015162706598530513
linear_r01,linear,1,-1.3012386560440063,-0.012696748599410057,2.9997702489199582,-0.35676810145378113,-0.017462918534874916,3.0022303191944957,-0.3783664405345917,1.5813962609206895,0.0,0.0,0.02225436075601948
linear_r01,linear,1,-1.2012410163879395,-0.012696748599410057,2.9997702489199582,-0.35676810145378113,-0.019310899078845978,3.0023831098806113,-0.3877999782562256,1.5813962609206895,0.0,0.0,0.031836322131276684
linear_r01,linear,1,-1.1012369394302368,-0.012696748599410057,2.9997702489199582,-0.35676810145378113,-0.01772654429078102,3.001731787226163,-0.3850279450416565,1.5813962609206895,0.0,0.0,0.028770909558698737
linear_r01,linear,1,-1.0012238025665283,-0.012696748599410057,2.9997702489199582,-0.35676810145378113,-0.01753939315676689,3.001063366071321,-0.3882015645503998,1.5813962609206895,0.0,0.0,0.031830582158083966
linear_r01,linear,1,-0.9011945128440857,-0.012696748599410057,2.9997702489199582,-0.35676810145378113,-0.018369868397712708,3.000618491321802,-0.3951434791088104,1.5813962609206895,0.0,0.0,0.03880171920913172
linear_r01,linear,1,-0.801251232624054,-0.012696748599410057,2.9997702489199582,-0.35676810145378113,-0.01989082247018814,3.0004268716438673,-0.4048595726490021,1.5813962609206895,0.0,0.0,0.04863101329378745
