bag_time_ns,duration,header_frame_id,header_stamp_nanosec,header_stamp_sec,mission_id,motion_style,safety_factor,target_pos_x,target_pos_y,target_pos_z,uav_id
1785137706411383885,8.0,world,411165668,1785137708,405,normal,0.0,11.23606798,5.19577393,5.0,1
1785137706511466009,8.0,world,411165668,1785137708,405,normal,0.0,11.23606798,5.19577393,5.0,1
1785137706611569123,8.0,world,411165668,1785137708,405,normal,0.0,11.23606798,5.19577393,5.0,1
1785137706711731660,8.0,world,411165668,1785137708,405,normal,0.0,11.23606798,5.19577393,5.0,1
1785137706811785259,8.0,world,411165668,1785137708,405,normal,0.0,11.23606798,5.19577393,5.0,1
1785137706911901288,8.0,world,411165668,1785137708,405,normal,0.0,11.23606798,5.19577393,5.0,1
1785137707012032485,8.0,world,411165668,1785137708,405,normal,0.0,11.23606798,5.19577393,5.0,1
1785137707112125515,8.0,world,411165668,1785137708,405,normal,0.0,11.23606798,5.19577393,5.0,1
1785137707212247250,8.0,world,411165668,1785137708,405,normal,0.0,11.23606798,5.19577393,5.0,1
1785137707312341131,8.0,world,411165668,1785137708,405,normal,0.0,11.23606798,5.19577393,5.0,1
