bag_time_ns,duration,header_frame_id,header_stamp_nanosec,header_stamp_sec,mission_id,motion_style,safety_factor,target_pos_x,target_pos_y,target_pos_z,uav_id
1785137706411412751,8.0,world,411165668,1785137708,405,normal,0.0,6.76393202,6.64885899,5.0,2
1785137706511489344,8.0,world,411165668,1785137708,405,normal,0.0,6.76393202,6.64885899,5.0,2
1785137706611596465,8.0,world,411165668,1785137708,405,normal,0.0,6.76393202,6.64885899,5.0,2
1785137706711778370,8.0,world,411165668,1785137708,405,normal,0.0,6.76393202,6.64885899,5.0,2
1785137706811800028,8.0,world,411165668,1785137708,405,normal,0.0,6.76393202,6.64885899,5.0,2
1785137706911917960,8.0,world,411165668,1785137708,405,normal,0.0,6.76393202,6.64885899,5.0,2
1785137707012048235,8.0,world,411165668,1785137708,405,normal,0.0,6.76393202,6.64885899,5.0,2
1785137707112157847,8.0,world,411165668,1785137708,405,normal,0.0,6.76393202,6.64885899,5.0,2
1785137707212268931,8.0,world,411165668,1785137708,405,normal,0.0,6.76393202,6.64885899,5.0,2
1785137707312360618,8.0,world,411165668,1785137708,405,normal,0.0,6.76393202,6.64885899,5.0,2
