bag_time_ns,actual_pos_x,actual_pos_y,actual_pos_z,arrival_time_error,elapsed_time,final_position_error,header_frame_id,header_stamp_nanosec,header_stamp_sec,integrated_squared_jerk,integrated_squared_jerk_valid,is_finished,is_hover_stable,max_acceleration,max_acceleration_valid,max_jerk,max_jerk_valid,max_velocity,max_velocity_valid,motion_style,path_length,reference_acceleration_x,reference_acceleration_y,reference_acceleration_z,reference_jerk_x,reference_jerk_y,reference_jerk_z,reference_pos_x,reference_pos_y,reference_pos_z,reference_velocity_x,reference_velocity_y,reference_velocity_z,requested_duration,safety_factor,start_pos_x,start_pos_y,start_pos_z,target_pos_x,target_pos_y,target_pos_z,trajectory_duration,trajectory_profile,uav_id
1785125573512395733,-0.006269698962569237,11.994668289553374,-0.2984105050563812,nan,-1.9021825790405273,8.621073722839355,world,512310686,1785125573,1.6326762437820435,True,False,False,0.777621328830719,True,1.0101597309112549,True,2.0203194618225098,True,normal,8.62002944946289,0.0,0.0,0.0,0.7934317258950765,-0.07531966320399791,0.6206574803218246,-0.006685374304652214,11.993868802674115,-0.29627716541290283,0.0,0.0,0.0,8.0,0.0,-0.006685374304652214,11.993868802674115,-0.29627716541290283,6.76393202,11.35114101,5.0,8.0,minimum_jerk,4
1785125573612351435,-0.005794370546936989,11.99548659240827,-0.2999989092350006,nan,-1.802168607711792,8.621737480163574,world,612324535,1785125573,1.6326762437820435,True,False,False,0.777621328830719,True,1.0101597309112549,True,2.0203194618225098,True,normal,8.62002944946289,0.0,0.0,0.0,0.7934317258950765,-0.07531966320399791,0.6206574803218246,-0.006685374304652214,11.993868802674115,-0.29627716541290283,0.0,0.0,0.0,8.0,0.0,-0.006685374304652214,11.993868802674115,-0.29627716541290283,6.76393202,11.35114101,5.0,8.0,minimum_jerk,4
1785125573712396662,-0.00645812600851059,11.99590137321502,-0.3059234619140625,nan,-1.7021503448486328,8.625932693481445,world,712341349,1785125573,1.6326762437820435,True,False,False,0.777621328830719,True,1.0101597309112549,True,2.0203194618225098,True,normal,8.62002944946289,0.0,0.0,0.0,0.7934317258950765,-0.07531966320399791,0.6206574803218246,-0.006685374304652214,11.993868802674115,-0.29627716541290283,0.0,0.0,0.0,8.0,0.0,-0.006685374304652214,11.993868802674115,-0.29627716541290283,6.76393202,11.35114101,5.0,8.0,minimum_jerk,4
1785125573812387098,-0.007938426919281483,11.996008463203907,-0.3140019178390503,nan,-1.6021488904953003,8.632074356079102,world,812343186,1785125573,1.6326762437820435,True,False,False,0.777621328830719,True,1.0101597309112549,True,2.0203194618225098,True,normal,8.62002944946289,0.0,0.0,0.0,0.7934317258950765,-0.07531966320399791,0.6206574803218246,-0.006685374304652214,11.993868802674115,-0.29627716541290283,0.0,0.0,0.0,8.0,0.0,-0.006685374304652214,11.993868802674115,-0.29627716541290283,6.76393202,11.35114101,5.0,8.0,minimum_jerk,4
1785125573912398793,-0.007690784987062216,11.996454295236617,-0.3151225447654724,nan,-1.5021334886550903,8.63260269165039,world,912361243,1785125573,1.6326762437820435,True,False,False,0.777621328830719,True,1.0101597309112549,True,2.0203194618225098,True,normal,8.62002944946289,0.0,0.0,0.0,0.7934317258950765,-0.07531966320399791,0.6206574803218246,-0.006685374304652214,11.993868802674115,-0.29627716541290283,0.0,0.0,0.0,8.0,0.0,-0.006685374304652214,11.993868802674115,-0.29627716541290283,6.76393202,11.35114101,5.0,8.0,minimum_jerk,4
1785125574012370314,-0.007263513747602701,11.996999254915863,-0.31536737084388733,nan,-1.4021488428115845,8.63245964050293,world,12343855,1785125574,1.6326762437820435,True,False,False,0.777621328830719,True,1.0101597309112549,True,2.0203194618225098,True,normal,8.62002944946289,0.0,0.0,0.0,0.7934317258950765,-0.07531966320399791,0.6206574803218246,-0.006685374304652214,11.993868802674115,-0.29627716541290283,0.0,0.0,0.0,8.0,0.0,-0.006685374304652214,11.993868802674115,-0.29627716541290283,6.76393202,11.35114101,5.0,8.0,minimum_jerk,4
1785125574112382802,-0.008022756315767765,11.99743574578315,-0.32040467858314514,nan,-1.3021570444107056,8.636189460754395,world,112335785,1785125574,1.6326762437820435,True,False,False,0.777621328830719,True,1.0101597309112549,True,2.0203194618225098,True,normal,8.62002944946289,0.0,0.0,0.0,0.7934317258950765,-0.07531966320399791,0.6206574803218246,-0.006685374304652214,11.993868802674115,-0.29627716541290283,0.0,0.0,0.0,8.0,0.0,-0.006685374304652214,11.993868802674115,-0.29627716541290283,6.76393202,11.35114101,5.0,8.0,minimum_jerk,4
1785125574212389469,-0.009640618227422237,11.997701563406736,-0.328069806098938,nan,-1.2021631002426147,8.642202377319336,world,212328676,1785125574,1.6326762437820435,True,False,False,0.777621328830719,True,1.0101597309112549,True,2.0203194618225098,True,normal,8.62002944946289,0.0,0.0,0.0,0.7934317258950765,-0.07531966320399791,0.6206574803218246,-0.006685374304652214,11.993868802674115,-0.29627716541290283,0.0,0.0,0.0,8.0,0.0,-0.006685374304652214,11.993868802674115,-0.29627716541290283,6.76393202,11.35114101,5.0,8.0,minimum_jerk,4
1785125574312416815,-0.00924351904541254,11.998899465426803,-0.3302147388458252,nan,-1.1021705865859985,8.643302917480469,world,312321017,1785125574,1.6326762437820435,True,False,False,0.777621328830719,True,1.0101597309112549,True,2.0203194618225098,True,normal,8.62002944946289,0.0,0.0,0.0,0.7934317258950765,-0.07531966320399791,0.6206574803218246,-0.006685374304652214,11.993868802674115,-0.29627716541290283,0.0,0.0,0.0,8.0,0.0,-0.006685374304652214,11.993868802674115,-0.29627716541290283,6.76393202,11.35114101,5.0,8.0,minimum_jerk,4
1785125574412359523,-0.008491655811667442,12.00012026670447,-0.33171409368515015,nan,-1.0021599531173706,8.643730163574219,world,412332323,1785125574,1.6326762437820435,True,False,False,0.777621328830719,True,1.0101597309112549,True,2.0203194618225098,True,normal,8.62002944946289,0.0,0.0,0.0,0.7934317258950765,-0.07531966320399791,0.6206574803218246,-0.006685374304652214,11.993868802674115,-0.29627716541290283,0.0,0.0,0.0,8.0,0.0,-0.006685374304652214,11.993868802674115,-0.29627716541290283,6.76393202,11.35114101,5.0,8.0,minimum_jerk,4
