batch_id,task_type,attempt_id,trial_id,stage_id,mission_id,uav_id,dispatch_time,reference_start_time,reference_finish_time,stable_candidate_time,stable_confirmed_time,stable_hold_time,final_position_error,settling_time,valid,invalid_reason
exp10-b-verify-20260803-mpc-z-p15-r5,task_b_sequential,attempt_0001,1,1,1,1,12.695556736998697,12.776236089001031,22.775897606999933,23.97640645100182,24.99613986500117,1.0197334139993472,0.2269791215658188,12.279969215393066,True,
exp10-b-verify-20260803-mpc-z-p15-r5,task_b_sequential,attempt_0001,1,1,1,2,12.695649049001076,12.789848901000369,22.789770745999704,23.729832076001912,24.730585313998745,1.0007532379968325,0.1893390566110611,12.293752670288086,True,
exp10-b-verify-20260803-mpc-z-p15-r5,task_b_sequential,attempt_0001,1,1,1,3,12.695720933999837,12.783445599001425,22.783071621001,23.223237218000577,24.243055619001098,1.0198184010005207,0.14648282527923584,12.286768913269043,True,
exp10-b-verify-20260803-mpc-z-p15-r5,task_b_sequential,attempt_0001,1,1,1,4,12.695784923998872,12.777920511001867,22.778370463998726,22.697946667001816,23.718629703998886,1.0206830369970703,0.14431644976139069,12.281693458557129,True,
exp10-b-verify-20260803-mpc-z-p15-r5,task_b_sequential,attempt_0001,1,1,1,5,12.695841709999513,12.792212323001877,22.791480685998977,22.71173597899906,23.731478106001305,1.019742127002246,0.12923242151737213,12.295105934143066,True,
exp10-b-verify-20260803-mpc-z-p15-r5,task_b_sequential,attempt_0001,1,1,1,6,12.695900779999647,12.776951257001201,22.777063449000707,23.236886277998565,24.25703591799902,1.0201496400004544,0.13330604135990143,12.280449867248535,True,
exp10-b-verify-20260803-mpc-z-p15-r5,task_b_sequential,attempt_0001,1,1,1,7,12.695956665000267,12.780006664001121,22.779655539001396,23.74011982600132,24.76002738600073,1.0199075599994103,0.14934268593788147,12.283257484436035,True,
exp10-b-verify-20260803-mpc-z-p15-r5,task_b_sequential,attempt_0001,1,1,1,8,12.696016746998794,12.780653124002129,22.780306626998936,23.94056183900102,24.960640108998632,1.0200782699976116,0.22048541903495789,12.283781051635742,True,
exp10-b-verify-20260803-mpc-z-p15-r5,task_b_sequential,attempt_0001,1,2,2,1,25.03003116200125,25.11592682799892,33.11619849600174,34.37622031199862,35.3965286269995,1.0203083150008752,0.28467556834220886,14.485410690307617,True,
exp10-b-verify-20260803-mpc-z-p15-r5,task_b_sequential,attempt_0001,1,2,2,2,25.03009237600054,25.129765061999933,33.12965587800136,34.08962093399896,35.11004311099896,1.0204221770000004,0.257386714220047,14.4992094039917,True,
exp10-b-verify-20260803-mpc-z-p15-r5,task_b_sequential,attempt_0001,1,2,2,3,25.03014011599953,25.123082707999856,33.122789189001196,33.04288031300166,34.062898389998736,1.0200180769970757,0.28040143847465515,14.492290496826172,True,
exp10-b-verify-20260803-mpc-z-p15-r5,task_b_sequential,attempt_0001,1,2,2,4,25.03018443900146,25.118299076999392,33.117900380999345,33.79808577999938,34.818016146000446,1.0199303660010628,0.252619206905365,14.48721694946289,True,
exp10-b-verify-20260803-mpc-z-p15-r5,task_b_sequential,attempt_0001,1,2,2,5,25.030225204998715,25.111626251000416,33.11183560200152,33.83125744100107,34.851389253999514,1.020131812998443,0.2572972774505615,14.480669975280762,True,
exp10-b-verify-20260803-mpc-z-p15-r5,task_b_sequential,attempt_0001,1,2,2,6,25.03027615999963,25.11711453099997,33.117199740001524,33.036880334999296,34.057248617998994,1.0203682829996978,0.2581561207771301,14.486041069030762,True,
exp10-b-verify-20260803-mpc-z-p15-r5,task_b_sequential,attempt_0001,1,2,2,7,25.030320844001835,25.119593960000202,33.12007341700155,34.12018571700173,35.139853832999506,1.0196681159977743,0.25658950209617615,14.488842010498047,True,
exp10-b-verify-20260803-mpc-z-p15-r5,task_b_sequential,attempt_0001,1,2,2,8,25.030361951001396,25.120688388000417,33.120821797001554,34.400367926999024,35.40078873799939,1.0004208110003674,0.2511046230792999,14.489429473876953,True,
