formation,uav_count,label,nominal_spacing,multiplier,delta_min,requested_radius,requested_nearest_neighbor_spacing,executed_radius,executed_nearest_neighbor_spacing,safety_floor_applied,workspace_limit,workspace_margin,geometry_valid,failure_reason
Circle,6,normal,2.5,1.0,0.9999999999999997,2.500000000000001,2.5,2.500000000000001,2.5,False,15.0,4.5,True,
Circle,6,spacious,2.5,1.25,0.9999999999999997,3.125000000000001,3.125,3.125000000000001,3.125,False,15.0,4.5,True,
Circle,7,compact,2.5,0.8,0.8677674782351162,2.3047648709624866,2.0,2.3047648709624866,2.0,False,15.0,4.5,True,
Circle,7,normal,2.5,1.0,0.8677674782351162,2.8809560887031083,2.5,2.8809560887031083,2.5,False,15.0,4.5,True,
Circle,7,spacious,2.5,1.25,0.8677674782351162,3.6011951108788853,3.125,3.6011951108788853,3.125,False,15.0,4.5,True,
Circle,8,compact,2.5,0.8,0.7653668647301795,2.613125929752753,2.0,2.6131259297527536,2.0,False,15.0,4.5,True,
Circle,8,normal,2.5,1.0,0.7653668647301795,3.266407412190942,2.5,3.266407412190942,2.5,False,15.0,4.5,True,
Circle,8,spacious,2.5,1.25,0.7653668647301795,4.083009265238677,3.125,4.083009265238678,3.1250000000000004,False,15.0,4.5,True,
Polygon,4,compact,2.5,0.8,1.414213562373095,1.4142135623730951,2.0,1.4142135623730951,2.0,False,15.0,4.5,True,
Polygon,4,normal,2.5,1.0,1.414213562373095,1.7677669529663689,2.5,1.7677669529663689,2.5,False,15.0,4.5,True,
Polygon,4,spacious,2.5,1.25,1.414213562373095,2.209708691207961,3.125,2.209708691207961,3.125,False,15.0,4.5,True,
Polygon,5,compact,2.5,0.8,0.7999999999999999,2.5,2.0,2.5000000000000004,2.0,False,15.0,4.5,True,
Polygon,5,normal,2.5,1.0,0.7999999999999999,3.1250000000000004,2.5,3.1250000000000004,2.5,False,15.0,4.5,True,
Polygon,5,spacious,2.5,1.25,0.7999999999999999,3.9062500000000004,3.125,3.9062500000000004,3.125,False,15.0,4.5,True,
Polygon,5,compact,2.5,0.8,1.1755705045849463,1.7013016167040798,2.0,1.70130161670408,2.0,False,15.0,4.5,True,
Polygon,5,normal,2.5,1.0,1.1755705045849463,2.1266270208801,2.5,2.1266270208801,2.5,False,15.0,4.5,True,
Polygon,5,spacious,2.5,1.25,1.1755705045849463,2.6582837761001246,3.125,2.658283776100125,3.1250000000000004,False,15.0,4.5,True,
Polygon,6,compact,2.5,0.8,0.6666666666666667,2.9999999999999996,2.0,3.0,2.0,False,15.0,4.5,True,
Polygon,6,normal,2.5,1.0,0.6666666666666667,3.7499999999999996,2.5,3.7499999999999996,2.5,False,15.0,4.5,True,
Polygon,6,spacious,2.5,1.25,0.6666666666666667,4.687499999999999,3.125,4.687499999999999,3.1249999999999996,False,15.0,4.5,True,
Polygon,6,compact,2.5,0.8,0.8008705323262908,2.4972825435224775,2.0,2.4972825435224775,2.0,False,15.0,4.5,True,
Polygon,6,normal,2.5,1.0,0.8008705323262908,3.1216031794030967,2.5,3.1216031794030967,2.5,False,15.0,4.5,True,
Polygon,6,spacious,2.5,1.25,0.8008705323262908,3.902003974253871,3.125,3.902003974253871,3.125,False,15.0,4.5,True,
Polygon,6,compact,2.5,0.8,0.9999999999999997,2.000000000000001,2.0,2.000000000000001,2.0,False,15.0,4.5,True,
Polygon,6,normal,2.5,1.0,0.9999999999999997,2.500000000000001,2.5,2.500000000000001,2.5,False,15.0,4.5,True,
Polygon,6,spacious,2.5,1.25,0.9999999999999997,3.125000000000001,3.125,3.125000000000001,3.125,False,15.0,4.5,True,
Polygon,7,compact,2.5,0.8,0.5714285714285714,3.5,2.0,3.5,2.0,False,15.0,4.5,True,
Polygon,7,normal,2.5,1.0,0.5714285714285714,4.375,2.5,4.375,2.5,False,15.0,4.5,True,
Polygon,7,spacious,2.5,1.25,0.5714285714285714,5.46875,3.125,5.46875,3.125,False,15.0,4.5,True,
Polygon,7,compact,2.5,0.8,0.6864604562796776,2.9134963007762247,2.0,2.913496300776225,2.0,False,15.0,4.5,True,
Polygon,7,normal,2.5,1.0,0.6864604562796776,3.641870375970281,2.5,3.641870375970281,2.5,False,15.0,4.5,True,
Polygon,7,spacious,2.5,1.25,0.6864604562796776,4.552337969962851,3.125,4.552337969962851,3.1249999999999996,False,15.0,4.5,True,
Polygon,7,compact,2.5,0.8,0.7423074889580898,2.694301256218255,2.0,2.6943012562182553,2.0,False,15.0,4.5,True,
Polygon,7,normal,2.5,1.0,0.7423074889580898,3.367876570272819,2.5,3.367876570272819,2.5,False,15.0,4.5,True,
Polygon,7,spacious,2.5,1.25,0.7423074889580898,4.209845712841024,3.125,4.209845712841024,3.1250000000000004,False,15.0,4.5,True,
Polygon,7,compact,2.5,0.8,0.8677674782351162,2.3047648709624866,2.0,2.3047648709624866,2.0,False,15.0,4.5,True,
Polygon,7,normal,2.5,1.0,0.8677674782351162,2.8809560887031083,2.5,2.8809560887031083,2.5,False,15.0,4.5,True,
Polygon,7,spacious,2.5,1.25,0.8677674782351162,3.6011951108788853,3.125,3.6011951108788853,3.125,False,15.0,4.5,True,
Polygon,8,compact,2.5,0.8,0.7071067811865475,2.8284271247461903,2.0,2.8284271247461903,2.0,False,15.0,4.5,True,
Polygon,8,normal,2.5,1.0,0.7071067811865475,3.5355339059327378,2.5,3.5355339059327378,2.5,False,15.0,4.5,True,
Polygon,8,spacious,2.5,1.25,0.7071067811865475,4.419417382415922,3.125,4.419417382415922,3.125,False,15.0,4.5,True,
Polygon,8,compact,2.5,0.8,0.6006528992447181,3.32971005802997,2.0,3.32971005802997,2.0,False,15.0,4.5,True,
Polygon,8,normal,2.5,1.0,0.6006528992447181,4.162137572537462,2.5,4.162137572537462,2.5,False,15.0,4.5,True,
Polygon,8,spacious,2.5,1.25,0.6006528992447181,5.202671965671828,3.125,5.202671965671827,3.1249999999999996,False,15.0,4.5,True,
Polygon,8,compact,2.5,0.8,0.6614378277661477,3.0237157840738176,2.0,3.023715784073818,2.0000000000000004,False,15.0,4.5,True,
Polygon,8,normal,2.5,1.0,0.6614378277661477,3.779644730092272,2.5,3.779644730092272,2.5,False,15.0,4.5,True,
Polygon,8,spacious,2.5,1.25,0.6614378277661477,4.72455591261534,3.125,4.72455591261534,3.125,False,15.0,4.5,True,
Polygon,8,compact,2.5,0.8,0.6857195446576774,2.9166442980685834,2.0,2.9166442980685834,2.0,False,15.0,4.5,True,
Polygon,8,normal,2.5,1.0,0.6857195446576774,3.645805372585729,2.5,3.645805372585729,2.5,False,15.0,4.5,True,
Polygon,8,spacious,2.5,1.25,0.6857195446576774,4.557256715732161,3.125,4.557256715732161,3.125,False,15.0,4.5,True,
Polygon,8,compact,2.5,0.8,0.7653668647301795,2.613125929752753,2.0,2.6131259297527536,2.0,False,15.0,4.5,True,
Polygon,8,normal,2.5,1.0,0.7653668647301795,3.266407412190942,2.5,3.266407412190942,2.5,False,15.0,4.5,True,
Polygon,8,spacious,2.5,1.25,0.7653668647301795,4.083009265238677,3.125,4.083009265238678,3.1250000000000004,False,15.0,4.5,True,
Sphere,2,compact,2.5,0.8,2.0,1.0,2.0,1.0,2.0,False,20.0,4.5,True,
Sphere,2,normal,2.5,1.0,2.0,1.25,2.5,1.25,2.5,False,20.0,4.5,True,
Sphere,2,spacious,2.5,1.25,2.0,1.5625,3.125,1.5625,3.125,False,20.0,4.5,True,
Sphere,3,compact,2.5,0.8,1.4142135623730951,1.414213562373095,2.0,1.414213562373095,2.0,False,14.80406170888428,4.5,True,
Sphere,3,normal,2.5,1.0,1.4142135623730951,1.7677669529663687,2.5,1.7677669529663687,2.5,False,14.80406170888428,4.5,True,
Sphere,3,spacious,2.5,1.25,1.4142135623730951,2.2097086912079607,3.125,2.2097086912079607,3.1249999999999996,False,14.80406170888428,4.5,True,
Sphere,4,compact,2.5,0.8,1.1547005383792515,1.7320508075688774,2.0,1.7320508075688776,2.0000000000000004,False,4.791316528199347,2.873259502229308,True,
Sphere,4,normal,2.5,1.0,1.1547005383792515,2.165063509461097,2.5,2.165063509461097,2.5,False,4.791316528199347,2.466574377786635,True,
Sphere,4,spacious,2.5,1.25,1.1547005383792515,2.706329386826371,3.125,2.706329386826371,3.1250000000000004,False,4.791316528199347,1.9582179722332937,True,
Sphere,5,compact,2.5,0.8,0.9999999999999999,2.0000000000000004,2.0,2.0000000000000004,2.0,False,4.517296543867925,2.5076579182703442,True,
Sphere,5,normal,2.5,1.0,0.9999999999999999,2.5000000000000004,2.5,2.5000000000000004,2.5,False,4.517296543867925,2.00957239783793,True,
Sphere,5,spacious,2.5,1.25,0.9999999999999999,3.1250000000000004,3.125,3.1250000000000004,3.125,False,4.517296543867925,1.3869654972974126,True,
Sphere,6,compact,2.5,0.8,0.8944271909999159,2.23606797749979,2.0,2.23606797749979,2.0,False,4.610446478880993,2.317498599139733,True,
Sphere,6,normal,2.5,1.0,0.8944271909999159,2.7950849718747373,2.5,2.7950849718747373,2.5,False,4.610446478880993,1.771873248924666,True,
Sphere,6,spacious,2.5,1.25,0.8944271909999159,3.4938562148434213,3.125,3.4938562148434213,3.125,False,4.610446478880993,1.0898415611558327,True,
Sphere,7,compact,2.5,0.8,0.8164965809277258,2.4494897427831788,2.0,2.4494897427831788,2.0,False,4.791316528199347,2.1994415255911273,True,
Sphere,7,normal,2.5,1.0,0.8164965809277258,3.0618621784789735,2.5,3.0618621784789735,2.5,False,4.791316528199347,1.6243019069889093,True,
Sphere,7,spacious,2.5,1.25,0.8164965809277258,3.827327723098717,3.125,3.827327723098717,3.125,False,4.791316528199347,0.9053773837361363,True,
Sphere,8,compact,2.5,0.8,0.7559289460184545,2.6457513110645903,2.0,2.6457513110645907,2.0000000000000004,False,4.999731080760279,2.1186957443358727,True,
Sphere,8,normal,2.5,1.0,0.7559289460184545,3.307189138830738,2.5,3.307189138830738,2.5,False,4.999731080760279,1.523369680419841,True,
Sphere,8,spacious,2.5,1.25,0.7559289460184545,4.133986423538422,3.125,4.133986423538422,3.125,False,4.999731080760279,0.7792121005248016,True,
Line,2,compact,2.75,0.8,1.0,2.2,2.2,2.2,2.2,False,30.0,4.5,True,
Line,2,normal,2.75,1.0,1.0,2.75,2.75,2.75,2.75,False,30.0,4.5,True,
Line,2,spacious,2.75,1.25,1.0,3.4375,3.4375,3.4375,3.4375,False,30.0,4.5,True,
Line,3,compact,2.75,0.8,1.0,2.2,2.2,2.2,2.2,False,15.0,4.5,True,
Line,3,normal,2.75,1.0,1.0,2.75,2.75,2.75,2.75,False,15.0,4.5,True,
Line,3,spacious,2.75,1.25,1.0,3.4375,3.4375,3.4375,3.4375,False,15.0,4.5,True,
Line,4,compact,2.75,0.8,1.0,2.2,2.2,2.2,2.2,False,10.0,4.5,True,
Line,4,normal,2.75,1.0,1.0,2.75,2.75,2.75,2.75,False,10.0,4.5,True,
Line,4,spacious,2.75,1.25,1.0,3.4375,3.4375,3.4375,3.4375,False,10.0,4.5,True,
Line,5,compact,2.75,0.8,1.0,2.2,2.2,2.2,2.2,False,7.5,4.5,True,
Line,5,normal,2.75,1.0,1.0,2.75,2.75,2.75,2.75,False,7.5,4.5,True,
Line,5,spacious,2.75,1.25,1.0,3.4375,3.4375,3.4375,3.4375,False,7.5,4.5,True,
Line,6,compact,2.75,0.8,1.0,2.2,2.2,2.2,2.2,False,6.0,4.5,True,
Line,6,normal,2.75,1.0,1.0,2.75,2.75,2.75,2.75,False,6.0,4.5,True,
Line,6,spacious,2.75,1.25,1.0,3.4375,3.4375,3.4375,3.4375,False,6.0,4.5,True,
Line,7,compact,2.75,0.8,1.0,2.2,2.2,2.2,2.2,False,5.0,4.5,True,
Line,7,normal,2.75,1.0,1.0,2.75,2.75,2.75,2.75,False,5.0,4.5,True,
Line,7,spacious,2.75,1.25,1.0,3.4375,3.4375,3.4375,3.4375,False,5.0,4.5,True,
Line,8,compact,2.75,0.8,1.0,2.2,2.2,2.2,2.2,False,4.285714285714286,4.5,True,
Line,8,normal,2.75,1.0,1.0,2.75,2.75,2.75,2.75,False,4.285714285714286,4.5,True,
Line,8,spacious,2.75,1.25,1.0,3.4375,3.4375,3.4375,3.4375,False,4.285714285714286,2.96875,True,
Triangle,3,compact,2.75,0.8,1.7320508075688772,1.2701705922171769,2.2,1.2701705922171769,2.2,False,15.0,4.5,True,
Triangle,3,normal,2.75,1.0,1.7320508075688772,1.5877132402714709,2.75,1.5877132402714709,2.75,False,15.0,4.5,True,
Triangle,3,spacious,2.75,1.25,1.7320508075688772,1.9846415503393386,3.4375,1.9846415503393386,3.4375,False,15.0,4.5,True,
Circle,4,compact,2.75,0.8,1.414213562373095,1.5556349186104048,2.2,1.5556349186104048,2.2,False,15.0,4.5,True,
Circle,4,normal,2.75,1.0,1.414213562373095,1.9445436482630059,2.75,1.9445436482630059,2.75,False,15.0,4.5,True,
Circle,4,spacious,2.75,1.25,1.414213562373095,2.430679560328757,3.4375,2.430679560328757,3.4375,False,15.0,4.5,True,
Circle,5,compact,2.75,0.8,1.1755705045849463,1.871431778374488,2.2,1.8714317783744878,2.2,False,15.0,4.5,True,
Circle,5,normal,2.75,1.0,1.1755705045849463,2.3392897229681098,2.75,2.3392897229681098,2.75,False,15.0,4.5,True,
Circle,5,spacious,2.75,1.25,1.1755705045849463,2.924112153710137,3.4375,2.924112153710137,3.4375,False,15.0,4.5,True,
Circle,6,compact,2.75,0.8,0.9999999999999997,2.200000000000001,2.2,2.2000000000000006,2.1999999999999997,False,15.0,4.5,True,
Circle,6,normal,2.75,1.0,0.9999999999999997,2.750000000000001,2.75,2.750000000000001,2.75,False,15.0,4.5,True,
Circle,6,spacious,2.75,1.25,0.9999999999999997,3.4375000000000013,3.4375,3.437500000000001,3.4374999999999996,False,15.0,4.5,True,
Circle,7,compact,2.75,0.8,0.8677674782351162,2.535241358058735,2.2,2.5352413580587356,2.2000000000000006,False,15.0,4.5,True,
Circle,7,normal,2.75,1.0,0.8677674782351162,3.169051697573419,2.75,3.169051697573419,2.75,False,15.0,4.5,True,
Circle,7,spacious,2.75,1.25,0.8677674782351162,3.961314621966774,3.4375,3.961314621966774,3.4375,False,15.0,4.5,True,
Circle,8,compact,2.75,0.8,0.7653668647301795,2.874438522728029,2.2,2.874438522728029,2.2,False,15.0,4.5,True,
Circle,8,normal,2.75,1.0,0.7653668647301795,3.593048153410036,2.75,3.593048153410036,2.75,False,15.0,4.5,True,
Circle,8,spacious,2.75,1.25,0.7653668647301795,4.491310191762545,3.4375,4.491310191762545,3.4375,False,15.0,4.5,True,
Polygon,4,compact,2.75,0.8,1.414213562373095,1.5556349186104048,2.2,1.5556349186104048,2.2,False,15.0,4.5,True,
Polygon,4,normal,2.75,1.0,1.414213562373095,1.9445436482630059,2.75,1.9445436482630059,2.75,False,15.0,4.5,True,
Polygon,4,spacious,2.75,1.25,1.414213562373095,2.430679560328757,3.4375,2.430679560328757,3.4375,False,15.0,4.5,True,
Polygon,5,compact,2.75,0.8,0.7999999999999999,2.7500000000000004,2.2,2.7500000000000004,2.2,False,15.0,4.5,True,
Polygon,5,normal,2.75,1.0,0.7999999999999999,3.4375000000000004,2.75,3.4375000000000004,2.75,False,15.0,4.5,True,
Polygon,5,spacious,2.75,1.25,0.7999999999999999,4.296875,3.4375,4.296875000000001,3.4375000000000004,False,15.0,4.5,True,
Polygon,5,compact,2.75,0.8,1.1755705045849463,1.871431778374488,2.2,1.8714317783744878,2.2,False,15.0,4.5,True,
Polygon,5,normal,2.75,1.0,1.1755705045849463,2.3392897229681098,2.75,2.3392897229681098,2.75,False,15.0,4.5,True,
Polygon,5,spacious,2.75,1.25,1.1755705045849463,2.924112153710137,3.4375,2.924112153710137,3.4375,False,15.0,4.5,True,
Polygon,6,compact,2.75,0.8,0.6666666666666667,3.3,2.2,3.2999999999999994,2.1999999999999997,False,15.0,4.5,True,
Polygon,6,normal,2.75,1.0,0.6666666666666667,4.124999999999999,2.75,4.124999999999999,2.7499999999999996,False,15.0,4.5,True,
Polygon,6,spacious,2.75,1.25,0.6666666666666667,5.156249999999999,3.4375,5.156249999999999,3.4375,False,15.0,4.5,True,
Polygon,6,compact,2.75,0.8,0.8008705323262908,2.7470107978747254,2.2,2.7470107978747254,2.2,False,15.0,4.5,True,
Polygon,6,normal,2.75,1.0,0.8008705323262908,3.4337634973434064,2.75,3.4337634973434064,2.75,False,15.0,4.5,True,
Polygon,6,spacious,2.75,1.25,0.8008705323262908,4.292204371679258,3.4375,4.292204371679258,3.4375,False,15.0,4.5,True,
Polygon,6,compact,2.75,0.8,0.9999999999999997,2.200000000000001,2.2,2.2000000000000006,2.1999999999999997,False,15.0,4.5,True,
Polygon,6,normal,2.75,1.0,0.9999999999999997,2.750000000000001,2.75,2.750000000000001,2.75,False,15.0,4.5,True,
Polygon,6,spacious,2.75,1.25,0.9999999999999997,3.4375000000000013,3.4375,3.437500000000001,3.4374999999999996,False,15.0,4.5,True,
Polygon,7,compact,2.75,0.8,0.5714285714285714,3.8500000000000005,2.2,3.85,2.1999999999999997,False,15.0,4.5,True,
Polygon,7,normal,2.75,1.0,0.5714285714285714,4.8125,2.75,4.8125,2.75,False,15.0,4.5,True,
Polygon,7,spacious,2.75,1.25,0.5714285714285714,6.015625,3.4375,6.015625,3.4375,False,15.0,4.5,True,
Polygon,7,compact,2.75,0.8,0.6864604562796776,3.2048459308538475,2.2,3.204845930853848,2.2000000000000006,False,15.0,4.5,True,
Polygon,7,normal,2.75,1.0,0.6864604562796776,4.0060574135673095,2.75,4.0060574135673095,2.75,False,15.0,4.5,True,
Polygon,7,spacious,2.75,1.25,0.6864604562796776,5.007571766959137,3.4375,5.007571766959137,3.4375,False,15.0,4.5,True,
Polygon,7,compact,2.75,0.8,0.7423074889580898,2.963731381840081,2.2,2.9637313818400806,2.2,False,15.0,4.5,True,
Polygon,7,normal,2.75,1.0,0.7423074889580898,3.7046642273001007,2.75,3.7046642273001007,2.75,False,15.0,4.5,True,
Polygon,7,spacious,2.75,1.25,0.7423074889580898,4.630830284125126,3.4375,4.630830284125126,3.4374999999999996,False,15.0,4.5,True,
Polygon,7,compact,2.75,0.8,0.8677674782351162,2.535241358058735,2.2,2.5352413580587356,2.2000000000000006,False,15.0,4.5,True,
Polygon,7,normal,2.75,1.0,0.8677674782351162,3.169051697573419,2.75,3.169051697573419,2.75,False,15.0,4.5,True,
Polygon,7,spacious,2.75,1.25,0.8677674782351162,3.961314621966774,3.4375,3.961314621966774,3.4375,False,15.0,4.5,True,
Polygon,8,compact,2.75,0.8,0.7071067811865475,3.1112698372208096,2.2,3.1112698372208096,2.2,False,15.0,4.5,True,
Polygon,8,normal,2.75,1.0,0.7071067811865475,3.8890872965260117,2.75,3.8890872965260117,2.75,False,15.0,4.5,True,
Polygon,8,spacious,2.75,1.25,0.7071067811865475,4.861359120657514,3.4375,4.861359120657514,3.4375,False,15.0,4.5,True,
Polygon,8,compact,2.75,0.8,0.6006528992447181,3.6626810638329674,2.2,3.6626810638329674,2.2,False,15.0,4.5,True,
Polygon,8,normal,2.75,1.0,0.6006528992447181,4.578351329791209,2.75,4.578351329791209,2.75,False,15.0,4.5,True,
Polygon,8,spacious,2.75,1.25,0.6006528992447181,5.722939162239011,3.4375,5.722939162239012,3.4375000000000004,False,15.0,4.5,True,
Polygon,8,compact,2.75,0.8,0.6614378277661477,3.3260873624811995,2.2,3.3260873624811995,2.2,False,15.0,4.5,True,
Polygon,8,normal,2.75,1.0,0.6614378277661477,4.157609203101499,2.75,4.157609203101499,2.75,False,15.0,4.5,True,
Polygon,8,spacious,2.75,1.25,0.6614378277661477,5.197011503876874,3.4375,5.197011503876874,3.4375,False,15.0,4.5,True,
Polygon,8,compact,2.75,0.8,0.6857195446576774,3.208308727875442,2.2,3.2083087278754423,2.2000000000000006,False,15.0,4.5,True,
Polygon,8,normal,2.75,1.0,0.6857195446576774,4.010385909844302,2.75,4.010385909844302,2.7500000000000004,False,15.0,4.5,True,
Polygon,8,spacious,2.75,1.25,0.6857195446576774,5.012982387305378,3.4375,5.012982387305378,3.4375000000000004,False,15.0,4.5,True,
Polygon,8,compact,2.75,0.8,0.7653668647301795,2.874438522728029,2.2,2.874438522728029,2.2,False,15.0,4.5,True,
Polygon,8,normal,2.75,1.0,0.7653668647301795,3.593048153410036,2.75,3.593048153410036,2.75,False,15.0,4.5,True,
Polygon,8,spacious,2.75,1.25,0.7653668647301795,4.491310191762545,3.4375,4.491310191762545,3.4375,False,15.0,4.5,True,
Sphere,2,compact,2.75,0.8,2.0,1.1,2.2,1.1,2.2,False,20.0,4.5,True,
Sphere,2,normal,2.75,1.0,2.0,1.375,2.75,1.375,2.75,False,20.0,4.5,True,
Sphere,2,spacious,2.75,1.25,2.0,1.71875,3.4375,1.71875,3.4375,False,20.0,4.5,True,
Sphere,3,compact,2.75,0.8,1.4142135623730951,1.5556349186104046,2.2,1.5556349186104046,2.2,False,14.80406170888428,4.5,True,
Sphere,3,normal,2.75,1.0,1.4142135623730951,1.9445436482630056,2.75,1.9445436482630056,2.75,False,14.80406170888428,4.5,True,
Sphere,3,spacious,2.75,1.25,1.4142135623730951,2.4306795603287568,3.4375,2.430679560328757,3.4375000000000004,False,14.80406170888428,4.5,True,
Sphere,4,compact,2.75,0.8,1.1547005383792515,1.9052558883257653,2.2,1.905255888325765,2.1999999999999997,False,4.791316528199347,2.710585452452239,True,
Sphere,4,normal,2.75,1.0,1.1547005383792515,2.381569860407206,2.75,2.381569860407206,2.7499999999999996,False,4.791316528199347,2.2632318155652986,True,
Sphere,4,spacious,2.75,1.25,1.1547005383792515,2.976962325509008,3.4375,2.9769623255090076,3.4374999999999996,False,4.791316528199347,1.7040397694566236,True,
Sphere,5,compact,2.75,0.8,0.9999999999999999,2.2000000000000006,2.2,2.2000000000000006,2.2,False,4.517296543867925,2.308423710097378,True,
Sphere,5,normal,2.75,1.0,0.9999999999999999,2.7500000000000004,2.75,2.7500000000000004,2.75,False,4.517296543867925,1.760529637621723,True,
Sphere,5,spacious,2.75,1.25,0.9999999999999999,3.4375000000000004,3.4375,3.4375000000000004,3.4375,False,4.517296543867925,1.075662047027154,True,
Sphere,6,compact,2.75,0.8,0.8944271909999159,2.459674775249769,2.2,2.459674775249769,2.2,False,4.610446478880993,2.099248459053706,True,
Sphere,6,normal,2.75,1.0,0.8944271909999159,3.074593469062211,2.75,3.074593469062211,2.75,False,4.610446478880993,1.4990605738171325,True,
Sphere,6,spacious,2.75,1.25,0.8944271909999159,3.843241836327764,3.4375,3.843241836327764,3.4375,False,4.610446478880993,0.7488257172714157,True,
Sphere,7,compact,2.75,0.8,0.8164965809277258,2.6944387170614967,2.2,2.6944387170614967,2.2,False,4.791316528199347,1.96938567815024,True,
Sphere,7,normal,2.75,1.0,0.8164965809277258,3.368048396326871,2.75,3.368048396326871,2.75,False,4.791316528199347,1.3367320976878,True,
Sphere,7,spacious,2.75,1.25,0.8164965809277258,4.210060495408588,3.4375,4.210060495408588,3.4375,False,4.791316528199347,0.5459151221097502,True,
Sphere,8,compact,2.75,0.8,0.7559289460184545,2.9103264421710495,2.2,2.9103264421710495,2.2,False,4.999731080760279,1.8805653187694604,True,
Sphere,8,normal,2.75,1.0,0.7559289460184545,3.637908052713812,2.75,3.637908052713812,2.75,False,4.999731080760279,1.2257066484618253,True,
Sphere,8,spacious,2.75,1.25,0.7559289460184545,4.547385065892264,3.4375,4.547385065892265,3.4375000000000004,False,4.999731080760279,0.4071333105772812,True,
Line,2,compact,3.0,0.8,1.0,2.4000000000000004,2.4000000000000004,2.4000000000000004,2.4000000000000004,False,30.0,4.5,True,
Line,2,normal,3.0,1.0,1.0,3.0,3.0,3.0,3.0,False,30.0,4.5,True,
Line,2,spacious,3.0,1.25,1.0,3.75,3.75,3.75,3.75,False,30.0,4.5,True,
Line,3,compact,3.0,0.8,1.0,2.4000000000000004,2.4000000000000004,2.4000000000000004,2.4000000000000004,False,15.0,4.5,True,
Line,3,normal,3.0,1.0,1.0,3.0,3.0,3.0,3.0,False,15.0,4.5,True,
Line,3,spacious,3.0,1.25,1.0,3.75,3.75,3.75,3.75,False,15.0,4.5,True,
Line,4,compact,3.0,0.8,1.0,2.4000000000000004,2.4000000000000004,2.4000000000000004,2.4000000000000004,False,10.0,4.5,True,
Line,4,normal,3.0,1.0,1.0,3.0,3.0,3.0,3.0,False,10.0,4.5,True,
Line,4,spacious,3.0,1.25,1.0,3.75,3.75,3.75,3.75,False,10.0,4.5,True,
Line,5,compact,3.0,0.8,1.0,2.4000000000000004,2.4000000000000004,2.4000000000000004,2.4000000000000004,False,7.5,4.5,True,
Line,5,normal,3.0,1.0,1.0,3.0,3.0,3.0,3.0,False,7.5,4.5,True,
Line,5,spacious,3.0,1.25,1.0,3.75,3.75,3.75,3.75,False,7.5,4.5,True,
Line,6,compact,3.0,0.8,1.0,2.4000000000000004,2.4000000000000004,2.4000000000000004,2.4000000000000004,False,6.0,4.5,True,
Line,6,normal,3.0,1.0,1.0,3.0,3.0,3.0,3.0,False,6.0,4.5,True,
Line,6,spacious,3.0,1.25,1.0,3.75,3.75,3.75,3.75,False,6.0,4.5,True,
Line,7,compact,3.0,0.8,1.0,2.4000000000000004,2.4000000000000004,2.4000000000000004,2.4000000000000004,False,5.0,4.5,True,
Line,7,normal,3.0,1.0,1.0,3.0,3.0,3.0,3.0,False,5.0,4.5,True,
Line,7,spacious,3.0,1.25,1.0,3.75,3.75,3.75,3.75,False,5.0,3.75,True,
Line,8,compact,3.0,0.8,1.0,2.4000000000000004,2.4000000000000004,2.4000000000000004,2.4000000000000004,False,4.285714285714286,4.5,True,
Line,8,normal,3.0,1.0,1.0,3.0,3.0,3.0,3.0,False,4.285714285714286,4.5,True,
Line,8,spacious,3.0,1.25,1.0,3.75,3.75,3.75,3.75,False,4.285714285714286,1.875,True,
Triangle,3,compact,3.0,0.8,1.7320508075688772,1.385640646055102,2.4000000000000004,1.385640646055102,2.4000000000000004,False,15.0,4.5,True,
Triangle,3,normal,3.0,1.0,1.7320508075688772,1.7320508075688774,3.0,1.7320508075688774,3.0,False,15.0,4.5,True,
Triangle,3,spacious,3.0,1.25,1.7320508075688772,2.165063509461097,3.75,2.165063509461097,3.75,False,15.0,4.5,True,
Circle,4,compact,3.0,0.8,1.414213562373095,1.6970562748477145,2.4000000000000004,1.6970562748477143,2.4,False,15.0,4.5,True,
Circle,4,normal,3.0,1.0,1.414213562373095,2.121320343559643,3.0,2.121320343559643,3.0,False,15.0,4.5,True,
Circle,4,spacious,3.0,1.25,1.414213562373095,2.6516504294495533,3.75,2.6516504294495533,3.75,False,15.0,4.5,True,
Circle,5,compact,3.0,0.8,1.1755705045849463,2.0415619400448963,2.4000000000000004,2.041561940044896,2.4,False,15.0,4.5,True,
Circle,5,normal,3.0,1.0,1.1755705045849463,2.5519524250561196,3.0,2.5519524250561196,3.0,False,15.0,4.5,True,
Circle,5,spacious,3.0,1.25,1.1755705045849463,3.1899405313201497,3.75,3.1899405313201497,3.75,False,15.0,4.5,True,
Circle,6,compact,3.0,0.8,0.9999999999999997,2.4000000000000012,2.4000000000000004,2.400000000000001,2.4,False,15.0,4.5,True,
Circle,6,normal,3.0,1.0,0.9999999999999997,3.000000000000001,3.0,3.000000000000001,3.0,False,15.0,4.5,True,
Circle,6,spacious,3.0,1.25,0.9999999999999997,3.7500000000000013,3.75,3.750000000000001,3.7499999999999996,False,15.0,4.5,True,
Circle,7,compact,3.0,0.8,0.8677674782351162,2.765717845154984,2.4000000000000004,2.765717845154984,2.4000000000000004,False,15.0,4.5,True,
Circle,7,normal,3.0,1.0,0.8677674782351162,3.45714730644373,3.0,3.45714730644373,3.0,False,15.0,4.5,True,
