mission_id,uav_id,motion_style,target_distance,duration,average_speed,gain_multiplier,omega_o_x,omega_o_y,omega_o_z,omega_c_x,omega_c_y,omega_c_z,peak_velocity,peak_acceleration,settling_time,tracking_rmse
64094675,1,aggressive,7.911699,3.000000,2.637233,1.304654,13.046541,13.046541,19.569813,3.913962,3.913962,4.566289,3.908520,10.030405,4.212406,1.098078
