scenario,metric,effect,n,mean_contrast,ci_low,ci_high,effect_size_dz,p_value,p_value_holm
s1_crossing_4,nominal_xy_crossings,assignment,15,1.0,1.0,1.0,0.0,6.103515625e-05,0.00457763671875
s1_crossing_4,nominal_xy_crossings,avoidance,15,0.0,0.0,0.0,0.0,1.0,1.0
s1_crossing_4,nominal_xy_crossings,interaction,15,0.0,0.0,0.0,0.0,1.0,1.0
s1_crossing_4,nominal_proximity_crossings,assignment,15,-1.0,-1.0,-1.0,0.0,6.103515625e-05,0.00457763671875
s1_crossing_4,nominal_proximity_crossings,avoidance,15,0.0,0.0,0.0,0.0,1.0,1.0
s1_crossing_4,nominal_proximity_crossings,interaction,15,0.0,0.0,0.0,0.0,1.0,1.0
s1_crossing_4,predicted_min_distance,assignment,15,2.173722859037653,2.152131597027792,2.193324162066298,52.23392782621933,6.103515625e-05,0.00457763671875
s1_crossing_4,predicted_min_distance,avoidance,15,0.0,0.0,0.0,0.0,1.0,1.0
s1_crossing_4,predicted_min_distance,interaction,15,0.0,0.0,0.0,0.0,1.0,1.0
s1_crossing_4,total_path_length,assignment,15,0.11984296136242231,0.11708048313274416,0.12268496632974804,20.904706294249003,6.103515625e-05,0.00457763671875
s1_crossing_4,total_path_length,avoidance,15,0.0,0.0,0.0,0.0,1.0,1.0
s1_crossing_4,total_path_length,interaction,15,0.0,0.0,0.0,0.0,1.0,1.0
s1_crossing_4,assignment_compute_time_ms,assignment,15,5.226757766771091,5.108536036871858,5.3529308275392395,20.645104608385726,6.103515625e-05,0.00457763671875
s1_crossing_4,assignment_compute_time_ms,avoidance,15,-0.13466903292282953,-0.2702858640986961,-0.009650068729267108,-0.5087418248422898,0.07080078125,1.0
s1_crossing_4,assignment_compute_time_ms,interaction,15,-0.2924599333103592,-0.6024254071356456,-0.0017661304324672789,-0.47607717443760295,0.08905029296875,1.0
s1_crossing_4,local_swap_iterations,assignment,15,1.0,1.0,1.0,0.0,6.103515625e-05,0.00457763671875
s1_crossing_4,local_swap_iterations,avoidance,15,0.0,0.0,0.0,0.0,1.0,1.0
s1_crossing_4,local_swap_iterations,interaction,15,0.0,0.0,0.0,0.0,1.0,1.0
s1_crossing_4,actual_min_distance,assignment,15,2.05036995276036,2.0225564331185852,2.073969696742519,39.04306095214723,6.103515625e-05,0.00457763671875
s1_crossing_4,actual_min_distance,avoidance,15,0.1280079608955165,0.11942786643958439,0.1379342908103826,6.791486770129269,6.103515625e-05,0.00457763671875
s1_crossing_4,actual_min_distance,interaction,15,-0.25895208135868814,-0.2774676219402783,-0.24278200132112573,-7.349411451877607,6.103515625e-05,0.00457763671875
s1_crossing_4,violation_count,assignment,15,-0.9666666666666667,-1.0,-0.9,-7.487767802667672,6.103515625e-05,0.00457763671875
s1_crossing_4,violation_count,avoidance,15,-0.03333333333333333,-0.1,0.0,-0.2581988897471611,1.0,1.0
s1_crossing_4,violation_count,interaction,15,0.06666666666666667,0.0,0.2,0.2581988897471611,1.0,1.0
s1_crossing_4,violation_duration,assignment,15,-0.48499953746795654,-0.5166661739349365,-0.4516662359237671,-7.20143249091872,6.103515625e-05,0.00457763671875
s1_crossing_4,violation_duration,avoidance,15,-0.3049997091293335,-0.32666635513305664,-0.28333306312561035,-7.01036967776079,6.103515625e-05,0.00457763671875
s1_crossing_4,violation_duration,interaction,15,0.609999418258667,0.5666661262512207,0.6533327102661133,7.01036967776079,6.103515625e-05,0.00457763671875
s1_crossing_4,near_miss_duration,assignment,15,-1.1299989223480225,-1.1716655492782593,-1.0899989604949951,-13.610648071735692,6.103515625e-05,0.00457763671875
s1_crossing_4,near_miss_duration,avoidance,15,0.37999963760375977,0.34333300590515137,0.41833293437957764,4.905778905196062,6.103515625e-05,0.00457763671875
s1_crossing_4,near_miss_duration,interaction,15,-0.7599992752075195,-0.8366658687591553,-0.6866660118103027,-4.905778905196062,6.103515625e-05,0.00457763671875
s1_crossing_4,collision_count,assignment,15,-0.1,-0.2,0.0,-0.48304589153964794,0.25,1.0
s1_crossing_4,collision_count,avoidance,15,-0.1,-0.2,0.0,-0.48304589153964794,0.25,1.0
s1_crossing_4,collision_count,interaction,15,0.2,0.0,0.4,0.48304589153964794,0.25,1.0
s1_crossing_4,tracking_rmse,assignment,15,-0.06556639821169233,-0.08524943772289277,-0.04315997832875673,-1.5207923762729654,0.000244140625,0.007568359375
s1_crossing_4,tracking_rmse,avoidance,15,0.007806453879162004,-0.01875838386864928,0.03492888401657669,0.14046029461809556,0.58953857421875,1.0
s1_crossing_4,tracking_rmse,interaction,15,-0.06366375829175855,-0.10828647981745015,-0.022820303576818503,-0.7316235000375947,0.01214599609375,0.340087890625
s1_crossing_4,trajectory_deviation,assignment,15,0.011728684895861308,-0.0017155273025174123,0.024915592534339663,0.42707745964841093,0.12017822265625,1.0
s1_crossing_4,trajectory_deviation,avoidance,15,-0.014948816543130928,-0.0375879871771211,0.0051614517020971045,-0.33521920801504895,0.22857666015625,1.0
s1_crossing_4,trajectory_deviation,interaction,15,-0.018046032382511238,-0.05499009001769456,0.021973147487911123,-0.2287890334527102,0.38616943359375,1.0
s1_crossing_4,arrival_time_variance,assignment,15,-0.5025439564125909,-0.6806683045726346,-0.3275502385361832,-1.3838211510136904,0.00018310546875,0.005859375
s1_crossing_4,arrival_time_variance,avoidance,15,0.5067444371732336,0.30719804367836007,0.7163864058830743,1.2086213662392902,0.00042724609375,0.0128173828125
s1_crossing_4,arrival_time_variance,interaction,15,-0.703015770316884,-1.0908841628223978,-0.3028349850991597,-0.8737422202842523,0.005126953125,0.148681640625
s1_crossing_4,mission_duration,assignment,15,-2.4588573217391967,-4.396278345982234,-0.6827754036585495,-0.643852087365146,0.02374267578125,0.64105224609375
s1_crossing_4,mission_duration,avoidance,15,-0.31665586630503334,-2.5017666874329247,1.72606166144212,-0.07318658985533708,0.77703857421875,1.0
s1_crossing_4,mission_duration,interaction,15,2.522838258743286,-0.7755628609657285,6.052619160811103,0.35705358869585246,0.1895751953125,1.0
s1_crossing_4,recovery_time,assignment,15,-2.5544347524642945,-2.9982816594839097,-2.254584256410599,-3.255181008907488,6.103515625e-05,0.00457763671875
s1_crossing_4,recovery_time,avoidance,15,2.5544347524642945,2.254584256410599,2.9982816594839097,3.255181008907488,6.103515625e-05,0.00457763671875
s1_crossing_4,recovery_time,interaction,15,-5.108869504928589,-5.996563318967819,-4.509168512821198,-3.255181008907488,6.103515625e-05,0.00457763671875
s1_crossing_4,iapf_activation_count,assignment,15,-1.0,-1.0,-1.0,0.0,6.103515625e-05,0.00457763671875
s1_crossing_4,iapf_activation_count,avoidance,15,1.0,1.0,1.0,0.0,6.103515625e-05,0.00457763671875
s1_crossing_4,iapf_activation_count,interaction,15,-2.0,-2.0,-2.0,0.0,6.103515625e-05,0.00457763671875
s1_crossing_4,iapf_active_duration,assignment,15,-2.5918169736862184,-2.650575158596039,-2.535117860039075,-22.24718961906724,6.103515625e-05,0.00457763671875
s1_crossing_4,iapf_active_duration,avoidance,15,2.5918169736862184,2.535117860039075,2.6505751585960384,22.24718961906724,6.103515625e-05,0.00457763671875
s1_crossing_4,iapf_active_duration,interaction,15,-5.183633947372437,-5.301150317192078,-5.07023572007815,-22.24718961906724,6.103515625e-05,0.00457763671875
s1_crossing_4,iapf_active_ratio,assignment,15,-0.04562263241194432,-0.04725902161325105,-0.04376854650573684,-12.788294352658648,6.103515625e-05,0.00457763671875
s1_crossing_4,iapf_active_ratio,avoidance,15,0.04562263241194432,0.04376854650573684,0.04725902161325105,12.788294352658648,6.103515625e-05,0.00457763671875
s1_crossing_4,iapf_active_ratio,interaction,15,-0.09124526482388864,-0.0945180432265021,-0.08753709301147368,-12.788294352658648,6.103515625e-05,0.00457763671875
s1_crossing_4,mean_position_offset,assignment,15,-0.006770145010074035,-0.007077291708860979,-0.006420163836553304,-10.086924082520062,6.103515625e-05,0.00457763671875
s1_crossing_4,mean_position_offset,avoidance,15,0.006770145010074035,0.006420163836553304,0.007077291708860979,10.086924082520062,6.103515625e-05,0.00457763671875
s1_crossing_4,mean_position_offset,interaction,15,-0.01354029002014807,-0.014154583417721958,-0.012840327673106607,-10.086924082520062,6.103515625e-05,0.00457763671875
s1_crossing_4,max_position_offset,assignment,15,-0.24767503868668436,-0.2481661935282617,-0.24713494380264123,-234.5722158317663,6.103515625e-05,0.00457763671875
s1_crossing_4,max_position_offset,avoidance,15,0.24767503868668436,0.24713494380264123,0.2481661935282617,234.5722158317663,6.103515625e-05,0.00457763671875
s1_crossing_4,max_position_offset,interaction,15,-0.4953500773733687,-0.4963323870565234,-0.49426988760528245,-234.5722158317663,6.103515625e-05,0.00457763671875
s1_crossing_4,mean_acceleration_offset,assignment,15,-0.03303957785159254,-0.034411842294635384,-0.03145442401731675,-10.90803206827797,6.103515625e-05,0.00457763671875
s1_crossing_4,mean_acceleration_offset,avoidance,15,0.03303957785159254,0.03145442401731675,0.034411842294635384,10.90803206827797,6.103515625e-05,0.00457763671875
s1_crossing_4,mean_acceleration_offset,interaction,15,-0.06607915570318508,-0.06882368458927077,-0.0629088480346335,-10.90803206827797,6.103515625e-05,0.00457763671875
s1_crossing_4,max_acceleration_offset,assignment,15,-0.9974821491969211,-0.9975932946222741,-0.9973572030938926,-4163.728428153147,6.103515625e-05,0.00457763671875
s1_crossing_4,max_acceleration_offset,avoidance,15,0.9974821491969211,0.9973572030938926,0.9975932946222741,4163.728428153147,6.103515625e-05,0.00457763671875
s1_crossing_4,max_acceleration_offset,interaction,15,-1.9949642983938423,-1.9951865892445482,-1.9947144061877853,-4163.728428153147,6.103515625e-05,0.00457763671875
s1_crossing_4,saturation_count,assignment,15,-1.0,-1.0,-1.0,0.0,6.103515625e-05,0.00457763671875
s1_crossing_4,saturation_count,avoidance,15,1.0,1.0,1.0,0.0,6.103515625e-05,0.00457763671875
s1_crossing_4,saturation_count,interaction,15,-2.0,-2.0,-2.0,0.0,6.103515625e-05,0.00457763671875
s1_crossing_4,stale_neighbor_ratio,assignment,15,0.0,0.0,0.0,0.0,1.0,1.0
s1_crossing_4,stale_neighbor_ratio,avoidance,15,0.0,0.0,0.0,0.0,1.0,1.0
s1_crossing_4,stale_neighbor_ratio,interaction,15,0.0,0.0,0.0,0.0,1.0,1.0
s1_crossing_8,nominal_xy_crossings,assignment,15,0.0,0.0,0.0,0.0,1.0,1.0
s1_crossing_8,nominal_xy_crossings,avoidance,15,0.0,0.0,0.0,0.0,1.0,1.0
s1_crossing_8,nominal_xy_crossings,interaction,15,0.0,0.0,0.0,0.0,1.0,1.0
s1_crossing_8,nominal_proximity_crossings,assignment,15,0.0,0.0,0.0,0.0,1.0,1.0
s1_crossing_8,nominal_proximity_crossings,avoidance,15,0.0,0.0,0.0,0.0,1.0,1.0
s1_crossing_8,nominal_proximity_crossings,interaction,15,0.0,0.0,0.0,0.0,1.0,1.0
s1_crossing_8,predicted_min_distance,assignment,15,0.5333213247881272,0.5203409547151623,0.5459064248800489,20.51661759005641,6.103515625e-05,0.00457763671875
s1_crossing_8,predicted_min_distance,avoidance,15,0.0,0.0,0.0,0.0,1.0,1.0
s1_crossing_8,predicted_min_distance,interaction,15,0.0,0.0,0.0,0.0,1.0,1.0
s1_crossing_8,total_path_length,assignment,15,0.1532127006017987,0.14736617485209877,0.1591117523085441,12.810662684318185,6.103515625e-05,0.00457763671875
s1_crossing_8,total_path_length,avoidance,15,0.0,0.0,0.0,0.0,1.0,1.0
s1_crossing_8,total_path_length,interaction,15,0.0,0.0,0.0,0.0,1.0,1.0
s1_crossing_8,assignment_compute_time_ms,assignment,15,102.84434619982979,101.95641374936409,103.735218750359,56.78140752747054,6.103515625e-05,0.00457763671875
s1_crossing_8,assignment_compute_time_ms,avoidance,15,0.7388829337287457,-0.4709525970459571,1.8591118047091484,0.3102405896196167,0.24627685546875,1.0
s1_crossing_8,assignment_compute_time_ms,interaction,15,1.6618796000936213,-0.7215100630067675,3.8574774090678465,0.3534707735655353,0.190185546875,1.0
s1_crossing_8,local_swap_iterations,assignment,15,1.0,1.0,1.0,0.0,6.103515625e-05,0.00457763671875
s1_crossing_8,local_swap_iterations,avoidance,15,0.0,0.0,0.0,0.0,1.0,1.0
s1_crossing_8,local_swap_iterations,interaction,15,0.0,0.0,0.0,0.0,1.0,1.0
s1_crossing_8,actual_min_distance,assignment,15,0.5061712646473354,0.49061440957131686,0.5214947270097204,15.885365626414279,6.103515625e-05,0.00457763671875
s1_crossing_8,actual_min_distance,avoidance,15,0.015101328261277198,0.009683386209130486,0.021103534179884063,1.2916693246069115,6.103515625e-05,0.00457763671875
s1_crossing_8,actual_min_distance,interaction,15,-0.04442474679668574,-0.05777858275325214,-0.030986479957210586,-1.6069847700043367,0.0001220703125,0.00537109375
s1_crossing_8,violation_count,assignment,15,0.0,0.0,0.0,0.0,1.0,1.0
s1_crossing_8,violation_count,avoidance,15,0.0,0.0,0.0,0.0,1.0,1.0
s1_crossing_8,violation_count,interaction,15,0.0,0.0,0.0,0.0,1.0,1.0
s1_crossing_8,violation_duration,assignment,15,0.0,0.0,0.0,0.0,1.0,1.0
s1_crossing_8,violation_duration,avoidance,15,0.0,0.0,0.0,0.0,1.0,1.0
s1_crossing_8,violation_duration,interaction,15,0.0,0.0,0.0,0.0,1.0,1.0
s1_crossing_8,near_miss_duration,assignment,15,-1.0783323049545288,-1.1616655588150024,-0.9983323812484741,-6.421110489063559,6.103515625e-05,0.00457763671875
s1_crossing_8,near_miss_duration,avoidance,15,-0.031666636466979974,-0.0483332872390747,-0.014999985694885238,-0.9132323906541718,0.007568359375,0.31787109375
s1_crossing_8,near_miss_duration,interaction,15,0.06333327293395995,0.029999971389770477,0.0966665744781494,0.9132323906541718,0.007568359375,0.31787109375
s1_crossing_8,collision_count,assignment,15,0.0,0.0,0.0,0.0,1.0,1.0
s1_crossing_8,collision_count,avoidance,15,0.0,0.0,0.0,0.0,1.0,1.0
s1_crossing_8,collision_count,interaction,15,0.0,0.0,0.0,0.0,1.0,1.0
s1_crossing_8,tracking_rmse,assignment,15,-0.01873769685027663,-0.027294345616270886,-0.010293891204705925,-1.073551148415758,0.001220703125,0.052490234375
s1_crossing_8,tracking_rmse,avoidance,15,-0.010225286855587826,-0.018815862718462806,-0.001969428936246627,-0.5940156441224073,0.0384521484375,1.0
s1_crossing_8,tracking_rmse,interaction,15,0.0028486275059014837,-0.013688610500377424,0.019934620613814846,0.0822833671044852,0.752685546875,1.0
s1_crossing_8,trajectory_deviation,assignment,15,0.010161861568085791,-0.007890978901842751,0.028669710509722675,0.2688118806323684,0.3175048828125,1.0
s1_crossing_8,trajectory_deviation,avoidance,15,-0.01258794572061475,-0.03233065671892679,0.007330067513631124,-0.312272162921673,0.2435302734375,1.0
s1_crossing_8,trajectory_deviation,interaction,15,0.012834495656646742,-0.028917463672375684,0.05642516206021172,0.14696154417189256,0.5789794921875,1.0
s1_crossing_8,arrival_time_variance,assignment,14,0.011690699849631796,-0.05183646029072898,0.07785094473601971,0.09132516746417735,0.728759765625,1.0
s1_crossing_8,arrival_time_variance,avoidance,14,0.006907450744289635,-0.06804657386394312,0.07296778987125166,0.04929756768120365,0.847900390625,1.0
s1_crossing_8,arrival_time_variance,interaction,14,-0.012754399358748248,-0.14489716159881924,0.11820248206719465,-0.04964585085515801,0.8343505859375,1.0
s1_crossing_8,mission_duration,assignment,14,-0.015133627823420934,-0.24306908611740383,0.21115862450429368,-0.033647155451831404,0.910400390625,1.0
s1_crossing_8,mission_duration,avoidance,14,0.3384437986782619,0.03228823372295925,0.6081939335380281,0.5932610288560491,0.046142578125,1.0
s1_crossing_8,mission_duration,interaction,14,-0.012158785547528821,-0.4675315405641283,0.45757437178066795,-0.013459925306406374,0.965576171875,1.0
s1_crossing_8,recovery_time,assignment,15,-1.8939829190572104,-1.9146463523308437,-1.8739815918604532,-44.88903239048902,6.103515625e-05,0.00457763671875
s1_crossing_8,recovery_time,avoidance,15,1.8939829190572104,1.8739815918604532,1.9146463523308437,44.88903239048902,6.103515625e-05,0.00457763671875
s1_crossing_8,recovery_time,interaction,15,-3.787965838114421,-3.8292927046616874,-3.7479631837209064,-44.88903239048902,6.103515625e-05,0.00457763671875
s1_crossing_8,iapf_activation_count,assignment,15,-1.0,-1.0,-1.0,0.0,6.103515625e-05,0.00457763671875
s1_crossing_8,iapf_activation_count,avoidance,15,1.0,1.0,1.0,0.0,6.103515625e-05,0.00457763671875
s1_crossing_8,iapf_activation_count,interaction,15,-2.0,-2.0,-2.0,0.0,6.103515625e-05,0.00457763671875
s1_crossing_8,iapf_active_duration,assignment,15,-2.001208718617757,-2.0872002599636716,-1.9225028401613236,-11.781990090028986,6.103515625e-05,0.00457763671875
s1_crossing_8,iapf_active_duration,avoidance,15,2.001208718617757,1.9225028401613236,2.0872002599636716,11.781990090028986,6.103515625e-05,0.00457763671875
s1_crossing_8,iapf_active_duration,interaction,15,-4.002417437235514,-4.174400519927343,-3.845005680322647,-11.781990090028986,6.103515625e-05,0.00457763671875
s1_crossing_8,iapf_active_ratio,assignment,15,-0.021256097900234684,-0.0221492345187596,-0.02042051000291457,-11.894937005493174,6.103515625e-05,0.00457763671875
s1_crossing_8,iapf_active_ratio,avoidance,15,0.021256097900234684,0.02042051000291457,0.0221492345187596,11.894937005493174,6.103515625e-05,0.00457763671875
s1_crossing_8,iapf_active_ratio,interaction,15,-0.04251219580046937,-0.0442984690375192,-0.04084102000582914,-11.894937005493174,6.103515625e-05,0.00457763671875
s1_crossing_8,mean_position_offset,assignment,15,-0.00043739798253870335,-0.0004962116598137825,-0.0003867769385013756,-3.8880699346703977,6.103515625e-05,0.00457763671875
s1_crossing_8,mean_position_offset,avoidance,15,0.00043739798253870335,0.0003867769385013756,0.0004962116598137825,3.8880699346703977,6.103515625e-05,0.00457763671875
s1_crossing_8,mean_position_offset,interaction,15,-0.0008747959650774067,-0.000992423319627565,-0.0007735538770027512,-3.8880699346703977,6.103515625e-05,0.00457763671875
s1_crossing_8,max_position_offset,assignment,15,-0.034255034278867474,-0.036737272924602354,-0.032059901827379916,-7.100447612264843,6.103515625e-05,0.00457763671875
s1_crossing_8,max_position_offset,avoidance,15,0.034255034278867474,0.03205990182737991,0.036737272924602354,7.100447612264843,6.103515625e-05,0.00457763671875
s1_crossing_8,max_position_offset,interaction,15,-0.06851006855773495,-0.07347454584920471,-0.06411980365475983,-7.100447612264843,6.103515625e-05,0.00457763671875
s1_crossing_8,mean_acceleration_offset,assignment,15,-0.002624436526498937,-0.0029773197268494265,-0.002320707191591512,-3.888134742879951,6.103515625e-05,0.00457763671875
s1_crossing_8,mean_acceleration_offset,avoidance,15,0.002624436526498937,0.002320707191591512,0.002977319726849426,3.888134742879951,6.103515625e-05,0.00457763671875
s1_crossing_8,mean_acceleration_offset,interaction,15,-0.005248873052997874,-0.005954639453698853,-0.004641414383183024,-3.888134742879951,6.103515625e-05,0.00457763671875
s1_crossing_8,max_acceleration_offset,assignment,15,-0.20553020567320499,-0.22042363754761427,-0.1923594109642795,-7.10044761226484,6.103515625e-05,0.00457763671875
s1_crossing_8,max_acceleration_offset,avoidance,15,0.20553020567320499,0.1923594109642795,0.22042363754761427,7.10044761226484,6.103515625e-05,0.00457763671875
s1_crossing_8,max_acceleration_offset,interaction,15,-0.41106041134640997,-0.44084727509522853,-0.384718821928559,-7.10044761226484,6.103515625e-05,0.00457763671875
s1_crossing_8,saturation_count,assignment,15,0.0,0.0,0.0,0.0,1.0,1.0
s1_crossing_8,saturation_count,avoidance,15,0.0,0.0,0.0,0.0,1.0,1.0
s1_crossing_8,saturation_count,interaction,15,0.0,0.0,0.0,0.0,1.0,1.0
s1_crossing_8,stale_neighbor_ratio,assignment,15,0.0,0.0,0.0,0.0,1.0,1.0
s1_crossing_8,stale_neighbor_ratio,avoidance,15,0.0,0.0,0.0,0.0,1.0,1.0
s1_crossing_8,stale_neighbor_ratio,interaction,15,0.0,0.0,0.0,0.0,1.0,1.0
s2_dense_local_bias,nominal_xy_crossings,assignment,15,0.0,0.0,0.0,0.0,1.0,1.0
s2_dense_local_bias,nominal_xy_crossings,avoidance,15,0.0,0.0,0.0,0.0,1.0,1.0
s2_dense_local_bias,nominal_xy_crossings,interaction,15,0.0,0.0,0.0,0.0,1.0,1.0
s2_dense_local_bias,nominal_proximity_crossings,assignment,15,0.0,0.0,0.0,0.0,1.0,1.0
s2_dense_local_bias,nominal_proximity_crossings,avoidance,15,0.0,0.0,0.0,0.0,1.0,1.0
s2_dense_local_bias,nominal_proximity_crossings,interaction,15,0.0,0.0,0.0,0.0,1.0,1.0
s2_dense_local_bias,predicted_min_distance,assignment,15,0.0,0.0,0.0,0.0,1.0,1.0
s2_dense_local_bias,predicted_min_distance,avoidance,15,0.0,0.0,0.0,0.0,1.0,1.0
s2_dense_local_bias,predicted_min_distance,interaction,15,0.0,0.0,0.0,0.0,1.0,1.0
s2_dense_local_bias,total_path_length,assignment,15,0.0,0.0,0.0,0.0,1.0,1.0
s2_dense_local_bias,total_path_length,avoidance,15,0.0,0.0,0.0,0.0,1.0,1.0
s2_dense_local_bias,total_path_length,interaction,15,0.0,0.0,0.0,0.0,1.0,1.0
s2_dense_local_bias,assignment_compute_time_ms,assignment,15,15.390248066250933,15.136569127347078,15.688787760336709,26.465005242924295,6.103515625e-05,0.00439453125
s2_dense_local_bias,assignment_compute_time_ms,avoidance,15,-0.13630573400102258,-0.44685188377116014,0.18102930645303178,-0.21225727521357216,0.42071533203125,1.0
s2_dense_local_bias,assignment_compute_time_ms,interaction,15,-0.25392666332966984,-0.8913567959219413,0.3509218237862414,-0.19900131483671915,0.4534912109375,1.0
s2_dense_local_bias,local_swap_iterations,assignment,15,0.0,0.0,0.0,0.0,1.0,1.0
s2_dense_local_bias,local_swap_iterations,avoidance,15,0.0,0.0,0.0,0.0,1.0,1.0
s2_dense_local_bias,local_swap_iterations,interaction,15,0.0,0.0,0.0,0.0,1.0,1.0
s2_dense_local_bias,actual_min_distance,assignment,15,-0.00034820506672698465,-0.014081707745168315,0.014539744934203963,-0.011768801299203683,0.963623046875,1.0
