scenario,metric,effect,n,mean_contrast,ci_low,ci_high,effect_size_dz,p_value,p_value_holm
s2_dense_local_bias,actual_min_distance,avoidance,15,0.3895670300692227,0.38004792418286937,0.39970108745111477,19.286233629534493,6.103515625e-05,0.00439453125
s2_dense_local_bias,actual_min_distance,interaction,15,-0.004263800649555849,-0.031407438497513894,0.021558503895057927,-0.07822041254970157,0.7626953125,1.0
s2_dense_local_bias,violation_count,assignment,15,0.0,0.0,0.0,0.0,1.0,1.0
s2_dense_local_bias,violation_count,avoidance,15,-1.0,-1.0,-1.0,0.0,6.103515625e-05,0.00439453125
s2_dense_local_bias,violation_count,interaction,15,0.0,0.0,0.0,0.0,1.0,1.0
s2_dense_local_bias,violation_duration,assignment,15,0.02999997138977052,-0.02170831263065335,0.08166658878326416,0.28150538719333246,0.3251953125,1.0
s2_dense_local_bias,violation_duration,avoidance,15,-1.3066654205322266,-1.3483320474624634,-1.2649987936019897,-15.136215026380063,6.103515625e-05,0.00439453125
s2_dense_local_bias,violation_duration,interaction,15,-0.05999994277954104,-0.16333317756652832,0.04341662526130556,-0.28150538719333246,0.3251953125,1.0
s2_dense_local_bias,near_miss_duration,assignment,15,-0.0033333301544189453,-0.016666650772094727,0.009999990463256836,-0.11846977555181847,0.8203125,1.0
s2_dense_local_bias,near_miss_duration,avoidance,15,0.27999973297119146,0.26166641712188726,0.2966663837432862,7.863626371993385,6.103515625e-05,0.00439453125
s2_dense_local_bias,near_miss_duration,interaction,15,-0.026666641235351562,-0.05999994277954095,0.006666660308837846,-0.39338221645248683,0.208984375,1.0
s2_dense_local_bias,collision_count,assignment,15,-0.03333333333333333,-0.23333333333333334,0.16666666666666666,-0.08345761876158002,1.0,1.0
s2_dense_local_bias,collision_count,avoidance,15,-0.7,-0.8333333333333334,-0.5666666666666667,-2.760837232113154,6.103515625e-05,0.00439453125
s2_dense_local_bias,collision_count,interaction,15,0.06666666666666667,-0.3333333333333333,0.4666666666666667,0.08345761876158002,1.0,1.0
s2_dense_local_bias,tracking_rmse,assignment,15,0.0023004480164747912,-0.0065574112433287755,0.012737924881339723,0.11550095104836672,0.67242431640625,1.0
s2_dense_local_bias,tracking_rmse,avoidance,15,-0.024567699352038935,-0.033857023681042216,-0.014632731047131711,-1.247225628329976,0.0008544921875,0.0487060546875
s2_dense_local_bias,tracking_rmse,interaction,15,-0.013734789678294704,-0.028790364211765868,0.00030571951468057087,-0.47079183786458306,0.09051513671875,1.0
s2_dense_local_bias,trajectory_deviation,assignment,15,-0.00510705909999809,-0.02185537810259498,0.014072094942126386,-0.13919581400019757,0.59417724609375,1.0
s2_dense_local_bias,trajectory_deviation,avoidance,15,-0.03114492034535786,-0.0460133356399344,-0.015346315091693862,-0.9907979359727481,0.00250244140625,0.14013671875
s2_dense_local_bias,trajectory_deviation,interaction,15,-0.02244305871174559,-0.054346870729060144,0.00854419991304885,-0.3527103041099802,0.19390869140625,1.0
s2_dense_local_bias,arrival_time_variance,assignment,15,-1.2885208491699207,-2.563518323993866,-0.19899655785990203,-0.5333275200220524,0.04608154296875,1.0
s2_dense_local_bias,arrival_time_variance,avoidance,15,-1.7391419548894154,-3.074948197731594,-0.47928004089029413,-0.664259477832438,0.01287841796875,0.70831298828125
s2_dense_local_bias,arrival_time_variance,interaction,15,0.4499362049282577,-1.816405451693047,2.805491580320753,0.09431875274478407,0.72454833984375,1.0
s2_dense_local_bias,mission_duration,assignment,15,-0.8477433443069456,-1.6270635211467743,-0.09579912622769696,-0.5464903823689916,0.0517578125,1.0
s2_dense_local_bias,mission_duration,avoidance,15,-1.8114488999048868,-2.6240794354677197,-1.045157267848651,-1.1395995901134386,0.00048828125,0.0283203125
s2_dense_local_bias,mission_duration,interaction,15,0.29973397254943906,-1.3764975150426224,1.941606595913569,0.08737252984598604,0.7366943359375,1.0
s2_dense_local_bias,iapf_activation_count,assignment,15,0.0,0.0,0.0,0.0,1.0,1.0
s2_dense_local_bias,iapf_activation_count,avoidance,15,2.0,2.0,2.0,0.0,6.103515625e-05,0.00439453125
s2_dense_local_bias,iapf_activation_count,interaction,15,0.0,0.0,0.0,0.0,1.0,1.0
s2_dense_local_bias,iapf_active_duration,assignment,15,-0.006658204396565755,-0.018668311834335326,0.004678519964218139,-0.2760870551306889,0.314697265625,1.0
s2_dense_local_bias,iapf_active_duration,avoidance,15,4.39320740699768,4.384611479242643,4.401287528276443,256.1064892324785,6.103515625e-05,0.00439453125
s2_dense_local_bias,iapf_active_duration,interaction,15,-0.01331640879313151,-0.03733662366867065,0.009357039928436279,-0.2760870551306889,0.314697265625,1.0
s2_dense_local_bias,iapf_active_ratio,assignment,15,0.000950714993614677,-0.0002425162278343281,0.0024345396048897822,0.33718750151221755,0.2484130859375,1.0
s2_dense_local_bias,iapf_active_ratio,avoidance,15,0.05312172427675663,0.05166413724658535,0.05432964780133817,19.377137851855018,6.103515625e-05,0.00439453125
s2_dense_local_bias,iapf_active_ratio,interaction,15,0.001901429987229354,-0.0004850324556686562,0.0048690792097795645,0.33718750151221755,0.2484130859375,1.0
s2_dense_local_bias,mean_position_offset,assignment,15,0.00012303243185345333,-1.6289091637388835e-05,0.0002953402464293702,0.3786970804437728,0.1900634765625,1.0
s2_dense_local_bias,mean_position_offset,avoidance,15,0.005684907351859313,0.005493430815929759,0.005857734691169884,15.228565224368875,6.103515625e-05,0.00439453125
s2_dense_local_bias,mean_position_offset,interaction,15,0.00024606486370690666,-3.257818327477767e-05,0.0005906804928587404,0.3786970804437728,0.1900634765625,1.0
s2_dense_local_bias,max_position_offset,assignment,15,-0.0001960909899578959,-0.003303510192812709,0.0029286928910745337,-0.030874397355889933,0.9061279296875,1.0
