bag_time_ns,is_hover_stable,uav_id
1785141511032179555,False,4
1785141511052184396,False,4
1785141511072179729,False,4
1785141511092223865,False,4
1785141511112234196,False,4
1785141511132190466,False,4
1785141511152181972,False,4
1785141511172204807,False,4
1785141511192186554,False,4
1785141511212229277,False,4
1785141511232175928,False,4
1785141511252174247,False,4
1785141511272188596,False,4
1785141511292213886,False,4
1785141511312208668,False,4
1785141511332191548,False,4
1785141511352187342,False,4
1785141511372194377,False,4
1785141511392206171,False,4
1785141511412218046,False,4
1785141511432187380,False,4
1785141511452182533,False,4
1785141511472176904,False,4
1785141511492193507,False,4
1785141511512220651,False,4
1785141511532186077,False,4
1785141511552187642,False,4
1785141511572184478,False,4
1785141511592192395,False,4
1785141511612232984,False,4
1785141511632184575,False,4
1785141511652179016,False,4
1785141511672190871,False,4
1785141511692214788,False,4
1785141511712237633,False,4
1785141511732185677,False,4
1785141511752184887,False,4
1785141511772202372,False,4
1785141511792200721,False,4
1785141511812238605,False,4
1785141511832199884,False,4
1785141511852207690,False,4
1785141511872192684,False,4
1785141511892202725,False,4
1785141511912223727,False,4
1785141511932187500,False,4
1785141511952190117,False,4
1785141511972192704,False,4
1785141511992201483,False,4
1785141512012259194,False,4
1785141512032210504,False,4
1785141512052194896,False,4
1785141512072192263,False,4
1785141512092212974,False,4
1785141512112230329,False,4
1785141512132199383,False,4
1785141512152220785,False,4
1785141512172196481,False,4
1785141512192195071,False,4
1785141512212223166,False,4
1785141512232178794,False,4
1785141512252203593,False,4
1785141512272188086,False,4
1785141512292198156,False,4
1785141512312246830,False,4
1785141512332207608,False,4
1785141512352190338,False,4
1785141512372207712,False,4
1785141512392195522,False,4
1785141512412238304,False,4
1785141512432206136,False,4
1785141512452195257,False,4
1785141512472214445,False,4
1785141512492194650,False,4
1785141512512237393,False,4
1785141512532199092,False,4
1785141512552194506,False,4
1785141512572231648,False,4
1785141512592214828,False,4
1785141512612254926,False,4
1785141512632192510,False,4
1785141512652198263,False,4
1785141512672208795,False,4
1785141512692204879,False,4
1785141512712286435,False,4
1785141512732199052,False,4
1785141512752209133,False,4
1785141512772203194,False,4
1785141512792199189,False,4
1785141512812224669,False,4
1785141512832219260,False,4
1785141512852199205,False,4
1785141512872200209,False,4
1785141512892205651,False,4
1785141512912223497,False,4
1785141512932201717,False,4
1785141512952202330,False,4
1785141512972204036,False,4
1785141512992197325,False,4
1785141513012240719,False,4
1785141513032211085,False,4
1785141513052216908,False,4
1785141513072199798,False,4
1785141513092213786,False,4
1785141513112242262,False,4
1785141513132202469,False,4
1785141513152213892,False,4
1785141513172209847,False,4
1785141513192210470,False,4
1785141513212268341,False,4
1785141513232204092,False,4
1785141513252207080,False,4
1785141513272210097,False,4
1785141513292201102,False,4
1785141513312224789,False,4
1785141513332210354,False,4
1785141513352222910,False,4
1785141513372203405,False,4
1785141513392210360,False,4
1785141513412268091,False,4
1785141513432225352,False,4
1785141513452198023,False,4
1785141513472193125,False,4
1785141513492210881,False,4
1785141513512222184,False,4
1785141513532226785,False,4
1785141513552200347,False,4
1785141513572207673,False,4
1785141513592206543,False,4
1785141513612241982,False,4
1785141513632205865,False,4
1785141513652207521,False,4
1785141513672202884,False,4
1785141513692213245,False,4
1785141513712264514,False,4
1785141513732211416,False,4
1785141513752199596,False,4
1785141513772196923,False,4
1785141513792197806,False,4
1785141513812240970,False,4
1785141513832188212,False,4
1785141513852193083,False,4
1785141513872192775,False,4
1785141513892197516,False,4
1785141513912236491,False,4
1785141513932229310,False,4
1785141513952207410,False,4
1785141513972221960,False,4
1785141513992235497,False,4
1785141514012282478,False,4
1785141514032206226,False,4
1785141514052194065,False,4
1785141514072213945,False,4
1785141514092208937,False,4
1785141514112251359,False,4
1785141514132211406,False,4
1785141514152204926,False,4
1785141514172207322,False,4
1785141514192209228,False,4
1785141514212242753,False,4
1785141514232222928,False,4
1785141514252196219,False,4
1785141514272198556,False,4
1785141514292192536,False,4
1785141514312236732,False,4
1785141514332214933,False,4
1785141514352190038,False,4
1785141514372195911,False,4
1785141514392235628,False,4
1785141514412249877,False,4
1785141514432208631,False,4
1785141514452194747,False,4
1785141514472210809,False,4
1785141514492197376,False,4
1785141514512227785,False,4
1785141514532205265,False,4
1785141514552201209,False,4
1785141514572210388,False,4
1785141514592204990,False,4
1785141514612254035,False,4
1785141514632200195,False,4
1785141514652196159,False,4
1785141514672197183,False,4
1785141514692197937,False,4
1785141514712224369,False,4
1785141514732210314,False,4
1785141514752206439,False,4
1785141514772207302,False,4
1785141514792207835,False,4
1785141514812247242,False,4
1785141514832193883,False,4
1785141514852218942,False,4
1785141514872209456,False,4
1785141514892208918,False,4
1785141514912239167,False,4
1785141514932223870,False,4
1785141514952204305,False,4
1785141514972234003,False,4
1785141514992239836,False,4
1785141515012248424,False,4
1785141515032193843,False,4
1785141515052205016,False,4
1785141515072203165,False,4
1785141515092206052,False,4
1785141515112219540,False,4
1785141515132205385,False,4
1785141515152199095,False,4
1785141515172201051,False,4
1785141515192203297,False,4
1785141515212218458,False,4
1785141515232202860,False,4
1785141515252204425,False,4
1785141515272209246,False,4
1785141515292199450,False,4
1785141515312224289,False,4
1785141515332215173,False,4
1785141515352197642,False,4
1785141515372210929,False,4
1785141515392200171,False,4
1785141515412249937,False,4
1785141515432223549,False,4
1785141515452208503,False,4
1785141515472207242,False,4
1785141515492210531,False,4
1785141515512231572,False,4
1785141515532203061,False,4
1785141515552206810,False,4
1785141515572213134,False,4
1785141515592211462,False,4
1785141515612240209,False,4
1785141515632200766,False,4
1785141515652199386,False,4
1785141515672197815,False,4
1785141515692210320,False,4
1785141515712253814,False,4
1785141515732237215,False,4
1785141515752210106,False,4
1785141515772201932,False,4
1785141515792193118,False,4
1785141515812277008,False,4
1785141515832201969,False,4
1785141515852198855,False,4
1785141515872209787,False,4
1785141515892210411,False,4
1785141515912232614,False,4
1785141515932228739,False,4
1785141515952197272,False,4
1785141515972221369,False,4
1785141515992218596,False,4
1785141516012246601,False,4
1785141516032247475,False,4
1785141516052215085,False,4
1785141516072215338,False,4
1785141516092227593,False,4
1785141516112275906,False,4
1785141516132238387,False,4
1785141516152206509,False,4
1785141516172214136,False,4
1785141516192197115,False,4
1785141516212294081,False,4
1785141516232215344,False,4
1785141516252197993,False,4
1785141516272206441,False,4
1785141516292198027,False,4
1785141516312238546,False,4
1785141516332196959,False,4
1785141516352207301,False,4
1785141516372225487,False,4
1785141516392202305,False,4
1785141516412284001,False,4
1785141516432207289,False,4
1785141516452195609,False,4
1785141516472204668,False,4
1785141516492197486,False,4
1785141516512260477,False,4
1785141516532221956,False,4
1785141516552215847,False,4
1785141516572213224,False,4
1785141516592218546,False,4
1785141516612236061,False,4
1785141516632214703,False,4
1785141516652188185,False,4
1785141516672208946,False,4
1785141516692195122,False,4
1785141516712227906,False,4
1785141516732205586,False,4
1785141516752191832,False,4
1785141516772223563,False,4
1785141516792213887,False,4
1785141516812228667,False,4
1785141516832273554,False,4
1785141516852203413,False,4
1785141516872194909,False,4
1785141516892196785,False,4
1785141516912289772,False,4
1785141516932248126,False,4
1785141516952251615,False,4
1785141516972247268,False,4
1785141516992246549,False,4
1785141517012281918,False,4
1785141517032253105,False,4
1785141517052274718,False,4
1785141517072260303,False,4
1785141517092257570,False,4
1785141517112340839,False,4
1785141517132260489,False,4
1785141517152259059,False,4
1785141517172264180,False,4
1785141517192259213,False,4
1785141517212293309,False,4
1785141517232262483,False,4
1785141517252273255,False,4
1785141517272250064,False,4
1785141517292257149,False,4
1785141517312319829,False,4
1785141517332282060,False,4
1785141517352267955,False,4
1785141517372273288,False,4
1785141517392275844,False,4
1785141517412315110,False,4
1785141517432296227,False,4
1785141517452288775,False,4
1785141517472281092,False,4
1785141517492277037,False,4
1785141517512320621,False,4
1785141517532272472,False,4
1785141517552354379,False,4
1785141517572405527,False,4
1785141517592313776,False,4
1785141517612453191,False,4
1785141517632274336,False,4
1785141517652254129,False,4
1785141517672274239,False,4
1785141517692269833,False,4
1785141517712298800,False,4
1785141517732254398,False,4
1785141517752286410,False,4
1785141517772266124,False,4
1785141517792258662,False,4
1785141517812293640,False,4
1785141517832287591,False,4
1785141517852290258,False,4
1785141517872281774,False,4
1785141517892286444,False,4
1785141517912301224,False,4
1785141517932271390,False,4
1785141517952263808,False,4
1785141517972285210,False,4
1785141517992259213,False,4
1785141518012312205,False,4
1785141518032269216,False,4
1785141518052277313,False,4
1785141518072299718,False,4
1785141518092272688,False,4
1785141518112297207,False,4
1785141518132273424,False,4
1785141518152265791,False,4
1785141518172275913,False,4
1785141518192273320,False,4
1785141518212312185,False,4
1785141518232279976,False,4
1785141518252265842,False,4
1785141518272262237,False,4
1785141518292269713,False,4
1785141518312317205,False,4
1785141518332272592,False,4
1785141518352264419,False,4
1785141518372264631,False,4
1785141518392270544,False,4
1785141518412316774,False,4
1785141518432294614,False,4
1785141518452263918,False,4
1785141518472275602,False,4
1785141518492278449,False,4
1785141518512293380,False,4
1785141518532268965,False,4
1785141518552261043,False,4
1785141518572286743,False,4
1785141518592266407,False,4
1785141518612316774,False,4
1785141518632269216,False,4
1785141518652273857,False,4
1785141518672270412,False,4
1785141518692278119,False,4
1785141518712317726,False,4
1785141518732272693,False,4
1785141518752271582,False,4
1785141518772266395,False,4
1785141518792277768,False,4
1785141518812301495,False,4
1785141518832281780,False,4
1785141518852279057,False,4
1785141518872275772,False,4
1785141518892275273,False,4
1785141518912349195,False,4
1785141518932275428,False,4
1785141518952284868,False,4
1785141518972298566,False,4
1785141518992289681,False,4
1785141519012316964,False,4
1785141519032279475,False,4
1785141519052272424,False,4
1785141519072269521,False,4
1785141519092282728,False,4
1785141519112332904,False,4
1785141519132272602,False,4
1785141519152273296,False,4
1785141519172270342,False,4
1785141519192295472,False,4
1785141519212344677,False,4
1785141519232283393,False,4
1785141519252279998,False,4
1785141519272280291,False,4
1785141519292336559,False,4
1785141519312323176,False,4
1785141519332294935,False,4
1785141519352286000,False,4
1785141519372283697,False,4
1785141519392292165,False,4
1785141519412301535,False,4
1785141519432283613,False,4
1785141519452288955,False,4
1785141519472301331,False,4
1785141519492293468,False,4
1785141519512316844,False,4
1785141519532277983,False,4
1785141519552281672,False,4
1785141519572293065,False,4
1785141519592287667,False,4
1785141519612317465,False,4
1785141519632328077,False,4
1785141519652287042,False,4
1785141519672275101,False,4
1785141519692296614,False,4
1785141519712328446,False,4
1785141519732289174,False,4
1785141519752290138,False,4
1785141519772297483,False,4
1785141519792311191,False,4
1785141519812302607,False,4
1785141519832292700,False,4
1785141519852296951,False,4
1785141519872259712,False,4
1785141519892298127,False,4
1785141519912343304,False,4
1785141519932298572,False,4
1785141519952291190,False,4
1785141519972333932,False,4
1785141519992324366,False,4
1785141520012330249,False,4
1785141520032288653,False,4
1785141520052281571,False,4
1785141520072290330,False,4
1785141520092287747,False,4
1785141520112330019,False,4
1785141520132289144,False,4
1785141520152289476,False,4
1785141520172291652,False,4
1785141520192296904,False,4
1785141520212334197,False,4
1785141520232299904,False,4
1785141520252314544,False,4
1785141520272292123,False,4
1785141520292295762,False,4
1785141520312326092,False,4
1785141520332298532,False,4
1785141520352291791,False,4
1785141520372300880,False,4
1785141520392302896,False,4
1785141520412360567,False,4
1785141520432314041,False,4
1785141520452296640,False,4
1785141520472309436,False,4
1785141520492313165,False,4
1785141520512373952,False,4
1785141520532321194,False,4
1785141520552297271,False,4
1785141520572302884,False,4
1785141520592288469,False,4
1785141520612325581,False,4
1785141520632298812,False,4
1785141520652318511,False,4
1785141520672300189,False,4
1785141520692311041,False,4
1785141520712360006,False,4
1785141520732293352,False,4
1785141520752290108,False,4
1785141520772315878,False,4
1785141520792317363,False,4
1785141520812376607,False,4
1785141520832306096,False,4
1785141520852299726,False,4
1785141520872303896,False,4
1785141520892308947,False,4
1785141520912344005,False,4
1785141520932318690,False,4
1785141520952314023,False,4
1785141520972316590,False,4
1785141520992333954,False,4
1785141521012390022,False,4
1785141521032415963,True,4
1785141521052295528,True,4
1785141521072296131,True,4
1785141521092302786,True,4
1785141521112351470,True,4
1785141521132310494,True,4
1785141521152296891,True,4
1785141521172305409,True,4
1785141521192324076,True,4
1785141521212364093,True,4
1785141521232301237,True,4
1785141521252302802,True,4
1785141521272304347,True,4
1785141521292307895,True,4
1785141521312357801,True,4
1785141521332307028,True,4
1785141521352312720,True,4
1785141521372310709,True,4
1785141521392304399,True,4
1785141521412344797,True,4
1785141521432310574,True,4
1785141521452316658,True,4
1785141521472320557,True,4
1785141521492345797,True,4
1785141521512374433,True,4
1785141521532311556,True,4
1785141521552336576,True,4
1785141521572328011,True,4
1785141521592313957,True,4
1785141521612354636,True,4
1785141521632306978,True,4
1785141521652307881,True,4
1785141521672310979,True,4
1785141521692317984,True,4
1785141521712337593,True,4
1785141521732311055,True,4
1785141521752320726,True,4
1785141521772311019,True,4
1785141521792319637,True,4
1785141521812348795,True,4
1785141521832353205,True,4
1785141521852338740,True,4
1785141521872314816,True,4
1785141521892333834,True,4
1785141521912336111,True,4
1785141521932312067,True,4
1785141521952312400,True,4
1785141521972330245,True,4
1785141521992332802,True,4
1785141522012379432,True,4
1785141522032323118,True,4
1785141522052311959,True,4
1785141522072342529,True,4
1785141522092319577,True,4
1785141522112352411,True,4
1785141522132346041,True,4
1785141522152317169,True,4
1785141522172318263,True,4
1785141522192320750,True,4
1785141522212348414,True,4
1785141522232323148,True,4
1785141522252325675,True,4
1785141522272325627,True,4
1785141522292325919,True,4
1785141522312347181,True,4
1785141522332329149,True,4
1785141522352311689,True,4
1785141522372315538,True,4
1785141522392324547,True,4
1785141522412343815,True,4
1785141522432321585,True,4
1785141522452337147,True,4
1785141522472325206,True,4
1785141522492324687,True,4
1785141522512392547,True,4
1785141522532330432,True,4
1785141522552338900,True,4
1785141522572333391,True,4
1785141522592328234,True,4
1785141522612371027,True,4
1785141522632333768,True,4
1785141522652315816,True,4
1785141522672316720,True,4
1785141522692326761,True,4
1785141522712352421,True,4
1785141522732348716,True,4
1785141522752317490,True,4
1785141522772320587,True,4
1785141522792345927,True,4
1785141522812381506,True,4
1785141522832344949,True,4
1785141522852325945,True,4
1785141522872326939,True,4
1785141522892322443,True,4
1785141522912366508,True,4
1785141522932357022,True,4
1785141522952323200,True,4
1785141522972350183,True,4
1785141522992393046,True,4
1785141523012385133,True,4
1785141523032341763,True,4
1785141523052326997,True,4
1785141523072335165,True,4
1785141523092352660,True,4
1785141523112368862,True,4
1785141523132338327,True,4
1785141523152336656,True,4
1785141523172321409,True,4
1785141523192325388,True,4
1785141523212369043,True,4
1785141523232329610,True,4
1785141523252337036,True,4
1785141523272323813,True,4
1785141523292327422,True,4
1785141523312341150,True,4
1785141523332334419,True,4
1785141523352329502,True,4
1785141523372334724,True,4
1785141523392354724,True,4
1785141523412364504,True,4
1785141523432365779,True,4
1785141523452344360,True,4
1785141523472356706,True,4
1785141523492331179,True,4
1785141523512400793,True,4
1785141523532343998,True,4
1785141523552340713,True,4
1785141523572333021,True,4
1785141523592347370,True,4
1785141523612361098,True,4
1785141523632335511,True,4
1785141523652366001,True,4
1785141523672340335,True,4
1785141523692333143,True,4
1785141523712390253,True,4
1785141523732345761,True,4
1785141523752338088,True,4
1785141523772342048,True,4
1785141523792348983,True,4
1785141523812388590,True,4
1785141523832352353,True,4
1785141523852330754,True,4
1785141523872333121,True,4
1785141523892339425,True,4
1785141523912380805,True,4
1785141523932350169,True,4
1785141523952366522,True,4
1785141523972343310,True,4
1785141523992353612,True,4
1785141524012378931,True,4
1785141524032325422,True,4
1785141524052341405,True,4
1785141524072346717,True,4
1785141524092344013,True,4
1785141524112403127,True,4
1785141524132356361,True,4
1785141524152354820,True,4
1785141524172348149,True,4
1785141524192345747,True,4
1785141524212399620,True,4
1785141524232366390,True,4
1785141524252349099,True,4
1785141524272342939,True,4
1785141524292350045,True,4
1785141524312374774,True,4
1785141524332344799,True,4
1785141524352359479,True,4
1785141524372357457,True,4
1785141524392339916,True,4
1785141524412397156,True,4
