trial_id,candidate_id,scenario_id,signed_displacement_id,seed,omega_c_multiplier,omega_o_multiplier,formal_hard_pass,hard_failures,termination_reason,metric_extraction_success,zero_crossings_x,zero_crossings_y,zero_crossings_z,zero_crossings_max,zero_crossings_fail,post_rms_m,post_rms_x_m,post_rms_y_m,post_rms_z_m,post_rms_pass,post_p2p_x_m,post_p2p_y_m,post_p2p_z_m,post_p2p_max_m,post_p2p_pass,last_first_ratio,last_first_pass,tracking_rmse_m,tracking_rmse_pass,maximum_tracking_error_m,maximum_tracking_error_pass,final_error_m,final_error_pass,command_jerk_p99_5_mps3,command_jerk_threshold_mps3,command_jerk_fail,acceleration_saturation_ratio,mission_success,growing_oscillation_fail,roll_pitch_peak_deg,zero_crossings_cross_metric_only,zero_crossings_formal_only,counterfactual_pass_excluding_zero_crossings,other_hard_failure_excluding_zc_jerk,jerk_sample_count,jerk_samples_above_threshold,jerk_fraction_above_threshold,jerk_peak_dt_s,jerk_p99_5_equals_max,debug_dt_median_s,debug_dt_p95_s,debug_header_dt_median_s,odometry_dt_median_s,terminal_position_step_min_nonzero_m,terminal_position_repeat_fraction
C0A-v2-A1-SCREENING-A1-OC083-OO083-C0A-S-DIAG-1-POS-X2-Y2-Z1-D125-S41003,A1-OC083-OO083,C0A-S-DIAG-1,POS_X2_Y2_Z1,41003,0.83,0.83,0,METRIC_EXTRACTION_FAILED,COMMAND_REJECTED,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C0A-v2-A1-SCREENING-A1-OC083-OO083-C0A-S-HX-3-NEG-X-3-D125-S41001,A1-OC083-OO083,C0A-S-HX-3,NEG_X_3,41001,0.83,0.83,0,ZERO_CROSSINGS,SUCCESS,1,3,2,23,23,1,0.06356681599556312,0.06270029632013663,0.008967579348301639,0.005384743059121291,1,0.2501990795135498,0.027806823141872883,0.027016162872314453,0.2501990795135498,1,0.3470438451115413,1,0.15400821746888818,1,0.24171868546899364,1,0.018481481820344925,1,6.6002760653885835,15.0,0,0.0,1,0,15.095027561330445,1,1,1,0,163,0,0.0,0.020024538040161133,1,0.019998908042907715,0.020067989826202393,0.019998669624328613,0.011522173881530762,3.259629011154175e-09,0.0
C0A-v2-A1-SCREENING-A1-OC083-OO083-C0A-S-HX-3-NEG-X-3-D125-S41002,A1-OC083-OO083,C0A-S-HX-3,NEG_X_3,41002,0.83,0.83,0,ZERO_CROSSINGS,SUCCESS,1,3,3,20,20,1,0.06749158255694897,0.06662838139097435,0.008751336398105762,0.006259921765286491,1,0.26810455322265625,0.028640808537602425,0.0288163423538208,0.26810455322265625,1,0.3091157981948959,1,0.15559618449984788,1,0.24528494093736827,1,0.013036729767918587,1,8.398125695695338,15.0,0,0.0,1,0,14.60461220837725,1,1,1,0,163,0,0.0,0.020021438598632812,1,0.01999962329864502,0.020046722888946534,0.019999146461486816,0.011437416076660156,2.2649765014648438e-06,0.0
C0A-v2-A1-SCREENING-A1-OC083-OO083-C0A-S-HX-3-NEG-X-3-D125-S41003,A1-OC083-OO083,C0A-S-HX-3,NEG_X_3,41003,0.83,0.83,0,ZERO_CROSSINGS,SUCCESS,1,3,4,26,26,1,0.06702114830725528,0.06658128216437403,0.00549743727253736,0.005342786651704406,1,0.277052640914917,0.02061419514939189,0.022158145904541016,0.277052640914917,1,0.3713687655950583,1,0.16621177760289715,1,0.2615255459838677,1,0.00956252682954073,1,7.862188113348091,15.0,0,0.0,1,0,14.858277211695667,1,1,1,0,163,0,0.0,0.02000141143798828,1,0.020000457763671875,0.020051729679107667,0.01999950408935547,0.01013636589050293,3.5762786865234375e-07,0.0
C0A-v2-A1-SCREENING-A1-OC083-OO083-C0A-S-HX-3-POS-X-3-D125-S41001,A1-OC083-OO083,C0A-S-HX-3,POS_X_3,41001,0.83,0.83,0,ZERO_CROSSINGS,SUCCESS,1,4,4,22,22,1,0.076463254459639,0.0751349963830388,0.013000778350686026,0.0056869467516919145,1,0.27346181869506836,0.03993481770157814,0.025579452514648438,0.27346181869506836,1,0.3602062115984204,1,0.1572244196104336,1,0.23887849260783078,1,0.027019280940294266,1,9.041945427456977,15.0,0,0.0,1,0,14.260118064919652,1,1,1,0,163,0,0.0,0.019977331161499023,1,0.01999986171722412,0.020039117336273192,0.020000457763671875,0.010231375694274902,2.1979212760925293e-06,0.0
C0A-v2-A1-SCREENING-A1-OC083-OO083-C0A-S-HX-3-POS-X-3-D125-S41002,A1-OC083-OO083,C0A-S-HX-3,POS_X_3,41002,0.83,0.83,0,ZERO_CROSSINGS,SUCCESS,1,3,4,25,25,1,0.07260731613421867,0.0723253733421669,0.004245897845056395,0.0047786063470317,1,0.2898554801940918,0.012546781450510025,0.019162654876708984,0.2898554801940918,1,0.40992172247794817,1,0.1598131277503491,1,0.24573531693179868,1,0.015141073614358902,1,6.989622249468454,15.0,0,0.0,1,0,14.565396463075004,1,1,1,0,163,0,0.0,0.020006895065307617,1,0.01999986171722412,0.02005037069320679,0.020000696182250977,0.009633064270019531,4.2386818677186966e-07,0.0
C0A-v2-A1-SCREENING-A1-OC083-OO083-C0A-S-HX-3-POS-X-3-D125-S41003,A1-OC083-OO083,C0A-S-HX-3,POS_X_3,41003,0.83,0.83,0,ZERO_CROSSINGS,SUCCESS,1,3,3,23,23,1,0.06497289273455113,0.06330187086979146,0.013838726173786235,0.004779078631566687,1,0.2380695343017578,0.04856266360729933,0.019574999809265137,0.2380695343017578,1,0.39459743317446533,1,0.1428430196330428,1,0.22513627452608456,1,0.02258308045566082,1,7.3312621123732775,15.0,0,0.0,1,0,14.064879674084352,1,1,1,0,163,0,0.0,0.019971370697021484,1,0.01999950408935547,0.020047426223754883,0.019999265670776367,0.010038137435913086,1.6065314412117004e-06,0.0
C0A-v2-A1-SCREENING-A1-OC083-OO083-C0A-S-VU-2-POS-Z-2-D125-S41001,A1-OC083-OO083,C0A-S-VU-2,POS_Z_2,41001,0.83,0.83,1,,SUCCESS,1,3,6,6,6,0,0.025717272782261054,0.004808972809603155,0.004621188742072014,0.024837401524391987,1,0.01931073796004057,0.020643942058086395,0.11922645568847656,0.11922645568847656,1,0.35371552331074363,1,0.05837820462539756,1,0.10601364937579719,1,0.0023281641770154238,1,7.691732388431669,15.0,0,0.0,1,0,0.5889153597188422,0,0,1,0,143,0,0.0,0.02000904083251953,1,0.019999980926513672,0.020043861865997315,0.019998908042907715,0.010220050811767578,1.8707942217588425e-07,0.0
C0A-v2-A1-SCREENING-A1-OC083-OO083-C0A-S-VU-2-POS-Z-2-D125-S41002,A1-OC083-OO083,C0A-S-VU-2,POS_Z_2,41002,0.83,0.83,0,ZERO_CROSSINGS,SUCCESS,1,6,8,8,8,1,0.02572918485530828,0.005327762593110654,0.003101822493573454,0.024979683670704026,1,0.01758078718557954,0.014643792062997818,0.11600089073181152,0.11600089073181152,1,0.3612097590964699,1,0.05645870354229811,1,0.1012113624515444,1,0.0050747510977089405,1,7.08017088296693,15.0,0,0.0,1,0,0.4356001640448572,1,1,1,0,143,0,0.0,0.020010948181152344,1,0.019997119903564453,0.020054197311401366,0.019999027252197266,0.010732412338256836,2.5815097615122795e-08,0.0
C0A-v2-A1-SCREENING-A1-OC083-OO083-C0A-S-VU-2-POS-Z-2-D125-S41003,A1-OC083-OO083,C0A-S-VU-2,POS_Z_2,41003,0.83,0.83,1,,SUCCESS,1,3,3,6,6,0,0.026398727125880265,0.006419875976107169,0.004831279696087324,0.025146306345391212,1,0.021693864837288857,0.015897661447525024,0.11567568778991699,0.11567568778991699,1,0.4071423530613045,1,0.058001723904543216,1,0.10369229633006921,1,0.009114626795053482,1,5.253087877849135,15.0,0,0.0,1,0,0.36583716456610066,0,0,1,0,143,0,0.0,0.01999068260192871,1,0.01999986171722412,0.020046591758728027,0.019999265670776367,0.010198593139648438,1.8277205526828766e-07,0.0
C0A-v2-A1-SCREENING-A1-OC083-OO100-C0A-S-DIAG-1-POS-X2-Y2-Z1-D125-S41001,A1-OC083-OO100,C0A-S-DIAG-1,POS_X2_Y2_Z1,41001,0.83,1.0,0,ZERO_CROSSINGS,SUCCESS,1,3,4,18,18,1,0.060270027975615405,0.03319184346758409,0.04967466198065411,0.007950204809476046,1,0.14634716510772705,0.1845414638519287,0.03318047523498535,0.1845414638519287,1,0.21366086624393726,1,0.11703245016697332,1,0.17563298725478865,1,0.012918421067297459,1,8.087935329323956,15.0,0,0.0,1,0,10.393209094849711,1,1,1,0,163,0,0.0,0.019968509674072266,1,0.020000457763671875,0.020050859451293944,0.020000100135803223,0.00970757007598877,7.152557373046875e-06,0.0
C0A-v2-A1-SCREENING-A1-OC083-OO100-C0A-S-DIAG-1-POS-X2-Y2-Z1-D125-S41002,A1-OC083-OO100,C0A-S-DIAG-1,POS_X2_Y2_Z1,41002,0.83,1.0,0,ZERO_CROSSINGS,SUCCESS,1,5,5,18,18,1,0.06401536560626793,0.04684035478363702,0.04298250269169115,0.007513498506416794,1,0.19250917434692383,0.15787816047668457,0.038640737533569336,0.19250917434692383,1,0.14951042706339335,1,0.12157218423467882,1,0.1747228126410462,1,0.004553545266389847,1,9.862529233609147,15.0,0,0.0,1,0,9.814418148723515,1,1,1,0,163,0,0.0,0.01998615264892578,1,0.020000934600830078,0.020042192935943604,0.020000219345092773,0.011150360107421875,3.814697265625e-06,0.0
C0A-v2-A1-SCREENING-A1-OC083-OO100-C0A-S-DIAG-1-POS-X2-Y2-Z1-D125-S41003,A1-OC083-OO100,C0A-S-DIAG-1,POS_X2_Y2_Z1,41003,0.83,1.0,0,ZERO_CROSSINGS,SUCCESS,1,5,5,18,18,1,0.05841314591313486,0.043713784881347535,0.038028581693535866,0.007418059125844464,1,0.18592536449432373,0.13864290714263916,0.0340428352355957,0.18592536449432373,1,0.15867102129761068,1,0.11535085609313403,1,0.17138893349437512,1,0.007859478704631329,1,8.994490421789173,15.0,0,0.0,1,0,9.639639596110028,1,1,1,0,163,0,0.0,0.020036935806274414,1,0.020001530647277832,0.020041465759277344,0.019999027252197266,0.011123180389404297,1.9073486328125e-06,0.0
C0A-v2-A1-SCREENING-A1-OC083-OO100-C0A-S-HX-3-NEG-X-3-D125-S41001,A1-OC083-OO100,C0A-S-HX-3,NEG_X_3,41001,0.83,1.0,0,ZERO_CROSSINGS,SUCCESS,1,4,5,25,25,1,0.054819085775929234,0.0539854897183077,0.008431645015327657,0.004427914578972968,1,0.20024681091308594,0.026891695335507393,0.017912626266479492,0.20024681091308594,1,0.177303698589043,1,0.13558288420634929,1,0.21608781656116025,1,0.02468259260058403,1,9.25889551225183,15.0,0,0.0,1,0,14.74336454902552,1,1,1,0,163,0,0.0,0.02002096176147461,1,0.019998908042907715,0.020051991939544676,0.01999986171722412,0.009029626846313477,1.486041583120823e-07,0.0
C0A-v2-A1-SCREENING-A1-OC083-OO100-C0A-S-HX-3-NEG-X-3-D125-S41002,A1-OC083-OO100,C0A-S-HX-3,NEG_X_3,41002,0.83,1.0,0,ZERO_CROSSINGS,SUCCESS,1,4,3,21,21,1,0.05942730854487131,0.05806309533990774,0.011764178678587209,0.004678253996352914,1,0.20492267608642578,0.0375315323472023,0.017751336097717285,0.20492267608642578,1,0.24524663790908174,1,0.13824727192214567,1,0.22055411328427332,1,0.025709444656968117,1,8.790152388500749,15.0,0,0.0,1,0,14.905482277908146,1,1,1,0,163,0,0.0,0.01997685432434082,1,0.01999843120574951,0.020044803619384766,0.019998550415039062,0.010568380355834961,3.5762786865234375e-07,0.0
C0A-v2-A1-SCREENING-A1-OC083-OO100-C0A-S-HX-3-NEG-X-3-D125-S41003,A1-OC083-OO100,C0A-S-HX-3,NEG_X_3,41003,0.83,1.0,0,ZERO_CROSSINGS,SUCCESS,1,4,3,24,24,1,0.05829529235925354,0.05671886757924574,0.012628524920894871,0.004672422294823866,1,0.22151947021484375,0.05291441269218922,0.018655896186828613,0.22151947021484375,1,0.2228738532848903,1,0.13760338829150348,1,0.21832248675310043,1,0.021869516000151634,1,9.066566003970438,15.0,0,0.0,1,0,15.017750107335916,1,1,1,0,163,0,0.0,0.019991159439086914,1,0.020000696182250977,0.020038628578186037,0.020000457763671875,0.009510159492492676,1.2479722499847412e-07,0.0
C0A-v2-A1-SCREENING-A1-OC083-OO100-C0A-S-HX-3-POS-X-3-D125-S41001,A1-OC083-OO100,C0A-S-HX-3,POS_X_3,41001,0.83,1.0,0,ZERO_CROSSINGS,SUCCESS,1,3,4,23,23,1,0.05424199075022387,0.053141307452459194,0.009763290914734886,0.004782588556924898,1,0.203507661819458,0.03754248470067978,0.01970958709716797,0.203507661819458,1,0.20189847443302955,1,0.13026958446436024,1,0.20366521999742795,1,0.0061111003160476685,1,8.016350244101183,15.0,0,0.0,1,0,15.196509770810877,1,1,1,0,163,0,0.0,0.020003795623779297,1,0.020000338554382324,0.020046722888946534,0.02000117301940918,0.010802984237670898,3.282912075519562e-07,0.0
C0A-v2-A1-SCREENING-A1-OC083-OO100-C0A-S-HX-3-POS-X-3-D125-S41002,A1-OC083-OO100,C0A-S-HX-3,POS_X_3,41002,0.83,1.0,0,ZERO_CROSSINGS,SUCCESS,1,3,5,23,23,1,0.051236649327697975,0.05008268364738069,0.00986187953143553,0.004434226551872788,1,0.19259953498840332,0.045431315898895264,0.017400741577148438,0.19259953498840332,1,0.23829859592493335,1,0.13263378790581443,1,0.20074279529345299,1,0.0036618385929614305,1,9.052351807371462,15.0,0,0.0,1,0,15.005456310692841,1,1,1,0,163,0,0.0,0.01997995376586914,1,0.019998788833618164,0.020044112205505372,0.019998669624328613,0.00998544692993164,7.152557373046875e-07,0.0
C0A-v2-A1-SCREENING-A1-OC083-OO100-C0A-S-HX-3-POS-X-3-D125-S41003,A1-OC083-OO100,C0A-S-HX-3,POS_X_3,41003,0.83,1.0,0,ZERO_CROSSINGS,SUCCESS,1,3,1,25,25,1,0.05734842326781239,0.056731636082880135,0.007053535846399953,0.004539906466808694,1,0.2085249423980713,0.02593444474041462,0.01632857322692871,0.2085249423980713,1,0.13839011651227956,1,0.1356497354147394,1,0.21369346458627014,1,0.010838266462087631,1,7.866212011146432,15.0,0,0.0,1,0,15.325377049457463,1,1,1,0,163,0,0.0,0.02001333236694336,1,0.020000457763671875,0.020044112205505372,0.02000117301940918,0.01150965690612793,1.0896474123001099e-07,0.0
C0A-v2-A1-SCREENING-A1-OC083-OO100-C0A-S-VU-2-POS-Z-2-D125-S41001,A1-OC083-OO100,C0A-S-VU-2,POS_Z_2,41001,0.83,1.0,0,ZERO_CROSSINGS,SUCCESS,1,5,7,6,7,1,0.02184432121784006,0.005395432663206836,0.004735164777861238,0.020631090382514452,1,0.019932846538722515,0.019905894994735718,0.08903813362121582,0.08903813362121582,1,0.3499214513234766,1,0.0462376321507751,1,0.0847912208653306,1,0.00918737892061472,1,6.80416490348402,15.0,0,0.0,1,0,0.658960141745778,1,1,1,0,143,0,0.0,0.01998591423034668,1,0.020001769065856934,0.020042729377746583,0.020000219345092773,0.010739564895629883,2.7811620384454727e-07,0.0
C0A-v2-A1-SCREENING-A1-OC083-OO100-C0A-S-VU-2-POS-Z-2-D125-S41002,A1-OC083-OO100,C0A-S-VU-2,POS_Z_2,41002,0.83,1.0,1,,SUCCESS,1,3,4,6,6,0,0.0214883459844201,0.005218326919539847,0.0038286960814342182,0.0204904651880566,1,0.015561977867037058,0.014197325333952904,0.08991146087646484,0.08991146087646484,1,0.3133560725934576,1,0.045180512077205505,1,0.08370696474160033,1,0.006596744991838932,1,8.585862735669663,15.0,0,0.0,1,0,0.5021948736178219,0,0,1,0,143,0,0.0,0.01996588706970215,1,0.01999962329864502,0.02007441520690918,0.020000219345092773,0.009491443634033203,2.3166649043560028e-07,0.0
C0A-v2-A1-SCREENING-A1-OC083-OO100-C0A-S-VU-2-POS-Z-2-D125-S41003,A1-OC083-OO100,C0A-S-VU-2,POS_Z_2,41003,0.83,1.0,0,ZERO_CROSSINGS,SUCCESS,1,4,8,6,8,1,0.021329660624503723,0.004329814421075961,0.0029808657739436775,0.020671757754803493,1,0.013360703364014626,0.015132026746869087,0.09154701232910156,0.09154701232910156,1,0.33738076223110874,1,0.04708863519617731,1,0.0839416995054578,1,0.011164111085236073,1,8.676331710656022,15.0,0,0.0,1,0,0.42876815648455785,1,1,1,0,143,0,0.0,0.020006656646728516,1,0.01999986171722412,0.020038974285125733,0.01999974250793457,0.011157393455505371,4.514586180448532e-07,0.0
C0A-v2-A1-SCREENING-A1-OC083-OO117-C0A-S-DIAG-1-POS-X2-Y2-Z1-D125-S41001,A1-OC083-OO117,C0A-S-DIAG-1,POS_X2_Y2_Z1,41001,0.83,1.17,0,ZERO_CROSSINGS,SUCCESS,1,5,4,21,21,1,0.053288217411788796,0.0327154250148209,0.04153771838152534,0.006629708340703496,1,0.13118815422058105,0.15900897979736328,0.031818389892578125,0.15900897979736328,1,0.12553638934884395,1,0.10455482533534748,1,0.1588110734600323,1,0.00816380511969328,1,12.370108201565724,15.0,0,0.0,1,0,10.135501315573835,1,1,1,0,163,0,0.0,0.01999950408935547,1,0.019999027252197266,0.020068264007568358,0.019998788833618164,0.010286688804626465,5.960464477539062e-07,0.0
C0A-v2-A1-SCREENING-A1-OC083-OO117-C0A-S-DIAG-1-POS-X2-Y2-Z1-D125-S41002,A1-OC083-OO117,C0A-S-DIAG-1,POS_X2_Y2_Z1,41002,0.83,1.17,0,ZERO_CROSSINGS,SUCCESS,1,6,4,19,19,1,0.04756259660307017,0.030296015089198956,0.03601082964394813,0.006897261318520384,1,0.13207495212554932,0.14254188537597656,0.031442880630493164,0.14254188537597656,1,0.15512270442100667,1,0.10548697506626825,1,0.1638285236101801,1,0.009701421484351158,1,9.6962583673641,15.0,0,0.0,1,0,10.36815699791901,1,1,1,0,163,0,0.0,0.01996779441833496,1,0.019998788833618164,0.020043861865997315,0.01999950408935547,0.009477853775024414,7.152557373046875e-07,0.0
C0A-v2-A1-SCREENING-A1-OC083-OO117-C0A-S-DIAG-1-POS-X2-Y2-Z1-D125-S41003,A1-OC083-OO117,C0A-S-DIAG-1,POS_X2_Y2_Z1,41003,0.83,1.17,0,ZERO_CROSSINGS,SUCCESS,1,7,4,22,22,1,0.047278412423363385,0.030814580749117484,0.03507803702076972,0.00743244329270453,1,0.1315373182296753,0.13647711277008057,0.034342050552368164,0.13647711277008057,1,0.19709330964845065,1,0.11002816314787155,1,0.17108148503966727,1,0.010092946700751781,1,9.219942364448448,15.0,0,0.0,1,0,10.837075448882528,1,1,1,0,163,0,0.0,0.01999211311340332,1,0.01999986171722412,0.020048880577087404,0.019999265670776367,0.011417388916015625,8.344650268554688e-07,0.0
C0A-v2-A1-SCREENING-A1-OC083-OO117-C0A-S-HX-3-NEG-X-3-D125-S41001,A1-OC083-OO117,C0A-S-HX-3,NEG_X_3,41001,0.83,1.17,0,ZERO_CROSSINGS,SUCCESS,1,4,3,23,23,1,0.051601982158655864,0.04994354310828561,0.01217387388240888,0.0044948703194037706,1,0.1904447078704834,0.048756733536720276,0.016908764839172363,0.1904447078704834,1,0.18965001860581238,1,0.11454145700553017,1,0.18237779700750506,1,0.012641527689993382,1,9.430615070169857,15.0,0,0.0,1,0,16.103597420219025,1,1,1,0,163,0,0.0,0.02000737190246582,1,0.019999027252197266,0.02004218101501465,0.01999950408935547,0.011217117309570312,9.122304618358612e-07,0.0
C0A-v2-A1-SCREENING-A1-OC083-OO117-C0A-S-HX-3-NEG-X-3-D125-S41002,A1-OC083-OO117,C0A-S-HX-3,NEG_X_3,41002,0.83,1.17,0,ZERO_CROSSINGS,SUCCESS,1,4,3,23,23,1,0.0590658867986743,0.05790061841386158,0.010734811433125718,0.004589247661810694,1,0.22220230102539062,0.04207237809896469,0.01949489116668701,0.22220230102539062,1,0.22243242147678563,1,0.12373796777882733,1,0.1953653156003968,1,0.016261260956525803,1,12.177261190605252,15.0,0,0.0,1,0,16.205022701986454,1,1,1,0,163,0,0.0,0.019980907440185547,1,0.019999146461486816,0.02003743648529053,0.019998550415039062,0.00998532772064209,5.960464477539062e-07,0.0
C0A-v2-A1-SCREENING-A1-OC083-OO117-C0A-S-HX-3-NEG-X-3-D125-S41003,A1-OC083-OO117,C0A-S-HX-3,NEG_X_3,41003,0.83,1.17,0,ZERO_CROSSINGS,SUCCESS,1,5,9,23,23,1,0.04932956833294169,0.048809617031024606,0.005839021841826157,0.00411502383100628,1,0.1861553192138672,0.024789092130959034,0.018500447273254395,0.1861553192138672,1,0.14107105311880833,1,0.11595206541697846,1,0.18492330591609651,1,0.003941188100725412,1,10.527900811371058,15.0,0,0.0,1,0,15.958202201229861,1,1,1,0,163,0,0.0,0.02001047134399414,1,0.019998908042907715,0.02005678415298462,0.019999027252197266,0.010892629623413086,1.1920928955078125e-06,0.0
C0A-v2-A1-SCREENING-A1-OC083-OO117-C0A-S-HX-3-POS-X-3-D125-S41001,A1-OC083-OO117,C0A-S-HX-3,POS_X_3,41001,0.83,1.17,0,ZERO_CROSSINGS,SUCCESS,1,5,3,25,25,1,0.05177981830755777,0.0505553137262289,0.010376438559290421,0.004199923907827134,1,0.19583821296691895,0.04683052562177181,0.015529394149780273,0.19583821296691895,1,0.16539487299849867,1,0.12264612579203168,1,0.19846034066241797,1,0.005011561792343855,1,9.12915676720264,15.0,0,0.0,1,0,16.02692782128518,1,1,1,0,163,0,0.0,0.020003557205200195,1,0.01999950408935547,0.02004321813583374,0.01999962329864502,0.010534882545471191,1.0379590094089508e-06,0.0
C0A-v2-A1-SCREENING-A1-OC083-OO117-C0A-S-HX-3-POS-X-3-D125-S41002,A1-OC083-OO117,C0A-S-HX-3,POS_X_3,41002,0.83,1.17,0,ZERO_CROSSINGS,SUCCESS,1,3,3,25,25,1,0.047151535639979605,0.04588500611339639,0.00987808022550044,0.004500784180608729,1,0.17446017265319824,0.034527200274169445,0.01753079891204834,0.17446017265319824,1,0.16725630198175528,1,0.1130283000502308,1,0.18360758238150154,1,0.015950143337249756,1,9.600537994856461,15.0,0,0.0,1,0,15.524750251855924,1,1,1,0,163,0,0.0,0.019989013671875,1,0.019997119903564453,0.02004457712173462,0.01999831199645996,0.011489152908325195,8.381903171539307e-08,0.0013386880856760374
C0A-v2-A1-SCREENING-A1-OC083-OO117-C0A-S-HX-3-POS-X-3-D125-S41003,A1-OC083-OO117,C0A-S-HX-3,POS_X_3,41003,0.83,1.17,0,ZERO_CROSSINGS,SUCCESS,1,5,4,23,23,1,0.04751706359680379,0.04652951057101457,0.008551910275877218,0.0044430630783148205,1,0.17429709434509277,0.037089334800839424,0.01726818084716797,0.17429709434509277,1,0.2097735164014521,1,0.12113244227491025,1,0.1998943288632671,1,0.0045847585424780846,1,12.059006546101598,15.0,0,0.0,1,0,16.259785704214014,1,1,1,0,163,0,0.0,0.02000737190246582,1,0.01999950408935547,0.020042681694030763,0.01999974250793457,0.011273860931396484,1.7312122508883476e-06,0.0
C0A-v2-A1-SCREENING-A1-OC083-OO117-C0A-S-VU-2-POS-Z-2-D125-S41001,A1-OC083-OO117,C0A-S-VU-2,POS_Z_2,41001,0.83,1.17,0,ZERO_CROSSINGS,SUCCESS,1,5,5,8,8,1,0.018298866291857976,0.005291362552812164,0.0036791373237533786,0.017126410553731267,1,0.02132071554660797,0.011973275803029537,0.07212281227111816,0.07212281227111816,1,0.398237129497467,1,0.03872874484594802,1,0.06912765384781668,1,0.007552113384008408,1,10.483844945665782,15.0,0,0.0,1,0,0.8393132299434002,1,1,1,0,143,0,0.0,0.019953489303588867,1,0.019999980926513672,0.02004363536834717,0.019998669624328613,0.01127159595489502,3.9581209421157837e-07,0.0
C0A-v2-A1-SCREENING-A1-OC083-OO117-C0A-S-VU-2-POS-Z-2-D125-S41002,A1-OC083-OO117,C0A-S-VU-2,POS_Z_2,41002,0.83,1.17,0,COMMAND_JERK_P99_5;ZERO_CROSSINGS,SUCCESS,1,5,6,8,8,1,0.01882404931535701,0.003455795011489828,0.0045944573850840425,0.01792465550023769,1,0.011683620046824217,0.017524690367281437,0.09025001525878906,0.09025001525878906,1,0.34102632394552185,1,0.03780710190415093,1,0.07568963957362682,1,0.008627860806882381,1,16.144331925880675,15.0,1,0.0,1,0,0.6627334524204337,1,0,0,0,143,2,0.013986013986013986,0.019943714141845703,1,0.019998788833618164,0.02006436586380005,0.019998669624328613,0.011151671409606934,1.389533281326294e-06,0.0
C0A-v2-A1-SCREENING-A1-OC083-OO117-C0A-S-VU-2-POS-Z-2-D125-S41003,A1-OC083-OO117,C0A-S-VU-2,POS_Z_2,41003,0.83,1.17,0,ZERO_CROSSINGS,SUCCESS,1,10,6,10,10,1,0.017804518727067363,0.0024900903479812297,0.0038318348960414334,0.017208061439071585,1,0.007361125433817506,0.014616429340094328,0.07267451286315918,0.07267451286315918,1,0.36375698258672085,1,0.04026913721373862,1,0.07043334459173022,1,0.0033637795131653547,1,12.273813034418207,15.0,0,0.0,1,0,0.5253809352503256,1,1,1,0,143,0,0.0,0.01996755599975586,1,0.020000696182250977,0.02004777193069458,0.020000457763671875,0.010703086853027344,1.9790604710578918e-07,0.0
C0A-v2-A1-SCREENING-A1-OC083-OO133-C0A-S-DIAG-1-POS-X2-Y2-Z1-D125-S41001,A1-OC083-OO133,C0A-S-DIAG-1,POS_X2_Y2_Z1,41001,0.83,1.33,0,ZERO_CROSSINGS,SUCCESS,1,8,4,21,21,1,0.03813920143939109,0.024627777754671235,0.02834149169293178,0.0066956028795359945,1,0.09422564506530762,0.11368072032928467,0.03138279914855957,0.11368072032928467,1,0.21559406336658551,1,0.094218841719517,1,0.15807611575062305,1,0.008739340119063854,1,10.842500638242681,15.0,0,0.0,1,0,11.007914805409708,1,1,1,0,163,0,0.0,0.019997358322143555,1,0.019999265670776367,0.020089447498321533,0.019998788833618164,0.010072708129882812,8.344650268554688e-07,0.0013386880856760374
C0A-v2-A1-SCREENING-A1-OC083-OO133-C0A-S-DIAG-1-POS-X2-Y2-Z1-D125-S41002,A1-OC083-OO133,C0A-S-DIAG-1,POS_X2_Y2_Z1,41002,0.83,1.33,0,ZERO_CROSSINGS,SUCCESS,1,5,4,22,22,1,0.0377375727914149,0.02474903432316487,0.027715928545036135,0.0065906756212543716,1,0.09567701816558838,0.1084437370300293,0.029052257537841797,0.1084437370300293,1,0.21736824540058103,1,0.09095886430034421,1,0.15089115968592987,1,0.012510277330875397,1,14.339392091098686,15.0,0,0.0,1,0,11.285752447217702,1,1,1,0,163,0,0.0,0.020038843154907227,1,0.01999974250793457,0.0200417160987854,0.019998669624328613,0.010573387145996094,3.337860107421875e-06,0.0
C0A-v2-A1-SCREENING-A1-OC083-OO133-C0A-S-DIAG-1-POS-X2-Y2-Z1-D125-S41003,A1-OC083-OO133,C0A-S-DIAG-1,POS_X2_Y2_Z1,41003,0.83,1.33,0,ZERO_CROSSINGS,SUCCESS,1,4,5,24,24,1,0.04849553039189106,0.02965583008825842,0.037874387762627866,0.006154588643709717,1,0.11761128902435303,0.15464115142822266,0.03067493438720703,0.15464115142822266,1,0.23769065641972484,1,0.09455791021478363,1,0.15809391306334392,1,0.011287515982985497,1,10.39585955426391,15.0,0,0.0,1,0,11.49297129311958,1,1,1,0,163,0,0.0,0.020020723342895508,1,0.019999980926513672,0.02004317045211792,0.02000117301940918,0.009571075439453125,2.1457672119140625e-06,0.0
