trial_id,candidate_id,scenario_id,signed_displacement_id,seed,omega_c_multiplier,omega_o_multiplier,formal_hard_pass,hard_failures,termination_reason,metric_extraction_success,zero_crossings_x,zero_crossings_y,zero_crossings_z,zero_crossings_max,zero_crossings_fail,post_rms_m,post_rms_x_m,post_rms_y_m,post_rms_z_m,post_rms_pass,post_p2p_x_m,post_p2p_y_m,post_p2p_z_m,post_p2p_max_m,post_p2p_pass,last_first_ratio,last_first_pass,tracking_rmse_m,tracking_rmse_pass,maximum_tracking_error_m,maximum_tracking_error_pass,final_error_m,final_error_pass,command_jerk_p99_5_mps3,command_jerk_threshold_mps3,command_jerk_fail,acceleration_saturation_ratio,mission_success,growing_oscillation_fail,roll_pitch_peak_deg,zero_crossings_cross_metric_only,zero_crossings_formal_only,counterfactual_pass_excluding_zero_crossings,other_hard_failure_excluding_zc_jerk,jerk_sample_count,jerk_samples_above_threshold,jerk_fraction_above_threshold,jerk_peak_dt_s,jerk_p99_5_equals_max,debug_dt_median_s,debug_dt_p95_s,debug_header_dt_median_s,odometry_dt_median_s,terminal_position_step_min_nonzero_m,terminal_position_repeat_fraction
C0A-v2-A1-SCREENING-A1-OC067-OO067-C0A-S-VU-2-POS-Z-2-D125-S41002,A1-OC067-OO067,C0A-S-VU-2,POS_Z_2,41002,0.67,0.67,0,ZERO_CROSSINGS,SUCCESS,1,4,7,8,8,1,0.03932715371589318,0.005768449831915752,0.003543227091133306,0.03874010257744322,1,0.01707237958908081,0.012901326175779104,0.1744375228881836,0.1744375228881836,1,0.4259121870681655,1,0.07872306883138164,1,0.15352944755528639,1,0.011974803172051907,1,4.7032705815497815,15.0,0,0.0,1,0,0.253996597114002,1,1,1,0,143,0,0.0,0.01999688148498535,1,0.019999980926513672,0.02005743980407715,0.019998908042907715,0.011227965354919434,1.1669471859931946e-06,0.0
C0A-v2-A1-SCREENING-A1-OC067-OO067-C0A-S-VU-2-POS-Z-2-D125-S41003,A1-OC067-OO067,C0A-S-VU-2,POS_Z_2,41003,0.67,0.67,0,ZERO_CROSSINGS,SUCCESS,1,3,6,8,8,1,0.03849169220814388,0.0057329945084176595,0.004043209204559566,0.037847002554245994,1,0.018480169121176004,0.01682298071682453,0.17341828346252441,0.17341828346252441,1,0.43885709490098634,1,0.08003515778127761,1,0.14919230340001008,1,0.006766091100871563,1,5.756973958597913,15.0,0,0.0,1,0,0.31294277742275683,1,1,1,0,143,0,0.0,0.01993703842163086,1,0.019998788833618164,0.020056986808776857,0.019999027252197266,0.01095438003540039,4.0512531995773315e-07,0.0
C0A-v2-A1-SCREENING-A1-OC067-OO083-C0A-S-DIAG-1-POS-X2-Y2-Z1-D125-S41001,A1-OC067-OO083,C0A-S-DIAG-1,POS_X2_Y2_Z1,41001,0.67,0.83,0,ZERO_CROSSINGS,SUCCESS,1,3,3,20,20,1,0.06263762542380172,0.040310891029664286,0.04691901484089586,0.009854452267214856,1,0.17331969738006592,0.19656455516815186,0.044827938079833984,0.19656455516815186,1,0.5633181197682124,1,0.14411122182364494,1,0.22859068089439802,1,0.018548060208559036,1,6.9396956249121695,15.0,0,0.0,1,0,8.983301857820782,1,1,1,0,163,0,0.0,0.019983530044555664,1,0.019997477531433105,0.020064795017242433,0.019998908042907715,0.011422276496887207,2.384185791015625e-06,0.0
C0A-v2-A1-SCREENING-A1-OC067-OO083-C0A-S-DIAG-1-POS-X2-Y2-Z1-D125-S41002,A1-OC067-OO083,C0A-S-DIAG-1,POS_X2_Y2_Z1,41002,0.67,0.83,0,ZERO_CROSSINGS,SUCCESS,1,3,3,21,21,1,0.06099241581195375,0.04448137113671673,0.040461533132328524,0.010215025450649201,1,0.18275821208953857,0.1776421070098877,0.05626797676086426,0.18275821208953857,1,0.426819471040962,1,0.14445119372341056,1,0.22355826990293687,1,0.009444949217140675,1,7.817038980876123,15.0,0,0.0,1,0,9.319606617811857,1,1,1,0,163,0,0.0,0.01998448371887207,1,0.01999986171722412,0.020041942596435547,0.01999950408935547,0.010698080062866211,1.1920928955078125e-07,0.0
C0A-v2-A1-SCREENING-A1-OC067-OO083-C0A-S-DIAG-1-POS-X2-Y2-Z1-D125-S41003,A1-OC067-OO083,C0A-S-DIAG-1,POS_X2_Y2_Z1,41003,0.67,0.83,0,ZERO_CROSSINGS,SUCCESS,1,3,3,19,19,1,0.06263753757142186,0.03743231829568589,0.04922722402988848,0.009948018613418172,1,0.15828359127044678,0.21088051795959473,0.04987931251525879,0.21088051795959473,1,0.44318236202941136,1,0.143202937634654,1,0.22350904445803793,1,0.012659701518714428,1,8.35072841340594,15.0,0,0.0,1,0,9.347381120575228,1,1,1,0,163,0,0.0,0.019980907440185547,1,0.020001530647277832,0.02004983425140381,0.020000934600830078,0.008656024932861328,1.6689300537109375e-06,0.0
C0A-v2-A1-SCREENING-A1-OC067-OO083-C0A-S-HX-3-NEG-X-3-D125-S41001,A1-OC067-OO083,C0A-S-HX-3,NEG_X_3,41001,0.67,0.83,0,ZERO_CROSSINGS,SUCCESS,1,3,3,26,26,1,0.06975950564194676,0.06918898828715711,0.006270074698934409,0.006321288672273671,1,0.24713683128356934,0.02188447955995798,0.020974159240722656,0.24713683128356934,1,0.6148475292950453,1,0.16891333973678782,1,0.2757981892274737,1,0.016423411667346954,1,7.1819425758031645,15.0,0,0.0,1,0,14.294985594034298,1,1,1,0,163,0,0.0,0.02000260353088379,1,0.020000457763671875,0.020031750202178955,0.01999974250793457,0.011088132858276367,9.5367431640625e-07,0.0
C0A-v2-A1-SCREENING-A1-OC067-OO083-C0A-S-HX-3-NEG-X-3-D125-S41002,A1-OC067-OO083,C0A-S-HX-3,NEG_X_3,41002,0.67,0.83,0,ZERO_CROSSINGS,SUCCESS,1,3,4,22,22,1,0.07399956967357416,0.07343826027981477,0.006604166039004534,0.006256455056786977,1,0.2512054443359375,0.02207367680966854,0.021772146224975586,0.2512054443359375,1,0.6908410421879383,1,0.17197319754356613,1,0.2883916459053314,1,0.02226235158741474,1,8.083455703350523,15.0,0,0.0,1,0,13.784668174207916,1,1,1,0,163,0,0.0,0.01998615264892578,1,0.019998550415039062,0.020051801204681398,0.019998550415039062,0.011219263076782227,3.902241587638855e-07,0.0
C0A-v2-A1-SCREENING-A1-OC067-OO083-C0A-S-HX-3-NEG-X-3-D125-S41003,A1-OC067-OO083,C0A-S-HX-3,NEG_X_3,41003,0.67,0.83,0,ZERO_CROSSINGS,SUCCESS,1,3,4,22,22,1,0.07317076092125897,0.07241662439114971,0.008418880196987352,0.006238206618568769,1,0.25832104682922363,0.028856482356786728,0.019458293914794922,0.25832104682922363,1,0.5988906367533414,1,0.16005382569841675,1,0.25933211662711125,1,0.02580220438539982,1,8.12685150554331,15.0,0,0.0,1,0,14.12097139910528,1,1,1,0,163,0,0.0,0.01997995376586914,1,0.019998788833618164,0.020059072971343996,0.01999950408935547,0.011276960372924805,2.384185791015625e-07,0.0
C0A-v2-A1-SCREENING-A1-OC067-OO083-C0A-S-HX-3-POS-X-3-D125-S41001,A1-OC067-OO083,C0A-S-HX-3,POS_X_3,41001,0.67,0.83,0,ZERO_CROSSINGS,SUCCESS,1,3,3,23,23,1,0.07008221009019222,0.06952007423545303,0.006085426256278739,0.006437626635828832,1,0.2636425495147705,0.02235439047217369,0.028275012969970703,0.2636425495147705,1,0.6613286054000469,1,0.17231980789406962,1,0.28067044158421695,1,0.022110795602202415,1,6.416677579997617,15.0,0,0.0,1,0,14.17124945410829,1,1,1,0,163,0,0.0,0.019983291625976562,1,0.019999980926513672,0.02003769874572754,0.020000219345092773,0.010437607765197754,1.1920928955078125e-06,0.0
C0A-v2-A1-SCREENING-A1-OC067-OO083-C0A-S-HX-3-POS-X-3-D125-S41002,A1-OC067-OO083,C0A-S-HX-3,POS_X_3,41002,0.67,0.83,0,ZERO_CROSSINGS,SUCCESS,1,3,3,23,23,1,0.06828887330660409,0.0677108474582892,0.006371394273026449,0.006165767509674829,1,0.25330567359924316,0.021467688493430614,0.022709369659423828,0.25330567359924316,1,0.6699424759856046,1,0.1541754065580915,1,0.25702421197920544,1,0.010702508501708508,1,8.230218572673804,15.0,0,0.0,1,0,13.77405571426762,1,1,1,0,163,0,0.0,0.020039081573486328,1,0.019999980926513672,0.0200469970703125,0.019999027252197266,0.0112229585647583,9.5367431640625e-07,0.0
C0A-v2-A1-SCREENING-A1-OC067-OO083-C0A-S-HX-3-POS-X-3-D125-S41003,A1-OC067-OO083,C0A-S-HX-3,POS_X_3,41003,0.67,0.83,0,ZERO_CROSSINGS,SUCCESS,1,3,7,24,24,1,0.06828271921174418,0.06783548177683386,0.004565624017432548,0.006327103001072566,1,0.2567605972290039,0.018729282543063164,0.027706503868103027,0.2567605972290039,1,0.6600204209923628,1,0.16933330185445278,1,0.2768358359261069,1,0.01867670565843582,1,6.7290792165801365,15.0,0,0.0,1,0,14.019850491731283,1,1,1,0,163,0,0.0,0.020019054412841797,1,0.02000105381011963,0.020048391819000245,0.020000696182250977,0.010624170303344727,5.664769560098648e-07,0.0
C0A-v2-A1-SCREENING-A1-OC067-OO083-C0A-S-VU-2-POS-Z-2-D125-S41001,A1-OC067-OO083,C0A-S-VU-2,POS_Z_2,41001,0.67,0.83,0,ZERO_CROSSINGS,SUCCESS,1,5,7,4,7,1,0.03008689632230355,0.0046188741634470825,0.003815175098465001,0.02948443268471239,1,0.01695263758301735,0.014365391805768013,0.13339591026306152,0.13339591026306152,1,0.4287062215501838,1,0.06386398820495111,1,0.12174105215868013,1,0.01235102117061615,1,5.378341157221391,15.0,0,0.0,1,0,0.4589687695772242,1,1,1,0,143,0,0.0,0.020035505294799805,1,0.019999384880065918,0.02005840539932251,0.020000100135803223,0.008080482482910156,1.938256900757551e-06,0.0013386880856760374
C0A-v2-A1-SCREENING-A1-OC067-OO083-C0A-S-VU-2-POS-Z-2-D125-S41002,A1-OC067-OO083,C0A-S-VU-2,POS_Z_2,41002,0.67,0.83,0,ZERO_CROSSINGS,SUCCESS,1,4,8,6,8,1,0.030299856617123894,0.004382840364443305,0.0031699880579618735,0.029813137994354956,1,0.016094055958092213,0.011313405819237232,0.14425182342529297,0.14425182342529297,1,0.4316244110965386,1,0.06542378859737549,1,0.12740606036894148,1,0.013963129371404648,1,8.279611042519024,15.0,0,0.0,1,0,0.3500284916620222,1,1,1,0,143,0,0.0,0.019988536834716797,1,0.01999974250793457,0.02003718614578247,0.01999950408935547,0.008271098136901855,1.6082776710391045e-07,0.0
C0A-v2-A1-SCREENING-A1-OC067-OO083-C0A-S-VU-2-POS-Z-2-D125-S41003,A1-OC067-OO083,C0A-S-VU-2,POS_Z_2,41003,0.67,0.83,1,,SUCCESS,1,1,2,6,6,0,0.02979569057343955,0.004464882863587003,0.004530266737599173,0.029108841973682215,1,0.01266184076666832,0.015549267176538706,0.13628315925598145,0.13628315925598145,1,0.46584383301852256,1,0.0658794143226491,1,0.12339932497821952,1,0.00954833161085844,1,8.081427743844138,15.0,0,0.0,1,0,0.42629300628683586,0,0,1,0,143,0,0.0,0.020008563995361328,1,0.019999265670776367,0.020037198066711427,0.019999265670776367,0.01147317886352539,3.9068982005119324e-07,0.0
C0A-v2-A1-SCREENING-A1-OC067-OO100-C0A-S-DIAG-1-POS-X2-Y2-Z1-D125-S41001,A1-OC067-OO100,C0A-S-DIAG-1,POS_X2_Y2_Z1,41001,0.67,1.0,0,ZERO_CROSSINGS,SUCCESS,1,3,2,20,20,1,0.05220332668317193,0.03715208471274503,0.03567461600518671,0.008498922941729933,1,0.15723812580108643,0.14333736896514893,0.0464167594909668,0.15723812580108643,1,0.29321155886278655,1,0.12753645265530303,1,0.19884329920723312,1,0.01561633963137865,1,9.161802116375615,15.0,0,0.0,1,0,9.72492422690844,1,1,1,0,163,0,0.0,0.020025968551635742,1,0.019999265670776367,0.020042073726654053,0.01999974250793457,0.011429429054260254,2.86102294921875e-06,0.0
C0A-v2-A1-SCREENING-A1-OC067-OO100-C0A-S-DIAG-1-POS-X2-Y2-Z1-D125-S41002,A1-OC067-OO100,C0A-S-DIAG-1,POS_X2_Y2_Z1,41002,0.67,1.0,0,ZERO_CROSSINGS,SUCCESS,1,3,5,22,22,1,0.05095604511838071,0.032924300926524146,0.03804039854141688,0.008089315262511464,1,0.12414050102233887,0.1452486515045166,0.0467836856842041,0.1452486515045166,1,0.3511234101437163,1,0.1193844958532951,1,0.18489217527664312,1,0.011830097064375877,1,9.127769401410568,15.0,0,0.0,1,0,9.54051832151392,1,1,1,0,163,0,0.0,0.019990921020507812,1,0.01999819278717041,0.02007061243057251,0.01999974250793457,0.011271476745605469,1.6689300537109375e-06,0.0
C0A-v2-A1-SCREENING-A1-OC067-OO100-C0A-S-DIAG-1-POS-X2-Y2-Z1-D125-S41003,A1-OC067-OO100,C0A-S-DIAG-1,POS_X2_Y2_Z1,41003,0.67,1.0,0,ZERO_CROSSINGS,SUCCESS,1,3,4,18,18,1,0.052007046033992706,0.034301515793610585,0.03821477877375672,0.008232225380500285,1,0.13233709335327148,0.1598522663116455,0.04231858253479004,0.1598522663116455,1,0.3597869452420662,1,0.11763074278478536,1,0.17880299610595357,1,0.01759740710258484,1,7.103321630546402,15.0,0,0.0,1,0,9.662535035931556,1,1,1,0,163,0,0.0,0.019971609115600586,1,0.02000129222869873,0.020074951648712158,0.020001530647277832,0.010779857635498047,3.814697265625e-06,0.0
C0A-v2-A1-SCREENING-A1-OC067-OO100-C0A-S-HX-3-NEG-X-3-D125-S41001,A1-OC067-OO100,C0A-S-HX-3,NEG_X_3,41001,0.67,1.0,0,ZERO_CROSSINGS,SUCCESS,1,3,3,23,23,1,0.06083145455186026,0.06035720608182111,0.005526904647929162,0.0051891099337279985,1,0.23541259765625,0.02136967610567808,0.01704251766204834,0.23541259765625,1,0.4060040520141228,1,0.15062782387246698,1,0.24408929121264575,1,0.01641969196498394,1,9.382191009927102,15.0,0,0.0,1,0,14.63682457017892,1,1,1,0,163,0,0.0,0.019977807998657227,1,0.019998908042907715,0.02005678415298462,0.019999980926513672,0.011489152908325195,3.3993273973464966e-07,0.0
C0A-v2-A1-SCREENING-A1-OC067-OO100-C0A-S-HX-3-NEG-X-3-D125-S41002,A1-OC067-OO100,C0A-S-HX-3,NEG_X_3,41002,0.67,1.0,0,ZERO_CROSSINGS,SUCCESS,1,3,3,25,25,1,0.05667847004396365,0.05624250010155889,0.004295033665933217,0.005548228064809071,1,0.22043538093566895,0.01574044395238161,0.021167993545532227,0.22043538093566895,1,0.478088893247333,1,0.14471636276780517,1,0.23487399046399265,1,0.011786689050495625,1,8.086293896903834,15.0,0,0.0,1,0,14.520789794366689,1,1,1,0,163,0,0.0,0.020008325576782227,1,0.01999843120574951,0.020046257972717287,0.019998788833618164,0.01004171371459961,1.058913767337799e-06,0.0
C0A-v2-A1-SCREENING-A1-OC067-OO100-C0A-S-HX-3-NEG-X-3-D125-S41003,A1-OC067-OO100,C0A-S-HX-3,NEG_X_3,41003,0.67,1.0,0,ZERO_CROSSINGS,SUCCESS,1,3,6,24,24,1,0.05919538941755974,0.058878466710017556,0.0032759752930356196,0.005166069303960252,1,0.22651100158691406,0.01352468691766262,0.017998337745666504,0.22651100158691406,1,0.4086277829398865,1,0.1488294394978627,1,0.24022331783056758,1,0.014946648851037025,1,8.761371779802008,15.0,0,0.0,1,0,14.955999719152292,1,1,1,0,163,0,0.0,0.019986629486083984,1,0.01999986171722412,0.020048201084136963,0.019999980926513672,0.009230613708496094,4.76837158203125e-07,0.0
C0A-v2-A1-SCREENING-A1-OC067-OO100-C0A-S-HX-3-POS-X-3-D125-S41001,A1-OC067-OO100,C0A-S-HX-3,POS_X_3,41001,0.67,1.0,0,ZERO_CROSSINGS,SUCCESS,1,3,5,25,25,1,0.05847038347238799,0.05815264815652661,0.0033610036500011675,0.005075323660221272,1,0.2149794101715088,0.01229248009622097,0.016998648643493652,0.2149794101715088,1,0.39568211576224294,1,0.1435006034143249,1,0.23735779651411926,1,0.022372961044311523,1,7.04054657055067,15.0,0,0.0,1,0,14.888329927354553,1,1,1,0,163,0,0.0,0.02003765106201172,1,0.019999146461486816,0.020046281814575195,0.019998788833618164,0.010626792907714844,1.103617250919342e-07,0.0
C0A-v2-A1-SCREENING-A1-OC067-OO100-C0A-S-HX-3-POS-X-3-D125-S41002,A1-OC067-OO100,C0A-S-HX-3,POS_X_3,41002,0.67,1.0,0,ZERO_CROSSINGS,SUCCESS,1,3,6,25,25,1,0.056789061396562576,0.056450356180435146,0.004142889111316553,0.004603395618008085,1,0.19855737686157227,0.017748167272657156,0.016112208366394043,0.19855737686157227,1,0.4798775160459128,1,0.1350484235952091,1,0.23539459648444414,1,0.010859386995434761,1,8.032247843922326,15.0,0,0.0,1,0,14.219327439171987,1,1,1,0,163,0,0.0,0.019989013671875,1,0.019999384880065918,0.02005636692047119,0.020000696182250977,0.009844779968261719,3.5669654607772827e-07,0.0
C0A-v2-A1-SCREENING-A1-OC067-OO100-C0A-S-HX-3-POS-X-3-D125-S41003,A1-OC067-OO100,C0A-S-HX-3,POS_X_3,41003,0.67,1.0,0,ZERO_CROSSINGS,SUCCESS,1,3,3,25,25,1,0.060855036553225675,0.06010841443093914,0.008216922111480039,0.004774534480634728,1,0.21757173538208008,0.02948807878419757,0.01594364643096924,0.21757173538208008,1,0.3585403404170359,1,0.14121432567967188,1,0.2284791646845593,1,0.01631668210029602,1,8.789320855232194,15.0,0,0.0,1,0,14.112215361751822,1,1,1,0,163,0,0.0,0.01999497413635254,1,0.01999974250793457,0.020036745071411132,0.019998788833618164,0.011016845703125,9.5367431640625e-07,0.0
C0A-v2-A1-SCREENING-A1-OC067-OO100-C0A-S-VU-2-POS-Z-2-D125-S41001,A1-OC067-OO100,C0A-S-VU-2,POS_Z_2,41001,0.67,1.0,0,ZERO_CROSSINGS,SUCCESS,1,2,7,8,8,1,0.025405591284522203,0.006524931832929511,0.003731940722340033,0.024268126246926307,1,0.02446915954351425,0.014035843778401613,0.10947299003601074,0.10947299003601074,1,0.4780712732937455,1,0.050823526176662207,1,0.09960489811879322,1,0.007864713668823242,1,8.718992966011191,15.0,0,0.0,1,0,0.4114153122742833,1,1,1,0,143,0,0.0,0.020012855529785156,1,0.019999265670776367,0.020043182373046874,0.01999974250793457,0.011474847793579102,2.3795291781425476e-06,0.0
C0A-v2-A1-SCREENING-A1-OC067-OO100-C0A-S-VU-2-POS-Z-2-D125-S41002,A1-OC067-OO100,C0A-S-VU-2,POS_Z_2,41002,0.67,1.0,0,ZERO_CROSSINGS,SUCCESS,1,8,7,10,10,1,0.024562076423205813,0.003395550496887564,0.0048369309181924384,0.023840510362303984,1,0.013414346147328615,0.01699226815253496,0.11489343643188477,0.11489343643188477,1,0.42210254466429425,1,0.051202142865169296,1,0.09625447468574357,1,0.005422583781182766,1,7.195116367972795,15.0,0,0.0,1,0,0.5073900546230159,1,1,1,0,143,0,0.0,0.019950389862060547,1,0.01999986171722412,0.020051050186157226,0.020000576972961426,0.010852813720703125,7.566995918750763e-07,0.0
