trial_id,candidate_id,scenario_id,seed,axis,event_index,zero_crossings_cross_metric_only,left_index,right_index,time_s,bracket_dt_s,target_relative_interpolated_abs_m,target_relative_bracket_near_abs_m,target_relative_bracket_max_abs_m,centered_bracket_near_abs_m,centered_bracket_max_abs_m
C0A-v2-A1-SCREENING-A1-OC067-OO133-C0A-S-HX-3-NEG-X-3-D125-S41003,A1-OC067-OO133,C0A-S-HX-3,41003,z,14,1,132,133,2.6589663762847344,0.020026445388793945,0.0019312887191772462,0.0015305280685424805,0.003130793571472168,0.0004007606506347657,0.0011995048522949218
C0A-v2-A1-SCREENING-A1-OC067-OO133-C0A-S-HX-3-NEG-X-3-D125-S41003,A1-OC067-OO133,C0A-S-HX-3,41003,z,15,1,143,144,2.868231241707803,0.02001810073852539,0.0019312887191772462,0.0016400814056396484,0.002998828887939453,0.0002912073135375977,0.001067540168762207
C0A-v2-A1-SCREENING-A1-OC067-OO133-C0A-S-HX-3-NEG-X-3-D125-S41003,A1-OC067-OO133,C0A-S-HX-3,41003,z,16,1,153,154,3.069417346494311,0.020007848739624023,0.0019312887191772462,0.0011718273162841797,0.0022171735763549805,0.0002858848571777343,0.0007594614028930665
C0A-v2-A1-SCREENING-A1-OC067-OO133-C0A-S-HX-3-NEG-X-3-D125-S41003,A1-OC067-OO133,C0A-S-HX-3,41003,z,17,1,164,165,3.2843606267360594,0.020009517669677734,0.0019312887191772462,0.0018887519836425781,0.0040329694747924805,4.253673553466803e-05,0.0021016807556152343
C0A-v2-A1-SCREENING-A1-OC067-OO133-C0A-S-HX-3-NEG-X-3-D125-S41003,A1-OC067-OO133,C0A-S-HX-3,41003,z,18,1,172,173,3.445863773239347,0.0200040340423584,0.0019312887191772462,0.0004439353942871094,0.0020905733108520508,0.00015928459167480463,0.0014873533248901368
C0A-v2-A1-SCREENING-A1-OC067-OO133-C0A-S-HX-3-NEG-X-3-D125-S41003,A1-OC067-OO133,C0A-S-HX-3,41003,z,19,1,184,185,3.6855795805253213,0.02000141143798828,0.0019312887191772462,0.0017392635345458984,0.004088878631591797,0.00019202518463134772,0.0021575899124145507
C0A-v2-A1-SCREENING-A1-OC067-OO133-C0A-S-HX-3-NEG-X-3-D125-S41003,A1-OC067-OO133,C0A-S-HX-3,41003,z,20,1,191,192,3.825497408250899,0.02002882957458496,0.0019312887191772462,0.0005977153778076172,0.002044677734375,0.00011338901519775384,0.001333573341369629
C0A-v2-A1-SCREENING-A1-OC067-OO133-C0A-S-HX-3-NEG-X-3-D125-S41003,A1-OC067-OO133,C0A-S-HX-3,41003,z,21,1,205,206,4.110925065084763,0.02000594139099121,0.0019312887191772462,0.001235365867614746,0.003229856491088867,0.0006959228515625001,0.001298567771911621
C0A-v2-A1-SCREENING-A1-OC067-OO133-C0A-S-HX-3-NEG-X-3-D125-S41003,A1-OC067-OO133,C0A-S-HX-3,41003,z,22,1,211,212,4.2317490324680085,0.01988077163696289,0.0019312887191772462,0.0013445615768432617,0.0023016929626464844,0.0003704042434692382,0.0005867271423339844
C0A-v2-A1-SCREENING-A1-OC067-OO133-C0A-S-HX-3-NEG-X-3-D125-S41003,A1-OC067-OO133,C0A-S-HX-3,41003,z,23,1,224,225,4.485701569359797,0.02001476287841797,0.0019312887191772462,0.0017256736755371094,0.004047870635986328,0.00020561504364013678,0.002116581916809082
C0A-v2-A1-SCREENING-A1-OC067-OO133-C0A-S-HX-3-NEG-X-3-D125-S41003,A1-OC067-OO133,C0A-S-HX-3,41003,z,24,1,232,233,4.651361193449699,0.02000594139099121,0.0019312887191772462,0.0009180307388305664,0.0025315284729003906,0.0006002397537231445,0.0010132579803466797
C0A-v2-A1-SCREENING-A1-OC067-OO133-C0A-S-HX-3-NEG-X-3-D125-S41003,A1-OC067-OO133,C0A-S-HX-3,41003,z,25,1,243,244,4.883653700713436,0.02001023292541504,0.0019312887191772462,0.0005756616592407227,0.001950383186340332,1.9094467163085875e-05,0.0013556270599365235
C0A-v2-A1-SCREENING-A1-OC067-OO133-C0A-S-HX-3-POS-X-3-D125-S41001,A1-OC067-OO133,C0A-S-HX-3,41001,x,1,1,6,7,0.13375693629388063,0.02000904083251953,0.016189276695251466,0.013609886169433594,0.01858973503112793,0.002400458335876463,0.0025793905258178727
C0A-v2-A1-SCREENING-A1-OC067-OO133-C0A-S-HX-3-POS-X-3-D125-S41001,A1-OC067-OO133,C0A-S-HX-3,41001,x,2,1,66,67,1.3418838141516558,0.020013809204101562,0.016189276695251466,0.01333761215209961,0.01654505729675293,0.0003557806015014632,0.002851664543151857
C0A-v2-A1-SCREENING-A1-OC067-OO133-C0A-S-HX-3-POS-X-3-D125-S41001,A1-OC067-OO133,C0A-S-HX-3,41001,x,3,1,163,164,3.26785739104545,0.019983768463134766,0.016189276695251466,0.01580500602722168,0.016278743743896484,8.94670486450179e-05,0.0003842706680297868
C0A-v2-A1-SCREENING-A1-OC067-OO133-C0A-S-HX-3-POS-X-3-D125-S41001,A1-OC067-OO133,C0A-S-HX-3,41001,x,4,1,188,189,3.7643120429293564,0.019991159439086914,0.016189276695251466,0.01618361473083496,0.016669511795043945,5.661964416505544e-06,0.00048023509979247883
C0A-v2-A1-SCREENING-A1-OC067-OO133-C0A-S-HX-3-POS-X-3-D125-S41001,A1-OC067-OO133,C0A-S-HX-3,41001,x,5,1,221,222,4.436929792559566,0.020000696182250977,0.016189276695251466,0.01594829559326172,0.01661992073059082,0.00024098110198974773,0.00043064403533935383
C0A-v2-A1-SCREENING-A1-OC067-OO133-C0A-S-HX-3-POS-X-3-D125-S41001,A1-OC067-OO133,C0A-S-HX-3,41001,y,1,1,17,18,0.35808527972540327,0.019960880279541016,0.0015398377505189275,0.0011881575919687748,0.0023572652135044336,0.00035168015855015266,0.0008174274629855062
C0A-v2-A1-SCREENING-A1-OC067-OO133-C0A-S-HX-3-POS-X-3-D125-S41001,A1-OC067-OO133,C0A-S-HX-3,41001,y,2,1,67,68,1.3622149999993207,0.019977331161499023,0.0015398377505189275,0.0009870921494439244,0.0015967916697263718,5.6953919207444314e-05,0.000552745601075003
C0A-v2-A1-SCREENING-A1-OC067-OO133-C0A-S-HX-3-POS-X-3-D125-S41001,A1-OC067-OO133,C0A-S-HX-3,41001,y,3,1,109,110,2.2038286945009364,0.02003931999206543,0.0015398377505189275,0.0015331479953601956,0.0019889927934855223,6.6897551587318145e-06,0.0004491550429665948
C0A-v2-A1-SCREENING-A1-OC067-OO133-C0A-S-HX-3-POS-X-3-D125-S41001,A1-OC067-OO133,C0A-S-HX-3,41001,y,4,1,136,137,2.73331080755721,0.0199737548828125,0.0015398377505189275,0.0013959049247205257,0.0017082634149119258,0.0001439328257984017,0.00016842566439299834
C0A-v2-A1-SCREENING-A1-OC067-OO133-C0A-S-HX-3-POS-X-3-D125-S41001,A1-OC067-OO133,C0A-S-HX-3,41001,y,5,1,188,189,3.782178176445927,0.019991159439086914,0.0015398377505189275,0.0015123209450393915,0.0018030558712780476,2.7516805479535934e-05,0.0002632181207591201
C0A-v2-A1-SCREENING-A1-OC067-OO133-C0A-S-HX-3-POS-X-3-D125-S41001,A1-OC067-OO133,C0A-S-HX-3,41001,y,6,1,225,226,4.513308022370376,0.01997828483581543,0.0015398377505189275,0.0013604029081761837,0.0017516643274575472,0.00017943484234274375,0.00021182657693861974
C0A-v2-A1-SCREENING-A1-OC067-OO133-C0A-S-HX-3-POS-X-3-D125-S41001,A1-OC067-OO133,C0A-S-HX-3,41001,y,7,1,227,228,4.561603054628346,0.020014524459838867,0.0015398377505189275,0.001505328924395144,0.0017779009649530053,3.4508826123783466e-05,0.00023806321443407786
C0A-v2-A1-SCREENING-A1-OC067-OO133-C0A-S-HX-3-POS-X-3-D125-S41001,A1-OC067-OO133,C0A-S-HX-3,41001,z,1,1,3,4,0.06507046696305019,0.01999497413635254,0.0018434686660766602,0.0017300844192504883,0.004061102867126465,0.00011338424682617193,0.002217634201049805
C0A-v2-A1-SCREENING-A1-OC067-OO133-C0A-S-HX-3-POS-X-3-D125-S41001,A1-OC067-OO133,C0A-S-HX-3,41001,z,2,1,13,14,0.26441854917296675,0.020039081573486328,0.0018434686660766602,0.0006999969482421875,0.0018627643585205078,1.9295692443847606e-05,0.0011434717178344727
C0A-v2-A1-SCREENING-A1-OC067-OO133-C0A-S-HX-3-POS-X-3-D125-S41001,A1-OC067-OO133,C0A-S-HX-3,41001,z,3,1,22,23,0.45008841491447554,0.019972801208496094,0.0018434686660766602,0.0015223026275634766,0.0025992393493652344,0.00032116603851318364,0.0007557706832885742
C0A-v2-A1-SCREENING-A1-OC067-OO133-C0A-S-HX-3-POS-X-3-D125-S41001,A1-OC067-OO133,C0A-S-HX-3,41001,z,4,1,31,32,0.6415020846145275,0.01999807357788086,0.0018434686660766602,0.0016717910766601562,0.002998948097229004,0.00017167758941650396,0.0011554794311523437
C0A-v2-A1-SCREENING-A1-OC067-OO133-C0A-S-HX-3-POS-X-3-D125-S41001,A1-OC067-OO133,C0A-S-HX-3,41001,z,5,1,41,42,0.836693218515036,0.020035266876220703,0.0018434686660766602,0.0007699728012084961,0.002474665641784668,0.0006311969757080078,0.0010734958648681641
C0A-v2-A1-SCREENING-A1-OC067-OO133-C0A-S-HX-3-POS-X-3-D125-S41001,A1-OC067-OO133,C0A-S-HX-3,41001,z,6,1,54,55,1.0980919940444709,0.019864320755004883,0.0018434686660766602,0.0016385316848754883,0.0023137331008911133,0.00020493698120117193,0.0004702644348144531
C0A-v2-A1-SCREENING-A1-OC067-OO133-C0A-S-HX-3-POS-X-3-D125-S41001,A1-OC067-OO133,C0A-S-HX-3,41001,z,7,1,60,61,1.213305885113627,0.020004987716674805,0.0018434686660766602,0.001496434211730957,0.0022486448287963867,0.0003470344543457032,0.0004051761627197265
C0A-v2-A1-SCREENING-A1-OC067-OO133-C0A-S-HX-3-POS-X-3-D125-S41001,A1-OC067-OO133,C0A-S-HX-3,41001,z,8,1,73,74,1.4804754786181546,0.01999211311340332,0.0018434686660766602,0.0016192197799682617,0.0028630495071411133,0.0002242488861083985,0.001019580841064453
C0A-v2-A1-SCREENING-A1-OC067-OO133-C0A-S-HX-3-POS-X-3-D125-S41001,A1-OC067-OO133,C0A-S-HX-3,41001,z,9,1,81,82,1.6280693334626795,0.019995927810668945,0.0018434686660766602,0.0015441179275512695,0.0030574798583984375,0.0002993507385253907,0.0012140111923217773
C0A-v2-A1-SCREENING-A1-OC067-OO133-C0A-S-HX-3-POS-X-3-D125-S41001,A1-OC067-OO133,C0A-S-HX-3,41001,z,10,1,91,92,1.843021538736608,0.02002120018005371,0.0018434686660766602,0.0017474889755249023,0.003474712371826172,9.597969055175786e-05,0.0016312437057495117
C0A-v2-A1-SCREENING-A1-OC067-OO133-C0A-S-HX-3-POS-X-3-D125-S41001,A1-OC067-OO133,C0A-S-HX-3,41001,z,11,1,103,104,2.065952351361964,0.020000934600830078,0.0018434686660766602,0.0016286373138427734,0.003945350646972656,0.00021483135223388677,0.0021018819808959963
C0A-v2-A1-SCREENING-A1-OC067-OO133-C0A-S-HX-3-POS-X-3-D125-S41001,A1-OC067-OO133,C0A-S-HX-3,41001,z,12,1,110,111,2.222649045293592,0.019953489303588867,0.0018434686660766602,0.001757979393005371,0.002953171730041504,8.548927307128911e-05,0.0011097030639648437
C0A-v2-A1-SCREENING-A1-OC067-OO133-C0A-S-HX-3-POS-X-3-D125-S41001,A1-OC067-OO133,C0A-S-HX-3,41001,z,13,1,123,124,2.478873111192619,0.019976139068603516,0.0018434686660766602,1.5616416931152344e-05,0.0024895668029785156,0.0006460981369018554,0.0018278522491455079
C0A-v2-A1-SCREENING-A1-OC067-OO133-C0A-S-HX-3-POS-X-3-D125-S41001,A1-OC067-OO133,C0A-S-HX-3,41001,z,14,1,130,131,2.6236711362350817,0.0200045108795166,0.0018434686660766602,0.001822352409362793,0.00281679630279541,2.1116256713867238e-05,0.00097332763671875
C0A-v2-A1-SCREENING-A1-OC067-OO133-C0A-S-HX-3-POS-X-3-D125-S41001,A1-OC067-OO133,C0A-S-HX-3,41001,z,15,1,143,144,2.8713829010006977,0.019994497299194336,0.0018434686660766602,0.0010085105895996094,0.0032922029495239258,0.0008349580764770508,0.0014487342834472656
C0A-v2-A1-SCREENING-A1-OC067-OO133-C0A-S-HX-3-POS-X-3-D125-S41001,A1-OC067-OO133,C0A-S-HX-3,41001,z,16,1,152,153,3.0442567407413614,0.020018815994262695,0.0018434686660766602,0.0011028051376342773,0.001850128173828125,6.6595077514647934e-06,0.0007406635284423829
C0A-v2-A1-SCREENING-A1-OC067-OO133-C0A-S-HX-3-POS-X-3-D125-S41001,A1-OC067-OO133,C0A-S-HX-3,41001,z,17,1,161,162,3.234607981096873,0.02001643180847168,0.0018434686660766602,0.0010544061660766602,0.0025528669357299805,0.0007093982696533203,0.0007890625
C0A-v2-A1-SCREENING-A1-OC067-OO133-C0A-S-HX-3-POS-X-3-D125-S41001,A1-OC067-OO133,C0A-S-HX-3,41001,z,18,1,171,172,3.435207495930701,0.020014524459838867,0.0018434686660766602,0.001031041145324707,0.002859950065612793,0.0008124275207519532,0.0010164813995361328
C0A-v2-A1-SCREENING-A1-OC067-OO133-C0A-S-HX-3-POS-X-3-D125-S41001,A1-OC067-OO133,C0A-S-HX-3,41001,z,19,1,183,184,3.6735853244027923,0.01998615264892578,0.0018434686660766602,0.0006620883941650391,0.003147125244140625,0.0011813802719116211,0.0013036565780639648
C0A-v2-A1-SCREENING-A1-OC067-OO133-C0A-S-HX-3-POS-X-3-D125-S41001,A1-OC067-OO133,C0A-S-HX-3,41001,z,20,1,191,192,3.8276400238958352,0.019995927810668945,0.0018434686660766602,0.0005106925964355469,0.002130270004272461,0.00028680133819580073,0.0013327760696411133
C0A-v2-A1-SCREENING-A1-OC067-OO133-C0A-S-HX-3-POS-X-3-D125-S41001,A1-OC067-OO133,C0A-S-HX-3,41001,z,21,1,203,204,4.077634805794748,0.020032644271850586,0.0018434686660766602,0.00031125545501708984,0.002576589584350586,0.0007331209182739257,0.0015322132110595704
C0A-v2-A1-SCREENING-A1-OC067-OO133-C0A-S-HX-3-POS-X-3-D125-S41001,A1-OC067-OO133,C0A-S-HX-3,41001,z,22,1,209,210,4.199623452680518,0.019985675811767578,0.0018434686660766602,0.0014244318008422852,0.003296375274658203,0.00041903686523437505,0.001452906608581543
C0A-v2-A1-SCREENING-A1-OC067-OO133-C0A-S-HX-3-POS-X-3-D125-S41001,A1-OC067-OO133,C0A-S-HX-3,41001,z,23,1,223,224,4.483100339782305,0.019977331161499023,0.0018434686660766602,0.0005762577056884766,0.001974821090698242,0.00013135242462158198,0.0024197263717651366
C0A-v2-A1-SCREENING-A1-OC067-OO133-C0A-S-HX-3-POS-X-3-D125-S41001,A1-OC067-OO133,C0A-S-HX-3,41001,z,24,1,230,231,4.621615633222031,0.019989728927612305,0.0018434686660766602,0.0017243623733520508,0.0026869773864746094,0.00011910629272460943,0.0008435087203979492
C0A-v2-A1-SCREENING-A1-OC067-OO133-C0A-S-HX-3-POS-X-3-D125-S41001,A1-OC067-OO133,C0A-S-HX-3,41001,z,25,1,243,244,4.866084765938762,0.01999187469482422,0.0018434686660766602,0.0016100406646728516,0.003946661949157715,0.00023342800140380864,0.002103193283081055
C0A-v2-A1-SCREENING-A1-OC067-OO133-C0A-S-HX-3-POS-X-3-D125-S41002,A1-OC067-OO133,C0A-S-HX-3,41002,x,1,1,8,9,0.17374951338468775,0.019912004470825195,0.018299491882324218,0.014483213424682617,0.02189183235168457,0.003592340469360352,0.003816278457641601
C0A-v2-A1-SCREENING-A1-OC067-OO133-C0A-S-HX-3-POS-X-3-D125-S41002,A1-OC067-OO133,C0A-S-HX-3,41002,x,2,1,66,67,1.3312856037188625,0.019933462142944336,0.018299491882324218,0.016957998275756836,0.02063465118408203,0.0013414936065673823,0.002335159301757813
C0A-v2-A1-SCREENING-A1-OC067-OO133-C0A-S-HX-3-POS-X-3-D125-S41002,A1-OC067-OO133,C0A-S-HX-3,41002,x,3,1,161,162,3.243586091190335,0.0200042724609375,0.018299491882324218,0.018289566040039062,0.018818378448486328,9.925842285155723e-06,0.0005188865661621099
C0A-v2-A1-SCREENING-A1-OC067-OO133-C0A-S-HX-3-POS-X-3-D125-S41002,A1-OC067-OO133,C0A-S-HX-3,41002,x,4,1,182,183,3.6638094515570723,0.01997232437133789,0.018299491882324218,0.018019676208496094,0.018301725387573242,2.233505249023965e-06,0.00027981567382812447
C0A-v2-A1-SCREENING-A1-OC067-OO133-C0A-S-HX-3-POS-X-3-D125-S41002,A1-OC067-OO133,C0A-S-HX-3,41002,x,5,1,219,220,4.391741133782599,0.020012617111206055,0.018299491882324218,0.018069982528686523,0.0184476375579834,0.00014814567565918021,0.00022950935363769479
C0A-v2-A1-SCREENING-A1-OC067-OO133-C0A-S-HX-3-POS-X-3-D125-S41002,A1-OC067-OO133,C0A-S-HX-3,41002,y,1,1,36,37,0.7312294141884284,0.01992321014404297,0.001340511623333441,0.001276469323784113,0.0013768665958195925,3.6354972486151447e-05,6.40422995493281e-05
C0A-v2-A1-SCREENING-A1-OC067-OO133-C0A-S-HX-3-POS-X-3-D125-S41002,A1-OC067-OO133,C0A-S-HX-3,41002,y,2,1,182,183,3.6463718715860916,0.01997232437133789,0.001340511623333441,0.0013202219270169735,0.0014907321892678738,2.0289696316467534e-05,0.00015022056593443273
C0A-v2-A1-SCREENING-A1-OC067-OO133-C0A-S-HX-3-POS-X-3-D125-S41002,A1-OC067-OO133,C0A-S-HX-3,41002,y,3,1,200,201,4.02185096507549,0.01999211311340332,0.001340511623333441,0.0013249190524220467,0.0014746810775250196,1.5592570911394368e-05,0.00013416945419157862
C0A-v2-A1-SCREENING-A1-OC067-OO133-C0A-S-HX-3-POS-X-3-D125-S41002,A1-OC067-OO133,C0A-S-HX-3,41002,y,4,1,220,221,4.420205785778386,0.020046472549438477,0.001340511623333441,0.001217218698002398,0.0013688262552022934,2.8314631868852367e-05,0.00012329292533104302
C0A-v2-A1-SCREENING-A1-OC067-OO133-C0A-S-HX-3-POS-X-3-D125-S41002,A1-OC067-OO133,C0A-S-HX-3,41002,z,1,1,7,8,0.1555007615158829,0.020044565200805664,0.0015215282440185548,0.0009367465972900391,0.0019603967666625977,0.00043886852264404287,0.0005847816467285157
C0A-v2-A1-SCREENING-A1-OC067-OO133-C0A-S-HX-3-POS-X-3-D125-S41002,A1-OC067-OO133,C0A-S-HX-3,41002,z,2,1,17,18,0.3628805545012375,0.020016193389892578,0.0015215282440185548,0.0014717578887939453,0.0023360252380371094,4.977035522460947e-05,0.0008144969940185546
C0A-v2-A1-SCREENING-A1-OC067-OO133-C0A-S-HX-3-POS-X-3-D125-S41002,A1-OC067-OO133,C0A-S-HX-3,41002,z,3,1,28,29,0.5697208192472881,0.019923925399780273,0.0015215282440185548,0.0009748935699462891,0.0028825998306274414,0.0005466346740722657,0.0013610715866088866
C0A-v2-A1-SCREENING-A1-OC067-OO133-C0A-S-HX-3-POS-X-3-D125-S41002,A1-OC067-OO133,C0A-S-HX-3,41002,z,4,1,36,37,0.7283528759775667,0.01992321014404297,0.0015215282440185548,0.0006784200668334961,0.0017561912536621094,0.0002346630096435546,0.0008431081771850587
C0A-v2-A1-SCREENING-A1-OC067-OO133-C0A-S-HX-3-POS-X-3-D125-S41002,A1-OC067-OO133,C0A-S-HX-3,41002,z,5,1,48,49,0.9661367180607616,0.019985675811767578,0.0015215282440185548,0.0012565851211547852,0.0037505626678466797,0.00026494312286376963,0.002229034423828125
C0A-v2-A1-SCREENING-A1-OC067-OO133-C0A-S-HX-3-POS-X-3-D125-S41002,A1-OC067-OO133,C0A-S-HX-3,41002,z,6,1,62,63,1.252616612405214,0.020006656646728516,0.0015215282440185548,0.0013638734817504883,0.0016405582427978516,0.00011902999877929678,0.0001576547622680665
C0A-v2-A1-SCREENING-A1-OC067-OO133-C0A-S-HX-3-POS-X-3-D125-S41002,A1-OC067-OO133,C0A-S-HX-3,41002,z,7,1,64,65,1.2927809820584015,0.02000880241394043,0.0015215282440185548,0.0014089345932006836,0.0016647577285766602,0.00011259365081787119,0.00014322948455810537
C0A-v2-A1-SCREENING-A1-OC067-OO133-C0A-S-HX-3-POS-X-3-D125-S41002,A1-OC067-OO133,C0A-S-HX-3,41002,z,8,1,78,79,1.5724287143047861,0.020029067993164062,0.0015215282440185548,0.0007555484771728516,0.0020865201950073242,0.0005649919509887694,0.0007659797668457032
C0A-v2-A1-SCREENING-A1-OC067-OO133-C0A-S-HX-3-POS-X-3-D125-S41002,A1-OC067-OO133,C0A-S-HX-3,41002,z,9,1,86,87,1.7391784317810386,0.019965410232543945,0.0015215282440185548,0.00035965442657470703,0.0018841028213500977,0.00036257457733154287,0.0011618738174438478
C0A-v2-A1-SCREENING-A1-OC067-OO133-C0A-S-HX-3-POS-X-3-D125-S41002,A1-OC067-OO133,C0A-S-HX-3,41002,z,10,1,97,98,1.9534974389109885,0.020069122314453125,0.0015215282440185548,0.0008393526077270508,0.002140045166015625,0.0006185169219970702,0.000682175636291504
C0A-v2-A1-SCREENING-A1-OC067-OO133-C0A-S-HX-3-POS-X-3-D125-S41002,A1-OC067-OO133,C0A-S-HX-3,41002,z,11,1,108,109,2.1828479527129714,0.020009517669677734,0.0015215282440185548,0.000644683837890625,0.0016546249389648438,0.00013309669494628897,0.00216621208190918
C0A-v2-A1-SCREENING-A1-OC067-OO133-C0A-S-HX-3-POS-X-3-D125-S41002,A1-OC067-OO133,C0A-S-HX-3,41002,z,12,1,116,117,2.336524480097689,0.019960403442382812,0.0015215282440185548,0.0010128021240234375,0.0023839473724365234,0.0005087261199951173,0.0008624191284179687
C0A-v2-A1-SCREENING-A1-OC067-OO133-C0A-S-HX-3-POS-X-3-D125-S41002,A1-OC067-OO133,C0A-S-HX-3,41002,z,13,1,128,129,2.5677721551868404,0.020002126693725586,0.0015215282440185548,0.0011124610900878906,0.0032553672790527344,0.00040906715393066416,0.0017338390350341796
C0A-v2-A1-SCREENING-A1-OC067-OO133-C0A-S-HX-3-POS-X-3-D125-S41002,A1-OC067-OO133,C0A-S-HX-3,41002,z,14,1,137,138,2.747159560291603,0.01993703842163086,0.0015215282440185548,0.0006731748580932617,0.0016815662384033203,0.00016003799438476553,0.0008483533859252931
C0A-v2-A1-SCREENING-A1-OC067-OO133-C0A-S-HX-3-POS-X-3-D125-S41002,A1-OC067-OO133,C0A-S-HX-3,41002,z,15,1,148,149,2.9739069829786913,0.020006895065307617,0.0015215282440185548,0.0008615255355834961,0.0021898746490478516,0.0006600027084350587,0.0006683464050292968
C0A-v2-A1-SCREENING-A1-OC067-OO133-C0A-S-HX-3-POS-X-3-D125-S41002,A1-OC067-OO133,C0A-S-HX-3,41002,z,16,1,156,157,3.142677172827954,0.01997661590576172,0.0015215282440185548,0.0014238357543945312,0.0029571056365966797,9.769248962402353e-05,0.001435577392578125
C0A-v2-A1-SCREENING-A1-OC067-OO133-C0A-S-HX-3-POS-X-3-D125-S41002,A1-OC067-OO133,C0A-S-HX-3,41002,z,17,1,168,169,3.3708250549186336,0.019990921020507812,0.0015215282440185548,0.0007877349853515625,0.002920389175415039,0.0007337932586669923,0.0013988609313964843
C0A-v2-A1-SCREENING-A1-OC067-OO133-C0A-S-HX-3-POS-X-3-D125-S41002,A1-OC067-OO133,C0A-S-HX-3,41002,z,18,1,176,177,3.5408960128285156,0.019985198974609375,0.0015215282440185548,0.0012909173965454102,0.00279998779296875,0.00023061084747314463,0.0012784595489501952
C0A-v2-A1-SCREENING-A1-OC067-OO133-C0A-S-HX-3-POS-X-3-D125-S41002,A1-OC067-OO133,C0A-S-HX-3,41002,z,19,1,188,189,3.771488984778687,0.020070552825927734,0.0015215282440185548,0.0007165670394897461,0.0028427839279174805,0.0008049612045288087,0.0013212556838989257
C0A-v2-A1-SCREENING-A1-OC067-OO133-C0A-S-HX-3-POS-X-3-D125-S41002,A1-OC067-OO133,C0A-S-HX-3,41002,z,20,1,195,196,3.922127382367193,0.019994735717773438,0.0015215282440185548,0.0014023780822753906,0.0026961565017700195,0.00011915016174316416,0.0011746282577514647
C0A-v2-A1-SCREENING-A1-OC067-OO133-C0A-S-HX-3-POS-X-3-D125-S41002,A1-OC067-OO133,C0A-S-HX-3,41002,z,21,1,209,210,4.196391444516381,0.020015239715576172,0.0015215282440185548,0.00040400028228759766,0.002203822135925293,0.0006822938919067382,0.0011175279617309571
C0A-v2-A1-SCREENING-A1-OC067-OO133-C0A-S-HX-3-POS-X-3-D125-S41002,A1-OC067-OO133,C0A-S-HX-3,41002,z,22,1,216,217,4.327115121726516,0.019998788833618164,0.0015215282440185548,0.0004023313522338867,0.0017359256744384766,0.00021439743041992178,0.001119196891784668
C0A-v2-A1-SCREENING-A1-OC067-OO133-C0A-S-HX-3-POS-X-3-D125-S41002,A1-OC067-OO133,C0A-S-HX-3,41002,z,23,1,228,229,4.56756486830877,0.02004694938659668,0.0015215282440185548,0.001127481460571289,0.00328671932220459,0.0003940467834472657,0.001765191078186035
C0A-v2-A1-SCREENING-A1-OC067-OO133-C0A-S-HX-3-POS-X-3-D125-S41002,A1-OC067-OO133,C0A-S-HX-3,41002,z,24,1,237,238,4.746604007449215,0.020046472549438477,0.0015215282440185548,0.0006548166275024414,0.0016564130783081055,0.00013488483428955068,0.0008667116165161134
C0A-v2-A1-SCREENING-A1-OC067-OO133-C0A-S-HX-3-POS-X-3-D125-S41002,A1-OC067-OO133,C0A-S-HX-3,41002,z,25,1,248,249,4.966466212440494,0.020012617111206055,0.0015215282440185548,0.0012372732162475586,0.003431081771850586,0.0002842550277709962,0.0019095535278320312
C0A-v2-A1-SCREENING-A1-OC067-OO133-C0A-S-HX-3-POS-X-3-D125-S41003,A1-OC067-OO133,C0A-S-HX-3,41003,x,1,1,8,9,0.1651274236661805,0.019940853118896484,0.016731414794921875,0.01237344741821289,0.016980886459350586,0.0002494716644287111,0.004357967376708984
C0A-v2-A1-SCREENING-A1-OC067-OO133-C0A-S-HX-3-POS-X-3-D125-S41003,A1-OC067-OO133,C0A-S-HX-3,41003,x,2,1,67,68,1.3501313893704474,0.020045995712280273,0.016731414794921875,0.015316486358642578,0.01998758316040039,0.0014149284362792967,0.0032561683654785158
C0A-v2-A1-SCREENING-A1-OC067-OO133-C0A-S-HX-3-POS-X-3-D125-S41003,A1-OC067-OO133,C0A-S-HX-3,41003,x,3,1,169,170,3.3998207181706417,0.02003026008605957,0.016731414794921875,0.016689777374267578,0.01688861846923828,4.1637420654296736e-05,0.0001572036743164064
C0A-v2-A1-SCREENING-A1-OC067-OO133-C0A-S-HX-3-POS-X-3-D125-S41003,A1-OC067-OO133,C0A-S-HX-3,41003,x,4,1,183,184,3.675137320946186,0.020013809204101562,0.016731414794921875,0.01634979248046875,0.017034530639648438,0.00030311584472656264,0.00038162231445312486
C0A-v2-A1-SCREENING-A1-OC067-OO133-C0A-S-HX-3-POS-X-3-D125-S41003,A1-OC067-OO133,C0A-S-HX-3,41003,x,5,1,217,218,4.349790508698444,0.019987821578979492,0.016731414794921875,0.01623249053955078,0.016933441162109375,0.00020202636718750014,0.0004989242553710936
C0A-v2-A1-SCREENING-A1-OC067-OO133-C0A-S-HX-3-POS-X-3-D125-S41003,A1-OC067-OO133,C0A-S-HX-3,41003,y,1,1,49,50,0.9934846760217076,0.020009756088256836,0.001997261409283965,0.001914568361826241,0.002071089344099164,7.382793481519904e-05,8.269304745772395e-05
C0A-v2-A1-SCREENING-A1-OC067-OO133-C0A-S-HX-3-POS-X-3-D125-S41003,A1-OC067-OO133,C0A-S-HX-3,41003,y,2,1,70,71,1.4060576855214548,0.01997828483581543,0.001997261409283965,0.001983924536034465,0.0021158468443900347,1.3336873249500131e-05,0.00011858543510606971
