[INFO] [1788070582.016205162] [uav8.ladrc_position_controller]: 已创建 7 个邻居 Odom 订阅
[INFO] [1788070582.028022416] [uav8.ladrc_position_controller]: LADRC 集群执行节点已初始化 (命名空间: /uav8), ENU偏移=[0.0, 24.0, 0.0]
[INFO] [1788070582.028078501] [uav8.ladrc_position_controller]: 等待 swarm_command 和 vehicle_odometry 消息...
[INFO] [1788070582.028093098] [uav8.ladrc_position_controller]: 控制模式: ladrc_acceleration
[WARN] [1788070582.048775287] [uav8.ladrc_position_controller]: 等待新鲜 VehicleOdometry（startup=WAIT_ESTIMATOR_READY armed=0 offboard=0）
[INFO] [1788070582.159756525] [uav8.ladrc_position_controller]: 已接收到 vehicle_odometry 消息
[INFO] [1788070593.828055097] [uav8.ladrc_position_controller]: 请求 ARM（第 1 次）
[INFO] [1788070593.928037831] [uav8.ladrc_position_controller]: 请求 OFFBOARD（第 1 次）
[INFO] [1788070594.048105608] [uav8.ladrc_position_controller]: UAV8 mode=ladrc_acceleration Ref[0.0,0.0,1.5] Safe[0.0,0.0,1.5] Pos[0.00,0.00,-0.16] Cmd[-0.1,0.1,4.6]
[INFO] [1788070595.068063380] [uav8.ladrc_position_controller]: UAV8 mode=ladrc_acceleration Ref[0.0,0.0,1.5] Safe[0.0,0.0,1.5] Pos[-0.01,0.00,-0.17] Cmd[0.1,-0.1,8.0]
[INFO] [1788070596.068086611] [uav8.ladrc_position_controller]: UAV8 mode=ladrc_acceleration Ref[0.0,0.0,1.5] Safe[0.0,0.0,1.5] Pos[0.06,-0.07,0.99] Cmd[-0.5,0.5,2.7]
[INFO] [1788070597.088062438] [uav8.ladrc_position_controller]: UAV8 mode=ladrc_acceleration Ref[0.0,0.0,1.5] Safe[0.0,0.0,1.5] Pos[-0.04,-0.05,1.39] Cmd[0.4,0.1,4.0]
[INFO] [1788070598.108048865] [uav8.ladrc_position_controller]: UAV8 mode=ladrc_acceleration Ref[0.0,0.0,1.5] Safe[0.0,0.0,1.5] Pos[-0.05,0.04,1.51] Cmd[0.3,-0.3,3.7]
[INFO] [1788070599.108072879] [uav8.ladrc_position_controller]: UAV8 mode=ladrc_acceleration Ref[0.0,0.0,1.5] Safe[0.0,0.0,1.5] Pos[0.07,-0.01,1.84] Cmd[-0.4,0.4,1.1]
[INFO] [1788070600.128059137] [uav8.ladrc_position_controller]: UAV8 mode=ladrc_acceleration Ref[0.0,0.0,1.5] Safe[0.0,0.0,1.5] Pos[0.00,-0.03,1.69] Cmd[0.3,0.1,-0.4]
[INFO] [1788070601.148026400] [uav8.ladrc_position_controller]: UAV8 mode=ladrc_acceleration Ref[0.0,0.0,1.5] Safe[0.0,0.0,1.5] Pos[-0.00,0.04,1.58] Cmd[-0.2,-0.1,0.0]
[INFO] [1788070601.528043667] [uav8.ladrc_position_controller]: 自动起飞稳定保持完成，进入 READY
[INFO] [1788070602.148083547] [uav8.ladrc_position_controller]: UAV8 mode=ladrc_acceleration Ref[0.0,0.0,1.5] Safe[0.0,0.0,1.5] Pos[0.03,-0.00,1.53] Cmd[-0.0,0.2,0.1]
[INFO] [1788070603.148146967] [uav8.ladrc_position_controller]: UAV8 mode=ladrc_acceleration Ref[0.0,0.0,1.5] Safe[0.0,0.0,1.5] Pos[0.01,0.01,1.49] Cmd[-0.1,0.0,0.6]
[INFO] [1788070604.168016258] [uav8.ladrc_position_controller]: UAV8 mode=ladrc_acceleration Ref[0.0,0.0,1.5] Safe[0.0,0.0,1.5] Pos[0.01,0.01,1.51] Cmd[-0.1,-0.0,-0.2]
[INFO] [1788070605.168024706] [uav8.ladrc_position_controller]: UAV8 mode=ladrc_acceleration Ref[0.0,0.0,1.5] Safe[0.0,0.0,1.5] Pos[0.00,-0.00,1.50] Cmd[-0.1,0.1,0.1]
[INFO] [1788070606.188024502] [uav8.ladrc_position_controller]: UAV8 mode=ladrc_acceleration Ref[0.0,0.0,1.5] Safe[0.0,0.0,1.5] Pos[0.01,0.01,1.50] Cmd[-0.2,-0.0,0.0]
[INFO] [1788070607.208052982] [uav8.ladrc_position_controller]: UAV8 mode=ladrc_acceleration Ref[0.0,0.0,1.5] Safe[0.0,0.0,1.5] Pos[0.00,0.00,1.50] Cmd[-0.1,0.1,0.0]
[INFO] [1788070608.228016662] [uav8.ladrc_position_controller]: UAV8 mode=ladrc_acceleration Ref[0.0,0.0,1.5] Safe[0.0,0.0,1.5] Pos[-0.00,-0.00,1.50] Cmd[-0.1,0.1,0.0]
