[INFO] [1788070582.021147342] [uav6.ladrc_position_controller]: 已创建 7 个邻居 Odom 订阅
[INFO] [1788070582.035192211] [uav6.ladrc_position_controller]: LADRC 集群执行节点已初始化 (命名空间: /uav6), ENU偏移=[0.0, 18.0, 0.0]
[INFO] [1788070582.035229561] [uav6.ladrc_position_controller]: 等待 swarm_command 和 vehicle_odometry 消息...
[INFO] [1788070582.035243137] [uav6.ladrc_position_controller]: 控制模式: ladrc_acceleration
[INFO] [1788070582.041849859] [uav6.ladrc_position_controller]: 已接收到 vehicle_odometry 消息
[INFO] [1788070593.835227176] [uav6.ladrc_position_controller]: 请求 ARM（第 1 次）
[INFO] [1788070593.935209099] [uav6.ladrc_position_controller]: 请求 OFFBOARD（第 1 次）
[INFO] [1788070594.055275673] [uav6.ladrc_position_controller]: UAV6 mode=ladrc_acceleration Ref[-0.0,0.0,1.5] Safe[-0.0,0.0,1.5] Pos[-0.01,0.00,-0.18] Cmd[-0.1,0.0,4.7]
[INFO] [1788070595.075256388] [uav6.ladrc_position_controller]: UAV6 mode=ladrc_acceleration Ref[-0.0,0.0,1.5] Safe[-0.0,0.0,1.5] Pos[-0.01,-0.00,-0.19] Cmd[0.0,-0.0,8.0]
[INFO] [1788070596.095230772] [uav6.ladrc_position_controller]: UAV6 mode=ladrc_acceleration Ref[-0.0,0.0,1.5] Safe[-0.0,0.0,1.5] Pos[0.04,-0.05,0.98] Cmd[-0.4,0.5,3.8]
[INFO] [1788070597.095236561] [uav6.ladrc_position_controller]: UAV6 mode=ladrc_acceleration Ref[-0.0,0.0,1.5] Safe[-0.0,0.0,1.5] Pos[-0.05,-0.04,1.39] Cmd[0.7,0.2,3.7]
[INFO] [1788070598.115221636] [uav6.ladrc_position_controller]: UAV6 mode=ladrc_acceleration Ref[-0.0,0.0,1.5] Safe[-0.0,0.0,1.5] Pos[-0.05,0.04,1.52] Cmd[-0.2,-0.1,3.9]
[INFO] [1788070599.135237127] [uav6.ladrc_position_controller]: UAV6 mode=ladrc_acceleration Ref[-0.0,0.0,1.5] Safe[-0.0,0.0,1.5] Pos[0.04,-0.01,1.86] Cmd[-0.1,0.2,-0.7]
[INFO] [1788070600.135254410] [uav6.ladrc_position_controller]: UAV6 mode=ladrc_acceleration Ref[-0.0,0.0,1.5] Safe[-0.0,0.0,1.5] Pos[-0.00,0.00,1.70] Cmd[-0.0,0.1,-0.4]
[INFO] [1788070601.155200112] [uav6.ladrc_position_controller]: UAV6 mode=ladrc_acceleration Ref[-0.0,0.0,1.5] Safe[-0.0,0.0,1.5] Pos[-0.01,0.02,1.56] Cmd[0.1,-0.0,0.5]
[INFO] [1788070601.335199682] [uav6.ladrc_position_controller]: 自动起飞稳定保持完成，进入 READY
[INFO] [1788070602.155219058] [uav6.ladrc_position_controller]: UAV6 mode=ladrc_acceleration Ref[-0.0,0.0,1.5] Safe[-0.0,0.0,1.5] Pos[0.02,0.01,1.50] Cmd[-0.2,0.1,0.7]
[INFO] [1788070603.175189969] [uav6.ladrc_position_controller]: UAV6 mode=ladrc_acceleration Ref[-0.0,0.0,1.5] Safe[-0.0,0.0,1.5] Pos[0.00,-0.00,1.52] Cmd[-0.0,0.1,-0.4]
[INFO] [1788070604.195171620] [uav6.ladrc_position_controller]: UAV6 mode=ladrc_acceleration Ref[-0.0,0.0,1.5] Safe[-0.0,0.0,1.5] Pos[-0.02,0.00,1.51] Cmd[-0.0,0.1,-0.1]
[INFO] [1788070605.215201842] [uav6.ladrc_position_controller]: UAV6 mode=ladrc_acceleration Ref[-0.0,0.0,1.5] Safe[-0.0,0.0,1.5] Pos[0.00,0.01,1.50] Cmd[-0.2,-0.0,0.3]
[INFO] [1788070606.235208852] [uav6.ladrc_position_controller]: UAV6 mode=ladrc_acceleration Ref[-0.0,0.0,1.5] Safe[-0.0,0.0,1.5] Pos[-0.01,0.01,1.50] Cmd[-0.1,0.0,-0.1]
[INFO] [1788070607.235228572] [uav6.ladrc_position_controller]: UAV6 mode=ladrc_acceleration Ref[-0.0,0.0,1.5] Safe[-0.0,0.0,1.5] Pos[-0.00,0.01,1.52] Cmd[-0.1,-0.0,-0.6]
[INFO] [1788070608.255162726] [uav6.ladrc_position_controller]: UAV6 mode=ladrc_acceleration Ref[-0.0,0.0,1.5] Safe[-0.0,0.0,1.5] Pos[-0.02,-0.02,1.49] Cmd[-0.1,0.2,0.5]
[INFO] [1788070609.255170134] [uav6.ladrc_position_controller]: UAV6 mode=ladrc_acceleration Ref[-0.0,0.0,1.5] Safe[-0.0,0.0,1.5] Pos[-0.01,0.02,1.50] Cmd[-0.1,-0.1,-0.2]
[INFO] [1788070610.255186129] [uav6.ladrc_position_controller]: UAV6 mode=ladrc_acceleration Ref[-0.0,0.0,1.5] Safe[-0.0,0.0,1.5] Pos[-0.01,-0.00,1.50] Cmd[-0.1,0.2,0.2]
[INFO] [1788070611.275175718] [uav6.ladrc_position_controller]: UAV6 mode=ladrc_acceleration Ref[-0.0,0.0,1.5] Safe[-0.0,0.0,1.5] Pos[-0.01,-0.01,1.51] Cmd[-0.2,0.1,-0.3]
[INFO] [1788070612.295135121] [uav6.ladrc_position_controller]: UAV6 mode=ladrc_acceleration Ref[-0.0,0.0,1.5] Safe[-0.0,0.0,1.5] Pos[-0.02,0.01,1.49] Cmd[-0.0,0.0,0.6]
[INFO] [1788070613.295154954] [uav6.ladrc_position_controller]: UAV6 mode=ladrc_acceleration Ref[-0.0,0.0,1.5] Safe[-0.0,0.0,1.5] Pos[-0.01,0.01,1.51] Cmd[-0.1,-0.0,-0.3]
[INFO] [1788070614.315150576] [uav6.ladrc_position_controller]: UAV6 mode=ladrc_acceleration Ref[-0.0,0.0,1.5] Safe[-0.0,0.0,1.5] Pos[-0.01,-0.00,1.49] Cmd[-0.1,0.2,0.6]
