[INFO] [1788070581.760642877] [uav4.ladrc_position_controller]: 已创建 7 个邻居 Odom 订阅
[INFO] [1788070581.766830756] [uav4.ladrc_position_controller]: LADRC 集群执行节点已初始化 (命名空间: /uav4), ENU偏移=[0.0, 12.0, 0.0]
[INFO] [1788070581.766863147] [uav4.ladrc_position_controller]: 等待 swarm_command 和 vehicle_odometry 消息...
[INFO] [1788070581.766874007] [uav4.ladrc_position_controller]: 控制模式: ladrc_acceleration
[WARN] [1788070581.786914256] [uav4.ladrc_position_controller]: 等待新鲜 VehicleOdometry（startup=WAIT_ESTIMATOR_READY armed=0 offboard=0）
[INFO] [1788070581.858925562] [uav4.ladrc_position_controller]: 已接收到 vehicle_odometry 消息
[INFO] [1788070593.666860296] [uav4.ladrc_position_controller]: 请求 ARM（第 1 次）
[INFO] [1788070593.766854301] [uav4.ladrc_position_controller]: 请求 OFFBOARD（第 1 次）
[INFO] [1788070593.886933379] [uav4.ladrc_position_controller]: UAV4 mode=ladrc_acceleration Ref[-0.0,0.0,1.5] Safe[-0.0,0.0,1.5] Pos[-0.01,0.00,-0.22] Cmd[-0.0,0.0,4.7]
[INFO] [1788070594.906891822] [uav4.ladrc_position_controller]: UAV4 mode=ladrc_acceleration Ref[-0.0,0.0,1.5] Safe[-0.0,0.0,1.5] Pos[-0.02,-0.01,-0.24] Cmd[0.1,0.0,8.0]
[INFO] [1788070595.906913731] [uav4.ladrc_position_controller]: UAV4 mode=ladrc_acceleration Ref[-0.0,0.0,1.5] Safe[-0.0,0.0,1.5] Pos[0.03,-0.04,0.93] Cmd[-0.4,0.5,3.5]
[INFO] [1788070596.906983600] [uav4.ladrc_position_controller]: UAV4 mode=ladrc_acceleration Ref[-0.0,0.0,1.5] Safe[-0.0,0.0,1.5] Pos[-0.06,-0.03,1.38] Cmd[0.8,0.1,3.6]
[INFO] [1788070597.926908843] [uav4.ladrc_position_controller]: UAV4 mode=ladrc_acceleration Ref[-0.0,0.0,1.5] Safe[-0.0,0.0,1.5] Pos[-0.06,0.01,1.50] Cmd[-0.1,-0.0,4.0]
[INFO] [1788070597.966949696] [uav4.ladrc_position_controller]: 自动起飞稳定保持完成，进入 READY
[INFO] [1788070598.946889670] [uav4.ladrc_position_controller]: UAV4 mode=ladrc_acceleration Ref[-0.0,0.0,1.5] Safe[-0.0,0.0,1.5] Pos[0.03,0.02,1.86] Cmd[0.0,0.1,-0.3]
[INFO] [1788070599.946896673] [uav4.ladrc_position_controller]: UAV4 mode=ladrc_acceleration Ref[-0.0,0.0,1.5] Safe[-0.0,0.0,1.5] Pos[0.01,-0.04,1.70] Cmd[-0.1,0.2,-0.4]
[INFO] [1788070600.966953543] [uav4.ladrc_position_controller]: UAV4 mode=ladrc_acceleration Ref[-0.0,0.0,1.5] Safe[-0.0,0.0,1.5] Pos[-0.01,0.03,1.55] Cmd[0.1,-0.1,0.7]
[INFO] [1788070601.986840967] [uav4.ladrc_position_controller]: UAV4 mode=ladrc_acceleration Ref[-0.0,0.0,1.5] Safe[-0.0,0.0,1.5] Pos[0.01,0.00,1.51] Cmd[-0.1,0.2,0.3]
[INFO] [1788070603.006822577] [uav4.ladrc_position_controller]: UAV4 mode=ladrc_acceleration Ref[-0.0,0.0,1.5] Safe[-0.0,0.0,1.5] Pos[0.00,0.00,1.52] Cmd[-0.1,0.0,-0.2]
