bag_time_ns,duration,header_frame_id,header_stamp_nanosec,header_stamp_sec,mission_id,motion_style,safety_factor,target_pos_x,target_pos_y,target_pos_z,uav_id
1785139622839747447,12.0,world,839479450,1785139624,405,normal,0.0,14.24264069,9.25735931,5.0,2
1785139622939860986,12.0,world,839479450,1785139624,405,normal,0.0,14.24264069,9.25735931,5.0,2
1785139623040039337,12.0,world,839479450,1785139624,405,normal,0.0,14.24264069,9.25735931,5.0,2
1785139623140202379,12.0,world,839479450,1785139624,405,normal,0.0,14.24264069,9.25735931,5.0,2
1785139623240385960,12.0,world,839479450,1785139624,405,normal,0.0,14.24264069,9.25735931,5.0,2
1785139623340498236,12.0,world,839479450,1785139624,405,normal,0.0,14.24264069,9.25735931,5.0,2
1785139623440603479,12.0,world,839479450,1785139624,405,normal,0.0,14.24264069,9.25735931,5.0,2
1785139623540785658,12.0,world,839479450,1785139624,405,normal,0.0,14.24264069,9.25735931,5.0,2
1785139623640914576,12.0,world,839479450,1785139624,405,normal,0.0,14.24264069,9.25735931,5.0,2
1785139623741158340,12.0,world,839479450,1785139624,405,normal,0.0,14.24264069,9.25735931,5.0,2
