[INFO] [1788079326.884882976] [uav8.ladrc_position_controller]: 已创建 7 个邻居 Odom 订阅
[INFO] [1788079326.894889759] [uav8.ladrc_position_controller]: LADRC 集群执行节点已初始化 (命名空间: /uav8), ENU偏移=[0.0, 24.0, 0.0]
[INFO] [1788079326.895154153] [uav8.ladrc_position_controller]: 等待 swarm_command 和 vehicle_odometry 消息...
[INFO] [1788079326.895170504] [uav8.ladrc_position_controller]: 控制模式: ladrc_acceleration
[WARN] [1788079326.915177917] [uav8.ladrc_position_controller]: 等待新鲜 VehicleOdometry（startup=WAIT_ESTIMATOR_READY armed=0 offboard=0）
[INFO] [1788079326.960306496] [uav8.ladrc_position_controller]: 已接收到 vehicle_odometry 消息
[INFO] [1788079338.694924178] [uav8.ladrc_position_controller]: 请求 ARM（第 1 次）
[INFO] [1788079338.794911946] [uav8.ladrc_position_controller]: 请求 OFFBOARD（第 1 次）
[INFO] [1788079338.914969083] [uav8.ladrc_position_controller]: UAV8 mode=ladrc_acceleration Ref[0.0,0.0,1.5] Safe[0.0,0.0,1.5] Pos[0.00,0.00,-0.16] Cmd[-0.1,0.0,4.7]
[INFO] [1788079339.934937239] [uav8.ladrc_position_controller]: UAV8 mode=ladrc_acceleration Ref[0.0,0.0,1.5] Safe[0.0,0.0,1.5] Pos[-0.01,0.00,-0.15] Cmd[0.1,-0.0,8.0]
[INFO] [1788079340.954935224] [uav8.ladrc_position_controller]: UAV8 mode=ladrc_acceleration Ref[0.0,0.0,1.5] Safe[0.0,0.0,1.5] Pos[0.06,-0.05,1.01] Cmd[-0.5,0.5,3.7]
[INFO] [1788079341.954951015] [uav8.ladrc_position_controller]: UAV8 mode=ladrc_acceleration Ref[0.0,0.0,1.5] Safe[0.0,0.0,1.5] Pos[-0.05,-0.04,1.40] Cmd[0.8,0.2,3.7]
[INFO] [1788079342.974920892] [uav8.ladrc_position_controller]: UAV8 mode=ladrc_acceleration Ref[0.0,0.0,1.5] Safe[0.0,0.0,1.5] Pos[-0.04,0.02,1.51] Cmd[-0.2,-0.0,3.9]
[INFO] [1788079342.994953413] [uav8.ladrc_position_controller]: 自动起飞稳定保持完成，进入 READY
[INFO] [1788079343.974971333] [uav8.ladrc_position_controller]: UAV8 mode=ladrc_acceleration Ref[0.0,0.0,1.5] Safe[0.0,0.0,1.5] Pos[0.05,0.04,1.84] Cmd[-0.0,-0.0,0.0]
[INFO] [1788079344.994923824] [uav8.ladrc_position_controller]: UAV8 mode=ladrc_acceleration Ref[0.0,0.0,1.5] Safe[0.0,0.0,1.5] Pos[0.01,-0.04,1.70] Cmd[-0.0,0.3,-0.6]
[INFO] [1788079346.014925980] [uav8.ladrc_position_controller]: UAV8 mode=ladrc_acceleration Ref[0.0,0.0,1.5] Safe[0.0,0.0,1.5] Pos[0.01,0.04,1.55] Cmd[0.1,-0.3,0.8]
[INFO] [1788079347.014934852] [uav8.ladrc_position_controller]: UAV8 mode=ladrc_acceleration Ref[0.0,0.0,1.5] Safe[0.0,0.0,1.5] Pos[0.03,-0.00,1.50] Cmd[-0.3,0.3,0.5]
[INFO] [1788079348.034923418] [uav8.ladrc_position_controller]: UAV8 mode=ladrc_acceleration Ref[0.0,0.0,1.5] Safe[0.0,0.0,1.5] Pos[0.02,0.00,1.52] Cmd[-0.0,0.0,-0.4]
[INFO] [1788079349.054933818] [uav8.ladrc_position_controller]: UAV8 mode=ladrc_acceleration Ref[0.0,0.0,1.5] Safe[0.0,0.0,1.5] Pos[0.01,0.01,1.52] Cmd[-0.1,0.0,-0.1]
[INFO] [1788079350.054938379] [uav8.ladrc_position_controller]: UAV8 mode=ladrc_acceleration Ref[0.0,0.0,1.5] Safe[0.0,0.0,1.5] Pos[0.01,0.00,1.50] Cmd[-0.1,0.1,0.4]
[INFO] [1788079351.074898120] [uav8.ladrc_position_controller]: UAV8 mode=ladrc_acceleration Ref[0.0,0.0,1.5] Safe[0.0,0.0,1.5] Pos[0.02,0.01,1.50] Cmd[-0.2,0.0,-0.0]
