bag_time_ns,angular_velocity,orientation_variance,pose_frame,position,position_variance,q,quality,reset_counter,timestamp,timestamp_sample,velocity,velocity_frame,velocity_variance
1785137477347939220,[-0.0039727  -0.00138959  0.00096261],[4.0640538e-05 4.0204341e-05 3.3874292e-02],1,[-0.0112411  -0.00187903  0.28878894],[0.10843222 0.10858123 0.08638474],[ 0.7042217  -0.00125145  0.00088644  0.7099785 ],0,6,1785137477320336,1785137477320336,[-0.01454453 -0.03408308  0.15984847],1,[0.01439912 0.01423229 0.00607603]
1785137477355807530,[ 0.00135362 -0.00059064  0.00069631],[4.0677704e-05 4.0238305e-05 3.3874597e-02],1,[-0.01112327 -0.0018072   0.28869876],[0.10882019 0.10897018 0.08604266],[ 0.7042209  -0.001249    0.00088319  0.70997936],0,6,1785137477328336,1785137477328336,[-0.01443013 -0.03418108  0.15990347],1,[0.01446349 0.01429488 0.0060666 ]
1785137477367750306,[0.00082099 0.00393674 0.00016367],[4.0715000e-05 4.0274339e-05 3.3874895e-02],1,[-0.01101202 -0.00174502  0.28864825],[0.10921044 0.1093614  0.08630272],[ 0.7042215  -0.00125339  0.00089199  0.70997876],0,6,1785137477336336,1785137477336336,[-0.01461234 -0.03417277  0.1598911 ],1,[0.01452815 0.01435782 0.00607862]
1785137477375824813,[0.00028836 0.00020831 0.00122893],[4.0752286e-05 4.0310573e-05 3.3875201e-02],1,[-0.01090747 -0.00169147  0.2886364 ],[0.10960299 0.10975488 0.08656364],[ 0.7042194  -0.00125548  0.00089482  0.7099808 ],0,6,1785137477344336,1785137477344336,[-0.01464526 -0.03407367  0.15989284],1,[0.01459295 0.01442092 0.00609064]
1785137477387860027,[-0.00051052  0.00100726 -0.00010262],[4.0822513e-05 4.0382944e-05 3.3872925e-02],1,[-0.01071253 -0.00160792  0.28872004],[0.11038823 0.11054636 0.08708809],[ 0.70421773 -0.0012623   0.00089491  0.70998245],0,6,1785137477360336,1785137477360336,[-0.01421174 -0.03389825  0.15945478],1,[0.01471429 0.01454393 0.00611471]
1785137477395878516,[ 2.2111693e-05 -3.5201116e-03 -2.4994630e-03],[4.0858449e-05 4.0417526e-05 3.3873223e-02],1,[-0.01062113 -0.00157826  0.28881338],[0.1107876  0.1109467  0.08735163],[ 0.7042256  -0.00125609  0.0008888   0.7099746 ],0,6,1785137477368336,1785137477368336,[-0.014013   -0.03388391  0.15937844],1,[0.01477998 0.01460782 0.00612675]
1785137477407849586,[-0.00051052  0.00020831 -0.00090157],[4.089508e-05 4.045407e-05 3.387353e-02],1,[-0.01053349 -0.00155614  0.28894058],[0.11118931 0.11134936 0.08761603],[ 0.70422864 -0.00125251  0.00088084  0.70997167],0,6,1785137477376336,1785137477376336,[-0.01384588 -0.03379127  0.15925765],1,[0.01484602 0.01467211 0.0061388 ]
1785137477415890759,[ 2.2111344e-05 -1.3895817e-03 -3.2984109e-03],[4.0933384e-05 4.0492254e-05 3.3873837e-02],1,[-0.01044931 -0.00154138  0.28910047],[0.11159339 0.11175436 0.08788132],[ 0.7042388  -0.00125197  0.00087966  0.70996165],0,6,1785137477384336,1785137477384336,[-0.01363757 -0.0337743   0.15923631],1,[0.01491213 0.01473632 0.00615086]
1785137477427894572,[ 0.00055475  0.00153989 -0.00116788],[4.1008181e-05 4.0559949e-05 3.3874445e-02],1,[-0.01029073 -0.00153357  0.2894752 ],[0.11240865 0.1125714  0.08778854],[ 0.7042404  -0.00125804  0.00087849  0.70996004],0,6,1785137477400336,1785137477400336,[-0.01301198 -0.03366427  0.15934795],1,[0.01504499 0.01486549 0.00615267]
1785137477435828649,[-0.00077684 -0.00059063  0.00256054],[4.1045860e-05 4.0596013e-05 3.3874750e-02],1,[-0.01021452 -0.00154007  0.2897099 ],[0.11281986 0.11298347 0.08805458],[ 0.7042357  -0.00125974  0.00087513  0.7099647 ],0,6,1785137477408336,1785137477408336,[-0.01279618 -0.03355488  0.15925948],1,[0.01511189 0.01493059 0.00616473]
1785137477447915322,[ 0.00241896  0.00020831 -0.00196683],[4.1083760e-05 4.0631112e-05 3.3875063e-02],1,[-0.01014179 -0.00155227  0.28997552],[0.11323347 0.11339792 0.08832149],[ 0.70423925 -0.00125356  0.0008767   0.7099611 ],0,6,1785137477416336,1785137477416336,[-0.0126982  -0.03343468  0.1594082 ],1,[0.01517887 0.01499573 0.0061768 ]
1785137477455753194,[-0.00317362 -0.00059055 -0.00116725],[4.1119634e-05 4.0671628e-05 3.3872489e-02],1,[-0.01007276 -0.0015724   0.2902709 ],[0.11364163 0.11381198 0.08858929],[ 0.7042428  -0.00125903  0.00087108  0.70995754],0,6,1785137477424336,1785137477424336,[-0.01249017 -0.03360626  0.15934478],1,[0.01523606 0.0150565  0.00618888]
1785137477467847521,[ 0.00135376 -0.00405266 -0.00090093],[4.1194453e-05 4.0740488e-05 3.3873100e-02],1,[-0.00994386 -0.00163355  0.29095033],[0.1144807  0.11465279 0.08912753],[ 0.7042523  -0.00124207  0.00084951  0.7099482 ],0,6,1785137477440336,1785137477440336,[-0.01239849 -0.03343401  0.1598694 ],1,[0.01537082 0.01518747 0.00621305]
1785137477475799412,[0.00082112 0.00020839 0.00202854],[4.1231389e-05 4.0772335e-05 3.3873405e-02],1,[-0.00988684 -0.00167247  0.29130012],[0.1149039  0.11507683 0.08875611],[ 0.7042492  -0.00123552  0.00084786  0.7099513 ],0,6,1785137477448336,1785137477448336,[-0.01247111 -0.03335917  0.15995336],1,[0.01543854 0.01525338 0.00620212]
1785137477487881817,[-0.00051045 -0.00192214 -0.00010198],[4.1268686e-05 4.0808594e-05 3.3873703e-02],1,[-0.00983286 -0.00171701  0.29167792],[0.11532957 0.11550333 0.0890255 ],[ 0.7042476  -0.00123387  0.00084362  0.70995295],0,6,1785137477456336,1785137477456336,[-0.01219576 -0.03332299  0.16002508],1,[0.01550648 0.01531946 0.0062142 ]
1785137477495806946,[ 0.00028849 -0.00085687  0.00096328],[4.130371e-05 4.084687e-05 3.387401e-02],1,[-0.00978023 -0.0017684   0.292083  ],[0.11575772 0.11593227 0.08929578],[ 0.70424706 -0.00122733  0.00083757  0.7099534 ],0,6,1785137477464336,1785137477464336,[-0.0118061  -0.03343644  0.15998887],1,[0.0155749  0.01538595 0.0062263 ]
1785137477508003781,[-0.00264099  0.00047471  0.00229486],[4.1376046e-05 4.0924308e-05 3.3874612e-02],1,[-0.00967968 -0.00189127  0.29297033],[0.11662149 0.11679757 0.08983902],[ 0.7042406  -0.00124294  0.00083383  0.7099598 ],0,6,1785137477480336,1785137477480336,[-0.01136567 -0.03363895  0.15995412],1,[0.01571232 0.01551946 0.0062505 ]
1785137477515813479,[-0.00237467  0.00047471  0.0012296 ],[4.1414867e-05 4.0958847e-05 3.3874914e-02],1,[-0.00963328 -0.00196186  0.2934518 ],[0.11705715 0.11723395 0.09011198],[ 0.70423436 -0.00125111  0.00082452  0.70996606],0,6,1785137477488336,1785137477488336,[-0.01134357 -0.03354522  0.1600552 ],1,[0.01578142 0.01558678 0.00626262]
1785137477527816741,[ 0.00028842  0.00180639 -0.00116641],[4.1452324e-05 4.0994695e-05 3.3872366e-02],1,[-0.00958954 -0.00203895  0.29395917],[0.1174861  0.11766952 0.09038583],[ 0.7042371  -0.00125558  0.00082882  0.7099633 ],0,6,1785137477496336,1785137477496336,[-0.01122495 -0.03363691  0.16033025],1,[0.01584014 0.01564961 0.00627474]
