bag_time_ns,angular_velocity_0,angular_velocity_1,angular_velocity_2,orientation_variance_0,orientation_variance_1,orientation_variance_2,pose_frame,position_0,position_1,position_2,position_variance_0,position_variance_1,position_variance_2,q_0,q_1,q_2,q_3,quality,reset_counter,timestamp,timestamp_sample,velocity_0,velocity_1,velocity_2,velocity_frame,velocity_variance_0,velocity_variance_1,velocity_variance_2
1785208053830325483,0.0019482019,0.0021275983,-0.0043020705,4.4082975e-05,4.326501e-05,0.03410504,1,-0.0045319176,0.011177153,0.16707727,0.11273978,0.11291406,0.090646535,0.7019093,-0.0011057421,0.0009782678,0.71226484,0,6,1785208053809349,1785208053809349,-0.0059398343,-0.015030506,0.09721828,1,0.015721584,0.015512268,0.006537707
1785208053830336643,0.0011492459,0.001062334,0.0012905659,4.4125725e-05,4.3307577e-05,0.034105375,1,-0.0045329602,0.011177888,0.16721104,0.11315739,0.11333276,0.09092957,0.70190984,-0.0011070129,0.000987684,0.7122643,0,6,1785208053817349,1785208053817349,-0.0060372367,-0.015088989,0.09721861,1,0.01579353,0.015582044,0.0065509016
1785208053833577249,0.0006166207,-0.0013345103,0.0015568816,4.416958e-05,4.3348926e-05,0.034105726,1,-0.004535133,0.011175407,0.16736381,0.11357752,0.113753945,0.091213554,0.70190316,-0.0011014306,0.0009873786,0.71227086,0,6,1785208053825349,1785208053825349,-0.006041609,-0.015037442,0.09732871,1,0.015865512,0.015651815,0.0065641045
1785208053841583861,0.0008834461,-0.0013346416,-0.0008409646,4.4212033e-05,4.339043e-05,0.034102783,1,-0.0045421417,0.011170541,0.1675028,0.11399209,0.11417455,0.09082618,0.701906,-0.0010977269,0.0009836644,0.7122681,0,6,1785208053833349,1785208053833349,-0.006197754,-0.01507919,0.09746113,1,0.015926147,0.015716583,0.0065517514
1785208053853562390,0.001948715,-3.0598603e-06,-0.0016399182,4.425208e-05,4.3432512e-05,0.034103133,1,-0.004550132,0.011161322,0.16766126,0.11441712,0.11460069,0.09110998,0.70190865,-0.0010888154,0.0009882853,0.71226555,0,6,1785208053841349,1785208053841349,-0.006113922,-0.015262668,0.097541176,1,0.015998622,0.01578689,0.00656495
1785208053861559153,0.0014160834,0.0013285191,-0.0029714962,4.4337867e-05,4.3513952e-05,0.03410381,1,-0.004567443,0.011129185,0.16803335,0.115274854,0.11546054,0.09168045,0.7019124,-0.0010973872,0.0009974162,0.71226186,0,6,1785208053857349,1785208053857349,-0.0061967885,-0.015589435,0.0974801,1,0.016144676,0.015928404,0.00659137
1785208053873550626,0.00088344095,-0.0031988542,-0.005900975,4.4378598e-05,4.3557324e-05,0.034104146,1,-0.0045780065,0.011107409,0.16824551,0.11570758,0.11589429,0.09196713,0.7019302,-0.0010884688,0.0009938068,0.7122443,0,6,1785208053865349,1785208053865349,-0.0063169603,-0.01569143,0.09764985,1,0.016217915,0.01599946,0.006604595
1785208053881596962,8.449878e-05,-0.00026937714,-0.001906234,4.4422643e-05,4.360087e-05,0.03410448,1,-0.0045898226,0.011081142,0.16847664,0.11614289,0.1163306,0.092254765,0.7019367,-0.001084064,0.0009902067,0.7122379,0,6,1785208053873349,1785208053873349,-0.0063838456,-0.015869355,0.09794373,1,0.016291311,0.016070688,0.0066178287
1785208053893573667,0.00061713107,0.004257997,-0.00057465193,4.4465316e-05,4.3639902e-05,0.034104824,1,-0.0046029827,0.011051033,0.16872685,0.11658081,0.116769485,0.09254336,0.7019394,-0.0010937048,0.0010012235,0.7122352,0,6,1785208053881349,1785208053881349,-0.0064899535,-0.016007999,0.09826553,1,0.016365146,0.016142232,0.00663107
1785208053901605947,-0.0015133962,-0.00479675,0.00022430331,4.4549815e-05,4.3721695e-05,0.03410551,1,-0.0046321107,0.010981805,0.16924803,0.11746451,0.11765506,0.09242931,0.701935,-0.001096522,0.0009846697,0.71223956,0,6,1785208053897349,1785208053897349,-0.0066532805,-0.015933482,0.09835843,1,0.016513772,0.016286338,0.006631158
1785208053913583644,-0.0025792336,-0.0010686577,0.0020861907,4.4590106e-05,4.376581e-05,0.034102604,1,-0.004645004,0.010945695,0.16953252,0.117900744,0.118098095,0.09271865,0.70193017,-0.0010965839,0.0009713565,0.71224433,0,6,1785208053905349,1785208053905349,-0.0068594436,-0.015935598,0.09838204,1,0.016576253,0.016353233,0.0066444017
1785208053921576239,-0.00044869946,0.0013281861,-0.00057696586,4.4631946e-05,4.381045e-05,0.03410293,1,-0.0046603875,0.010907604,0.16983274,0.118349046,0.118547365,0.09300896,0.7019299,-0.0011020362,0.00097233045,0.7122446,0,6,1785208053913349,1785208053913349,-0.0070296447,-0.015756998,0.09845672,1,0.016650973,0.016425619,0.0066576544
1785208053933576278,-0.0009813327,0.0002629226,-0.0016422314,4.4675704e-05,4.3854714e-05,0.034103274,1,-0.0046766447,0.010868966,0.17014892,0.11880002,0.11899928,0.09330023,0.7019343,-0.0011048358,0.0009691955,0.7122403,0,6,1785208053921349,1785208053921349,-0.006970764,-0.015513972,0.098726384,1,0.016726084,0.01649837,0.006670917
1785208053941581377,0.00061656145,0.0021271347,-0.0013759125,4.476461e-05,4.393353e-05,0.03410396,1,-0.004711394,0.010784343,0.17083083,0.11971004,0.1199111,0.0938857,0.7019483,-0.0011320475,0.0009790189,0.7122264,0,6,1785208053937349,1785208053937349,-0.007234559,-0.015623377,0.09914848,1,0.016877396,0.016644908,0.006697465
1785208053953585323,-0.00071502,0.0021271373,0.0004882952,4.4808323e-05,4.3973985e-05,0.034104303,1,-0.0047318684,0.01073689,0.17114985,0.120169125,0.12037103,0.09346775,0.70194924,-0.001137182,0.0009842212,0.71222544,0,6,1785208053945349,1785208053945349,-0.007354085,-0.015895294,0.09941621,1,0.016953466,0.016718758,0.0066835065
1785208053961606572,-0.00044870155,0.003991349,-0.0011095997,4.485224e-05,4.401561e-05,0.034104645,1,-0.0047527687,0.010685267,0.17148629,0.12063093,0.120833665,0.09376069,0.70195055,-0.0011491354,0.0009939143,0.7122241,0,6,1785208053953349,1785208053953349,-0.0072746486,-0.016023852,0.09979705,1,0.017029757,0.016792683,0.0066967793
1785208053973613875,-0.00018238649,0.00399135,-4.4334625e-05,4.4897217e-05,4.40559e-05,0.03410498,1,-0.0047748056,0.010631178,0.17183937,0.12109548,0.12129901,0.09405461,0.70195186,-0.0011622052,0.0010009827,0.71222275,0,6,1785208053961349,1785208053961349,-0.0074849683,-0.015959485,0.100056075,1,0.017106162,0.016866727,0.0067100604
