batch_id,task_type,attempt_id,trial_id,stage_count,execution_success,all_stages_valid,main_analysis_eligible,failure_reason,mission_wall_time,planning_time,dispatch_time,stage_wall_time,reference_execution_time,stabilization_delay,stable_hold_time,trajectory_finish_spread,stable_arrival_spread
exp10-b-verify-20260803-live-e2e-r6,task_b_sequential,attempt_0001,1,2,True,True,True,,22.63014227900203,0.09700550799971097,0.0011655820017040242,22.63014227900203,18.200304065998353,4.332358468000166,2.030271455500042,0.01615809599752538,1.2589554309997766
