batch_id,task_type,attempt_id,trial_id,stage_id,mission_id,uav_id,dispatch_time,reference_start_time,reference_finish_time,stable_candidate_time,stable_confirmed_time,stable_hold_time,final_position_error,settling_time,valid,invalid_reason
exp10-b-verify-20260803-live-e2e-r6,task_b_sequential,attempt_0001,1,1,1,1,22.550547900998936,22.64411696499883,32.64431436799714,33.82398681199993,34.84406821999801,1.0200814079980773,0.2850765585899353,12.292987823486328,True,
exp10-b-verify-20260803-live-e2e-r6,task_b_sequential,attempt_0001,1,1,1,2,22.550608944999112,22.643072429000313,32.6428756039968,33.56262338200031,34.582983070999035,1.0203596889987239,0.25320154428482056,12.291594505310059,True,
exp10-b-verify-20260803-live-e2e-r6,task_b_sequential,attempt_0001,1,1,1,3,22.55065752599694,22.643349156998738,32.643128828000044,33.0632284860003,34.06316270000025,0.9999342139999499,0.23579736053943634,12.291747093200684,True,
exp10-b-verify-20260803-live-e2e-r6,task_b_sequential,attempt_0001,1,1,1,4,22.550705585999822,22.64540942399981,32.64563561099931,32.564870340997004,33.58511278899823,1.0202424480012269,0.22531531751155853,12.293316841125488,True,
exp10-b-verify-20260803-live-e2e-r6,task_b_sequential,attempt_0001,1,1,1,5,22.550749808997352,22.650753125999472,32.65074489399922,32.570454774999234,33.590903918997356,1.0204491439981211,0.22536110877990723,12.299137115478516,True,
exp10-b-verify-20260803-live-e2e-r6,task_b_sequential,attempt_0001,1,1,1,6,22.550798680000298,22.644416104998527,32.644538426997315,33.16422625699852,34.18468219499846,1.020455937999941,0.23567844927310944,12.292792320251465,True,
exp10-b-verify-20260803-live-e2e-r6,task_b_sequential,attempt_0001,1,1,1,7,22.55084192099821,22.646655135999026,32.646961732996715,33.56686348899893,34.58647015799943,1.0196066690004955,0.26004862785339355,12.29507827758789,True,
exp10-b-verify-20260803-live-e2e-r6,task_b_sequential,attempt_0001,1,1,1,8,22.55088582299868,22.645641487997636,32.64594809600021,33.82525763999729,34.82510521399672,0.9998475739994319,0.30517569184303284,12.293678283691406,True,
exp10-b-verify-20260803-live-e2e-r6,task_b_sequential,attempt_0001,1,2,2,1,34.906225237999024,35.00396700499914,43.004559391996736,44.104167702997074,45.104046905998985,0.9998792030019104,0.32037171721458435,14.397199630737305,True,
exp10-b-verify-20260803-live-e2e-r6,task_b_sequential,attempt_0001,1,2,2,2,34.90628579099939,35.002613811997435,43.002465292000124,43.92250111799876,44.94291864600018,1.020417528001417,0.3050713837146759,14.395833015441895,True,
exp10-b-verify-20260803-live-e2e-r6,task_b_sequential,attempt_0001,1,2,2,3,34.90634834799857,35.00329317399883,43.00379683499705,43.32302386199808,44.34306378199835,1.020039920000272,0.3156403601169586,14.395997047424316,True,
exp10-b-verify-20260803-live-e2e-r6,task_b_sequential,attempt_0001,1,2,2,4,34.906409512997925,35.00472866099881,43.004766829999426,43.62460558999737,44.645025431997055,1.0204198419996828,0.3161456882953644,14.39754867553711,True,
exp10-b-verify-20260803-live-e2e-r6,task_b_sequential,attempt_0001,1,2,2,5,34.90646947499772,34.99085013199874,42.99017421499957,43.65065520099961,44.65070540399756,1.0000502029979543,0.3102007508277893,14.383333206176758,True,
exp10-b-verify-20260803-live-e2e-r6,task_b_sequential,attempt_0001,1,2,2,6,34.90652766399944,35.004154695998295,43.00503489199764,43.264209279997885,44.284247816998686,1.0200385370008007,0.30609431862831116,14.396981239318848,True,
exp10-b-verify-20260803-live-e2e-r6,task_b_sequential,attempt_0001,1,2,2,7,34.90659206499913,35.00660803899882,43.006332310997095,43.94623015599791,44.96638780699868,1.0201576510007726,0.3026656210422516,14.39930534362793,True,
exp10-b-verify-20260803-live-e2e-r6,task_b_sequential,attempt_0001,1,2,2,8,34.906660422999266,35.00585162299831,43.0057017500003,44.12517577699691,45.14536745299847,1.0201916760015592,0.30191025137901306,14.397854804992676,True,
