trial_id,scenario,scenario_seed,num_uav,method,assignment,total_path_length,avg_path_length,xy_crossings,proximity_crossings,min_distance,safety_cost,safety_violation_count,arrival_time_variance,failed_assignment,total_cost,compute_time_ms
97,small,1332455072,3,nearest_neighbor,"[2,0,1]",10.825379,3.608460,1,1,0.046136,21.215312,47,3.895406,1,52.040690,0.015800
97,small,1332455072,3,hungarian_distance,"[1,0,2]",7.261917,2.420639,0,0,3.013415,0.000000,0,0.618149,0,7.261917,0.011592
97,small,1332455072,3,hungarian_crossing_penalty,"[1,0,2]",7.261917,2.420639,0,0,3.013415,0.000000,0,0.618149,0,7.261917,0.557151
97,small,1332455072,3,safety_aware_local_swap,"[1,0,2]",7.261917,2.420639,0,0,3.013415,0.000000,0,0.618149,0,7.261917,0.548595
98,small,607215430,3,random,"[2,0,1]",15.489409,5.163136,0,1,1.953157,0.511730,7,0.523979,1,26.001139,0.004588
98,small,607215430,3,nearest_neighbor,"[1,2,0]",10.419744,3.473248,0,1,1.521418,0.656850,57,0.744706,1,21.076594,0.016241
98,small,607215430,3,hungarian_distance,"[2,1,0]",8.848127,2.949376,0,0,2.038979,0.000000,0,1.155978,0,8.848127,0.009739
98,small,607215430,3,hungarian_crossing_penalty,"[2,1,0]",8.848127,2.949376,0,0,2.038979,0.000000,0,1.155978,0,8.848127,0.553504
98,small,607215430,3,safety_aware_local_swap,"[2,1,0]",8.848127,2.949376,0,0,2.038979,0.000000,0,1.155978,0,8.848127,0.545198
99,small,533388861,3,random,"[1,0,2]",13.686778,4.562259,0,1,1.899679,0.526128,13,2.845459,1,24.212906,0.004068
99,small,533388861,3,nearest_neighbor,"[0,1,2]",10.564314,3.521438,0,0,2.926622,0.000000,0,1.279239,0,10.564314,0.015649
99,small,533388861,3,hungarian_distance,"[2,0,1]",7.099336,2.366445,0,0,3.761718,0.000000,0,2.228634,0,7.099336,0.009457
99,small,533388861,3,hungarian_crossing_penalty,"[2,0,1]",7.099336,2.366445,0,0,3.761718,0.000000,0,2.228634,0,7.099336,0.540460
99,small,533388861,3,safety_aware_local_swap,"[2,0,1]",7.099336,2.366445,0,0,3.761718,0.000000,0,2.228634,0,7.099336,0.538766
0,medium,1862452178,5,random,"[1,4,2,3,0]",21.992485,4.398497,1,0,2.149178,0.000000,0,4.806115,0,31.992485,0.004218
0,medium,1862452178,5,nearest_neighbor,"[3,0,1,4,2]",13.249204,2.649841,0,1,1.205222,0.829035,33,6.425563,1,24.078239,0.032070
0,medium,1862452178,5,hungarian_distance,"[3,2,1,4,0]",9.307973,1.861595,0,1,1.939322,0.515378,17,2.562475,1,19.823351,0.016140
0,medium,1862452178,5,hungarian_crossing_penalty,"[3,2,1,4,0]",9.307973,1.861595,0,1,1.939322,0.515378,17,2.562475,1,19.823351,3.977281
0,medium,1862452178,5,safety_aware_local_swap,"[3,1,2,4,0]",9.589728,1.917946,0,0,2.390170,0.000000,0,1.183218,0,9.589728,7.476160
1,medium,492850696,5,random,"[4,2,3,1,0]",33.699157,6.739831,0,1,0.431933,2.309829,18,9.503501,1,46.008986,0.004368
1,medium,492850696,5,nearest_neighbor,"[2,4,3,0,1]",21.550788,4.310158,0,1,1.292221,0.773263,45,9.934159,1,32.324051,0.032220
1,medium,492850696,5,hungarian_distance,"[2,4,3,1,0]",18.708521,3.741704,0,1,1.856655,0.538313,33,3.693237,1,29.246834,0.010921
1,medium,492850696,5,hungarian_crossing_penalty,"[2,4,3,1,0]",18.708521,3.741704,0,1,1.856655,0.538313,33,3.693237,1,29.246834,3.995325
1,medium,492850696,5,safety_aware_local_swap,"[2,4,3,1,0]",18.708521,3.741704,0,1,1.856655,0.538313,33,3.693237,1,29.246834,3.992290
2,medium,529277210,5,random,"[1,2,4,0,3]",34.320755,6.864151,3,3,1.420958,1.845253,95,7.979622,1,96.166008,0.004147
2,medium,529277210,5,nearest_neighbor,"[1,4,0,2,3]",16.824031,3.364806,0,1,1.443196,0.692427,50,1.698331,1,27.516457,0.031940
2,medium,529277210,5,hungarian_distance,"[1,4,0,2,3]",16.824031,3.364806,0,1,1.443196,0.692427,50,1.698331,1,27.516457,0.010420
2,medium,529277210,5,hungarian_crossing_penalty,"[1,4,0,2,3]",16.824031,3.364806,0,1,1.443196,0.692427,50,1.698331,1,27.516457,3.961011
2,medium,529277210,5,safety_aware_local_swap,"[1,4,0,2,3]",16.824031,3.364806,0,1,1.443196,0.692427,50,1.698331,1,27.516457,4.082528
3,medium,1864452773,5,random,"[1,0,2,4,3]",27.229195,5.445839,1,0,2.384165,0.000000,0,4.326063,0,37.229195,0.004368
3,medium,1864452773,5,nearest_neighbor,"[3,1,2,0,4]",10.065577,2.013115,0,0,2.624905,0.000000,0,0.214523,0,10.065577,0.032380
3,medium,1864452773,5,hungarian_distance,"[3,1,2,0,4]",10.065577,2.013115,0,0,2.624905,0.000000,0,0.214523,0,10.065577,0.011141
3,medium,1864452773,5,hungarian_crossing_penalty,"[3,1,2,0,4]",10.065577,2.013115,0,0,2.624905,0.000000,0,0.214523,0,10.065577,3.946254
3,medium,1864452773,5,safety_aware_local_swap,"[3,1,2,0,4]",10.065577,2.013115,0,0,2.624905,0.000000,0,0.214523,0,10.065577,3.956373
4,medium,2070522134,5,random,"[2,4,0,1,3]",19.275247,3.855049,0,1,0.258254,3.857218,37,2.070454,1,33.132465,0.004228
4,medium,2070522134,5,nearest_neighbor,"[2,0,4,1,3]",11.033874,2.206775,0,0,2.396988,0.000000,0,2.974618,0,11.033874,0.032070
4,medium,2070522134,5,hungarian_distance,"[2,0,4,1,3]",11.033874,2.206775,0,0,2.396988,0.000000,0,2.974618,0,11.033874,0.010680
4,medium,2070522134,5,hungarian_crossing_penalty,"[2,0,4,1,3]",11.033874,2.206775,0,0,2.396988,0.000000,0,2.974618,0,11.033874,4.060046
4,medium,2070522134,5,safety_aware_local_swap,"[2,0,4,1,3]",11.033874,2.206775,0,0,2.396988,0.000000,0,2.974618,0,11.033874,4.241145
5,medium,1336232863,5,random,"[3,2,4,0,1]",33.999910,6.799982,4,4,0.027527,72.565204,150,4.220511,1,186.565113,0.004579
5,medium,1336232863,5,nearest_neighbor,"[1,0,2,4,3]",22.259569,4.451914,1,1,1.565725,0.638274,25,7.002520,1,42.897843,0.033082
5,medium,1336232863,5,hungarian_distance,"[1,3,2,0,4]",17.680981,3.536196,0,0,2.313863,0.000000,0,3.901327,0,17.680981,0.011472
5,medium,1336232863,5,hungarian_crossing_penalty,"[1,3,2,0,4]",17.680981,3.536196,0,0,2.313863,0.000000,0,3.901327,0,17.680981,3.961642
5,medium,1336232863,5,safety_aware_local_swap,"[1,3,2,0,4]",17.680981,3.536196,0,0,2.313863,0.000000,0,3.901327,0,17.680981,4.049006
6,medium,226500912,5,random,"[4,1,0,2,3]",19.503692,3.900738,0,1,0.989020,1.010081,50,8.636392,1,30.513773,0.004488
6,medium,226500912,5,nearest_neighbor,"[4,1,0,2,3]",19.503692,3.900738,0,1,0.989020,1.010081,50,8.636392,1,30.513773,0.032341
6,medium,226500912,5,hungarian_distance,"[4,2,1,0,3]",16.075155,3.215031,0,1,0.921223,1.084337,74,3.102216,1,27.159492,0.011751
6,medium,226500912,5,hungarian_crossing_penalty,"[4,2,1,0,3]",16.075155,3.215031,0,1,0.921223,1.084337,74,3.102216,1,27.159492,4.014311
6,medium,226500912,5,safety_aware_local_swap,"[4,2,1,0,3]",16.075155,3.215031,0,1,0.921223,1.084337,74,3.102216,1,27.159492,4.005875
7,medium,2105709716,5,random,"[3,0,4,2,1]",26.819266,5.363853,1,2,0.160563,7.019297,77,7.219963,1,63.838562,0.004418
7,medium,2105709716,5,nearest_neighbor,"[4,1,0,3,2]",18.522135,3.704427,0,1,0.743047,1.344000,66,3.570707,1,29.866136,0.031719
7,medium,2105709716,5,hungarian_distance,"[3,1,4,0,2]",13.910825,2.782165,0,1,1.204176,0.829754,56,2.338579,1,24.740579,0.010880
7,medium,2105709716,5,hungarian_crossing_penalty,"[3,1,4,0,2]",13.910825,2.782165,0,1,1.204176,0.829754,56,2.338579,1,24.740579,3.975097
7,medium,2105709716,5,safety_aware_local_swap,"[3,1,4,0,2]",13.910825,2.782165,0,1,1.204176,0.829754,56,2.338579,1,24.740579,3.983653
8,medium,296249993,5,random,"[3,2,4,0,1]",32.992100,6.598420,4,5,1.131983,3.487876,114,6.193639,1,126.479976,0.004278
8,medium,296249993,5,nearest_neighbor,"[0,4,3,1,2]",15.957177,3.191435,0,0,2.058522,0.000000,0,2.150257,0,15.957177,0.031488
8,medium,296249993,5,hungarian_distance,"[0,4,2,1,3]",13.953363,2.790673,0,0,2.916014,0.000000,0,0.521993,0,13.953363,0.010479
8,medium,296249993,5,hungarian_crossing_penalty,"[0,4,2,1,3]",13.953363,2.790673,0,0,2.916014,0.000000,0,0.521993,0,13.953363,3.981560
8,medium,296249993,5,safety_aware_local_swap,"[0,4,2,1,3]",13.953363,2.790673,0,0,2.916014,0.000000,0,0.521993,0,13.953363,4.104209
9,medium,1180640349,5,random,"[3,4,0,1,2]",40.850421,8.170084,3,2,1.176081,1.661560,70,3.876473,1,92.511981,0.004518
9,medium,1180640349,5,nearest_neighbor,"[0,4,2,3,1]",21.956897,4.391379,0,1,1.770756,0.564412,18,11.573607,1,32.521309,0.032010
9,medium,1180640349,5,hungarian_distance,"[1,0,2,3,4]",14.739650,2.947930,0,0,2.034373,0.000000,0,3.923760,0,14.739650,0.014286
9,medium,1180640349,5,hungarian_crossing_penalty,"[1,0,2,3,4]",14.739650,2.947930,0,0,2.034373,0.000000,0,3.923760,0,14.739650,3.988142
9,medium,1180640349,5,safety_aware_local_swap,"[1,0,2,3,4]",14.739650,2.947930,0,0,2.034373,0.000000,0,3.923760,0,14.739650,3.982942
10,medium,1141979302,5,random,"[0,1,4,2,3]",29.048922,5.809784,3,3,0.335321,4.415230,112,2.233295,1,93.464152,0.004468
10,medium,1141979302,5,nearest_neighbor,"[3,0,2,4,1]",14.899425,2.979885,0,2,0.497484,3.492489,113,6.015232,1,38.391914,0.032340
10,medium,1141979302,5,hungarian_distance,"[3,0,1,4,2]",13.926138,2.785228,0,1,0.671763,1.486407,67,1.261146,1,25.412545,0.011041
10,medium,1141979302,5,hungarian_crossing_penalty,"[3,0,1,4,2]",13.926138,2.785228,0,1,0.671763,1.486407,67,1.261146,1,25.412545,3.983153
10,medium,1141979302,5,safety_aware_local_swap,"[3,0,1,4,2]",13.926138,2.785228,0,1,0.671763,1.486407,67,1.261146,1,25.412545,3.990566
11,medium,642136974,5,random,"[4,2,1,0,3]",33.269613,6.653923,4,5,0.830089,4.168421,143,12.688958,1,127.438034,0.004138
11,medium,642136974,5,nearest_neighbor,"[4,0,3,2,1]",17.525492,3.505098,0,2,1.907213,1.026300,45,2.819780,1,38.551792,0.031910
11,medium,642136974,5,hungarian_distance,"[3,4,0,2,1]",14.545221,2.909044,0,1,1.990041,0.502250,12,1.291567,1,25.047471,0.011171
11,medium,642136974,5,hungarian_crossing_penalty,"[3,4,0,2,1]",14.545221,2.909044,0,1,1.990041,0.502250,12,1.291567,1,25.047471,4.013189
11,medium,642136974,5,safety_aware_local_swap,"[3,4,0,2,1]",14.545221,2.909044,0,1,1.990041,0.502250,12,1.291567,1,25.047471,4.019661
12,medium,842959872,5,random,"[1,2,3,4,0]",42.707929,8.541586,7,6,0.251858,8.933653,191,4.179721,1,181.641582,0.004449
12,medium,842959872,5,nearest_neighbor,"[4,3,0,2,1]",22.359936,4.471987,1,2,0.087142,12.032450,134,4.343786,1,64.392386,0.032030
12,medium,842959872,5,hungarian_distance,"[0,3,4,1,2]",22.261960,4.452392,0,2,0.537081,2.842557,144,5.029318,1,45.104518,0.011021
12,medium,842959872,5,hungarian_crossing_penalty,"[0,3,4,1,2]",22.261960,4.452392,0,2,0.537081,2.842557,144,5.029318,1,45.104518,4.011435
12,medium,842959872,5,safety_aware_local_swap,"[4,3,0,1,2]",22.307641,4.461528,0,2,1.015157,1.671249,111,2.537824,1,43.978890,7.658510
13,medium,1952745006,5,random,"[4,2,3,0,1]",35.739607,7.147921,3,2,0.767571,1.862248,68,11.877483,1,87.601856,0.004288
13,medium,1952745006,5,nearest_neighbor,"[1,2,0,4,3]",15.989802,3.197960,0,0,2.201666,0.000000,0,0.707478,0,15.989802,0.032040
13,medium,1952745006,5,hungarian_distance,"[2,1,0,4,3]",15.900542,3.180108,0,1,1.028233,0.971597,59,3.971734,1,26.872139,0.010610
13,medium,1952745006,5,hungarian_crossing_penalty,"[2,1,0,4,3]",15.900542,3.180108,0,1,1.028233,0.971597,59,3.971734,1,26.872139,3.980337
13,medium,1952745006,5,safety_aware_local_swap,"[1,2,0,4,3]",15.989802,3.197960,0,0,2.201666,0.000000,0,0.707478,0,15.989802,7.528567
14,medium,1433948055,5,random,"[2,4,0,3,1]",26.118261,5.223652,1,2,0.776162,2.491718,114,2.218304,1,58.609980,0.004498
14,medium,1433948055,5,nearest_neighbor,"[1,0,2,3,4]",22.665819,4.533164,1,2,0.632456,2.608966,151,4.634202,1,55.274785,0.031970
14,medium,1433948055,5,hungarian_distance,"[1,3,0,2,4]",17.374177,3.474835,0,2,0.776162,2.264624,124,3.053093,1,39.638802,0.011071
14,medium,1433948055,5,hungarian_crossing_penalty,"[1,3,0,2,4]",17.374177,3.474835,0,2,0.776162,2.264624,124,3.053093,1,39.638802,4.033687
14,medium,1433948055,5,safety_aware_local_swap,"[1,3,0,2,4]",17.374177,3.474835,0,2,0.776162,2.264624,124,3.053093,1,39.638802,4.055358
15,medium,714791386,5,random,"[1,2,4,0,3]",41.265652,8.253130,7,5,0.052460,28.667924,192,1.309180,1,189.933577,0.004388
15,medium,714791386,5,nearest_neighbor,"[4,0,1,2,3]",17.567900,3.513580,0,1,1.675494,0.596483,64,4.214983,1,28.164383,0.033152
15,medium,714791386,5,hungarian_distance,"[3,4,1,2,0]",12.633208,2.526642,0,1,1.727181,0.578643,39,1.187777,1,23.211851,0.010850
15,medium,714791386,5,hungarian_crossing_penalty,"[3,4,1,2,0]",12.633208,2.526642,0,1,1.727181,0.578643,39,1.187777,1,23.211851,4.114327
15,medium,714791386,5,safety_aware_local_swap,"[3,4,1,2,0]",12.633208,2.526642,0,1,1.727181,0.578643,39,1.187777,1,23.211851,4.031914
16,medium,1777701965,5,random,"[3,2,4,1,0]",23.169445,4.633889,0,2,1.625640,1.209516,49,2.131492,1,44.378961,0.004318
16,medium,1777701965,5,nearest_neighbor,"[4,3,2,0,1]",14.884209,2.976842,0,0,2.534917,0.000000,0,0.597360,0,14.884209,0.032381
16,medium,1777701965,5,hungarian_distance,"[4,3,2,0,1]",14.884209,2.976842,0,0,2.534917,0.000000,0,0.597360,0,14.884209,0.011140
16,medium,1777701965,5,hungarian_crossing_penalty,"[4,3,2,0,1]",14.884209,2.976842,0,0,2.534917,0.000000,0,0.597360,0,14.884209,4.070486
16,medium,1777701965,5,safety_aware_local_swap,"[4,3,2,0,1]",14.884209,2.976842,0,0,2.534917,0.000000,0,0.597360,0,14.884209,4.068372
17,medium,323193120,5,random,"[4,1,3,2,0]",32.840102,6.568020,2,2,0.332659,4.052630,57,3.340558,1,76.892732,0.004308
17,medium,323193120,5,nearest_neighbor,"[3,0,1,4,2]",12.935129,2.587026,0,0,3.591504,0.000000,0,1.062623,0,12.935129,0.032521
17,medium,323193120,5,hungarian_distance,"[3,0,1,4,2]",12.935129,2.587026,0,0,3.591504,0.000000,0,1.062623,0,12.935129,0.010529
17,medium,323193120,5,hungarian_crossing_penalty,"[3,0,1,4,2]",12.935129,2.587026,0,0,3.591504,0.000000,0,1.062623,0,12.935129,4.193977
17,medium,323193120,5,safety_aware_local_swap,"[3,0,1,4,2]",12.935129,2.587026,0,0,3.591504,0.000000,0,1.062623,0,12.935129,4.092638
18,medium,1172567797,5,random,"[1,3,2,4,0]",37.133678,7.426736,3,3,0.837025,3.417038,67,6.805059,1,100.550716,0.004489
18,medium,1172567797,5,nearest_neighbor,"[4,0,1,3,2]",13.956804,2.791361,0,0,2.957534,0.000000,0,0.800675,0,13.956804,0.033052
18,medium,1172567797,5,hungarian_distance,"[4,0,1,3,2]",13.956804,2.791361,0,0,2.957534,0.000000,0,0.800675,0,13.956804,0.010850
18,medium,1172567797,5,hungarian_crossing_penalty,"[4,0,1,3,2]",13.956804,2.791361,0,0,2.957534,0.000000,0,0.800675,0,13.956804,3.961502
18,medium,1172567797,5,safety_aware_local_swap,"[4,0,1,3,2]",13.956804,2.791361,0,0,2.957534,0.000000,0,0.800675,0,13.956804,3.952987
19,medium,1320239838,5,random,"[3,0,1,2,4]",24.444000,4.888800,0,1,1.535992,0.650621,60,3.543765,1,35.094622,0.004227
19,medium,1320239838,5,nearest_neighbor,"[4,0,3,2,1]",23.482857,4.696571,1,1,0.110239,8.989659,71,7.265356,1,52.472516,0.031399
19,medium,1320239838,5,hungarian_distance,"[0,1,2,3,4]",18.193490,3.638698,0,1,1.535992,0.650621,51,1.457870,1,28.844111,0.010450
19,medium,1320239838,5,hungarian_crossing_penalty,"[0,1,2,3,4]",18.193490,3.638698,0,1,1.535992,0.650621,51,1.457870,1,28.844111,3.981459
19,medium,1320239838,5,safety_aware_local_swap,"[0,1,2,3,4]",18.193490,3.638698,0,1,1.535992,0.650621,51,1.457870,1,28.844111,3.967754
20,medium,225010042,5,random,"[2,4,3,1,0]",21.179459,4.235892,1,2,0.161375,6.671393,50,8.962107,1,57.850851,0.004218
20,medium,225010042,5,nearest_neighbor,"[2,4,1,0,3]",11.286859,2.257372,0,0,3.314219,0.000000,0,0.641623,0,11.286859,0.031869
20,medium,225010042,5,hungarian_distance,"[2,4,1,0,3]",11.286859,2.257372,0,0,3.314219,0.000000,0,0.641623,0,11.286859,0.010500
20,medium,225010042,5,hungarian_crossing_penalty,"[2,4,1,0,3]",11.286859,2.257372,0,0,3.314219,0.000000,0,0.641623,0,11.286859,3.952615
20,medium,225010042,5,safety_aware_local_swap,"[2,4,1,0,3]",11.286859,2.257372,0,0,3.314219,0.000000,0,0.641623,0,11.286859,3.974106
21,medium,1419796637,5,random,"[2,3,4,1,0]",28.370403,5.674081,0,4,0.748808,3.146849,180,6.618108,1,71.517251,0.004118
21,medium,1419796637,5,nearest_neighbor,"[4,3,0,1,2]",21.330919,4.266184,0,3,1.335661,1.877066,147,7.936144,1,53.207985,0.031890
21,medium,1419796637,5,hungarian_distance,"[4,3,1,2,0]",19.926675,3.985335,0,3,1.335661,1.877001,120,1.073534,1,51.803676,0.010369
21,medium,1419796637,5,hungarian_crossing_penalty,"[4,3,1,2,0]",19.926675,3.985335,0,3,1.335661,1.877001,120,1.073534,1,51.803676,4.141729
21,medium,1419796637,5,safety_aware_local_swap,"[4,3,1,2,0]",19.926675,3.985335,0,3,1.335661,1.877001,120,1.073534,1,51.803676,4.044388
22,medium,1527433394,5,random,"[1,2,4,0,3]",25.839894,5.167979,2,4,0.404126,4.623166,172,7.161641,1,90.463060,0.004398
22,medium,1527433394,5,nearest_neighbor,"[1,2,0,3,4]",22.455708,4.491142,0,3,0.572591,2.970048,162,10.552292,1,55.425756,0.039343
22,medium,1527433394,5,hungarian_distance,"[4,3,0,2,1]",16.588674,3.317735,0,2,1.442281,1.224876,81,1.605580,1,37.813549,0.010940
22,medium,1527433394,5,hungarian_crossing_penalty,"[4,3,0,2,1]",16.588674,3.317735,0,2,1.442281,1.224876,81,1.605580,1,37.813549,4.009622
22,medium,1527433394,5,safety_aware_local_swap,"[4,3,0,2,1]",16.588674,3.317735,0,2,1.442281,1.224876,81,1.605580,1,37.813549,4.087948
23,medium,800873406,5,random,"[3,1,4,2,0]",29.939907,5.987981,2,2,0.694343,2.657447,85,5.709048,1,72.597355,0.004408
23,medium,800873406,5,nearest_neighbor,"[2,1,3,4,0]",17.740356,3.548071,0,1,1.181362,0.845765,52,1.366315,1,28.586121,0.032160
23,medium,800873406,5,hungarian_distance,"[1,2,3,0,4]",13.563214,2.712643,0,0,2.320102,0.000000,0,3.434110,0,13.563214,0.011362
23,medium,800873406,5,hungarian_crossing_penalty,"[1,2,3,0,4]",13.563214,2.712643,0,0,2.320102,0.000000,0,3.434110,0,13.563214,3.983513
23,medium,800873406,5,safety_aware_local_swap,"[1,2,3,0,4]",13.563214,2.712643,0,0,2.320102,0.000000,0,3.434110,0,13.563214,3.982371
24,medium,1622380921,5,random,"[0,4,3,2,1]",15.357711,3.071542,0,0,3.112513,0.000000,0,1.106493,0,15.357711,0.004248
24,medium,1622380921,5,nearest_neighbor,"[0,4,2,3,1]",15.242581,3.048516,0,0,3.112513,0.000000,0,1.751165,0,15.242581,0.032501
24,medium,1622380921,5,hungarian_distance,"[0,4,2,3,1]",15.242581,3.048516,0,0,3.112513,0.000000,0,1.751165,0,15.242581,0.010880
24,medium,1622380921,5,hungarian_crossing_penalty,"[0,4,2,3,1]",15.242581,3.048516,0,0,3.112513,0.000000,0,1.751165,0,15.242581,3.990195
24,medium,1622380921,5,safety_aware_local_swap,"[0,4,2,3,1]",15.242581,3.048516,0,0,3.112513,0.000000,0,1.751165,0,15.242581,3.967073
25,medium,461344229,5,random,"[0,1,2,4,3]",31.119276,6.223855,3,3,0.076866,14.440607,85,3.337414,1,105.559884,0.004839
25,medium,461344229,5,nearest_neighbor,"[4,3,0,1,2]",15.366959,3.073392,1,1,0.511405,1.951581,67,4.141920,1,37.318540,0.032320
25,medium,461344229,5,hungarian_distance,"[4,2,0,1,3]",14.083758,2.816752,0,0,2.117700,0.000000,0,1.915715,0,14.083758,0.010830
25,medium,461344229,5,hungarian_crossing_penalty,"[4,2,0,1,3]",14.083758,2.816752,0,0,2.117700,0.000000,0,1.915715,0,14.083758,3.996457
25,medium,461344229,5,safety_aware_local_swap,"[4,2,0,1,3]",14.083758,2.816752,0,0,2.117700,0.000000,0,1.915715,0,14.083758,3.976541
26,medium,1675587876,5,random,"[0,2,3,1,4]",28.123332,5.624666,1,2,0.243501,4.857115,109,2.489900,1,62.980447,0.004308
26,medium,1675587876,5,nearest_neighbor,"[3,1,2,4,0]",7.897598,1.579520,0,1,1.156811,0.863699,58,0.438945,1,18.761297,0.032010
26,medium,1675587876,5,hungarian_distance,"[3,1,2,4,0]",7.897598,1.579520,0,1,1.156811,0.863699,58,0.438945,1,18.761297,0.010690
26,medium,1675587876,5,hungarian_crossing_penalty,"[3,1,2,4,0]",7.897598,1.579520,0,1,1.156811,0.863699,58,0.438945,1,18.761297,3.983794
26,medium,1675587876,5,safety_aware_local_swap,"[3,1,2,4,0]",7.897598,1.579520,0,1,1.156811,0.863699,58,0.438945,1,18.761297,3.983332
27,medium,289940097,5,random,"[4,3,1,2,0]",24.182036,4.836407,1,2,0.234472,5.878882,90,12.426123,1,60.060918,0.004629
27,medium,289940097,5,nearest_neighbor,"[4,2,1,3,0]",21.201113,4.240223,1,1,0.083796,11.792953,69,13.134589,1,52.994066,0.033833
27,medium,289940097,5,hungarian_distance,"[4,3,1,0,2]",16.313861,3.262772,0,1,1.332472,0.749922,67,1.611422,1,27.063783,0.011662
27,medium,289940097,5,hungarian_crossing_penalty,"[4,3,1,0,2]",16.313861,3.262772,0,1,1.332472,0.749922,67,1.611422,1,27.063783,3.957584
27,medium,289940097,5,safety_aware_local_swap,"[4,3,1,0,2]",16.313861,3.262772,0,1,1.332472,0.749922,67,1.611422,1,27.063783,3.959348
28,medium,1571251877,5,random,"[3,4,1,0,2]",27.634803,5.526961,5,4,0.137827,11.969246,137,6.392906,1,129.604050,0.004618
28,medium,1571251877,5,nearest_neighbor,"[4,1,0,2,3]",16.841068,3.368214,0,1,0.912746,1.094396,51,2.216175,1,27.935465,0.032120
28,medium,1571251877,5,hungarian_distance,"[0,1,4,3,2]",13.973873,2.794775,0,0,2.564853,0.000000,0,1.270658,0,13.973873,0.011321
28,medium,1571251877,5,hungarian_crossing_penalty,"[0,1,4,3,2]",13.973873,2.794775,0,0,2.564853,0.000000,0,1.270658,0,13.973873,3.982311
28,medium,1571251877,5,safety_aware_local_swap,"[0,1,4,3,2]",13.973873,2.794775,0,0,2.564853,0.000000,0,1.270658,0,13.973873,3.995005
29,medium,568860301,5,random,"[1,0,2,4,3]",31.949970,6.389994,4,7,0.486117,6.654709,203,4.218043,1,148.604678,0.004298
29,medium,568860301,5,nearest_neighbor,"[3,2,1,4,0]",15.797576,3.159515,0,1,0.184629,5.387079,74,3.790091,1,31.184654,0.031780
29,medium,568860301,5,hungarian_distance,"[4,2,1,3,0]",14.976569,2.995314,0,0,2.044414,0.000000,0,0.986844,0,14.976569,0.010369
29,medium,568860301,5,hungarian_crossing_penalty,"[4,2,1,3,0]",14.976569,2.995314,0,0,2.044414,0.000000,0,0.986844,0,14.976569,4.006095
29,medium,568860301,5,safety_aware_local_swap,"[4,2,1,3,0]",14.976569,2.995314,0,0,2.044414,0.000000,0,0.986844,0,14.976569,4.020322
30,medium,664971418,5,random,"[1,3,2,4,0]",24.890499,4.978100,2,4,0.577554,4.398306,140,4.764358,1,89.288805,0.004238
30,medium,664971418,5,nearest_neighbor,"[3,4,0,2,1]",11.974018,2.394804,0,0,2.008103,0.000000,0,2.407906,0,11.974018,0.031509
30,medium,664971418,5,hungarian_distance,"[3,4,0,2,1]",11.974018,2.394804,0,0,2.008103,0.000000,0,2.407906,0,11.974018,0.010810
30,medium,664971418,5,hungarian_crossing_penalty,"[3,4,0,2,1]",11.974018,2.394804,0,0,2.008103,0.000000,0,2.407906,0,11.974018,3.984405
30,medium,664971418,5,safety_aware_local_swap,"[3,4,0,2,1]",11.974018,2.394804,0,0,2.008103,0.000000,0,2.407906,0,11.974018,4.003530
31,medium,1331444017,5,random,"[2,1,0,3,4]",24.739770,4.947954,2,4,0.554136,3.759185,144,6.814309,1,88.498955,0.004258
31,medium,1331444017,5,nearest_neighbor,"[0,3,1,2,4]",15.995323,3.199065,1,2,0.403609,2.973316,96,0.960811,1,48.968639,0.031469
31,medium,1331444017,5,hungarian_distance,"[4,2,1,3,0]",11.735019,2.347004,0,1,1.880359,0.531531,30,2.256366,1,22.266550,0.010540
31,medium,1331444017,5,hungarian_crossing_penalty,"[4,2,1,3,0]",11.735019,2.347004,0,1,1.880359,0.531531,30,2.256366,1,22.266550,3.984044
31,medium,1331444017,5,safety_aware_local_swap,"[4,2,1,3,0]",11.735019,2.347004,0,1,1.880359,0.531531,30,2.256366,1,22.266550,4.300616
32,medium,1929607801,5,random,"[0,2,4,3,1]",21.005885,4.201177,1,1,0.732088,1.364093,28,4.409452,1,42.369978,0.004809
32,medium,1929607801,5,nearest_neighbor,"[3,2,4,1,0]",13.498050,2.699610,0,0,3.298757,0.000000,0,2.049201,0,13.498050,0.032260
32,medium,1929607801,5,hungarian_distance,"[3,2,4,0,1]",13.123556,2.624711,0,0,3.624800,0.000000,0,1.537795,0,13.123556,0.011090
32,medium,1929607801,5,hungarian_crossing_penalty,"[3,2,4,0,1]",13.123556,2.624711,0,0,3.624800,0.000000,0,1.537795,0,13.123556,3.979936
32,medium,1929607801,5,safety_aware_local_swap,"[3,2,4,0,1]",13.123556,2.624711,0,0,3.624800,0.000000,0,1.537795,0,13.123556,4.064294
33,medium,959550145,5,random,"[4,0,3,1,2]",29.619006,5.923801,3,4,0.395269,4.234221,111,2.463155,1,103.853227,0.004509
33,medium,959550145,5,nearest_neighbor,"[1,2,3,0,4]",26.002074,5.200415,2,3,0.044262,24.718992,169,11.152299,1,100.721066,0.031799
33,medium,959550145,5,hungarian_distance,"[0,4,3,2,1]",21.181370,4.236274,0,2,1.716731,1.125983,68,8.604867,1,42.307353,0.011402
33,medium,959550145,5,hungarian_crossing_penalty,"[0,4,3,2,1]",21.181370,4.236274,0,2,1.716731,1.125983,68,8.604867,1,42.307353,4.162247
