trial_id,scenario,scenario_seed,num_uav,method,assignment,total_path_length,avg_path_length,xy_crossings,proximity_crossings,min_distance,safety_cost,safety_violation_count,arrival_time_variance,failed_assignment,total_cost,compute_time_ms
8,small,1250862551,3,hungarian_distance,"[2,0,1]",5.010670,1.670223,0,0,3.366439,0.000000,0,1.459213,0,5.010670,0.009077
8,small,1250862551,3,hungarian_crossing_penalty,"[2,0,1]",5.010670,1.670223,0,0,3.366439,0.000000,0,1.459213,0,5.010670,0.541282
8,small,1250862551,3,safety_aware_local_swap,"[2,0,1]",5.010670,1.670223,0,0,3.366439,0.000000,0,1.459213,0,5.010670,0.536963
9,small,1667242277,3,random,"[1,2,0]",12.773495,4.257832,1,2,1.135690,1.460694,98,0.891880,1,44.234190,0.004158
9,small,1667242277,3,nearest_neighbor,"[2,0,1]",5.492183,1.830728,0,1,1.745885,0.572448,36,0.038998,1,16.064630,0.016020
9,small,1667242277,3,hungarian_distance,"[2,0,1]",5.492183,1.830728,0,1,1.745885,0.572448,36,0.038998,1,16.064630,0.009477
9,small,1667242277,3,hungarian_crossing_penalty,"[2,0,1]",5.492183,1.830728,0,1,1.745885,0.572448,36,0.038998,1,16.064630,0.621301
9,small,1667242277,3,safety_aware_local_swap,"[2,0,1]",5.492183,1.830728,0,1,1.745885,0.572448,36,0.038998,1,16.064630,0.565516
10,small,592010160,3,random,"[2,0,1]",15.237845,5.079282,1,1,0.509433,1.959123,31,0.925918,1,37.196968,0.004198
10,small,592010160,3,nearest_neighbor,"[1,0,2]",14.291936,4.763979,1,1,0.885108,1.128530,45,5.639973,1,35.420466,0.015840
10,small,592010160,3,hungarian_distance,"[2,1,0]",7.319018,2.439673,0,0,2.739134,0.000000,0,1.413055,0,7.319018,0.009798
10,small,592010160,3,hungarian_crossing_penalty,"[2,1,0]",7.319018,2.439673,0,0,2.739134,0.000000,0,1.413055,0,7.319018,0.548315
10,small,592010160,3,safety_aware_local_swap,"[2,1,0]",7.319018,2.439673,0,0,2.739134,0.000000,0,1.413055,0,7.319018,0.542414
11,small,1180070726,3,random,"[0,2,1]",15.078936,5.026312,0,2,1.259307,1.387157,56,1.849782,1,36.466093,0.004158
11,small,1180070726,3,nearest_neighbor,"[2,0,1]",7.108682,2.369561,0,0,2.637207,0.000000,0,0.434432,0,7.108682,0.016651
11,small,1180070726,3,hungarian_distance,"[2,0,1]",7.108682,2.369561,0,0,2.637207,0.000000,0,0.434432,0,7.108682,0.009328
11,small,1180070726,3,hungarian_crossing_penalty,"[2,0,1]",7.108682,2.369561,0,0,2.637207,0.000000,0,0.434432,0,7.108682,0.539248
11,small,1180070726,3,safety_aware_local_swap,"[2,0,1]",7.108682,2.369561,0,0,2.637207,0.000000,0,0.434432,0,7.108682,0.532645
12,small,2030455522,3,random,"[1,0,2]",13.650286,4.550095,1,3,0.342845,4.064168,154,2.267685,1,57.714454,0.004278
12,small,2030455522,3,nearest_neighbor,"[1,0,2]",13.650286,4.550095,1,3,0.342845,4.064168,154,2.267685,1,57.714454,0.016050
12,small,2030455522,3,hungarian_distance,"[0,2,1]",12.060377,4.020126,0,2,0.479353,2.633829,129,4.639499,1,34.694206,0.009558
12,small,2030455522,3,hungarian_crossing_penalty,"[0,2,1]",12.060377,4.020126,0,2,0.479353,2.633829,129,4.639499,1,34.694206,0.557021
12,small,2030455522,3,safety_aware_local_swap,"[2,0,1]",12.173233,4.057744,0,2,0.513331,2.484093,100,3.854914,1,34.657326,0.927713
13,small,234973449,3,random,"[2,1,0]",13.893401,4.631134,1,3,0.681078,3.243536,141,0.488620,1,57.136937,0.004017
13,small,234973449,3,nearest_neighbor,"[0,2,1]",7.027111,2.342370,0,1,1.825087,0.547619,61,1.940210,1,17.574730,0.015209
13,small,234973449,3,hungarian_distance,"[2,0,1]",6.750590,2.250197,0,1,1.886429,0.529821,57,2.022729,1,17.280411,0.008977
13,small,234973449,3,hungarian_crossing_penalty,"[2,0,1]",6.750590,2.250197,0,1,1.886429,0.529821,57,2.022729,1,17.280411,0.544047
13,small,234973449,3,safety_aware_local_swap,"[2,0,1]",6.750590,2.250197,0,1,1.886429,0.529821,57,2.022729,1,17.280411,0.539468
14,small,652474354,3,random,"[1,0,2]",10.872619,3.624206,0,1,1.727132,0.578659,66,0.863579,1,21.451278,0.003927
14,small,652474354,3,nearest_neighbor,"[0,2,1]",7.331106,2.443702,0,1,1.966745,0.508196,18,0.292934,1,17.839302,0.015339
14,small,652474354,3,hungarian_distance,"[0,2,1]",7.331106,2.443702,0,1,1.966745,0.508196,18,0.292934,1,17.839302,0.008886
14,small,652474354,3,hungarian_crossing_penalty,"[0,2,1]",7.331106,2.443702,0,1,1.966745,0.508196,18,0.292934,1,17.839302,0.537494
14,small,652474354,3,safety_aware_local_swap,"[0,2,1]",7.331106,2.443702,0,1,1.966745,0.508196,18,0.292934,1,17.839302,0.536853
15,small,1723685751,3,random,"[2,0,1]",16.396853,5.465618,3,3,0.397963,4.448125,98,0.002860,1,80.844978,0.003928
15,small,1723685751,3,nearest_neighbor,"[0,2,1]",8.562846,2.854282,0,1,1.664375,0.600466,25,3.932854,1,19.163312,0.015949
15,small,1723685751,3,hungarian_distance,"[1,2,0]",5.596991,1.865664,0,0,3.318227,0.000000,0,1.023992,0,5.596991,0.009377
15,small,1723685751,3,hungarian_crossing_penalty,"[1,2,0]",5.596991,1.865664,0,0,3.318227,0.000000,0,1.023992,0,5.596991,0.541161
15,small,1723685751,3,safety_aware_local_swap,"[1,2,0]",5.596991,1.865664,0,0,3.318227,0.000000,0,1.023992,0,5.596991,0.542754
16,small,1449477884,3,random,"[0,2,1]",15.868455,5.289485,1,2,0.240476,5.311662,94,1.510630,1,51.180117,0.004038
16,small,1449477884,3,nearest_neighbor,"[2,1,0]",9.270429,3.090143,0,1,0.851612,1.172867,68,0.148561,1,20.443296,0.015369
16,small,1449477884,3,hungarian_distance,"[2,1,0]",9.270429,3.090143,0,1,0.851612,1.172867,68,0.148561,1,20.443296,0.009137
16,small,1449477884,3,hungarian_crossing_penalty,"[2,1,0]",9.270429,3.090143,0,1,0.851612,1.172867,68,0.148561,1,20.443296,0.549256
16,small,1449477884,3,safety_aware_local_swap,"[2,1,0]",9.270429,3.090143,0,1,0.851612,1.172867,68,0.148561,1,20.443296,0.551060
17,small,1402860734,3,random,"[1,2,0]",15.807214,5.269071,1,1,0.079037,12.494216,38,3.108164,1,48.301430,0.003857
17,small,1402860734,3,nearest_neighbor,"[0,1,2]",7.351901,2.450634,0,0,3.920413,0.000000,0,0.800982,0,7.351901,0.015299
17,small,1402860734,3,hungarian_distance,"[0,1,2]",7.351901,2.450634,0,0,3.920413,0.000000,0,0.800982,0,7.351901,0.009167
17,small,1402860734,3,hungarian_crossing_penalty,"[0,1,2]",7.351901,2.450634,0,0,3.920413,0.000000,0,0.800982,0,7.351901,0.535210
17,small,1402860734,3,safety_aware_local_swap,"[0,1,2]",7.351901,2.450634,0,0,3.920413,0.000000,0,0.800982,0,7.351901,0.541743
18,small,1353708395,3,random,"[2,0,1]",12.557873,4.185958,1,1,0.292984,3.401549,75,0.768622,1,35.959422,0.003837
18,small,1353708395,3,nearest_neighbor,"[2,0,1]",12.557873,4.185958,1,1,0.292984,3.401549,75,0.768622,1,35.959422,0.015519
18,small,1353708395,3,hungarian_distance,"[1,0,2]",12.171366,4.057122,0,1,0.534719,1.866649,65,0.340760,1,24.038015,0.009107
18,small,1353708395,3,hungarian_crossing_penalty,"[1,0,2]",12.171366,4.057122,0,1,0.534719,1.866649,65,0.340760,1,24.038015,0.551821
18,small,1353708395,3,safety_aware_local_swap,"[1,0,2]",12.171366,4.057122,0,1,0.534719,1.866649,65,0.340760,1,24.038015,0.543816
19,small,1963937555,3,random,"[0,1,2]",11.356452,3.785484,0,1,0.993072,1.005963,42,1.367043,1,22.362415,0.004018
19,small,1963937555,3,nearest_neighbor,"[1,0,2]",7.872054,2.624018,0,0,2.950543,0.000000,0,0.021177,0,7.872054,0.015639
19,small,1963937555,3,hungarian_distance,"[1,0,2]",7.872054,2.624018,0,0,2.950543,0.000000,0,0.021177,0,7.872054,0.009618
19,small,1963937555,3,hungarian_crossing_penalty,"[1,0,2]",7.872054,2.624018,0,0,2.950543,0.000000,0,0.021177,0,7.872054,0.546622
19,small,1963937555,3,safety_aware_local_swap,"[1,0,2]",7.872054,2.624018,0,0,2.950543,0.000000,0,0.021177,0,7.872054,0.543526
20,small,1125130069,3,random,"[1,2,0]",19.809837,6.603279,3,2,1.466685,1.309353,41,0.090675,1,71.119190,0.004208
20,small,1125130069,3,nearest_neighbor,"[2,0,1]",5.487646,1.829215,0,0,4.915539,0.000000,0,0.538817,0,5.487646,0.015610
20,small,1125130069,3,hungarian_distance,"[2,0,1]",5.487646,1.829215,0,0,4.915539,0.000000,0,0.538817,0,5.487646,0.009027
20,small,1125130069,3,hungarian_crossing_penalty,"[2,0,1]",5.487646,1.829215,0,0,4.915539,0.000000,0,0.538817,0,5.487646,0.544778
20,small,1125130069,3,safety_aware_local_swap,"[2,0,1]",5.487646,1.829215,0,0,4.915539,0.000000,0,0.538817,0,5.487646,0.539438
21,small,916423560,3,random,"[2,1,0]",11.621222,3.873741,1,1,1.163838,0.858489,32,1.737259,1,32.479711,0.003897
21,small,916423560,3,nearest_neighbor,"[2,0,1]",6.176391,2.058797,0,0,3.751953,0.000000,0,0.576858,0,6.176391,0.015359
21,small,916423560,3,hungarian_distance,"[2,0,1]",6.176391,2.058797,0,0,3.751953,0.000000,0,0.576858,0,6.176391,0.009107
21,small,916423560,3,hungarian_crossing_penalty,"[2,0,1]",6.176391,2.058797,0,0,3.751953,0.000000,0,0.576858,0,6.176391,0.542674
21,small,916423560,3,safety_aware_local_swap,"[2,0,1]",6.176391,2.058797,0,0,3.751953,0.000000,0,0.576858,0,6.176391,0.540510
22,small,336145324,3,random,"[2,1,0]",14.368420,4.789473,2,3,1.324673,1.910933,71,0.533244,1,66.279354,0.009839
22,small,336145324,3,nearest_neighbor,"[0,2,1]",4.159306,1.386435,0,0,3.136556,0.000000,0,0.255728,0,4.159306,0.015419
22,small,336145324,3,hungarian_distance,"[0,2,1]",4.159306,1.386435,0,0,3.136556,0.000000,0,0.255728,0,4.159306,0.008857
22,small,336145324,3,hungarian_crossing_penalty,"[0,2,1]",4.159306,1.386435,0,0,3.136556,0.000000,0,0.255728,0,4.159306,0.536452
22,small,336145324,3,safety_aware_local_swap,"[0,2,1]",4.159306,1.386435,0,0,3.136556,0.000000,0,0.255728,0,4.159306,0.542233
23,small,1647042259,3,random,"[2,1,0]",9.027671,3.009224,0,0,3.311775,0.000000,0,2.455900,0,9.027671,0.004538
23,small,1647042259,3,nearest_neighbor,"[0,2,1]",9.438804,3.146268,0,0,3.290270,0.000000,0,1.792701,0,9.438804,0.016000
23,small,1647042259,3,hungarian_distance,"[2,1,0]",9.027671,3.009224,0,0,3.311775,0.000000,0,2.455900,0,9.027671,0.009478
23,small,1647042259,3,hungarian_crossing_penalty,"[2,1,0]",9.027671,3.009224,0,0,3.311775,0.000000,0,2.455900,0,9.027671,0.544027
23,small,1647042259,3,safety_aware_local_swap,"[2,1,0]",9.027671,3.009224,0,0,3.311775,0.000000,0,2.455900,0,9.027671,0.547382
24,small,429518732,3,random,"[0,1,2]",15.606435,5.202145,1,1,1.426112,0.700716,21,1.139601,1,36.307150,0.004128
24,small,429518732,3,nearest_neighbor,"[1,0,2]",12.015175,4.005058,1,0,2.631890,0.000000,0,2.781858,0,22.015175,0.015309
24,small,429518732,3,hungarian_distance,"[0,2,1]",8.131619,2.710540,0,0,3.137569,0.000000,0,1.345192,0,8.131619,0.009046
24,small,429518732,3,hungarian_crossing_penalty,"[0,2,1]",8.131619,2.710540,0,0,3.137569,0.000000,0,1.345192,0,8.131619,0.543595
24,small,429518732,3,safety_aware_local_swap,"[0,2,1]",8.131619,2.710540,0,0,3.137569,0.000000,0,1.345192,0,8.131619,0.531323
25,small,288897200,3,random,"[1,0,2]",15.548958,5.182986,1,2,1.522564,1.215174,47,0.931033,1,46.764132,0.003977
25,small,288897200,3,nearest_neighbor,"[0,1,2]",9.685490,3.228497,1,1,0.188067,5.289128,46,5.196616,1,34.974617,0.015309
25,small,288897200,3,hungarian_distance,"[2,1,0]",5.918138,1.972713,0,0,3.156451,0.000000,0,0.841691,0,5.918138,0.009077
25,small,288897200,3,hungarian_crossing_penalty,"[2,1,0]",5.918138,1.972713,0,0,3.156451,0.000000,0,0.841691,0,5.918138,0.542643
25,small,288897200,3,safety_aware_local_swap,"[2,1,0]",5.918138,1.972713,0,0,3.156451,0.000000,0,0.841691,0,5.918138,0.535039
26,small,64928149,3,random,"[0,2,1]",14.883545,4.961182,3,3,0.322266,4.980430,142,0.218145,1,79.863975,0.003898
26,small,64928149,3,nearest_neighbor,"[1,0,2]",10.459458,3.486486,0,1,1.709583,0.584596,64,2.108327,1,21.044054,0.016250
26,small,64928149,3,hungarian_distance,"[2,1,0]",5.518605,1.839535,0,1,1.847689,0.540924,32,1.956819,1,16.059529,0.009948
26,small,64928149,3,hungarian_crossing_penalty,"[2,1,0]",5.518605,1.839535,0,1,1.847689,0.540924,32,1.956819,1,16.059529,0.552101
26,small,64928149,3,safety_aware_local_swap,"[2,1,0]",5.518605,1.839535,0,1,1.847689,0.540924,32,1.956819,1,16.059529,0.548464
27,small,1598417532,3,random,"[0,2,1]",13.822571,4.607524,2,2,0.483420,2.773118,104,2.594166,1,56.595689,0.003997
27,small,1598417532,3,nearest_neighbor,"[0,1,2]",6.948579,2.316193,0,1,1.249024,0.799985,68,1.175021,1,17.748564,0.015319
27,small,1598417532,3,hungarian_distance,"[2,1,0]",6.868836,2.289612,0,1,1.279417,0.780995,66,1.067211,1,17.649831,0.008957
27,small,1598417532,3,hungarian_crossing_penalty,"[2,1,0]",6.868836,2.289612,0,1,1.279417,0.780995,66,1.067211,1,17.649831,0.547934
27,small,1598417532,3,safety_aware_local_swap,"[2,1,0]",6.868836,2.289612,0,1,1.279417,0.780995,66,1.067211,1,17.649831,0.548595
28,small,303872512,3,random,"[1,2,0]",7.135068,2.378356,0,0,5.194900,0.000000,0,1.941795,0,7.135068,0.003837
28,small,303872512,3,nearest_neighbor,"[1,2,0]",7.135068,2.378356,0,0,5.194900,0.000000,0,1.941795,0,7.135068,0.015098
28,small,303872512,3,hungarian_distance,"[1,2,0]",7.135068,2.378356,0,0,5.194900,0.000000,0,1.941795,0,7.135068,0.009026
28,small,303872512,3,hungarian_crossing_penalty,"[1,2,0]",7.135068,2.378356,0,0,5.194900,0.000000,0,1.941795,0,7.135068,0.539428
28,small,303872512,3,safety_aware_local_swap,"[1,2,0]",7.135068,2.378356,0,0,5.194900,0.000000,0,1.941795,0,7.135068,0.541682
29,small,183144117,3,random,"[0,1,2]",19.989600,6.663200,2,3,0.986449,2.183638,54,1.111014,1,72.173238,0.003927
29,small,183144117,3,nearest_neighbor,"[2,0,1]",7.373786,2.457929,0,0,5.020976,0.000000,0,2.174805,0,7.373786,0.015309
29,small,183144117,3,hungarian_distance,"[2,0,1]",7.373786,2.457929,0,0,5.020976,0.000000,0,2.174805,0,7.373786,0.009077
29,small,183144117,3,hungarian_crossing_penalty,"[2,0,1]",7.373786,2.457929,0,0,5.020976,0.000000,0,2.174805,0,7.373786,0.545099
29,small,183144117,3,safety_aware_local_swap,"[2,0,1]",7.373786,2.457929,0,0,5.020976,0.000000,0,2.174805,0,7.373786,0.540681
30,small,2097714449,3,random,"[0,2,1]",8.850934,2.950311,0,1,1.749350,0.571314,49,2.062326,1,19.422248,0.003967
30,small,2097714449,3,nearest_neighbor,"[2,1,0]",7.340710,2.446903,0,0,2.027704,0.000000,0,2.553895,0,7.340710,0.015769
30,small,2097714449,3,hungarian_distance,"[2,0,1]",7.010954,2.336985,0,1,1.985173,0.503481,18,4.000447,1,17.514434,0.009027
30,small,2097714449,3,hungarian_crossing_penalty,"[2,0,1]",7.010954,2.336985,0,1,1.985173,0.503481,18,4.000447,1,17.514434,0.548936
30,small,2097714449,3,safety_aware_local_swap,"[2,1,0]",7.340710,2.446903,0,0,2.027704,0.000000,0,2.553895,0,7.340710,0.917966
31,small,1361547835,3,random,"[2,1,0]",10.598689,3.532896,0,1,0.585796,1.704168,82,6.639327,1,22.302857,0.003777
31,small,1361547835,3,nearest_neighbor,"[2,0,1]",10.037018,3.345673,0,1,1.647653,0.606556,42,2.853706,1,20.643574,0.015629
31,small,1361547835,3,hungarian_distance,"[2,0,1]",10.037018,3.345673,0,1,1.647653,0.606556,42,2.853706,1,20.643574,0.009097
31,small,1361547835,3,hungarian_crossing_penalty,"[2,0,1]",10.037018,3.345673,0,1,1.647653,0.606556,42,2.853706,1,20.643574,0.541281
31,small,1361547835,3,safety_aware_local_swap,"[2,0,1]",10.037018,3.345673,0,1,1.647653,0.606556,42,2.853706,1,20.643574,0.545279
32,small,1133878096,3,random,"[1,2,0]",16.647827,5.549276,2,3,0.263097,5.722021,110,1.073952,1,72.369847,0.004148
32,small,1133878096,3,nearest_neighbor,"[0,1,2]",7.550956,2.516985,0,0,2.624526,0.000000,0,1.548833,0,7.550956,0.015649
32,small,1133878096,3,hungarian_distance,"[0,1,2]",7.550956,2.516985,0,0,2.624526,0.000000,0,1.548833,0,7.550956,0.008836
32,small,1133878096,3,hungarian_crossing_penalty,"[0,1,2]",7.550956,2.516985,0,0,2.624526,0.000000,0,1.548833,0,7.550956,0.540239
32,small,1133878096,3,safety_aware_local_swap,"[0,1,2]",7.550956,2.516985,0,0,2.624526,0.000000,0,1.548833,0,7.550956,0.545790
33,small,928235902,3,random,"[0,2,1]",9.287662,3.095887,0,0,2.371762,0.000000,0,3.208372,0,9.287662,0.003857
33,small,928235902,3,nearest_neighbor,"[2,1,0]",11.198914,3.732971,0,1,1.997581,0.500355,4,3.443607,1,21.699269,0.015529
33,small,928235902,3,hungarian_distance,"[0,2,1]",9.287662,3.095887,0,0,2.371762,0.000000,0,3.208372,0,9.287662,0.018805
33,small,928235902,3,hungarian_crossing_penalty,"[0,2,1]",9.287662,3.095887,0,0,2.371762,0.000000,0,3.208372,0,9.287662,0.580345
33,small,928235902,3,safety_aware_local_swap,"[0,2,1]",9.287662,3.095887,0,0,2.371762,0.000000,0,3.208372,0,9.287662,0.557372
34,small,1079500318,3,random,"[2,0,1]",13.982032,4.660677,1,2,0.084116,12.482668,104,5.399812,1,56.464700,0.004328
34,small,1079500318,3,nearest_neighbor,"[2,1,0]",13.619771,4.539924,0,2,0.486243,2.937140,99,4.856738,1,36.556911,0.015368
34,small,1079500318,3,hungarian_distance,"[0,1,2]",10.908441,3.636147,0,1,0.486243,2.052364,67,0.733275,1,22.960806,0.009368
34,small,1079500318,3,hungarian_crossing_penalty,"[0,1,2]",10.908441,3.636147,0,1,0.486243,2.052364,67,0.733275,1,22.960806,0.548966
34,small,1079500318,3,safety_aware_local_swap,"[0,1,2]",10.908441,3.636147,0,1,0.486243,2.052364,67,0.733275,1,22.960806,0.547834
35,small,214347437,3,random,"[2,1,0]",10.067490,3.355830,0,3,0.584709,4.780205,197,1.677975,1,44.847695,0.003908
35,small,214347437,3,nearest_neighbor,"[0,2,1]",11.467203,3.822401,3,3,0.017124,71.593471,229,1.850675,1,143.060675,0.015619
35,small,214347437,3,hungarian_distance,"[2,0,1]",10.053016,3.351005,0,3,0.471168,5.289037,206,2.756821,1,45.342053,0.009057
35,small,214347437,3,hungarian_crossing_penalty,"[2,0,1]",10.053016,3.351005,0,3,0.471168,5.289037,206,2.756821,1,45.342053,0.548454
35,small,214347437,3,safety_aware_local_swap,"[1,0,2]",10.100314,3.366771,0,3,0.584709,4.780205,203,2.193356,1,44.880519,0.936880
36,small,1881112128,3,random,"[2,1,0]",11.421924,3.807308,2,3,0.010745,89.121484,222,1.941682,1,150.543408,0.004107
36,small,1881112128,3,nearest_neighbor,"[2,1,0]",11.421924,3.807308,2,3,0.010745,89.121484,222,1.941682,1,150.543408,0.015669
36,small,1881112128,3,hungarian_distance,"[0,2,1]",9.919620,3.306540,0,3,0.451233,5.189831,192,2.272351,1,45.109451,0.010019
36,small,1881112128,3,hungarian_crossing_penalty,"[0,2,1]",9.919620,3.306540,0,3,0.451233,5.189831,192,2.272351,1,45.109451,0.602175
36,small,1881112128,3,safety_aware_local_swap,"[0,2,1]",9.919620,3.306540,0,3,0.451233,5.189831,192,2.272351,1,45.109451,0.553014
37,small,1738235920,3,random,"[1,2,0]",15.568899,5.189633,2,2,0.428777,2.903320,74,1.550400,1,58.472219,0.004048
37,small,1738235920,3,nearest_neighbor,"[2,1,0]",11.083086,3.694362,0,1,1.822106,0.548515,17,2.644200,1,21.631601,0.016160
37,small,1738235920,3,hungarian_distance,"[2,0,1]",7.776932,2.592311,0,0,2.301233,0.000000,0,0.847980,0,7.776932,0.009077
37,small,1738235920,3,hungarian_crossing_penalty,"[2,0,1]",7.776932,2.592311,0,0,2.301233,0.000000,0,0.847980,0,7.776932,0.543936
37,small,1738235920,3,safety_aware_local_swap,"[2,0,1]",7.776932,2.592311,0,0,2.301233,0.000000,0,0.847980,0,7.776932,0.541752
38,small,1754820181,3,random,"[2,1,0]",4.870924,1.623641,0,1,1.677277,0.595849,39,2.185276,1,15.466774,0.008927
38,small,1754820181,3,nearest_neighbor,"[1,0,2]",11.985927,3.995309,1,1,1.211948,0.824437,76,3.023450,1,32.810365,0.015649
38,small,1754820181,3,hungarian_distance,"[2,1,0]",4.870924,1.623641,0,1,1.677277,0.595849,39,2.185276,1,15.466774,0.008736
