mission_id,uav_id,motion_style,target_distance,duration,average_speed,gain_multiplier,omega_o_x,omega_o_y,omega_o_z,omega_c_x,omega_c_y,omega_c_z,peak_velocity,peak_acceleration,settling_time,tracking_rmse
3397412360,1,normal,7.735840,3.000000,2.578614,1.108141,11.081408,11.081408,16.622112,3.324422,3.324422,3.878493,3.528825,11.686010,3.542309,1.051522
