trial_id,stage,scene,scene_family,style,cold_start,seed,policy_sha256,configuration_id,control_mode,mission_success,candidate_completed,T_min_s,T_exec_s,motion_style,style_gain,task_gain,compiled_omega_c,compiled_omega_o,applied_omega_c,applied_omega_o,analytic_mj_velocity_peak_mps,analytic_mj_acceleration_peak_mps2,analytic_mj_jerk_peak_mps3,tracking_rmse_m,final_error_m,settling_time_s,overshoot_m,controller_acceleration_saturation_ratio,controller_acceleration_saturation_samples,profile_clamp_activity,iapf_clamp_activity,peak_tilt_deg,hard_safety_violation_count,minimum_pairwise_distance_m,iapf_activation_fraction,dynamic_feasibility_violation,compiled_applied_profile_consistent,instability_or_divergence,persistent_oscillation,explicit_t_invariance,auto_t_ordering,condition_result,failure_reason,raw_dir
screening_S1_aggressive_cold1_20260825T131621Z_226496,screening,S1,short_horizontal,aggressive,1,c0f-screen-20260825,fcfaabdecbef9bb0bd622cabe003d5c38cf91fde8ddb4c1f4db60dac6f37333c,paper-current-v10-c0-e-frozen,ladrc_acceleration,True,True,2.4702289531291117,9.0,aggressive,1.100000023841858,1.0,"[[1.649999976158142,1.649999976158142,1.9249999523162842],[1.649999976158142,1.649999976158142,1.9249999523162842],[1.649999976158142,1.649999976158142,1.9249999523162842]]","[[5.5,5.5,8.25],[5.5,5.5,8.25],[5.5,5.5,8.25]]","[[1.649999976158142,1.649999976158142,1.9249999523162842],[1.649999976158142,1.649999976158142,1.9249999523162842],[1.649999976158142,1.649999976158142,1.9249999523162842]]","[[5.5,5.5,8.25],[5.5,5.5,8.25],[5.5,5.5,8.25]]",0.5233824253082275,0.17906664311885834,0.20676836371421814,0.016139907681999816,0.017771435901522636,10.035809516906738,0.0,0.0,0,0,0,2.7679270097570208,0,2.221131209797004,0.0,False,True,False,False,True,N/A,PASS,,runtime_raw/screening_S1_aggressive_cold1_20260825T131621Z_226496
screening_S1_normal_cold1_20260825T131520Z_222276,screening,S1,short_horizontal,normal,1,c0f-screen-20260825,fcfaabdecbef9bb0bd622cabe003d5c38cf91fde8ddb4c1f4db60dac6f37333c,paper-current-v10-c0-e-frozen,ladrc_acceleration,True,True,2.474486320635615,9.0,normal,1.0,1.0,"[[1.5,1.5,1.75],[1.5,1.5,1.75],[1.5,1.5,1.75]]","[[5.0,5.0,7.5],[5.0,5.0,7.5],[5.0,5.0,7.5]]","[[1.5,1.5,1.75],[1.5,1.5,1.75],[1.5,1.5,1.75]]","[[5.0,5.0,7.5],[5.0,5.0,7.5],[5.0,5.0,7.5]]",0.5260931849479675,0.17999409139156342,0.20783928036689758,0.0178233076941079,0.02974599413573742,10.018181800842285,0.0,0.0,0,0,0,1.9936101046696384,0,2.2234415282727595,0.0,False,True,False,False,True,N/A,PASS,,runtime_raw/screening_S1_normal_cold1_20260825T131520Z_222276
screening_S1_smooth_cold1_20260825T131417Z_217975,screening,S1,short_horizontal,smooth,1,c0f-screen-20260825,fcfaabdecbef9bb0bd622cabe003d5c38cf91fde8ddb4c1f4db60dac6f37333c,paper-current-v10-c0-e-frozen,ladrc_acceleration,True,True,2.469272569120287,9.0,smooth,0.800000011920929,1.0,"[[1.2000000476837158,1.2000000476837158,1.399999976158142],[1.2000000476837158,1.2000000476837158,1.399999976158142],[1.2000000476837158,1.2000000476837158,1.399999976158142]]","[[4.0,4.0,6.0],[4.0,4.0,6.0],[4.0,4.0,6.0]]","[[1.2000000476837158,1.2000000476837158,1.399999976158142],[1.2000000476837158,1.2000000476837158,1.399999976158142],[1.2000000476837158,1.2000000476837158,1.399999976158142]]","[[4.0,4.0,6.0],[4.0,4.0,6.0],[4.0,4.0,6.0]]",0.5227747559547424,0.17885874211788177,0.20652829110622406,0.02791548833550054,0.021851791068911552,10.036813735961914,0.0,0.0,0,0,0,2.3087561379473707,0,2.2201747453926197,0.0,False,True,False,False,True,N/A,PASS,,runtime_raw/screening_S1_smooth_cold1_20260825T131417Z_217975
screening_S2_aggressive_cold1_20260825T131926Z_239960,screening,S2,medium_3d_diagonal,aggressive,1,c0f-screen-20260825,fcfaabdecbef9bb0bd622cabe003d5c38cf91fde8ddb4c1f4db60dac6f37333c,paper-current-v10-c0-e-frozen,ladrc_acceleration,True,True,2.944393061950158,9.0,aggressive,1.100000023841858,1.0,"[[1.649999976158142,1.649999976158142,1.9249999523162842],[1.649999976158142,1.649999976158142,1.9249999523162842],[1.649999976158142,1.649999976158142,1.9249999523162842],[1.649999976158142,1.649999976158142,1.9249999523162842]]","[[5.5,5.5,8.25],[5.5,5.5,8.25],[5.5,5.5,8.25],[5.5,5.5,8.25]]","[[1.649999976158142,1.649999976158142,1.9249999523162842],[1.649999976158142,1.649999976158142,1.9249999523162842],[1.649999976158142,1.649999976158142,1.9249999523162842],[1.649999976158142,1.649999976158142,1.9249999523162842]]","[[5.5,5.5,8.25],[5.5,5.5,8.25],[5.5,5.5,8.25],[5.5,5.5,8.25]]",0.8863288164138794,0.3032427728176117,0.3501545786857605,0.019515330705895416,0.014816687442362309,10.035970687866211,0.0,0.0,0,0,0,2.736204651187667,0,2.2260058397282716,0.0,False,True,False,False,True,N/A,PASS,,runtime_raw/screening_S2_aggressive_cold1_20260825T131926Z_239960
screening_S2_normal_cold1_20260825T131825Z_235365,screening,S2,medium_3d_diagonal,normal,1,c0f-screen-20260825,fcfaabdecbef9bb0bd622cabe003d5c38cf91fde8ddb4c1f4db60dac6f37333c,paper-current-v10-c0-e-frozen,ladrc_acceleration,True,True,2.9432975644918877,9.0,normal,1.0,1.0,"[[1.5,1.5,1.75],[1.5,1.5,1.75],[1.5,1.5,1.75],[1.5,1.5,1.75]]","[[5.0,5.0,7.5],[5.0,5.0,7.5],[5.0,5.0,7.5],[5.0,5.0,7.5]]","[[1.5,1.5,1.75],[1.5,1.5,1.75],[1.5,1.5,1.75],[1.5,1.5,1.75]]","[[5.0,5.0,7.5],[5.0,5.0,7.5],[5.0,5.0,7.5],[5.0,5.0,7.5]]",0.8853399157524109,0.3029044270515442,0.3497639000415802,0.02026904427166906,0.024734826758503914,10.034843444824219,0.0,0.0,0,0,0,2.6100499573244207,0,2.2142467039351557,0.0,False,True,False,False,True,N/A,PASS,,runtime_raw/screening_S2_normal_cold1_20260825T131825Z_235365
screening_S2_smooth_cold1_20260825T131722Z_230683,screening,S2,medium_3d_diagonal,smooth,1,c0f-screen-20260825,fcfaabdecbef9bb0bd622cabe003d5c38cf91fde8ddb4c1f4db60dac6f37333c,paper-current-v10-c0-e-frozen,ladrc_acceleration,True,True,2.9432727949532422,9.0,smooth,0.800000011920929,1.0,"[[1.2000000476837158,1.2000000476837158,1.399999976158142],[1.2000000476837158,1.2000000476837158,1.399999976158142],[1.2000000476837158,1.2000000476837158,1.399999976158142],[1.2000000476837158,1.2000000476837158,1.399999976158142]]","[[4.0,4.0,6.0],[4.0,4.0,6.0],[4.0,4.0,6.0],[4.0,4.0,6.0]]","[[1.2000000476837158,1.2000000476837158,1.399999976158142],[1.2000000476837158,1.2000000476837158,1.399999976158142],[1.2000000476837158,1.2000000476837158,1.399999976158142],[1.2000000476837158,1.2000000476837158,1.399999976158142]]","[[4.0,4.0,6.0],[4.0,4.0,6.0],[4.0,4.0,6.0],[4.0,4.0,6.0]]",0.8853175044059753,0.30289676785469055,0.34975507855415344,0.034538467568396375,0.0412110798060894,10.034677505493164,0.0,0.0,0,0,0,2.5736352668595748,0,2.2149550509932854,0.0,False,True,False,False,True,N/A,PASS,,runtime_raw/screening_S2_smooth_cold1_20260825T131722Z_230683
screening_S3_aggressive_cold1_20260825T132228Z_253608,screening,S3,medium_auto_diagonal,aggressive,1,c0f-screen-20260825,fcfaabdecbef9bb0bd622cabe003d5c38cf91fde8ddb4c1f4db60dac6f37333c,paper-current-v10-c0-e-frozen,ladrc_acceleration,True,True,3.5861003943925485,3.9447104930877686,aggressive,1.100000023841858,1.0,"[[1.649999976158142,1.649999976158142,1.9249999523162842],[1.649999976158142,1.649999976158142,1.9249999523162842],[1.649999976158142,1.649999976158142,1.9249999523162842],[1.649999976158142,1.649999976158142,1.9249999523162842]]","[[5.5,5.5,8.25],[5.5,5.5,8.25],[5.5,5.5,8.25],[5.5,5.5,8.25]]","[[1.649999976158142,1.649999976158142,1.9249999523162842],[1.649999976158142,1.649999976158142,1.9249999523162842],[1.649999976158142,1.649999976158142,1.9249999523162842],[1.649999976158142,1.649999976158142,1.9249999523162842]]","[[5.5,5.5,8.25],[5.5,5.5,8.25],[5.5,5.5,8.25],[5.5,5.5,8.25]]",3.653442144393921,2.8518402576446533,7.513147830963135,0.1240069590124159,0.14504562318325043,5.334290504455566,0.0,0.0,0,0,0,25.295521501867963,0,2.1880825200591407,0.0,False,True,False,False,N/A,True,PASS,,runtime_raw/screening_S3_aggressive_cold1_20260825T132228Z_253608
screening_S3_normal_cold1_20260825T132130Z_249174,screening,S3,medium_auto_diagonal,normal,1,c0f-screen-20260825,fcfaabdecbef9bb0bd622cabe003d5c38cf91fde8ddb4c1f4db60dac6f37333c,paper-current-v10-c0-e-frozen,ladrc_acceleration,True,True,3.5875090563398673,4.125679969787598,normal,1.0,1.0,"[[1.5,1.5,1.75],[1.5,1.5,1.75],[1.5,1.5,1.75],[1.5,1.5,1.75]]","[[5.0,5.0,7.5],[5.0,5.0,7.5],[5.0,5.0,7.5],[5.0,5.0,7.5]]","[[1.5,1.5,1.75],[1.5,1.5,1.75],[1.5,1.5,1.75],[1.5,1.5,1.75]]","[[5.0,5.0,7.5],[5.0,5.0,7.5],[5.0,5.0,7.5],[5.0,5.0,7.5]]",3.497304916381836,2.6102137565612793,6.574949264526367,0.12088777991598025,0.1101369857788086,5.4937591552734375,0.0,0.0,0,0,0,22.763893382631267,0,2.191184033168223,0.0,False,True,False,False,N/A,True,PASS,,runtime_raw/screening_S3_normal_cold1_20260825T132130Z_249174
screening_S3_smooth_cold1_20260825T132032Z_244727,screening,S3,medium_auto_diagonal,smooth,1,c0f-screen-20260825,fcfaabdecbef9bb0bd622cabe003d5c38cf91fde8ddb4c1f4db60dac6f37333c,paper-current-v10-c0-e-frozen,ladrc_acceleration,True,True,3.587167055492334,4.663257122039795,smooth,0.800000011920929,1.0,"[[1.2000000476837158,1.2000000476837158,1.399999976158142],[1.2000000476837158,1.2000000476837158,1.399999976158142],[1.2000000476837158,1.2000000476837158,1.399999976158142],[1.2000000476837158,1.2000000476837158,1.399999976158142]]","[[4.0,4.0,6.0],[4.0,4.0,6.0],[4.0,4.0,6.0],[4.0,4.0,6.0]]","[[1.2000000476837158,1.2000000476837158,1.399999976158142],[1.2000000476837158,1.2000000476837158,1.399999976158142],[1.2000000476837158,1.2000000476837158,1.399999976158142],[1.2000000476837158,1.2000000476837158,1.399999976158142]]","[[4.0,4.0,6.0],[4.0,4.0,6.0],[4.0,4.0,6.0],[4.0,4.0,6.0]]",3.0932531356811523,2.0425100326538086,4.55183744430542,0.14163610966649634,0.09516827762126923,6.01426362991333,0.0,0.0,0,0,0,17.416387124982503,0,2.190398735736766,0.0,False,True,False,False,N/A,True,PASS,,runtime_raw/screening_S3_smooth_cold1_20260825T132032Z_244727
screening_S4_aggressive_cold1_20260825T132527Z_270125,screening,S4,long_auto_high_demand,aggressive,1,c0f-screen-20260825,fcfaabdecbef9bb0bd622cabe003d5c38cf91fde8ddb4c1f4db60dac6f37333c,paper-current-v10-c0-e-frozen,ladrc_acceleration,True,True,4.769850254058838,5.246864318847656,aggressive,1.100000023841858,1.0,"[[1.649999976158142,1.649999976158142,1.9249999523162842],[1.649999976158142,1.649999976158142,1.9249999523162842],[1.649999976158142,1.649999976158142,1.9249999523162842],[1.649999976158142,1.649999976158142,1.9249999523162842],[1.649999976158142,1.649999976158142,1.9249999523162842],[1.649999976158142,1.649999976158142,1.9249999523162842],[1.649999976158142,1.649999976158142,1.9249999523162842],[1.649999976158142,1.649999976158142,1.9249999523162842]]","[[5.5,5.5,8.25],[5.5,5.5,8.25],[5.5,5.5,8.25],[5.5,5.5,8.25],[5.5,5.5,8.25],[5.5,5.5,8.25],[5.5,5.5,8.25],[5.5,5.5,8.25]]","[[1.649999976158142,1.649999976158142,1.9249999523162842],[1.649999976158142,1.649999976158142,1.9249999523162842],[1.649999976158142,1.649999976158142,1.9249999523162842],[1.649999976158142,1.649999976158142,1.9249999523162842],[1.649999976158142,1.649999976158142,1.9249999523162842],[1.649999976158142,1.649999976158142,1.9249999523162842],[1.649999976158142,1.649999976158142,1.9249999523162842],[1.649999976158142,1.649999976158142,1.9249999523162842]]","[[5.5,5.5,8.25],[5.5,5.5,8.25],[5.5,5.5,8.25],[5.5,5.5,8.25],[5.5,5.5,8.25],[5.5,5.5,8.25],[5.5,5.5,8.25],[5.5,5.5,8.25]]",4.545429229736328,2.667553663253784,5.283542633056641,0.11087773785369909,0.1280546635389328,6.538164138793945,0.0,0.0,0,0,0,23.595190415042836,0,2.1759780498797525,0.0,False,True,False,False,N/A,True,PASS,,runtime_raw/screening_S4_aggressive_cold1_20260825T132527Z_270125
screening_S4_normal_cold1_20260825T132426Z_264078,screening,S4,long_auto_high_demand,normal,1,c0f-screen-20260825,fcfaabdecbef9bb0bd622cabe003d5c38cf91fde8ddb4c1f4db60dac6f37333c,paper-current-v10-c0-e-frozen,ladrc_acceleration,True,True,4.7684937715530396,5.483529567718506,normal,1.0,1.0,"[[1.5,1.5,1.75],[1.5,1.5,1.75],[1.5,1.5,1.75],[1.5,1.5,1.75],[1.5,1.5,1.75],[1.5,1.5,1.75],[1.5,1.5,1.75],[1.5,1.5,1.75]]","[[5.0,5.0,7.5],[5.0,5.0,7.5],[5.0,5.0,7.5],[5.0,5.0,7.5],[5.0,5.0,7.5],[5.0,5.0,7.5],[5.0,5.0,7.5],[5.0,5.0,7.5]]","[[1.5,1.5,1.75],[1.5,1.5,1.75],[1.5,1.5,1.75],[1.5,1.5,1.75],[1.5,1.5,1.75],[1.5,1.5,1.75],[1.5,1.5,1.75],[1.5,1.5,1.75]]","[[5.0,5.0,7.5],[5.0,5.0,7.5],[5.0,5.0,7.5],[5.0,5.0,7.5],[5.0,5.0,7.5],[5.0,5.0,7.5],[5.0,5.0,7.5],[5.0,5.0,7.5]]",4.348015308380127,2.4415688514709473,4.627225399017334,0.11972378646627485,0.10865110158920288,6.775840759277344,0.0,0.0,0,0,0,20.84370549860849,0,2.1858437973667644,0.0,False,True,False,False,N/A,True,PASS,,runtime_raw/screening_S4_normal_cold1_20260825T132426Z_264078
screening_S4_smooth_cold1_20260825T132326Z_258051,screening,S4,long_auto_high_demand,smooth,1,c0f-screen-20260825,fcfaabdecbef9bb0bd622cabe003d5c38cf91fde8ddb4c1f4db60dac6f37333c,paper-current-v10-c0-e-frozen,ladrc_acceleration,True,True,4.771809697151184,6.204670429229736,smooth,0.800000011920929,1.0,"[[1.2000000476837158,1.2000000476837158,1.399999976158142],[1.2000000476837158,1.2000000476837158,1.399999976158142],[1.2000000476837158,1.2000000476837158,1.399999976158142],[1.2000000476837158,1.2000000476837158,1.399999976158142],[1.2000000476837158,1.2000000476837158,1.399999976158142],[1.2000000476837158,1.2000000476837158,1.399999976158142],[1.2000000476837158,1.2000000476837158,1.399999976158142],[1.2000000476837158,1.2000000476837158,1.399999976158142]]","[[4.0,4.0,6.0],[4.0,4.0,6.0],[4.0,4.0,6.0],[4.0,4.0,6.0],[4.0,4.0,6.0],[4.0,4.0,6.0],[4.0,4.0,6.0],[4.0,4.0,6.0]]","[[1.2000000476837158,1.2000000476837158,1.399999976158142],[1.2000000476837158,1.2000000476837158,1.399999976158142],[1.2000000476837158,1.2000000476837158,1.399999976158142],[1.2000000476837158,1.2000000476837158,1.399999976158142],[1.2000000476837158,1.2000000476837158,1.399999976158142],[1.2000000476837158,1.2000000476837158,1.399999976158142],[1.2000000476837158,1.2000000476837158,1.399999976158142],[1.2000000476837158,1.2000000476837158,1.399999976158142]]","[[4.0,4.0,6.0],[4.0,4.0,6.0],[4.0,4.0,6.0],[4.0,4.0,6.0],[4.0,4.0,6.0],[4.0,4.0,6.0],[4.0,4.0,6.0],[4.0,4.0,6.0]]",3.8453369140625,1.908331274986267,3.1962954998016357,0.19009069596549366,0.06624583154916763,7.536157131195068,0.0,0.0,0,0,0,16.08959868935305,0,2.1908439297172144,0.0,False,True,False,False,N/A,True,PASS,,runtime_raw/screening_S4_smooth_cold1_20260825T132326Z_258051
