trial_id,stage,scene,scene_family,style,cold_start,seed,policy_sha256,configuration_id,control_mode,mission_success,candidate_completed,T_min_s,T_exec_s,motion_style,style_gain,task_gain,compiled_omega_c,compiled_omega_o,applied_omega_c,applied_omega_o,analytic_mj_velocity_peak_mps,analytic_mj_acceleration_peak_mps2,analytic_mj_jerk_peak_mps3,tracking_rmse_m,final_error_m,settling_time_s,overshoot_m,controller_acceleration_saturation_ratio,controller_acceleration_saturation_samples,profile_clamp_activity,iapf_clamp_activity,peak_tilt_deg,hard_safety_violation_count,minimum_pairwise_distance_m,iapf_activation_fraction,dynamic_feasibility_violation,compiled_applied_profile_consistent,instability_or_divergence,persistent_oscillation,explicit_t_invariance,auto_t_ordering,condition_result,failure_reason,raw_dir
confirmation_S2_smooth_cold1_20260825T133618Z_313799,confirmation,S2,medium_3d_diagonal,smooth,1,c0f-confirm-a-20260825,fcfaabdecbef9bb0bd622cabe003d5c38cf91fde8ddb4c1f4db60dac6f37333c,paper-current-v10-c0-e-frozen,ladrc_acceleration,True,True,2.942409453660064,9.0,smooth,0.800000011920929,1.0,"[[1.2000000476837158,1.2000000476837158,1.399999976158142],[1.2000000476837158,1.2000000476837158,1.399999976158142],[1.2000000476837158,1.2000000476837158,1.399999976158142],[1.2000000476837158,1.2000000476837158,1.399999976158142]]","[[4.0,4.0,6.0],[4.0,4.0,6.0],[4.0,4.0,6.0],[4.0,4.0,6.0]]","[[1.2000000476837158,1.2000000476837158,1.399999976158142],[1.2000000476837158,1.2000000476837158,1.399999976158142],[1.2000000476837158,1.2000000476837158,1.399999976158142],[1.2000000476837158,1.2000000476837158,1.399999976158142]]","[[4.0,4.0,6.0],[4.0,4.0,6.0],[4.0,4.0,6.0],[4.0,4.0,6.0]]",0.8845387101173401,0.30263033509254456,0.3494473993778229,0.03341238768903438,0.0415596179664135,10.03585433959961,0.0,0.0,0,0,0,2.5727131592300463,0,2.2189673439867184,0.0,False,True,False,False,True,N/A,PASS,,runtime_raw/confirmation_S2_smooth_cold1_20260825T133618Z_313799
confirmation_S2_smooth_cold2_20260825T133721Z_318463,confirmation,S2,medium_3d_diagonal,smooth,2,c0f-confirm-b-20260825,fcfaabdecbef9bb0bd622cabe003d5c38cf91fde8ddb4c1f4db60dac6f37333c,paper-current-v10-c0-e-frozen,ladrc_acceleration,True,True,2.9433329016453755,9.0,smooth,0.800000011920929,1.0,"[[1.2000000476837158,1.2000000476837158,1.399999976158142],[1.2000000476837158,1.2000000476837158,1.399999976158142],[1.2000000476837158,1.2000000476837158,1.399999976158142],[1.2000000476837158,1.2000000476837158,1.399999976158142]]","[[4.0,4.0,6.0],[4.0,4.0,6.0],[4.0,4.0,6.0],[4.0,4.0,6.0]]","[[1.2000000476837158,1.2000000476837158,1.399999976158142],[1.2000000476837158,1.2000000476837158,1.399999976158142],[1.2000000476837158,1.2000000476837158,1.399999976158142],[1.2000000476837158,1.2000000476837158,1.399999976158142]]","[[4.0,4.0,6.0],[4.0,4.0,6.0],[4.0,4.0,6.0],[4.0,4.0,6.0]]",0.8853718042373657,0.3029153347015381,0.3497765064239502,0.03416417023875363,0.03903636708855629,10.035717964172363,0.0,0.0,0,0,0,2.5126004216641973,0,2.22257644051835,0.0,False,True,False,False,True,N/A,PASS,,runtime_raw/confirmation_S2_smooth_cold2_20260825T133721Z_318463
confirmation_S3_aggressive_cold1_20260825T134629Z_348059,confirmation,S3,medium_auto_diagonal,aggressive,1,c0f-confirm-a-20260825,fcfaabdecbef9bb0bd622cabe003d5c38cf91fde8ddb4c1f4db60dac6f37333c,paper-current-v10-c0-e-frozen,ladrc_acceleration,True,True,3.5876208686907436,3.946382999420166,aggressive,1.100000023841858,1.0,"[[1.649999976158142,1.649999976158142,1.9249999523162842],[1.649999976158142,1.649999976158142,1.9249999523162842],[1.649999976158142,1.649999976158142,1.9249999523162842],[1.649999976158142,1.649999976158142,1.9249999523162842]]","[[5.5,5.5,8.25],[5.5,5.5,8.25],[5.5,5.5,8.25],[5.5,5.5,8.25]]","[[1.649999976158142,1.649999976158142,1.9249999523162842],[1.649999976158142,1.649999976158142,1.9249999523162842],[1.649999976158142,1.649999976158142,1.9249999523162842],[1.649999976158142,1.649999976158142,1.9249999523162842]]","[[5.5,5.5,8.25],[5.5,5.5,8.25],[5.5,5.5,8.25],[5.5,5.5,8.25]]",3.656540632247925,2.8530492782592773,7.513147830963135,0.11644481531635074,0.09973026067018509,5.335691928863525,0.0,0.0,0,0,0,25.184640671534893,0,2.1995740715440797,0.0,False,True,False,False,N/A,True,PASS,,runtime_raw/confirmation_S3_aggressive_cold1_20260825T134629Z_348059
confirmation_S3_aggressive_cold2_20260825T134726Z_349946,confirmation,S3,medium_auto_diagonal,aggressive,2,c0f-confirm-b-20260825,fcfaabdecbef9bb0bd622cabe003d5c38cf91fde8ddb4c1f4db60dac6f37333c,paper-current-v10-c0-e-frozen,ladrc_acceleration,True,True,3.5882127874867433,3.9469237327575684,aggressive,1.100000023841858,1.0,"[[1.649999976158142,1.649999976158142,1.9249999523162842],[1.649999976158142,1.649999976158142,1.9249999523162842],[1.649999976158142,1.649999976158142,1.9249999523162842],[1.649999976158142,1.649999976158142,1.9249999523162842]]","[[5.5,5.5,8.25],[5.5,5.5,8.25],[5.5,5.5,8.25],[5.5,5.5,8.25]]","[[1.649999976158142,1.649999976158142,1.9249999523162842],[1.649999976158142,1.649999976158142,1.9249999523162842],[1.649999976158142,1.649999976158142,1.9249999523162842],[1.649999976158142,1.649999976158142,1.9249999523162842]]","[[5.5,5.5,8.25],[5.5,5.5,8.25],[5.5,5.5,8.25],[5.5,5.5,8.25]]",3.6578495502471924,2.853679656982422,7.513777732849121,0.12180153721423519,0.10573417693376541,5.375950813293457,0.0,0.0,0,0,0,25.192248779546155,0,2.1975411590372467,0.0,False,True,False,False,N/A,True,PASS,,runtime_raw/confirmation_S3_aggressive_cold2_20260825T134726Z_349946
confirmation_S3_normal_cold1_20260825T134433Z_344313,confirmation,S3,medium_auto_diagonal,normal,1,c0f-confirm-a-20260825,fcfaabdecbef9bb0bd622cabe003d5c38cf91fde8ddb4c1f4db60dac6f37333c,paper-current-v10-c0-e-frozen,ladrc_acceleration,True,True,3.588756750876518,4.127115726470947,normal,1.0,1.0,"[[1.5,1.5,1.75],[1.5,1.5,1.75],[1.5,1.5,1.75],[1.5,1.5,1.75]]","[[5.0,5.0,7.5],[5.0,5.0,7.5],[5.0,5.0,7.5],[5.0,5.0,7.5]]","[[1.5,1.5,1.75],[1.5,1.5,1.75],[1.5,1.5,1.75],[1.5,1.5,1.75]]","[[5.0,5.0,7.5],[5.0,5.0,7.5],[5.0,5.0,7.5],[5.0,5.0,7.5]]",3.49973726272583,2.6111204624176025,6.574944972991943,0.11947736855988893,0.08383804559707642,5.4952850341796875,0.0,0.0,0,0,0,22.32354535400581,0,2.1853874722407753,0.0,False,True,False,False,N/A,True,PASS,,runtime_raw/confirmation_S3_normal_cold1_20260825T134433Z_344313
confirmation_S3_normal_cold2_20260825T134531Z_346185,confirmation,S3,medium_auto_diagonal,normal,2,c0f-confirm-b-20260825,fcfaabdecbef9bb0bd622cabe003d5c38cf91fde8ddb4c1f4db60dac6f37333c,paper-current-v10-c0-e-frozen,ladrc_acceleration,True,True,3.5880136756533076,4.126215934753418,normal,1.0,1.0,"[[1.5,1.5,1.75],[1.5,1.5,1.75],[1.5,1.5,1.75],[1.5,1.5,1.75]]","[[5.0,5.0,7.5],[5.0,5.0,7.5],[5.0,5.0,7.5],[5.0,5.0,7.5]]","[[1.5,1.5,1.75],[1.5,1.5,1.75],[1.5,1.5,1.75],[1.5,1.5,1.75]]","[[5.0,5.0,7.5],[5.0,5.0,7.5],[5.0,5.0,7.5],[5.0,5.0,7.5]]",3.498326539993286,2.6106369495391846,6.575161457061768,0.12118359507680976,0.09166940301656723,5.496792316436768,0.0,0.0,0,0,0,22.61096787858114,0,2.204942308088549,0.0,False,True,False,False,N/A,True,PASS,,runtime_raw/confirmation_S3_normal_cold2_20260825T134531Z_346185
confirmation_S3_smooth_cold1_20260825T134237Z_340552,confirmation,S3,medium_auto_diagonal,smooth,1,c0f-confirm-a-20260825,fcfaabdecbef9bb0bd622cabe003d5c38cf91fde8ddb4c1f4db60dac6f37333c,paper-current-v10-c0-e-frozen,ladrc_acceleration,True,True,3.588561698423272,4.665029048919678,smooth,0.800000011920929,1.0,"[[1.2000000476837158,1.2000000476837158,1.399999976158142],[1.2000000476837158,1.2000000476837158,1.399999976158142],[1.2000000476837158,1.2000000476837158,1.399999976158142],[1.2000000476837158,1.2000000476837158,1.399999976158142]]","[[4.0,4.0,6.0],[4.0,4.0,6.0],[4.0,4.0,6.0],[4.0,4.0,6.0]]","[[1.2000000476837158,1.2000000476837158,1.399999976158142],[1.2000000476837158,1.2000000476837158,1.399999976158142],[1.2000000476837158,1.2000000476837158,1.399999976158142],[1.2000000476837158,1.2000000476837158,1.399999976158142]]","[[4.0,4.0,6.0],[4.0,4.0,6.0],[4.0,4.0,6.0],[4.0,4.0,6.0]]",3.095686197280884,2.0433402061462402,4.551957607269287,0.13939708392205136,0.06684084236621857,5.977750301361084,0.0,0.0,0,0,0,16.82067622769258,0,2.1918468175351444,0.0,False,True,False,False,N/A,True,PASS,,runtime_raw/confirmation_S3_smooth_cold1_20260825T134237Z_340552
confirmation_S3_smooth_cold2_20260825T134335Z_342440,confirmation,S3,medium_auto_diagonal,smooth,2,c0f-confirm-b-20260825,fcfaabdecbef9bb0bd622cabe003d5c38cf91fde8ddb4c1f4db60dac6f37333c,paper-current-v10-c0-e-frozen,ladrc_acceleration,True,True,3.5867212819627046,4.662737846374512,smooth,0.800000011920929,1.0,"[[1.2000000476837158,1.2000000476837158,1.399999976158142],[1.2000000476837158,1.2000000476837158,1.399999976158142],[1.2000000476837158,1.2000000476837158,1.399999976158142],[1.2000000476837158,1.2000000476837158,1.399999976158142]]","[[4.0,4.0,6.0],[4.0,4.0,6.0],[4.0,4.0,6.0],[4.0,4.0,6.0]]","[[1.2000000476837158,1.2000000476837158,1.399999976158142],[1.2000000476837158,1.2000000476837158,1.399999976158142],[1.2000000476837158,1.2000000476837158,1.399999976158142],[1.2000000476837158,1.2000000476837158,1.399999976158142]]","[[4.0,4.0,6.0],[4.0,4.0,6.0],[4.0,4.0,6.0],[4.0,4.0,6.0]]",3.092444658279419,2.042203664779663,4.551661014556885,0.14366033488734134,0.08339700102806091,5.994044780731201,0.0,0.0,0,0,0,17.623645464621426,0,2.207116355218822,0.0,False,True,False,False,N/A,True,PASS,,runtime_raw/confirmation_S3_smooth_cold2_20260825T134335Z_342440
confirmation_S4_aggressive_cold1_20260825T135231Z_365320,confirmation,S4,long_auto_high_demand,aggressive,1,c0f-confirm-a-20260825,fcfaabdecbef9bb0bd622cabe003d5c38cf91fde8ddb4c1f4db60dac6f37333c,paper-current-v10-c0-e-frozen,ladrc_acceleration,True,True,4.767018914222717,5.244687557220459,aggressive,1.100000023841858,1.0,"[[1.649999976158142,1.649999976158142,1.9249999523162842],[1.649999976158142,1.649999976158142,1.9249999523162842],[1.649999976158142,1.649999976158142,1.9249999523162842],[1.649999976158142,1.649999976158142,1.9249999523162842],[1.649999976158142,1.649999976158142,1.9249999523162842],[1.649999976158142,1.649999976158142,1.9249999523162842],[1.649999976158142,1.649999976158142,1.9249999523162842],[1.649999976158142,1.649999976158142,1.9249999523162842]]","[[5.5,5.5,8.25],[5.5,5.5,8.25],[5.5,5.5,8.25],[5.5,5.5,8.25],[5.5,5.5,8.25],[5.5,5.5,8.25],[5.5,5.5,8.25],[5.5,5.5,8.25]]","[[1.649999976158142,1.649999976158142,1.9249999523162842],[1.649999976158142,1.649999976158142,1.9249999523162842],[1.649999976158142,1.649999976158142,1.9249999523162842],[1.649999976158142,1.649999976158142,1.9249999523162842],[1.649999976158142,1.649999976158142,1.9249999523162842],[1.649999976158142,1.649999976158142,1.9249999523162842],[1.649999976158142,1.649999976158142,1.9249999523162842],[1.649999976158142,1.649999976158142,1.9249999523162842]]","[[5.5,5.5,8.25],[5.5,5.5,8.25],[5.5,5.5,8.25],[5.5,5.5,8.25],[5.5,5.5,8.25],[5.5,5.5,8.25],[5.5,5.5,8.25],[5.5,5.5,8.25]]",4.54461669921875,2.6681838035583496,5.286983966827393,0.11026433345332733,0.1285889744758606,6.555973529815674,0.0,0.0,0,0,0,23.470292775258976,0,2.178435307737272,0.0,False,True,False,False,N/A,True,PASS,,runtime_raw/confirmation_S4_aggressive_cold1_20260825T135231Z_365320
confirmation_S4_aggressive_cold2_20260825T135330Z_368690,confirmation,S4,long_auto_high_demand,aggressive,2,c0f-confirm-b-20260825,fcfaabdecbef9bb0bd622cabe003d5c38cf91fde8ddb4c1f4db60dac6f37333c,paper-current-v10-c0-e-frozen,ladrc_acceleration,True,True,4.772542119026184,5.249126434326172,aggressive,1.100000023841858,1.0,"[[1.649999976158142,1.649999976158142,1.9249999523162842],[1.649999976158142,1.649999976158142,1.9249999523162842],[1.649999976158142,1.649999976158142,1.9249999523162842],[1.649999976158142,1.649999976158142,1.9249999523162842],[1.649999976158142,1.649999976158142,1.9249999523162842],[1.649999976158142,1.649999976158142,1.9249999523162842],[1.649999976158142,1.649999976158142,1.9249999523162842],[1.649999976158142,1.649999976158142,1.9249999523162842]]","[[5.5,5.5,8.25],[5.5,5.5,8.25],[5.5,5.5,8.25],[5.5,5.5,8.25],[5.5,5.5,8.25],[5.5,5.5,8.25],[5.5,5.5,8.25],[5.5,5.5,8.25]]","[[1.649999976158142,1.649999976158142,1.9249999523162842],[1.649999976158142,1.649999976158142,1.9249999523162842],[1.649999976158142,1.649999976158142,1.9249999523162842],[1.649999976158142,1.649999976158142,1.9249999523162842],[1.649999976158142,1.649999976158142,1.9249999523162842],[1.649999976158142,1.649999976158142,1.9249999523162842],[1.649999976158142,1.649999976158142,1.9249999523162842],[1.649999976158142,1.649999976158142,1.9249999523162842]]","[[5.5,5.5,8.25],[5.5,5.5,8.25],[5.5,5.5,8.25],[5.5,5.5,8.25],[5.5,5.5,8.25],[5.5,5.5,8.25],[5.5,5.5,8.25],[5.5,5.5,8.25]]",4.546034812927246,2.6667592525482178,5.279693126678467,0.10868947135280854,0.10519874095916748,6.545211315155029,0.0,0.0,0,0,0,22.64742633174202,0,2.17567442827849,0.0,False,True,False,False,N/A,True,PASS,,runtime_raw/confirmation_S4_aggressive_cold2_20260825T135330Z_368690
confirmation_S4_normal_cold1_20260825T135028Z_358566,confirmation,S4,long_auto_high_demand,normal,1,c0f-confirm-a-20260825,fcfaabdecbef9bb0bd622cabe003d5c38cf91fde8ddb4c1f4db60dac6f37333c,paper-current-v10-c0-e-frozen,ladrc_acceleration,True,True,4.77170991897583,5.487113952636719,normal,1.0,1.0,"[[1.5,1.5,1.75],[1.5,1.5,1.75],[1.5,1.5,1.75],[1.5,1.5,1.75],[1.5,1.5,1.75],[1.5,1.5,1.75],[1.5,1.5,1.75],[1.5,1.5,1.75]]","[[5.0,5.0,7.5],[5.0,5.0,7.5],[5.0,5.0,7.5],[5.0,5.0,7.5],[5.0,5.0,7.5],[5.0,5.0,7.5],[5.0,5.0,7.5],[5.0,5.0,7.5]]","[[1.5,1.5,1.75],[1.5,1.5,1.75],[1.5,1.5,1.75],[1.5,1.5,1.75],[1.5,1.5,1.75],[1.5,1.5,1.75],[1.5,1.5,1.75],[1.5,1.5,1.75]]","[[5.0,5.0,7.5],[5.0,5.0,7.5],[5.0,5.0,7.5],[5.0,5.0,7.5],[5.0,5.0,7.5],[5.0,5.0,7.5],[5.0,5.0,7.5],[5.0,5.0,7.5]]",4.348105430603027,2.4400246143341064,4.621277809143066,0.11917900946990413,0.09310483932495117,6.761293888092041,0.0,0.0,0,0,0,20.837229620692735,0,2.1797168031543284,0.0,False,True,False,False,N/A,True,PASS,,runtime_raw/confirmation_S4_normal_cold1_20260825T135028Z_358566
