trial_id,stage,scene,scene_family,style,cold_start,seed,policy_sha256,configuration_id,control_mode,mission_success,candidate_completed,T_min_s,T_exec_s,motion_style,style_gain,task_gain,compiled_omega_c,compiled_omega_o,applied_omega_c,applied_omega_o,analytic_mj_velocity_peak_mps,analytic_mj_acceleration_peak_mps2,analytic_mj_jerk_peak_mps3,tracking_rmse_m,final_error_m,settling_time_s,overshoot_m,controller_acceleration_saturation_ratio,controller_acceleration_saturation_samples,profile_clamp_activity,iapf_clamp_activity,peak_tilt_deg,hard_safety_violation_count,minimum_pairwise_distance_m,iapf_activation_fraction,dynamic_feasibility_violation,compiled_applied_profile_consistent,instability_or_divergence,persistent_oscillation,explicit_t_invariance,auto_t_ordering,condition_result,failure_reason,raw_dir
style_switch_confirmation_SWITCH_style_switch_cold1_20260825T135444Z_372075,style_switch_confirmation,SWITCH,sequential_profile_transition,style_switch,1,c0f-confirm-a-20260825,fcfaabdecbef9bb0bd622cabe003d5c38cf91fde8ddb4c1f4db60dac6f37333c,paper-current-v10-c0-e-frozen,ladrc_acceleration,True,True,2.898193998162122,7.0,style_switch,1.100000023841858,1.0,"[[1.2000000476837158,1.2000000476837158,1.399999976158142],[1.2000000476837158,1.2000000476837158,1.399999976158142],[1.2000000476837158,1.2000000476837158,1.399999976158142],[1.649999976158142,1.649999976158142,1.9249999523162842],[1.649999976158142,1.649999976158142,1.9249999523162842],[1.649999976158142,1.649999976158142,1.9249999523162842],[1.5,1.5,1.75],[1.5,1.5,1.75],[1.5,1.5,1.75]]","[[4.0,4.0,6.0],[4.0,4.0,6.0],[4.0,4.0,6.0],[5.5,5.5,8.25],[5.5,5.5,8.25],[5.5,5.5,8.25],[5.0,5.0,7.5],[5.0,5.0,7.5],[5.0,5.0,7.5]]","[[1.2000000476837158,1.2000000476837158,1.399999976158142],[1.2000000476837158,1.2000000476837158,1.399999976158142],[1.2000000476837158,1.2000000476837158,1.399999976158142],[1.649999976158142,1.649999976158142,1.9249999523162842],[1.649999976158142,1.649999976158142,1.9249999523162842],[1.649999976158142,1.649999976158142,1.9249999523162842],[1.5,1.5,1.75],[1.5,1.5,1.75],[1.5,1.5,1.75]]","[[4.0,4.0,6.0],[4.0,4.0,6.0],[4.0,4.0,6.0],[5.5,5.5,8.25],[5.5,5.5,8.25],[5.5,5.5,8.25],[5.0,5.0,7.5],[5.0,5.0,7.5],[5.0,5.0,7.5]]",1.0867618322372437,0.47805121541023254,0.7097219824790955,0.02622415602650841,0.023202059790492058,8.037705421447754,0.0,0.0,0,0,0,5.863030231947328,0,2.216723055402737,0.0,False,True,False,False,N/A,N/A,PASS,,runtime_raw/style_switch_confirmation_SWITCH_style_switch_cold1_20260825T135444Z_372075
style_switch_screening_SWITCH_style_switch_cold1_20260825T132747Z_280208,style_switch_screening,SWITCH,sequential_profile_transition,style_switch,1,c0f-screen-20260825,fcfaabdecbef9bb0bd622cabe003d5c38cf91fde8ddb4c1f4db60dac6f37333c,paper-current-v10-c0-e-frozen,ladrc_acceleration,True,True,2.8973145986401256,7.0,style_switch,1.100000023841858,1.0,"[[1.2000000476837158,1.2000000476837158,1.399999976158142],[1.2000000476837158,1.2000000476837158,1.399999976158142],[1.2000000476837158,1.2000000476837158,1.399999976158142],[1.649999976158142,1.649999976158142,1.9249999523162842],[1.649999976158142,1.649999976158142,1.9249999523162842],[1.649999976158142,1.649999976158142,1.9249999523162842],[1.5,1.5,1.75],[1.5,1.5,1.75],[1.5,1.5,1.75]]","[[4.0,4.0,6.0],[4.0,4.0,6.0],[4.0,4.0,6.0],[5.5,5.5,8.25],[5.5,5.5,8.25],[5.5,5.5,8.25],[5.0,5.0,7.5],[5.0,5.0,7.5],[5.0,5.0,7.5]]","[[1.2000000476837158,1.2000000476837158,1.399999976158142],[1.2000000476837158,1.2000000476837158,1.399999976158142],[1.2000000476837158,1.2000000476837158,1.399999976158142],[1.649999976158142,1.649999976158142,1.9249999523162842],[1.649999976158142,1.649999976158142,1.9249999523162842],[1.649999976158142,1.649999976158142,1.9249999523162842],[1.5,1.5,1.75],[1.5,1.5,1.75],[1.5,1.5,1.75]]","[[4.0,4.0,6.0],[4.0,4.0,6.0],[4.0,4.0,6.0],[5.5,5.5,8.25],[5.5,5.5,8.25],[5.5,5.5,8.25],[5.0,5.0,7.5],[5.0,5.0,7.5],[5.0,5.0,7.5]]",1.0857727527618408,0.47761616110801697,0.7090761065483093,0.02664000574866007,0.017613042145967484,8.037277221679688,0.0,0.0,0,0,0,5.545949976172723,0,2.228193852687925,0.0,False,True,False,False,N/A,N/A,PASS,,runtime_raw/style_switch_screening_SWITCH_style_switch_cold1_20260825T132747Z_280208
