bag_time_ns,duration,header_frame_id,header_stamp_nanosec,header_stamp_sec,mission_id,motion_style,safety_factor,target_pos_x,target_pos_y,target_pos_z,uav_id
1785138757978663202,8.0,world,978349519,1785138759,4,normal,0.0,6.76393202,11.35114101,5.0,4
1785138758078710272,8.0,world,978349519,1785138759,4,normal,0.0,6.76393202,11.35114101,5.0,4
1785138758806378490,8.0,world,978349519,1785138759,4,normal,0.0,6.76393202,11.35114101,5.0,4
1785138758806517974,8.0,world,978349519,1785138759,4,normal,0.0,6.76393202,11.35114101,5.0,4
1785138758806638923,8.0,world,978349519,1785138759,4,normal,0.0,6.76393202,11.35114101,5.0,4
1785138758806759711,8.0,world,978349519,1785138759,4,normal,0.0,6.76393202,11.35114101,5.0,4
1785138758806908843,8.0,world,978349519,1785138759,4,normal,0.0,6.76393202,11.35114101,5.0,4
1785138758807008522,8.0,world,978349519,1785138759,4,normal,0.0,6.76393202,11.35114101,5.0,4
1785138758807136544,8.0,world,978349519,1785138759,4,normal,0.0,6.76393202,11.35114101,5.0,4
1785138758879811957,8.0,world,978349519,1785138759,4,normal,0.0,6.76393202,11.35114101,5.0,4
