experiment_id,scenario,method,trial,seed,phase,family,group,uav_id,assignment_mode,initial_x,initial_y,initial_z,target_x,target_y,target_z
s1_crossing_4-P-t01-e8819d5e01,s1_crossing_4,P,1,9001,pilot,s1,0,1,safety_aware,0.3201351085723268,-3.2846455783405437,2.9746535580740012,-2.09,-5.99,3.0
s1_crossing_4-P-t01-e8819d5e01,s1_crossing_4,P,1,9001,pilot,s1,0,2,safety_aware,3.049628172709407,2.0853964951058788,2.9924670643468065,-1.61,-1.21,3.0
s1_crossing_4-P-t01-e8819d5e01,s1_crossing_4,P,1,9001,pilot,s1,0,3,safety_aware,4.620838301770209,4.477109368995224,2.990732003613997,2.44,1.4,3.0
s1_crossing_4-P-t01-e8819d5e01,s1_crossing_4,P,1,9001,pilot,s1,0,4,safety_aware,-2.830505200904218,1.986350365897641,3.0363452477773176,-4.68,-3.06,3.0
