[INFO] [1788020066.221900288] [uav6.ladrc_position_controller]: 已创建 7 个邻居 Odom 订阅
[INFO] [1788020066.233056116] [uav6.ladrc_position_controller]: LADRC 集群执行节点已初始化 (命名空间: /uav6), ENU偏移=[0.0, 18.0, 0.0]
[INFO] [1788020066.233089058] [uav6.ladrc_position_controller]: 等待 swarm_command 和 vehicle_odometry 消息...
[INFO] [1788020066.233102814] [uav6.ladrc_position_controller]: 控制模式: ladrc_acceleration
[WARN] [1788020066.253208913] [uav6.ladrc_position_controller]: 等待新鲜 VehicleOdometry（startup=WAIT_ESTIMATOR_READY armed=0 offboard=0）
[INFO] [1788020066.277896645] [uav6.ladrc_position_controller]: 已接收到 vehicle_odometry 消息
[INFO] [1788020078.033258943] [uav6.ladrc_position_controller]: 请求 ARM（第 1 次）
[INFO] [1788020078.133276423] [uav6.ladrc_position_controller]: 请求 OFFBOARD（第 1 次）
[INFO] [1788020078.253357888] [uav6.ladrc_position_controller]: UAV6 mode=ladrc_acceleration Ref[0.0,0.0,1.5] Safe[0.0,0.0,1.5] Pos[0.00,0.01,-0.18] Cmd[0.0,0.1,4.7]
[INFO] [1788020079.273294044] [uav6.ladrc_position_controller]: UAV6 mode=ladrc_acceleration Ref[0.0,0.0,1.5] Safe[0.0,0.0,1.5] Pos[-0.00,0.00,-0.19] Cmd[-0.0,-0.0,8.0]
[INFO] [1788020080.273323582] [uav6.ladrc_position_controller]: UAV6 mode=ladrc_acceleration Ref[0.0,0.0,1.5] Safe[0.0,0.0,1.5] Pos[0.02,-0.05,0.97] Cmd[-0.3,0.5,2.9]
[INFO] [1788020081.273334858] [uav6.ladrc_position_controller]: UAV6 mode=ladrc_acceleration Ref[0.0,0.0,1.5] Safe[0.0,0.0,1.5] Pos[-0.04,-0.04,1.38] Cmd[0.5,0.2,3.8]
[INFO] [1788020082.233357469] [uav6.ladrc_position_controller]: 自动起飞稳定保持完成，进入 READY
[INFO] [1788020082.273347128] [uav6.ladrc_position_controller]: UAV6 mode=ladrc_acceleration Ref[0.0,0.0,1.5] Safe[0.0,0.0,1.5] Pos[-0.06,0.05,1.49] Cmd[0.1,-0.2,4.0]
[INFO] [1788020083.273359931] [uav6.ladrc_position_controller]: UAV6 mode=ladrc_acceleration Ref[0.0,0.0,1.5] Safe[0.0,0.0,1.5] Pos[0.04,-0.01,1.86] Cmd[-0.1,0.4,0.4]
[INFO] [1788020084.273397663] [uav6.ladrc_position_controller]: UAV6 mode=ladrc_acceleration Ref[0.0,0.0,1.5] Safe[0.0,0.0,1.5] Pos[0.01,0.01,1.69] Cmd[0.1,0.0,0.1]
[INFO] [1788020085.293335682] [uav6.ladrc_position_controller]: UAV6 mode=ladrc_acceleration Ref[0.0,0.0,1.5] Safe[0.0,0.0,1.5] Pos[0.01,0.02,1.57] Cmd[-0.0,0.1,0.3]
[INFO] [1788020086.293343952] [uav6.ladrc_position_controller]: UAV6 mode=ladrc_acceleration Ref[0.0,0.0,1.5] Safe[0.0,0.0,1.5] Pos[0.03,0.02,1.52] Cmd[-0.1,0.0,0.1]
[INFO] [1788020087.293387621] [uav6.ladrc_position_controller]: UAV6 mode=ladrc_acceleration Ref[0.0,0.0,1.5] Safe[0.0,0.0,1.5] Pos[0.01,0.00,1.51] Cmd[0.0,0.1,-0.0]
